#Timestamp	CORE_ID	user%	nice%	sys%	idle%	iowait%	irq%	softiq%	steal%	guest%	guest_nice%
1357292027002808018	CORE_4	8.06	0	4.83	87.09	0	0	0	0	0	0
1357292027942798310	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292028897838140	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292029837758267	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292030792907679	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292031747849760	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292032688796714	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292033643785961	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292034587768147	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292035529809261	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292036486120833	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292037728752285	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292038667858041	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292039618106358	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292040572850981	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292041517933536	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292042471309292	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292043428807900	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292044382842194	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292045337827108	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292046297867159	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292047245529657	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292048202892307	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292049152893666	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292050112976300	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292051068032964	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292052013066977	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292052977923917	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292053929739849	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292054888851697	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292055848233460	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292056803812287	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292057759111033	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292058718087340	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292059668898486	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292060638081776	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292061588197760	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292062548005729	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292063508028405	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292064468042956	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292065431750236	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292066393703693	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292067348053568	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292068308020495	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292069268206878	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292070215339463	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292071183698966	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292072148934653	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292073103077947	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292074053023432	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292075003027416	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292075962988301	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292076918309254	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292077892947262	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292078853052563	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292079808035352	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292080783909061	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292081737955397	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292082692987394	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292083663038928	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292084619694957	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292085587997002	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292086548010512	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292087508130854	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292088473010669	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292089433872798	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292090392986730	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292091353172113	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292092318120761	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292093277994438	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292094235570378	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292095193220110	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292096153134287	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292097118081726	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292098083100082	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292099057388300	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292100018225846	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292100983104286	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292101953091529	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357292102894634313	CORE_4	0	0	0	100.00	0	0	0	0	0	0
