Start:	1419834864790050640
Event1 Name:	r011
Event2 Name:	r004
Event3 Name:	r014
Event4 Name:	r008
Event5 Name:	r013
     0.500299100	350398240	r011
     0.500299100	55509141	r004
     0.500299100	121178987	r014
     0.500299100	442105952	r008
     0.500299100	55492368	r013
     1.001368906	350751312	r011
     1.001368906	43924315	r004
     1.001368906	111031115	r014
     1.001368906	366521798	r008
     1.001368906	43930313	r013
     1.502223880	350603050	r011
     1.502223880	37304596	r004
     1.502223880	116441679	r014
     1.502223880	491869963	r008
     1.502223880	37308304	r013
     2.003114937	350621384	r011
     2.003114937	59418846	r004
     2.003114937	117160966	r014
     2.003114937	441019063	r008
     2.003114937	59423665	r013
     2.504134576	350715044	r011
     2.504134576	56027837	r004
     2.504134576	121517246	r014
     2.504134576	435649699	r008
     2.504134576	56031853	r013
     3.004987717	350597143	r011
     3.004987717	27085500	r004
     3.004987717	117279761	r014
     3.004987717	468451179	r008
     3.004987717	27089191	r013
     3.505847482	350604012	r011
     3.505847482	54244426	r004
     3.505847482	108489005	r014
     3.505847482	415342979	r008
     3.505847482	54248687	r013
     4.006706122	350604741	r011
     4.006706122	42001135	r004
     4.006706122	125559898	r014
     4.006706122	536875292	r008
     4.006706122	42004112	r013
     4.507547179	350585826	r011
     4.507547179	64296293	r004
     4.507547179	115207482	r014
     4.507547179	384362692	r008
     4.507547179	64300451	r013
     5.008407819	350606706	r011
     5.008407819	17495507	r004
     5.008407819	116294479	r014
     5.008407819	473298809	r008
     5.008407819	17498759	r013
     5.509359917	350665457	r011
     5.509359917	56200690	r004
     5.509359917	112503430	r014
     5.509359917	466628687	r008
     5.509359917	56204435	r013
     6.010226641	350606425	r011
     6.010226641	59068104	r004
     6.010226641	121084240	r014
     6.010226641	421566076	r008
     6.010226641	59071975	r013
     6.511071531	350595081	r011
     6.511071531	45728175	r004
     6.511071531	120831850	r014
     6.511071531	500251771	r008
     6.511071531	45731500	r013
     7.011933213	350601047	r011
     7.011933213	34723793	r004
     7.011933213	101100851	r014
     7.011933213	379934239	r008
     7.011933213	34727863	r013
     7.512774686	350593750	r011
     7.512774686	41873119	r004
     7.512774686	126592040	r014
     7.512774686	536152773	r008
     7.512774686	41875837	r013
     8.013643285	350604144	r011
     8.013643285	64899028	r004
     8.013643285	117277476	r014
     8.013643285	387250755	r008
     8.013643285	64903145	r013
     8.514502300	350602966	r011
     8.514502300	31592367	r004
     8.514502300	113796076	r014
     8.514502300	468670697	r008
     8.514502300	31595314	r013
     9.015367565	350607110	r011
     9.015367565	40755960	r004
     9.015367565	109056055	r014
     9.015367565	456447260	r008
     9.015367565	40759613	r013
     9.516223205	350599368	r011
     9.516223205	59279698	r004
     9.516223205	121538960	r014
     9.516223205	423828839	r008
     9.516223205	59283341	r013
    10.017093429	350610216	r011
    10.017093429	50273700	r004
    10.017093429	121412264	r014
    10.017093429	482073535	r008
    10.017093429	50277202	r013
    10.518112110	350664205	r011
    10.518112110	31529443	r004
    10.518112110	102594995	r014
    10.518112110	381923931	r008
    10.518112110	31533621	r013
    11.019054083	350664452	r011
    11.019054083	42392132	r004
    11.019054083	125687257	r014
    11.019054083	539255550	r008
    11.019054083	42394833	r013
    11.519901432	350590252	r011
    11.519901432	70554585	r004
    11.519901432	116390532	r014
    11.519901432	351054321	r008
    11.519901432	70558808	r013
    12.020750739	350599267	r011
    12.020750739	40901568	r004
    12.020750739	121940885	r014
    12.020750739	519710981	r008
    12.020750739	40904483	r013
    12.521832962	350753693	r011
    12.521832962	33446802	r004
    12.521832962	105423005	r014
    12.521832962	409752465	r008
    12.521832962	33450641	r013
    13.022686560	350600541	r011
    13.022686560	52292730	r004
    13.022686560	123561256	r014
    13.022686560	465475863	r008
    13.022686560	52296183	r013
    13.523722742	350726682	r011
    13.523722742	55374232	r004
    13.523722742	116307446	r014
    13.523722742	439141715	r008
    13.523722742	55377556	r013
    14.024590340	350606246	r011
    14.024590340	24880656	r004
    14.024590340	109717981	r014
    14.024590340	413098070	r008
    14.024590340	24884539	r013
    14.525462480	350613934	r011
    14.525462480	48933422	r004
    14.525462480	118537613	r014
    14.525462480	520844793	r008
    14.525462480	48936639	r013
    15.026528120	350743020	r011
    15.026528120	68381237	r004
    15.026528120	116768035	r014
    15.026528120	364098159	r008
    15.026528120	68385375	r013
    15.528052759	351067911	r011
    15.528052759	41933538	r004
    15.528052759	124935773	r014
    15.528052759	536656802	r008
    15.528052759	41936271	r013
    16.029215856	350809512	r011
    16.029215856	33800827	r004
    16.029215856	101553102	r014
    16.029215856	382210055	r008
    16.029215856	33805231	r013
    16.530241996	350722224	r011
    16.530241996	47403407	r004
    16.530241996	123317922	r014
    16.530241996	502842352	r008
    16.530241996	47406379	r013
    17.031252553	350706158	r011
    17.031252553	61425450	r004
    17.031252553	117147434	r014
    17.031252553	405493071	r008
    17.031252553	61429191	r013
    17.532287109	350724742	r011
    17.532287109	24657514	r004
    17.532287109	114089959	r014
    17.532287109	439976452	r008
    17.532287109	24660907	r013
    18.033304082	350710980	r011
    18.033304082	50318459	r004
    18.033304082	113018924	r014
    18.033304082	487167571	r008
    18.033304082	50321694	r013
    18.534471972	350820555	r011
    18.534471972	63147324	r004
    18.534471972	119153405	r014
    18.534471972	399293969	r008
    18.534471972	63151291	r013
    19.035482528	350676500	r011
    19.035482528	45779548	r004
    19.035482528	122630658	r014
    19.035482528	510833792	r008
    19.035482528	45782344	r013
    19.536497876	350707882	r011
    19.536497876	34989770	r004
    19.536497876	101686356	r014
    19.536497876	374246690	r008
    19.536497876	34994092	r013
    20.037520183	350721046	r011
    20.037520183	40807866	r004
    20.037520183	127588527	r014
    20.037520183	546042761	r008
    20.037520183	40810461	r013
    20.539069321	351080798	r011
    20.539069321	68958004	r004
    20.539069321	116925818	r014
