#Timestamp	r011	r004	r014	r008	r013
1419880597238718220	600360981	84793249	207259592	802326783	84774360
1419880597739435819	600864819	78855287	195890998	741670578	78859657
1419880598240104335	600808551	48143074	210107199	892843150	48145914
1419880598740690184	600698724	89635173	201096507	763783397	89638802
1419880599241274283	600707222	66351893	204304732	879547657	66354700
1419880599741856882	600697459	63363407	197803786	785256081	63366727
1419880600242444023	600705678	91920202	206889177	838051575	91923318
1419880600743037372	600714048	59997044	197226692	834361621	60000172
1419880601243628263	600681657	64579328	202854019	789854039	64582530
1419880601744221695	600714923	90286860	205733566	848678038	90289920
1419880602245084127	600846149	62745810	195687344	807801013	62749378
1419880602746554391	601764723	86364707	210183832	848789245	86367729
1419880603247143656	600706920	69750654	198431125	772516985	69754226
1419880603747721047	600697575	48603764	209692513	874659863	48606544
1419880604248307480	600700821	98819050	195948507	749747121	98822717
1419880604748884871	600702699	54191981	207625534	929897737	54194684
1419880605249461345	600686043	75885519	190150358	702740173	75889243
1419880605750121444	600802211	77928549	219088989	934694372	77931137
1419880606250681668	600665566	73905897	189161400	731428672	73909897
1419880606751268350	600712278	80660982	215015152	908252350	80663692
1419880607252133782	601022762	64614504	195331418	796525584	64618207
1419880607752725423	600712272	57017347	200576687	822028527	57020595
1419880608253308814	600702657	94165692	207012842	833455715	94169325
1419880608753904663	600716351	62544002	196646776	808744690	62547537
1419880609254492220	600705994	67161778	212188554	860990006	67164840
1419880609755171402	600814392	89383796	195442300	760121177	89387630
1419880610255855793	600828995	46647864	201614102	907976170	46650774
1419880610756458517	600719979	77246599	193945512	706188436	77250541
1419880611257060825	600733701	76403347	216068453	945941883	76406036
1419880611757653632	600701083	75767434	187786114	716726653	75771443
1419880612258605980	601137382	80112134	214667183	895891187	80114953
1419880612759193288	600699767	73193270	190858138	736208939	73197179
1419880613259879845	600826940	48845412	204559073	871284507	48848554
1419880613761532150	601983589	102685924	201591823	783321063	102689577
1419880614262138082	600730530	52526500	202053305	879204239	52529496
1419880614762745973	600727805	67336835	201399552	767209828	67340285
1419880615263353114	600731434	89160479	201830411	847208966	89163493
1419880615763961213	600729968	59249074	196298956	837096899	59252170
1419880616264551562	600708373	85251618	205949614	792619266	85254921
1419880616765190494	600770471	67324725	202447676	855811282	67327816
1419880617266367300	601407313	65060366	194274774	781880454	65063896
1419880617766955608	600709367	86928901	216976232	871297570	86931789
1419880618267532457	600691941	69389611	191291107	761499287	69393237
1419880618768108890	600694630	58013183	209356692	871122472	58016036
1419880619268685239	600689279	98021777	195200336	744051881	98025608
1419880619769268338	600707223	46602492	201216909	913656895	46605036
1419880620270071395	600958232	73398914	195546965	705388236	73402668
1419880620770754369	600830479	79233877	214725654	952379697	79236377
1419880621271426134	600798781	74140635	189900292	729578215	74144271
1419880621772124025	600845030	80692645	218445401	896572408	80695261
1419880622273012582	600908011	71716512	191182655	749189609	71720222
1419880622773708180	600839350	51618030	209476643	875172816	51620750
1419880623274365404	600787109	99737585	206451650	793088106	99740973
1419880623775043170	600817763	55470605	198214848	863214838	55473816
1419880624275627727	600699364	68287368	203404635	783684482	68290657
1419880624776216618	600710611	88000347	200558432	823588373	88003433
1419880625276801426	600700541	58410579	193775196	834972141	58413682
1419880625777389275	600708308	76857816	206385928	773698245	76861160
1419880626277986749	600711774	132999496	201420403	750384181	133003044
1419880626778619431	600761206	194936619	203199367	584030797	194940472
1419880627279380572	600850018	217085335	228774262	697129810	217088538
1419880627780089795	600851127	187643093	201685484	560520175	187647052
1419880628280711353	600749289	222927546	229345444	715292312	222930488
1419880628781322535	600735483	182728339	202308318	547035897	182732478
1419880629281931176	600732576	225132745	234992169	729943359	225135529
1419880629782545317	600735180	189615143	199738270	563622803	189619094
1419880630283177416	600760970	219052251	230322237	704361736	219055108
1419880630783809473	600759342	188843357	206230848	571203462	188847355
1419880631284441364	600761026	217797547	222849590	688351643	217800509
1419880631785140379	600837127	195073602	209458377	597032457	195077165
1419880632285898686	600830557	208824459	220941577	658208330	208827774
1419880632786741743	601015413	200626221	214712721	622738197	200629753
1419880633287370801	600754616	203164860	215919696	632561704	203168291
1419880633787995566	600749352	208605080	217372765	651582711	208608309
1419880634288626707	600758598	197956513	211345907	608398322	197960145
1419880634789263139	600765486	213899765	220941952	672925058	213902915
1419880635290126404	600968719	192933408	208241597	587222497	192937125
1419880635791729043	601928271	217058594	229176212	696249336	217061403
1419880636292372309	600770979	190378058	200723777	565192901	190382052
1419880636793012033	600771411	223442946	232650611	722526939	223445810
1419880637293886339	600836852	183628614	202800901	550135076	183632704
1419880637794513938	600753321	222787453	233694923	719934346	222790338
1419880638295245829	600878715	191617938	201383892	570717612	191621637
1419880638795893511	600778662	215128733	227676167	689026731	215131898
1419880639296545985	600785289	193430488	208825074	590052903	193434109
1419880639797207042	600793224	212851344	219839474	667973509	212854854
1419880640297993099	600943225	195990769	210257402	599544925	195994515
1419880640798769990	600933744	210977900	218914742	660690397	210981209
1419880641299538213	600924327	202837417	214513490	628309561	202840800
1419880641800424437	601062858	200957303	216386467	626329971	200960870
1419880642301299619	600992168	211279483	221881855	666853674	211282477
1419880642802064509	600840905	193564125	208469234	590393192	193567867
1419880643302834691	600925905	219247216	224269012	695197375	219250408
1419880643803600165	600921093	186844917	204472489	561748078	186848944
1419880644304360722	600915219	223217216	232427496	721860648	223220017
1419880644805213570	601025139	185572918	197774814	545720172	185577199
1419880645305948836	600884709	224028987	233018714	724591019	224031771
1419880645806726018	600931896	188305961	205423922	569269521	188309941
