#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357284475150804078	986288	30151	35590	1863	468
1357284475651617521	175116	20118	27460	1458	417
1357284476152264339	141406	17265	24337	1257	391
1357284476652896991	154956	19668	25609	1270	364
1357284477153520351	141255	17292	23938	1254	380
1357284477654232961	152797	19658	24608	1244	383
1357284478154850654	291880	38471	53270	3973	1251
1357284478655553764	143407	17436	24502	1404	383
1357284479156169833	160924	19695	25223	1318	373
1357284479656797693	140294	17316	23857	1382	371
1357284480157424511	114943	19278	24109	1137	415
1357284480658114038	141722	17865	25197	1338	439
1357284481158773065	154708	19670	25441	1398	403
1357284481659453341	272726	35787	48264	3650	1110
1357284482160145868	146959	18595	24186	1221	436
1357284482660904269	142645	17396	21900	1407	479
1357284483161556462	146613	15617	20574	1175	415
1357284483662222531	142283	17654	23641	1339	464
1357284484162874766	154295	19524	23945	1366	438
1357284484663533001	141921	17025	22028	1352	447
1357284485164186777	137551	16308	21773	1151	441
1357284485664842137	271442	35647	47392	3785	1176
1357284486165539122	147048	18544	23862	1269	430
1357284486666200566	141448	17360	22855	1405	467
1357284487166853342	160014	19508	23736	1376	425
1357284487667622869	141465	17296	23008	1353	475
1357284488168274062	154392	19601	24199	1364	440
1357284488668930589	143393	17293	22380	1333	450
1357284489169672365	137057	15995	21179	1219	460
1357284489670371808	296882	38877	53262	4134	1414
1357284490171029460	169118	18597	23692	1274	440
1357284490671795778	143775	17299	23566	1438	435
1357284491172534763	159579	19598	23880	1370	425
1357284491673280914	142540	17317	22003	1364	465
1357284492174028399	136607	15957	20838	1181	450
1357284492674965675	142463	17298	27837	1541	562
1357284493175710951	165793	19640	21515	1143	414
1357284493676461394	297358	39298	53487	3962	1511
1357284494177208545	144474	16918	22131	1381	440
1357284494677928739	136774	16216	21150	1157	384
1357284495178674473	148448	16978	21840	1329	441
1357284495679417958	137920	16230	20883	1212	450
1357284496180225401	142895	17303	23467	1369	469
1357284496680974552	153439	19452	24003	1362	418
1357284497181739620	141792	17419	23554	1351	477
1357284497682601063	316064	43057	59274	4269	1508
1357284498183350839	158976	19515	24917	1363	420
1357284498684117157	146214	17384	24601	1398	481
1357284499184949017	447781	20096	26532	1631	502
1357284499685761168	267810	21769	28854	1301	504
1357284500186618110	231683	17045	23280	1372	448
