#Timestamp	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	GPU Frequency(MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Current(A)	GPU Power(W)	RAM Voltage(V)	RAM Current(A)	RAM Power(W)
1357019930702649889	1400 53 1.100000 0.239000 0.285000 1000 54 0.900000 0.498000 0.458000 600 56 1.000000 0.128000 0.128000 1.200000 0.058000 0.070000
1357019931232732311	1400 53 1.100000 0.235000 0.279000 1000 54 0.900000 0.244000 0.223000 600 55 1.000000 0.128000 0.128000 1.200000 0.043000 0.051000
1357019931767236083	1400 53 1.100000 0.220000 0.261000 1000 54 0.900000 0.244000 0.223000 600 55 1.000000 0.128000 0.128000 1.200000 0.052000 0.062000
1357019932302221435	1400 53 1.100000 0.239000 0.284000 1000 54 0.900000 0.244000 0.223000 600 55 1.000000 0.128000 0.128000 1.200000 0.045000 0.054000
1357019932827435011	1400 53 1.100000 0.222000 0.264000 1000 54 0.900000 0.245000 0.224000 600 55 1.000000 0.129000 0.129000 1.200000 0.044000 0.053000
1357019933372259681	1400 53 1.100000 0.230000 0.273000 1000 54 0.900000 0.243000 0.223000 600 55 1.000000 0.128000 0.128000 1.200000 0.053000 0.064000
1357019933892594202	1400 53 1.100000 0.238000 0.283000 1000 54 0.900000 0.243000 0.223000 600 55 1.000000 0.129000 0.129000 1.200000 0.046000 0.055000
1357019934442196927	1400 53 1.100000 0.227000 0.270000 1000 54 0.900000 0.245000 0.224000 600 55 1.000000 0.129000 0.129000 1.200000 0.046000 0.055000
1357019934977457570	1400 53 1.100000 0.226000 0.268000 1000 54 0.900000 0.244000 0.223000 600 55 1.000000 0.128000 0.128000 1.200000 0.053000 0.064000
1357019935512211298	1400 53 1.100000 0.240000 0.285000 1000 54 0.900000 0.244000 0.223000 600 55 1.000000 0.129000 0.129000 1.200000 0.043000 0.051000
1357019936050736838	1400 53 1.100000 0.226000 0.268000 1000 54 0.900000 0.245000 0.224000 600 55 1.000000 0.129000 0.129000 1.200000 0.048000 0.057000
1357019936592370944	1400 53 1.100000 0.237000 0.282000 1000 54 0.900000 0.243000 0.223000 600 55 1.000000 0.129000 0.129000 1.200000 0.045000 0.054000
