#Benchmark	Runtime	CPU Frequency(MHz)	CPU Voltage(V)	CPU Power(W)	CPU Temperature(C)
stress	600.0369056460	1400000	1.200000	0.212000	56
stress	600.0369056460	1400000	1.200000	0.211000	57
stress	600.0369056460	1400000	1.200000	0.211000	63
stress	600.0369056460	1400000	1.200000	0.211000	57
stress	600.0369056460	1400000	1.200000	0.212000	56
stress	600.0369056460	1400000	1.200000	0.212000	56
stress	600.0369056460	1400000	1.200000	0.211000	56
stress	600.0369056460	1400000	1.200000	0.211000	57
stress	600.0369056460	1400000	1.200000	0.211000	61
stress	600.0369056460	1400000	1.200000	0.211000	56
stress	600.0369056460	1400000	1.200000	0.203000	56
stress	600.0369056460	1400000	1.200000	0.203000	56
stress	600.0369056460	1400000	1.200000	0.203000	56
stress	600.0369056460	1400000	1.200000	0.202000	62
stress	600.0369056460	1400000	1.200000	0.203000	56
stress	600.0369056460	1400000	1.200000	0.203000	55
stress	600.0369056460	1400000	1.200000	0.203000	55
