#Benchmark	runtime	CPU Frequency(MHz)
security_rijndael_e	422.7568820580	700000
security_sha	105.7454015100	700000
telecom_adpcm_c	39.1033196410	700000
telecom_adpcm_d	59.5548855800	700000
telecom_CRC32	175.8197172800	700000
telecom_gsm	64.5074673180	700000
automotive_bitcount	63.1420060000	600000
automotive_qsort1	81.6556441860	600000
automotive_susan_c	102.1856564030	600000
automotive_susan_e	82.7694518340	600000
automotive_susan_s	79.8636125140	600000
bzip2d	80.8361928610	600000
bzip2e	81.2078430490	600000
consumer_jpeg_c	82.5037424850	600000
consumer_jpeg_d	177.8705131070	600000
consumer_tiff2bw	105.1936950290	600000
consumer_tiff2rgba	178.0546019340	600000
consumer_tiffdither	92.6986251720	600000
consumer_tiffmedian	95.4052656580	600000
network_dijkstra	20.6539259740	600000
network_patricia	60.1958438980	600000
office_ghostscript	114.4856624580	600000
office_ispell	128.7630934660	600000
office_rsynth	44.1400198110	600000
office_stringsearch1	37.1969540660	600000
security_blowfish_d	65.7655701340	600000
security_blowfish_e	66.4235755380	600000
security_pgp_d	422.6511580510	600000
security_pgp_e	97.8140004950	600000
security_rijndael_d	462.6626039790	600000
security_rijndael_e	477.8872982680	600000
security_sha	124.3184863090	600000
telecom_adpcm_c	46.5495094800	600000
telecom_adpcm_d	70.3975332360	600000
telecom_CRC32	201.0962532510	600000
telecom_gsm	76.3838927640	600000
automotive_bitcount	63.1520907680	600000
automotive_qsort1	81.7140250940	600000
automotive_susan_c	101.7671967820	600000
automotive_susan_e	83.4126177300	600000
automotive_susan_s	79.8549009510	600000
bzip2d	80.5492288130	600000
bzip2e	82.3126943830	600000
consumer_jpeg_c	82.9510862490	600000
consumer_jpeg_d	179.4351033440	600000
consumer_tiff2bw	105.4994319090	600000
consumer_tiff2rgba	177.6348153570	600000
consumer_tiffdither	90.8963994410	600000
consumer_tiffmedian	94.9077033020	600000
network_dijkstra	21.1261617640	600000
network_patricia	60.8899375110	600000
office_ghostscript	114.4855815830	600000
office_ispell	129.4139304700	600000
office_rsynth	44.6604533640	600000
office_stringsearch1	37.2130084450	600000
security_blowfish_d	65.7721934110	600000
security_blowfish_e	66.4759401680	600000
security_pgp_d	420.0251817970	600000
security_pgp_e	98.3674308480	600000
security_rijndael_d	459.9866510890	600000
security_rijndael_e	473.4809926070	600000
security_sha	124.0976694420	600000
telecom_adpcm_c	46.5536365540	600000
telecom_adpcm_d	70.4545201040	600000
telecom_CRC32	201.1527183720	600000
telecom_gsm	76.0050770100	600000
automotive_bitcount	63.1695869360	600000
automotive_qsort1	82.1853754260	600000
automotive_susan_c	101.4758720760	600000
automotive_susan_e	83.0692512270	600000
automotive_susan_s	79.7808742040	600000
bzip2d	80.9655593980	600000
bzip2e	81.7746002040	600000
consumer_jpeg_c	83.3017401510	600000
consumer_jpeg_d	178.1207532820	600000
consumer_tiff2bw	106.1586831440	600000
consumer_tiff2rgba	176.4525850760	600000
consumer_tiffdither	91.0376245320	600000
consumer_tiffmedian	95.4543624200	600000
network_dijkstra	20.8099135320	600000
network_patricia	60.5114397980	600000
office_ghostscript	114.8163542800	600000
office_ispell	130.4173819550	600000
office_rsynth	44.6499701800	600000
office_stringsearch1	36.7103382670	600000
security_blowfish_d	66.1191325720	600000
security_blowfish_e	66.5402053120	600000
security_pgp_d	423.0127786360	600000
security_pgp_e	98.1496937230	600000
security_rijndael_d	456.2253661950	600000
security_rijndael_e	470.5390510380	600000
security_sha	124.3172471040	600000
telecom_adpcm_c	46.1382471750	600000
telecom_adpcm_d	70.3549975000	600000
telecom_CRC32	201.6385600050	600000
telecom_gsm	76.0891413170	600000
automotive_bitcount	76.9559616990	500000
automotive_qsort1	98.3873217600	500000
automotive_susan_c	121.0411110950	500000
automotive_susan_e	99.4546957230	500000
automotive_susan_s	97.0952741890	500000
bzip2d	94.0025222990	500000
bzip2e	93.2458991640	500000
consumer_jpeg_c	99.9427489760	500000
consumer_jpeg_d	203.0456994780	500000
consumer_tiff2bw	123.6761829950	500000
consumer_tiff2rgba	202.9756217650	500000
consumer_tiffdither	109.1495503920	500000
consumer_tiffmedian	112.9016389740	500000
network_dijkstra	24.4879899500	500000
network_patricia	74.1313429010	500000
office_ghostscript	140.2710710500	500000
office_ispell	151.8477343100	500000
office_rsynth	54.4862071090	500000
office_stringsearch1	45.3188787670	500000
security_blowfish_d	80.2730204480	500000
security_blowfish_e	81.0913379410	500000
security_pgp_d	484.8267392730	500000
security_pgp_e	117.9999673360	500000
security_rijndael_d	528.1120415900	500000
security_rijndael_e	542.7242569130	500000
security_sha	150.9344009100	500000
telecom_adpcm_c	56.8338835440	500000
telecom_adpcm_d	86.1844924400	500000
telecom_CRC32	232.5318285620	500000
telecom_gsm	93.0699749850	500000
automotive_bitcount	76.9247238960	500000
automotive_qsort1	98.8707214410	500000
automotive_susan_c	119.8371247380	500000
automotive_susan_e	98.7748138280	500000
automotive_susan_s	98.4207342250	500000
bzip2d	92.5460515230	500000
bzip2e	93.9884047070	500000
consumer_jpeg_c	99.8787498730	500000
consumer_jpeg_d	204.5338803070	500000
consumer_tiff2bw	122.7178491980	500000
consumer_tiff2rgba	201.5782465600	500000
consumer_tiffdither	108.9371634640	500000
consumer_tiffmedian	112.9426376300	500000
network_dijkstra	25.0461161260	500000
network_patricia	73.4699317970	500000
office_ghostscript	138.6459714540	500000
office_ispell	154.8117045790	500000
office_rsynth	53.8616916690	500000
office_stringsearch1	45.3049226750	500000
security_blowfish_d	80.2017689860	500000
security_blowfish_e	81.4920798120	500000
security_pgp_d	488.5143935030	500000
security_pgp_e	117.8768657450	500000
security_rijndael_d	530.8262394750	500000
security_rijndael_e	548.9098987330	500000
security_sha	150.3514690830	500000
telecom_adpcm_c	56.7515120670	500000
telecom_adpcm_d	85.7561588000	500000
telecom_CRC32	232.7601670380	500000
telecom_gsm	92.4181341510	500000
automotive_bitcount	76.9789610630	500000
automotive_qsort1	99.3243108150	500000
automotive_susan_c	120.1018400040	500000
automotive_susan_e	99.1515955450	500000
automotive_susan_s	97.7941637910	500000
bzip2d	92.0771994760	500000
bzip2e	93.6599997120	500000
consumer_jpeg_c	99.7146105000	500000
consumer_jpeg_d	206.0235106740	500000
consumer_tiff2bw	122.8134398530	500000
consumer_tiff2rgba	201.5291210060	500000
consumer_tiffdither	109.5660699340	500000
consumer_tiffmedian	113.8518576230	500000
network_dijkstra	25.2564611010	500000
network_patricia	72.8302787260	500000
office_ghostscript	138.3817799780	500000
office_ispell	152.2109113910	500000
office_rsynth	54.4728673060	500000
office_stringsearch1	45.3157189420	500000
security_blowfish_d	80.3060154140	500000
security_blowfish_e	81.2185745660	500000
security_pgp_d	485.2452341020	500000
security_pgp_e	118.0489519320	500000
security_rijndael_d	533.9819537610	500000
security_rijndael_e	546.7451885850	500000
security_sha	151.2564369610	500000
telecom_adpcm_c	56.7017284310	500000
telecom_adpcm_d	85.6977142260	500000
telecom_CRC32	233.1319847660	500000
telecom_gsm	92.5538757970	500000
automotive_bitcount	98.5221717420	400000
automotive_qsort1	124.8079904760	400000
automotive_susan_c	148.1605627040	400000
automotive_susan_e	124.6836649700	400000
automotive_susan_s	125.4485297950	400000
bzip2d	111.2770314170	400000
bzip2e	112.2059560730	400000
consumer_jpeg_c	126.3387987480	400000
consumer_jpeg_d	246.9301615020	400000
consumer_tiff2bw	150.6574312550	400000
consumer_tiff2rgba	240.2355558090	400000
consumer_tiffdither	137.7839877260	400000
consumer_tiffmedian	140.6368839170	400000
network_dijkstra	30.3799086130	400000
network_patricia	92.2998880480	400000
office_ghostscript	176.1510481860	400000
office_ispell	187.8883244090	400000
office_rsynth	70.4343775260	400000
office_stringsearch1	57.2997078480	400000
security_blowfish_d	103.4835682930	400000
security_blowfish_e	104.4431931700	400000
security_pgp_d	586.3819806240	400000
security_pgp_e	148.2665926690	400000
security_rijndael_d	634.2593816760	400000
security_rijndael_e	658.7503275380	400000
security_sha	192.8411624810	400000
telecom_adpcm_c	72.7038125170	400000
telecom_adpcm_d	110.4758131760	400000
telecom_CRC32	285.7380326550	400000
telecom_gsm	119.1501232760	400000
automotive_bitcount	99.2454187880	400000
automotive_qsort1	124.8186833680	400000
automotive_susan_c	147.5066631650	400000
automotive_susan_e	124.0680677190	400000
automotive_susan_s	124.6677761310	400000
bzip2d	112.1827679180	400000
bzip2e	112.9813093330	400000
consumer_jpeg_c	126.2281164610	400000
consumer_jpeg_d	245.0183142300	400000
consumer_tiff2bw	150.5766857320	400000
consumer_tiff2rgba	239.0434484670	400000
consumer_tiffdither	137.1652660660	400000
consumer_tiffmedian	140.7217363060	400000
network_dijkstra	31.0241451320	400000
network_patricia	91.6278738000	400000
office_ghostscript	178.4853956100	400000
office_ispell	188.7319905530	400000
office_rsynth	69.8069589680	400000
office_stringsearch1	57.9873793920	400000
security_blowfish_d	103.4943724770	400000
security_blowfish_e	103.8579733920	400000
security_pgp_d	584.7344961620	400000
security_pgp_e	148.1025218790	400000
security_rijndael_d	638.5518993080	400000
security_rijndael_e	655.7174745100	400000
security_sha	192.6427836030	400000
telecom_adpcm_c	72.6394272890	400000
telecom_adpcm_d	110.4409000910	400000
telecom_CRC32	285.2877437740	400000
telecom_gsm	119.0119919260	400000
automotive_bitcount	99.0919349740	400000
automotive_qsort1	124.9357546400	400000
automotive_susan_c	147.5003643880	400000
automotive_susan_e	124.1553400600	400000
automotive_susan_s	124.6548274110	400000
bzip2d	110.8398763820	400000
bzip2e	111.0469844880	400000
consumer_jpeg_c	126.0644010460	400000
consumer_jpeg_d	258.9005190650	400000
consumer_tiff2bw	152.0671793470	400000
consumer_tiff2rgba	238.0928154030	400000
consumer_tiffdither	135.5559224740	400000
consumer_tiffmedian	140.4695161360	400000
network_dijkstra	30.9371534570	400000
network_patricia	92.2012388580	400000
office_ghostscript	176.4735041520	400000
office_ispell	189.1491615110	400000
office_rsynth	69.8496184530	400000
office_stringsearch1	57.9726854670	400000
security_blowfish_d	103.3747512530	400000
security_blowfish_e	103.8350470270	400000
security_pgp_d	589.2302300770	400000
security_pgp_e	148.2690121630	400000
security_rijndael_d	634.8541844760	400000
security_rijndael_e	654.0011144970	400000
security_sha	192.7638368250	400000
telecom_adpcm_c	73.3342363590	400000
telecom_adpcm_d	109.8796924220	400000
telecom_CRC32	286.2033290860	400000
telecom_gsm	119.1412392960	400000
automotive_bitcount	138.4695238170	300000
automotive_qsort1	172.2441702090	300000
automotive_susan_c	199.2787551380	300000
automotive_susan_e	169.1596066760	300000
automotive_susan_s	173.8343925540	300000
bzip2d	143.0850549140	300000
bzip2e	146.1870964490	300000
consumer_jpeg_c	174.9846107420	300000
consumer_jpeg_d	319.8097479480	300000
consumer_tiff2bw	202.0715701760	300000
consumer_tiff2rgba	309.3340783650	300000
consumer_tiffdither	186.1909819360	300000
consumer_tiffmedian	191.8634700620	300000
network_dijkstra	41.5143552220	300000
network_patricia	128.4502601020	300000
office_ghostscript	246.0705246030	300000
office_ispell	254.2485251770	300000
office_rsynth	97.9524919680	300000
office_stringsearch1	80.4998187600	300000
security_blowfish_d	143.9087458950	300000
security_blowfish_e	146.2466823130	300000
security_pgp_d	771.7603501790	300000
security_pgp_e	203.2169911670	300000
security_rijndael_d	819.9618645280	300000
security_rijndael_e	844.5699695350	300000
security_sha	268.4778311710	300000
telecom_adpcm_c	101.0189918760	300000
telecom_adpcm_d	154.2558434820	300000
telecom_CRC32	383.4971610260	300000
telecom_gsm	166.1473473510	300000
automotive_bitcount	137.4700113650	300000
automotive_qsort1	172.7002953690	300000
automotive_susan_c	198.3845118610	300000
automotive_susan_e	169.5124422400	300000
automotive_susan_s	173.8478009390	300000
bzip2d	143.3761078280	300000
bzip2e	145.2008924250	300000
consumer_jpeg_c	174.7319364900	300000
consumer_jpeg_d	319.8692243940	300000
consumer_tiff2bw	199.5622471540	300000
consumer_tiff2rgba	306.8222914320	300000
consumer_tiffdither	186.4266708950	300000
consumer_tiffmedian	190.3828271740	300000
network_dijkstra	42.1002280010	300000
network_patricia	129.8979356490	300000
office_ghostscript	248.9685720650	300000
office_ispell	255.6126390400	300000
office_rsynth	97.1160826830	300000
office_stringsearch1	81.2342581540	300000
security_blowfish_d	143.9788362760	300000
security_blowfish_e	145.3617191800	300000
security_pgp_d	767.9616358290	300000
security_pgp_e	203.7201344270	300000
security_rijndael_d	820.2397691810	300000
security_rijndael_e	847.6662905000	300000
security_sha	268.8916872190	300000
telecom_adpcm_c	101.9576969680	300000
telecom_adpcm_d	153.2999558470	300000
telecom_CRC32	383.8741688680	300000
telecom_gsm	166.0995592950	300000
automotive_bitcount	138.7607843140	300000
automotive_qsort1	173.4146182270	300000
automotive_susan_c	198.1110861980	300000
automotive_susan_e	169.9334097720	300000
automotive_susan_s	173.5002910710	300000
bzip2d	143.6340426100	300000
bzip2e	145.5494939150	300000
consumer_jpeg_c	173.9093634640	300000
consumer_jpeg_d	318.9085675190	300000
consumer_tiff2bw	199.8384490600	300000
consumer_tiff2rgba	306.9941112030	300000
consumer_tiffdither	185.8307632230	300000
consumer_tiffmedian	190.3788354340	300000
network_dijkstra	42.1324504690	300000
network_patricia	130.1277118710	300000
office_ghostscript	248.4231234450	300000
office_ispell	254.9276725730	300000
office_rsynth	97.1631511580	300000
office_stringsearch1	80.5607866190	300000
security_blowfish_d	144.8973701640	300000
security_blowfish_e	145.4177245930	300000
security_pgp_d	771.0100357380	300000
security_pgp_e	203.9320010650	300000
security_rijndael_d	814.7303777220	300000
security_rijndael_e	843.7834202190	300000
security_sha	269.0814552830	300000
telecom_adpcm_c	101.7319210290	300000
telecom_adpcm_d	153.1590265030	300000
telecom_CRC32	383.1328973640	300000
telecom_gsm	158.8876323330	300000
automotive_bitcount	225.7921777660	200000
automotive_qsort1	284.1860945570	200000
automotive_susan_c	312.9341047970	200000
automotive_susan_e	271.5214127980	200000
automotive_susan_s	285.6967170840	200000
bzip2d	215.3411562940	200000
bzip2e	220.5887576870	200000
consumer_jpeg_c	283.2563121110	200000
consumer_jpeg_d	490.9090432050	200000
consumer_tiff2bw	312.5063144050	200000
consumer_tiff2rgba	461.8159813000	200000
consumer_tiffdither	299.6457028050	200000
consumer_tiffmedian	303.2757257940	200000
network_dijkstra	67.9968180880	200000
network_patricia	215.0466692200	200000
office_ghostscript	404.3887371620	200000
office_ispell	404.2538020970	200000
office_rsynth	160.1358788800	200000
office_stringsearch1	133.5694054160	200000
security_blowfish_d	236.8596601550	200000
security_blowfish_e	240.3100920550	200000
security_pgp_d	1192.5838611820	200000
security_pgp_e	329.0348741550	200000
security_rijndael_d	1288.9374711600	200000
security_rijndael_e	1306.1466120950	200000
security_sha	437.7227346090	200000
telecom_adpcm_c	166.9750649490	200000
telecom_adpcm_d	251.8623878290	200000
telecom_CRC32	604.3965926250	200000
telecom_gsm	271.6754619020	200000
automotive_bitcount	226.7887483500	200000
automotive_qsort1	283.1385426320	200000
automotive_susan_c	313.0178511040	200000
automotive_susan_e	272.9277388990	200000
automotive_susan_s	284.8265015850	200000
bzip2d	215.8321477470	200000
bzip2e	220.5135573600	200000
consumer_jpeg_c	284.3550792940	200000
consumer_jpeg_d	488.7094599710	200000
consumer_tiff2bw	312.6918960610	200000
consumer_tiff2rgba	466.4278671140	200000
consumer_tiffdither	300.3488026060	200000
consumer_tiffmedian	304.9965649630	200000
network_dijkstra	67.3572667260	200000
network_patricia	216.3264888190	200000
office_ghostscript	405.0634254440	200000
office_ispell	406.9194815110	200000
office_rsynth	158.0239724030	200000
office_stringsearch1	118.5224939680	200000
security_blowfish_d	233.0241354730	200000
security_blowfish_e	240.0715809790	200000
security_pgp_d	1188.5118761690	200000
security_pgp_e	329.6327311140	200000
security_rijndael_d	1285.8408198210	200000
security_rijndael_e	1324.2975609480	200000
security_sha	439.5143386570	200000
telecom_adpcm_c	167.0368866810	200000
telecom_adpcm_d	251.9033988590	200000
telecom_CRC32	602.4949545800	200000
telecom_gsm	272.7406109950	200000
automotive_bitcount	212.8235779560	200000
automotive_qsort1	284.2851226210	200000
automotive_susan_c	314.6295511900	200000
automotive_susan_e	273.0845418710	200000
automotive_susan_s	286.6645591500	200000
bzip2d	217.8725411400	200000
bzip2e	224.5587552270	200000
consumer_jpeg_c	282.6916064090	200000
consumer_jpeg_d	493.1471523930	200000
consumer_tiff2bw	315.4613750280	200000
consumer_tiff2rgba	462.7263325410	200000
consumer_tiffdither	303.3816062170	200000
consumer_tiffmedian	305.1715145180	200000
network_dijkstra	67.8798379400	200000
network_patricia	212.7357610750	200000
office_ghostscript	405.9016597250	200000
office_ispell	407.5774457060	200000
office_rsynth	161.5400701940	200000
office_stringsearch1	132.6113857860	200000
security_blowfish_d	238.2907194480	200000
security_blowfish_e	240.7179347010	200000
security_pgp_d	1199.2311763160	200000
security_pgp_e	329.0343957810	200000
security_rijndael_d	1285.3497601580	200000
security_rijndael_e	1331.6897273700	200000
security_sha	442.1845134340	200000
telecom_adpcm_c	167.9840083370	200000
telecom_adpcm_d	252.7413658080	200000
telecom_CRC32	605.4680192450	200000
telecom_gsm	272.3216369580	200000
