#Timestamp	Benchmark	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357789329501307522	automotive_bitcount	200	62	0.900000	0.010000	0.009000	6867140	3027576	137	335909	81209
1357789330023440893	automotive_bitcount	200	62	0.900000	0.009000	0.008000	7262488	3056883	144	337480	81900
1357789330566255861	automotive_bitcount	200	62	0.900000	0.010000	0.009000	8082967	3432037	151	383262	92273
1357789331096240831	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7021808	2959045	137	328739	79463
1357789331626247759	automotive_bitcount	200	63	0.900000	0.009000	0.008000	6665917	2788921	129	311382	75194
1357789332156232021	automotive_bitcount	200	63	0.900000	0.009000	0.008000	6280983	2631084	122	292961	70607
1357789332686227824	automotive_bitcount	200	63	0.900000	0.009000	0.008000	7235562	3067201	138	341039	81771
1357789333216232336	automotive_bitcount	200	64	0.900000	0.010000	0.009000	7489270	3170127	141	351453	84364
1357789333746233555	automotive_bitcount	200	64	0.900000	0.010000	0.009000	9206212	3854321	158	429947	102289
1357789334276234817	automotive_bitcount	200	65	0.900000	0.009000	0.008000	7259318	3038102	139	336609	81771
1357789334806238662	automotive_bitcount	200	64	0.900000	0.010000	0.009000	7207569	3055208	141	339608	81602
1357789335336234548	automotive_bitcount	200	64	0.900000	0.009000	0.008000	7069535	2993432	135	330464	80088
1357789335866226851	automotive_bitcount	200	63	0.900000	0.010000	0.009000	13045199	7976393	153	1228178	152509
1357789336396223696	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7264722	3101267	137	343401	82480
1357789336926228916	automotive_bitcount	200	63	0.900000	0.010000	0.009000	5547316	2302647	100	258973	62620
1357789337456238386	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7289788	3101911	133	343151	82755
1357789337986223230	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7602827	3166451	146	349887	84950
1357789338511252383	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7421143	3241728	148	361577	87188
1357789339033328797	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7278906	3091306	139	341698	82941
1357789339576230556	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7489895	3155852	147	350359	84839
1357789340106225318	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7022587	2982131	134	329478	79993
1357789340636223996	automotive_bitcount	200	64	0.900000	0.009000	0.008000	6703458	2828178	137	313822	75645
1357789341166228216	automotive_bitcount	200	65	0.900000	0.009000	0.008000	7030034	2989943	138	331521	79505
1357789341696222394	automotive_bitcount	200	64	0.900000	0.010000	0.009000	5286824	2170794	105	243915	58782
1357789342226228989	automotive_bitcount	200	63	0.900000	0.010000	0.009000	7365561	3138575	139	348576	84356
1357789342756237500	automotive_bitcount	200	63	0.900000	0.009000	0.008000	7506627	3182441	144	353033	85801
1357789343286580052	automotive_qsort1	200	62	0.900000	0.010000	0.009000	10489975	3866468	171	430721	104142
1357789343816579397	automotive_qsort1	200	63	0.900000	0.010000	0.009000	17803097	7242010	284	815861	184519
1357789344346562908	automotive_qsort1	200	62	0.900000	0.010000	0.009000	8536635	3594109	153	401194	96077
1357789344876608920	automotive_qsort1	200	62	0.900000	0.010000	0.009000	8676674	3652900	157	408246	98167
1357789345406593890	automotive_qsort1	200	63	0.900000	0.010000	0.009000	8369253	3534246	153	394713	94504
1357789345936553859	automotive_qsort1	200	63	0.900000	0.010000	0.009000	8949346	3759459	163	419293	100625
1357789346466616329	automotive_qsort1	200	63	0.900000	0.010000	0.009000	8244773	3434844	150	384334	92688
