#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357005680924230421		930736	77701	104486	10373	6505
1357005681425040596		1501925	17125	23805	1032	408
1357005681925706231		697104	70346	97837	8447	5859
1357005682426366074		1381547	17125	24274	1159	412
1357005682927580539		480622	16996	22799	1080	412
1357005683428234549		1144897	16922	22638	1044	511
1357005683928955642		733136	16964	23161	1044	389
1357005684429629319		4443808	201069	271022	20863	10983
1357005684930323828		872519	17023	23683	1007	400
1357005685430979172		1062930	49068	66469	4845	2224
1357005685931661473		1323281	62863	86643	6918	2232
1357005686432337316		692812	17429	22667	1183	436
1357005686933068742		1151946	16280	21714	1178	416
1357005687433723044		518897	18491	22095	1104	400
1357005687934400804		1341407	17343	22475	1112	400
1357005688435048647		382849	17318	21847	1084	395
1357005688935720573		1472039	19288	25077	1186	401
1357005689436368458		221412	17338	22077	1112	379
1357005689937012968		1677053	39117	52955	3455	1023
1357005690437691770		279708	19532	25458	1196	384
1357005690938371321		1419127	17462	22748	1127	380
1357005691439054039		369162	17361	22278	1141	452
1357005691939817715		1262450	17248	22292	1043	376
1357005692440535641		406403	17247	21945	1123	384
1357005692941190568		1240995	17359	21699	1094	384
1357005693441877786		570128	17339	21495	1080	396
1357005693942574587		1316590	39720	54252	3414	1329
1357005694443257430		713308	19557	26126	1191	408
1357005694943979232		984704	17416	22682	1093	389
1357005695444630200		889632	17532	22683	1117	384
1357005695945495667		847756	17420	22381	1137	387
1357005696446170635		1006175	19367	24773	1180	384
1357005696946816062		692717	19509	25211	1137	369
1357005697447443447		1181864	17420	22259	1086	396
1357005697948077707		685926	39184	52872	3639	1273
1357005698448714758		1365459	17448	21959	1198	404
1357005698949398685		371222	17503	22296	1130	379
1357005699450041778		1520384	19453	26022	1161	385
1357005699950690913		191802	17399	21861	1092	372
1357005700451345548		1517871	17319	21913	1120	399
1357005700952134432		307037	19455	25210	1144	404
1357005701452782317		1458434	19408	25559	1147	392
1357005701953443452		609014	42013	56567	3790	1413
1357005702454089170		1296628	17559	22726	1098	380
1357005702954739888		590028	17510	22264	1124	432
1357005703455459731		1150940	17373	22366	1175	379
