#Timestamp	CORE_ID	user%	nice%	sys%	idle%	iowait%	irq%	softiq%	steal%	guest%	guest_nice%
1357019758096030484	CORE_4	14.51	0	6.45	79.03	0	0	0	0	0	0
1357019759049962196	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019759995602206	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019760941826295	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019761895106261	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019762841812931	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019763809606354	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019764750473558	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019765705295264	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019766665058025	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019767620106272	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019768577506047	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019769530291223	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019770485077888	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019771441117587	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019772395132215	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019773345105408	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019774305129417	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019775260700661	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019776210146524	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019777169926160	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019778120224934	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019779075311764	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019780041310780	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019780985183842	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019781943716943	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019782895202294	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019783850150417	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019784805179330	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019785760069661	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019786710242894	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019787665173184	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019788613810384	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019789565131111	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019790515678134	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019791475172438	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019792430293143	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019793395070375	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019794350180413	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019795300085606	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019796256103472	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019797210422056	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019798180594299	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019799150477167	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019800110392803	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019801075470116	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019802040420639	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019803005349245	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019803970427850	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019804939808597	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019805905497865	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019806865438250	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019807830536938	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019808800508599	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019809762284265	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019810741357414	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019811710515120	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019812672064746	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019813641239119	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019814605484645	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019815565355072	CORE_4	2.08	0	5.20	92.70	0	0	0	0	0	0
1357019816530388678	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019817495353409	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019818461212384	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019819410370540	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019820365334579	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019821330569267	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019822285436056	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019823245574315	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019824206773776	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019825166371455	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019826130477982	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019827105448697	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019828065472290	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019829041301082	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019830000438180	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019830980481324	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019831940471917	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019832910321994	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019833870480461	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019834830544220	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019835795515576	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019836765513736	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019837741298112	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019838695052492	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019839665260234	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019840641192026	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019841610244150	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019842590153460	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019843565246424	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019844547197515	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019845516190222	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019846477942013	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019847456283333	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019848425622039	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019849411228316	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019850379969650	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019851346258540	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019852326334100	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019853301243356	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019854270344355	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019855251301534	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019856205394328	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019857191286604	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019858175413099	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019859155748115	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019860132858859	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019861107491409	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019862069277825	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019863040294604	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019864020379705	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019864990345740	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019865976148100	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019866933235168	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019867911214949	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019868881285483	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019869853282173	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019870821255636	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019871806497791	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019872774750295	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019873739687192	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019874705455752	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019875696314332	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019876681327488	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019877643764776	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019878620388897	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019879605387428	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019880570447908	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019881541095440	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019882491173924	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019883445219926	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019884400153882	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019885360235558	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019886316154008	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019887262646637	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019888220313827	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019889180161421	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019890141118300	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019891100189774	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019892051936623	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019893000202201	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019893961122663	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019894920194428	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019895885360075	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019896841168025	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019897806224506	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019898765326896	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019899725353280	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019900685238124	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019901641474322	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019902606169638	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019903560198682	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019904520269858	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019905490223476	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019906442130616	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019907405184525	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019908365763406	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019909330338056	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019910296001866	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019911245123606	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019912200417101	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019913165427790	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019914125460591	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019915085275768	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019916041127427	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019917000482315	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019917961123905	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019918920183920	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019919886196145	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019920826307270	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019921785162328	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019922742483270	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019923710187734	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019924670587117	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019925620204645	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019926575199934	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019927541303950	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019928500186174	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019929464649658	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019930415445929	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019931371110839	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019932325270674	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019933280081464	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019934230279114	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019935195177845	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019936161067946	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019937120207835	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019938080232178	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019939030344370	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019939995224643	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019940961177910	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019941921189920	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019942885208656	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019943830349377	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019944789742682	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019945750271105	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019946710306156	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019947676207632	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019948625360329	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019949595292156	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019950561161673	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019951510659619	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019952470227673	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019953430427515	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019954386206507	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019955350307826	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019956310381461	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019957262154560	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019958225438384	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019959185176645	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019960142391754	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019961105208747	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019962055949644	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019963016169361	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019963980212889	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019964951216376	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019965905365378	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019966865193889	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019967821212213	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1357019968604242708	CORE_4	0	0	1.25	98.75	0	0	0	0	0	0
