Start:	1428609103600921626
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500267590	62905971	r0FF
     0.500267590	1008100	r01B
     0.500267590	88569	r073
     0.500267590	0	r075
     0.500267590	10212483	r004
     0.500267590	1008588	r016
     0.500267590	88593	r017
     1.000982886	18441730	r0FF
     1.000982886	238022	r01B
     1.000982886	3747	r073
     1.000982886	0	r075
     1.000982886	1507553	r004
     1.000982886	237918	r016
     1.000982886	3738	r017
     1.501576142	23176593	r0FF
     1.501576142	288274	r01B
     1.501576142	16646	r073
     1.501576142	0	r075
     1.501576142	2032981	r004
     1.501576142	288260	r016
     1.501576142	16653	r017
     2.002153897	19070383	r0FF
     2.002153897	213369	r01B
     2.002153897	5543	r073
     2.002153897	0	r075
     2.002153897	1601084	r004
     2.002153897	213353	r016
     2.002153897	5537	r017
     2.502709236	20023042	r0FF
     2.502709236	268888	r01B
     2.502709236	3110	r073
     2.502709236	0	r075
     2.502709236	1740836	r004
     2.502709236	268795	r016
     2.502709236	3107	r017
     3.003272783	11378445	r0FF
     3.003272783	183708	r01B
     3.003272783	1914	r073
     3.003272783	0	r075
     3.003272783	1367986	r004
     3.003272783	183889	r016
     3.003272783	1913	r017
     3.503831789	16052637	r0FF
     3.503831789	183087	r01B
     3.503831789	1571	r073
     3.503831789	0	r075
     3.503831789	1431321	r004
     3.503831789	182988	r016
     3.503831789	1569	r017
     4.004380920	16139724	r0FF
     4.004380920	181974	r01B
     4.004380920	2491	r073
     4.004380920	0	r075
     4.004380920	1218234	r004
     4.004380920	181952	r016
     4.004380920	2492	r017
     4.504929843	20082272	r0FF
     4.504929843	268583	r01B
     4.504929843	2383	r073
     4.504929843	0	r075
     4.504929843	1773456	r004
     4.504929843	268602	r016
     4.504929843	2382	r017
     5.005486515	22722408	r0FF
     5.005486515	322687	r01B
     5.005486515	8235	r073
     5.005486515	0	r075
     5.005486515	2090308	r004
     5.005486515	322699	r016
     5.005486515	8243	r017
     5.506088438	14457522	r0FF
     5.506088438	180229	r01B
     5.506088438	2276	r073
     5.506088438	0	r075
     5.506088438	1411960	r004
     5.506088438	180312	r016
     5.506088438	2272	r017
     6.006662819	13028205	r0FF
     6.006662819	176947	r01B
     6.006662819	2226	r073
     6.006662819	0	r075
     6.006662819	1421374	r004
     6.006662819	176886	r016
     6.006662819	2225	r017
     6.507236742	20032478	r0FF
     6.507236742	271439	r01B
     6.507236742	2939	r073
     6.507236742	0	r075
     6.507236742	1773548	r004
     6.507236742	271444	r016
     6.507236742	2936	r017
     7.007811373	30883001	r0FF
     7.007811373	422545	r01B
     7.007811373	7229	r073
     7.007811373	0	r075
     7.007811373	3314372	r004
     7.007811373	422534	r016
     7.007811373	7240	r017
     7.508383546	21015254	r0FF
     7.508383546	246536	r01B
     7.508383546	12680	r073
     7.508383546	0	r075
     7.508383546	1789156	r004
     7.508383546	246469	r016
     7.508383546	12680	r017
     8.008948303	18131957	r0FF
     8.008948303	227923	r01B
     8.008948303	3558	r073
     8.008948303	0	r075
     8.008948303	1498087	r004
     8.008948303	228084	r016
     8.008948303	3557	r017
     8.509497268	9650631	r0FF
     8.509497268	162908	r01B
     8.509497268	1398	r073
     8.509497268	0	r075
     8.509497268	1316104	r004
     8.509497268	162635	r016
     8.509497268	1391	r017
     9.010056316	17853448	r0FF
     9.010056316	215372	r01B
     9.010056316	2335	r073
     9.010056316	0	r075
     9.010056316	1464931	r004
     9.010056316	215529	r016
     9.010056316	2333	r017
     9.510633573	18345937	r0FF
     9.510633573	211800	r01B
     9.510633573	2122	r073
     9.510633573	0	r075
     9.510633573	1548727	r004
     9.510633573	211804	r016
     9.510633573	2122	r017
    10.011247621	18765474	r0FF
    10.011247621	244748	r01B
    10.011247621	2696	r073
    10.011247621	0	r075
    10.011247621	1581382	r004
    10.011247621	244763	r016
    10.011247621	2695	r017
    10.511996794	30865549	r0FF
    10.511996794	382889	r01B
    10.511996794	14593	r073
    10.511996794	0	r075
    10.511996794	3768430	r004
    10.511996794	382816	r016
    10.511996794	14605	r017
    11.012578967	13577569	r0FF
    11.012578967	188680	r01B
    11.012578967	3995	r073
    11.012578967	0	r075
    11.012578967	1524975	r004
    11.012578967	188670	r016
    11.012578967	3984	r017
    11.513171641	15204129	r0FF
    11.513171641	183325	r01B
    11.513171641	2111	r073
    11.513171641	0	r075
    11.513171641	1445731	r004
    11.513171641	183370	r016
    11.513171641	2111	r017
    12.013771940	18396331	r0FF
    12.013771940	239984	r01B
    12.013771940	2835	r073
    12.013771940	0	r075
    12.013771940	1528316	r004
    12.013771940	240054	r016
    12.013771940	2836	r017
    12.514367113	20517465	r0FF
    12.514367113	250942	r01B
    12.514367113	2336	r073
    12.514367113	0	r075
    12.514367113	1880726	r004
    12.514367113	250864	r016
    12.514367113	2334	r017
    13.014960245	18265900	r0FF
    13.014960245	207689	r01B
    13.014960245	2109	r073
