Start:	1419979656430077749
Event1 Name:	r011
Event2 Name:	r004
Event3 Name:	r014
Event4 Name:	r008
Event5 Name:	r013
     0.500298933	56602894	r011
     0.500298933	56544264	r004
     0.500298933	283916074	r014
     0.500298933	669434389	r008
     0.500298933	56603344	r013
     1.001353906	78825102	r011
     1.001353906	78802599	r004
     1.001353906	356625172	r014
     1.001353906	814807321	r008
     1.001353906	78824970	r013
     1.502311213	44350485	r011
     1.502311213	44325206	r004
     1.502311213	329457509	r014
     1.502311213	864422092	r008
     1.502311213	44350485	r013
     2.003070478	77393608	r011
     2.003070478	77371430	r004
     2.003070478	360715910	r014
     2.003070478	813192501	r008
     2.003070478	77393608	r013
     2.503863785	44885631	r011
     2.503863785	44861710	r004
     2.503863785	333835531	r014
     2.503863785	875375001	r008
     2.503863785	44885631	r013
     3.004686675	63617445	r011
     3.004686675	63592914	r004
     3.004686675	345699596	r014
     3.004686675	806215289	r008
     3.004686675	63617445	r013
     3.505427691	57806510	r011
     3.505427691	57785215	r004
     3.505427691	349521427	r014
     3.505427691	880341093	r008
     3.505427691	57806510	r013
     4.006242748	53250189	r011
     4.006242748	53225258	r004
     4.006242748	345462752	r014
     4.006242748	825309808	r008
     4.006242748	53250189	r013
     4.507170721	70532252	r011
     4.507170721	70505843	r004
     4.507170721	333852544	r014
     4.507170721	818121839	r008
     4.507170721	70532252	r013
     5.007912153	44624384	r011
     5.007912153	44604565	r004
     5.007912153	358106325	r014
     5.007912153	884700797	r008
     5.007912153	44624384	r013
     5.508621252	77502254	r011
     5.508621252	77475685	r004
     5.508621252	337889861	r014
     5.508621252	801289953	r008
     5.508621252	77502254	r013
     6.009465934	45877159	r011
     6.009465934	45840834	r004
     6.009465934	329635012	r014
     6.009465934	853678161	r008
     6.009465934	45877159	r013
     6.510291866	78042650	r011
     6.510291866	78020861	r004
     6.510291866	360649594	r014
     6.510291866	816718516	r008
     6.510291866	78042650	r013
     7.011109298	44409236	r011
     7.011109298	44383711	r004
     7.011109298	329111902	r014
     7.011109298	863427899	r008
     7.011109298	44409236	r013
     7.511994855	66895466	r011
     7.511994855	66872005	r004
     7.511994855	351735166	r014
     7.511994855	809647085	r008
     7.511994855	66895466	r013
     8.012830161	55187393	r011
     8.012830161	55165395	r004
     8.012830161	346921455	r014
     8.012830161	874796671	r008
     8.012830161	55187393	r013
     8.513639427	53222894	r011
     8.513639427	53197951	r004
     8.513639427	344489630	r014
     8.513639427	821287111	r008
     8.513639427	53222894	r013
     9.014482942	69065781	r011
     9.014482942	69041882	r004
     9.014482942	343339228	r014
     9.014482942	842294460	r008
     9.014482942	69065781	r013
     9.515230374	45505236	r011
     9.515230374	45482812	r004
     9.515230374	349299793	r014
     9.515230374	856620307	r008
     9.515230374	45505236	r013
    10.016011931	77386702	r011
    10.016011931	77360904	r004
    10.016011931	340078760	r014
    10.016011931	808732917	r008
    10.016011931	77386702	r013
    10.516933196	42795818	r011
    10.516933196	42773849	r004
    10.516933196	344033262	r014
    10.516933196	888523945	r008
    10.516933196	42795818	r013
    11.017738086	82271985	r011
    11.017738086	82229686	r004
    11.017738086	346335699	r014
    11.017738086	771646371	r008
    11.017738086	82271985	r013
    11.518613768	44446050	r011
    11.518613768	44420273	r004
    11.518613768	329867280	r014
    11.518613768	862506354	r008
    11.518613768	44446050	r013
    12.019360867	69670052	r011
    12.019360867	69648418	r004
    12.019360867	361822991	r014
    12.019360867	829137477	r008
    12.019360867	69670052	r013
    12.520137382	52397022	r011
    12.520137382	52373357	r004
    12.520137382	336398317	r014
    12.520137382	857305315	r008
    12.520137382	52397022	r013
    13.020926231	51847706	r011
    13.020926231	51797928	r004
    13.020926231	343384349	r014
    13.020926231	820300643	r008
    13.020926231	51847706	r013
    13.521954954	70588536	r011
    13.521954954	70567777	r004
    13.521954954	353462727	r014
    13.521954954	865986911	r008
    13.521954954	70588536	r013
    14.022696594	44948766	r011
    14.022696594	44923088	r004
    14.022696594	338231562	r014
    14.022696594	835444235	r008
    14.022696594	44948766	r013
    14.523496401	78708149	r011
    14.523496401	78682637	r004
    14.523496401	342081477	r014
    14.523496401	811025728	r008
    14.523496401	78708149	r013
    15.024265917	43374159	r011
    15.024265917	43353503	r004
    15.024265917	347002537	r014
    15.024265917	892847646	r008
    15.024265917	43374159	r013
    15.525097015	78997011	r011
    15.525097015	78970848	r004
    15.525097015	345800894	r014
    15.525097015	789816248	r008
    15.525097015	78997011	r013
    16.025940322	46198409	r011
    16.025940322	46160828	r004
    16.025940322	328926212	r014
    16.025940322	855411115	r008
    16.025940322	46198409	r013
    16.526806337	71024957	r011
    16.526806337	71003202	r004
    16.526806337	358225233	r014
    16.526806337	821254845	r008
    16.526806337	71024957	r013
    17.027601769	51406988	r011
    17.027601769	51381673	r004
    17.027601769	332987500	r014
    17.027601769	856933941	r008
    17.027601769	51406988	r013
    17.528403701	55908506	r011
    17.528403701	55885398	r004
    17.528403701	349886212	r014
    17.528403701	832603244	r008
    17.528403701	55908506	r013
    18.029157133	66425184	r011
    18.029157133	66402387	r004
    18.029157133	345288592	r014
    18.029157133	854423719	r008
    18.029157133	66425184	r013
    18.529964774	45783490	r011
    18.529964774	45758244	r004
    18.529964774	341770936	r014
    18.529964774	838666523	r008
    18.529964774	45783490	r013
    19.030790622	76085984	r011
    19.030790622	76062707	r004
    19.030790622	350422371	r014
    19.030790622	833758139	r008
    19.030790622	76085984	r013
    19.531636929	44136754	r011
    19.531636929	44120870	r004
    19.531636929	339350782	r014
    19.531636929	865982309	r008
    19.531636929	44144260	r013
    20.032484444	78898621	r011
    20.032484444	78865368	r004
    20.032484444	346526058	r014
    20.032484444	793355270	r008
    20.032484444	78891115	r013
    20.533267001	43429699	r011
    20.533267001	43407147	r004
    20.533267001	343634802	r014
    20.533267001	892715583	r008
    20.533267001	43429699	r013
    21.034030892	75302140	r011
    21.034030892	75268803	r004
    21.034030892	347024219	r014
    21.034030892	781016240	r008
    21.034030892	75302140	r013
    21.534833365	49466041	r011
    21.534833365	49440244	r004
    21.534833365	331855542	r014
    21.534833365	854543180	r008
    21.534833365	49466041	r013
    22.035596714	61858987	r011
    22.035596714	61837869	r004
    22.035596714	360922806	r014
    22.035596714	844425738	r008
    22.035596714	61858987	r013
    22.536392188	60136230	r011
