#Timestamp	r011	r008	r001	r003	r017
1418759412779839729	203110	413553193	1494421	303520	203215
1418759413280163400	92015	437661989	699608	150456	92024
1418759413780379863	96391	437193476	717809	159696	96401
1418759414280599576	84395	439487091	677427	133072	84382
1418759414780811539	99915	437381376	709803	159111	99919
1418759415281034877	65511	447230602	419035	109288	65510
1418759415781249214	52008	445757539	522092	95271	52002
1418759416281452886	108093	435773957	787541	161973	108098
1418759416781657432	97951	437109529	706940	160912	97946
1418759417281863145	66714	441502767	645517	122157	66717
1418759417782068441	66941	447514731	415662	108288	66934
1418759418282301321	81074	441506619	593803	133685	81078
1418759418782511701	103686	431456998	912636	171277	103702
1418759419282740955	69028	441585183	645536	122095	69015
1418759419782982335	97386	437763026	693215	158724	97385
1418759420283217423	71428	446374194	428682	114527	71433
1418759420783441595	50215	446438049	513454	90805	50223
1418759421283662183	108630	435344835	801981	164542	108630
1418759421783885562	103201	436155333	772535	163508	103197
1418759422284109817	72662	440723493	658767	127186	72656
1418759422784375114	70072	447123778	414846	112773	70068
1418759423284599660	80449	441076313	621456	134604	80467
1418759423784821915	98486	436712778	711540	162645	98482
1418759424285046461	71508	441344849	638347	122870	71505
1418759424785269925	99484	437067551	711183	162864	99473
1418759425285903220	70042	446746975	441257	113842	70041
1418759425786137641	48467	446463506	506281	91260	48473
1418759426286353271	109812	435295864	755542	171975	109813
1418759426786740817	109544	435806352	783765	163324	109546
1418759427286959447	69155	439611654	717364	128151	69153
1418759427787178452	67778	447458747	408062	109612	67773
1418759428287400082	84117	441558403	609598	140818	84131
1418759428787621921	100314	436555798	715510	161216	100313
1418759429287854717	74916	440237322	699143	125543	74906
1418759429788073389	98510	437039763	711117	163131	98507
1418759430288305103	69597	447282962	404914	109731	69598
1418759430788537941	51950	445538012	534339	96193	51955
1418759431288753488	99893	436319640	750594	163713	99894
1418759431788977451	108606	435904586	771873	163508	108604
1418759432289196873	69440	441498688	630418	123765	69434
1418759432789477128	65921	448244675	382097	106484	65923
1418759433289703383	84783	439491715	680688	143058	84798
1418759433789925055	99420	437065273	699631	161179	99415
1418759434290165810	68421	441914275	654865	120150	68409
1418759434790383774	102816	435609030	749566	166811	102820
1418759435290605446	66175	447931338	397282	106410	66170
1418759435790824409	54774	444535086	559165	100650	54776
1418759436291036081	100570	436656046	725502	164322	100575
1418759436791252336	109365	435896631	784703	163761	109366
1418759437291706341	97136	436609860	750708	160589	97148
1418759437791937263	32298	454281862	259869	61979	32278
1418759438292154768	98280	437609707	682175	152605	98290
1418759438792373232	97225	437629515	688464	157926	97231
1418759439292597654	69725	441212820	667544	122889	69714
1418759439792815951	103633	435799929	755627	164281	103631
