Start:	1428532640681333633
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500362749	250411194	r0FF
     0.500362749	104826062	r01B
     0.500362749	45767780	r073
     0.500362749	1892964	r075
     0.500362749	37504309	r004
     0.500362749	1270640	r016
     0.500362749	82668	r017
     1.001420789	250529238	r0FF
     1.001420789	87251711	r01B
     1.001420789	38836729	r073
     1.001420789	2223118	r075
     1.001420789	30293390	r004
     1.001420789	229486	r016
     1.001420789	6577	r017
     1.502302204	250443018	r0FF
     1.502302204	87223587	r01B
     1.502302204	38825067	r073
     1.502302204	2221993	r075
     1.502302204	30286073	r004
     1.502302204	230902	r016
     1.502302204	5966	r017
     2.003193328	250445423	r0FF
     2.003193328	87239118	r01B
     2.003193328	38798507	r073
     2.003193328	2230806	r075
     2.003193328	30312913	r004
     2.003193328	144961	r016
     2.003193328	3095	r017
     2.504059951	250433592	r0FF
     2.504059951	87244117	r01B
     2.504059951	38828982	r073
     2.504059951	2223670	r075
     2.504059951	30299022	r004
     2.504059951	208501	r016
     2.504059951	5721	r017
     3.004880616	250411387	r0FF
     3.004880616	87191145	r01B
     3.004880616	38807361	r073
     3.004880616	2222398	r075
     3.004880616	30279256	r004
     3.004880616	228895	r016
     3.004880616	6164	r017
     3.506415238	250765958	r0FF
     3.506415238	87352105	r01B
     3.506415238	38864577	r073
     3.506415238	2230207	r075
     3.506415238	30345679	r004
     3.506415238	186224	r016
     3.506415238	4078	r017
     4.007259195	250422581	r0FF
     4.007259195	87248607	r01B
     4.007259195	38813169	r073
     4.007259195	2228598	r075
     4.007259195	30311362	r004
     4.007259195	166770	r016
     4.007259195	3919	r017
     4.508071652	250405744	r0FF
     4.508071652	87208533	r01B
     4.508071652	38815534	r073
     4.508071652	2222264	r075
     4.508071652	30282070	r004
     4.508071652	229952	r016
     4.508071652	6003	r017
     5.008887692	250409256	r0FF
     5.008887692	87175511	r01B
     5.008887692	38792001	r073
     5.008887692	2223656	r075
     5.008887692	30278752	r004
     5.008887692	226982	r016
     5.008887692	5653	r017
     5.509780606	250446156	r0FF
     5.509780606	87395980	r01B
     5.509780606	38890730	r073
     5.509780606	2228939	r075
     5.509780606	30362333	r004
     5.509780606	133904	r016
     5.509780606	3136	r017
     6.010694063	250456760	r0FF
     6.010694063	87201677	r01B
     6.010694063	38805350	r073
     6.010694063	2224082	r075
     6.010694063	30281847	r004
     6.010694063	223469	r016
     6.010694063	5420	r017
     6.511638436	250474769	r0FF
     6.511638436	87241362	r01B
     6.511638436	38833347	r073
     6.511638436	2222268	r075
     6.511638436	30296819	r004
     6.511638436	230935	r016
     6.511638436	5943	r017
     7.013073558	250717707	r0FF
     7.013073558	87336123	r01B
     7.013073558	38848247	r073
     7.013073558	2231802	r075
     7.013073558	30344735	r004
     7.013073558	164145	r016
     7.013073558	4081	r017
     7.513957473	250441957	r0FF
     7.513957473	87272978	r01B
     7.513957473	38835532	r073
     7.513957473	2226239	r075
     7.513957473	30313923	r004
     7.513957473	189473	r016
     7.513957473	4171	r017
     8.014838637	250441699	r0FF
     8.014838637	87186796	r01B
     8.014838637	38801172	r073
     8.014838637	2223182	r075
     8.014838637	30277231	r004
     8.014838637	226822	r016
     8.014838637	5904	r017
     8.515722719	250442064	r0FF
     8.515722719	87234899	r01B
     8.515722719	38818390	r073
     8.515722719	2225176	r075
     8.515722719	30297073	r004
     8.515722719	204566	r016
     8.515722719	4945	r017
     9.016765591	250521372	r0FF
     9.016765591	87351071	r01B
     9.016765591	38863648	r073
     9.016765591	2230194	r075
     9.016765591	30348288	r004
     9.016765591	150431	r016
     9.016765591	3494	r017
     9.517606714	250421685	r0FF
     9.517606714	87191389	r01B
     9.517606714	38802069	r073
     9.517606714	2223322	r075
     9.517606714	30285653	r004
     9.517606714	227677	r016
     9.517606714	5218	r017
    10.018574170	250482313	r0FF
    10.018574170	87186145	r01B
    10.018574170	38795786	r073
    10.018574170	2224242	r075
    10.018574170	30285526	r004
    10.018574170	226258	r016
    10.018574170	5848	r017
    10.519469959	250449589	r0FF
    10.519469959	87321930	r01B
    10.519469959	38846799	r073
    10.519469959	2229896	r075
    10.519469959	30337563	r004
    10.519469959	145983	r016
    10.519469959	3213	r017
    11.020346041	250438549	r0FF
    11.020346041	87196945	r01B
    11.020346041	38801213	r073
    11.020346041	2224528	r075
    11.020346041	30288286	r004
    11.020346041	211094	r016
    11.020346041	5185	r017
    11.521288996	250471080	r0FF
    11.521288996	87216889	r01B
    11.521288996	38822701	r073
    11.521288996	2222218	r075
    11.521288996	30288861	r004
    11.521288996	230276	r016
    11.521288996	6022	r017
    12.022171077	250441711	r0FF
    12.022171077	87229747	r01B
    12.022171077	38808112	r073
    12.022171077	2227962	r075
    12.022171077	30305214	r004
    12.022171077	178406	r016
    12.022171077	4219	r017
    12.523066700	250448432	r0FF
    12.523066700	87260298	r01B
    12.523066700	38823532	r073
    12.523066700	2228172	r075
    12.523066700	30314991	r004
    12.523066700	173384	r016
    12.523066700	4171	r017
    13.023926906	250430940	r0FF
    13.023926906	87191437	r01B
    13.023926906	38804943	r073
