Start:	1428522401028550702
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500487319	150646270	r0FF
     0.500487319	69239429	r01B
     0.500487319	30416968	r073
     0.500487319	1148502	r075
     0.500487319	24915717	r004
     0.500487319	1008771	r016
     0.500487319	62401	r017
     1.001701302	150367485	r0FF
     1.001701302	56390564	r01B
     1.001701302	25228935	r073
     1.001701302	1406696	r075
     1.001701302	19563906	r004
     1.001701302	231783	r016
     1.001701302	7269	r017
     1.502684494	150293875	r0FF
     1.502684494	56313060	r01B
     1.502684494	25178305	r073
     1.502684494	1408394	r075
     1.502684494	19542552	r004
     1.502684494	227297	r016
     1.502684494	5794	r017
     2.003857852	150346524	r0FF
     2.003857852	56546010	r01B
     2.003857852	25288736	r073
     2.003857852	1413286	r075
     2.003857852	19629804	r004
     2.003857852	131785	r016
     2.003857852	3060	r017
     2.504846461	150302787	r0FF
     2.504846461	56359852	r01B
     2.504846461	25206058	r073
     2.504846461	1407906	r075
     2.504846461	19557878	r004
     2.504846461	224797	r016
     2.504846461	6609	r017
     3.005791986	150284178	r0FF
     3.005791986	56370182	r01B
     3.005791986	25218443	r073
     3.005791986	1405897	r075
     3.005791986	19559176	r004
     3.005791986	231650	r016
     3.005791986	5991	r017
     3.506826886	150312687	r0FF
     3.506826886	56487530	r01B
     3.506826886	25248963	r073
     3.506826886	1414968	r075
     3.506826886	19617925	r004
     3.506826886	130179	r016
     3.506826886	2268	r017
     4.007818953	150298204	r0FF
     4.007818953	56360604	r01B
     4.007818953	25204137	r073
     4.007818953	1408543	r075
     4.007818953	19561704	r004
     4.007818953	218676	r016
     4.007818953	5521	r017
     4.508843687	150295369	r0FF
     4.508843687	56355528	r01B
     4.508843687	25208363	r073
     4.508843687	1406888	r075
     4.508843687	19561975	r004
     4.508843687	230367	r016
     4.508843687	6394	r017
     5.009773463	150290503	r0FF
     5.009773463	56502097	r01B
     5.009773463	25266798	r073
     5.009773463	1412287	r075
     5.009773463	19615854	r004
     5.009773463	144236	r016
     5.009773463	2914	r017
     5.510765988	150298251	r0FF
     5.510765988	56373956	r01B
     5.510765988	25205839	r073
     5.510765988	1409944	r075
     5.510765988	19566784	r004
     5.510765988	204773	r016
     5.510765988	5214	r017
     6.011760556	150297793	r0FF
     6.011760556	56376201	r01B
     6.011760556	25219795	r073
     6.011760556	1406520	r075
     6.011760556	19561798	r004
     6.011760556	229439	r016
     6.011760556	6445	r017
     6.512770039	150304046	r0FF
     6.512770039	56450853	r01B
     6.512770039	25236371	r073
     6.512770039	1413502	r075
     6.512770039	19600777	r004
     6.512770039	154308	r016
     6.512770039	3439	r017
     7.013846148	150316385	r0FF
     7.013846148	56440164	r01B
     7.013846148	25253602	r073
     7.013846148	1407006	r075
     7.013846148	19587197	r004
     7.013846148	205383	r016
     7.013846148	5596	r017
     7.514844590	150307566	r0FF
     7.514844590	56353939	r01B
     7.514844590	25203438	r073
     7.514844590	1407376	r075
     7.514844590	19555873	r004
     7.514844590	227552	r016
     7.514844590	6521	r017
     8.015907366	150318945	r0FF
     8.015907366	56458046	r01B
     8.015907366	25246431	r073
     8.015907366	1411624	r075
     8.015907366	19601929	r004
     8.015907366	166475	r016
     8.015907366	3666	r017
     8.516910266	150301396	r0FF
     8.516910266	56385285	r01B
     8.516910266	25205403	r073
     8.516910266	1411814	r075
     8.516910266	19580751	r004
     8.516910266	183335	r016
     8.516910266	4410	r017
     9.017910625	150300614	r0FF
     9.017910625	56368172	r01B
     9.017910625	25217510	r073
     9.017910625	1405959	r075
     9.017910625	19563844	r004
     9.017910625	232117	r016
     9.017910625	6130	r017
     9.519183900	150380723	r0FF
     9.519183900	56473039	r01B
     9.519183900	25252164	r073
     9.519183900	1412164	r075
     9.519183900	19609347	r004
     9.519183900	172642	r016
     9.519183900	3809	r017
    10.020284509	150332113	r0FF
    10.020284509	56449704	r01B
    10.020284509	25243927	r073
    10.020284509	1411338	r075
    10.020284509	19594571	r004
    10.020284509	178762	r016
    10.020284509	4174	r017
    10.521257743	150291385	r0FF
    10.521257743	56349245	r01B
    10.521257743	25203540	r073
    10.521257743	1406952	r075
    10.521257743	19556156	r004
    10.521257743	229241	r016
    10.521257743	6112	r017
    11.022276311	150303294	r0FF
    11.022276311	56457281	r01B
