#Timestamp	CPU_ID	user%	nice%	sys%	idle%	iowait%	irq%	softiq%	steal%	guest%	guest_nice%
1421451931590071205	CPU_4	79.66	0	18.64	0	0	0	1.69	0	0	0
1421451932495130289	CPU_4	90.10	0	8.79	0	0	1.09	0	0	0	0
1421451933405128639	CPU_4	91.20	0	7.69	0	0	1.09	0	0	0	0
1421451934310130849	CPU_4	87.91	0	10.98	0	0	0	1.09	0	0	0
1421451935225179841	CPU_4	90.10	0	8.79	0	0	1.09	0	0	0	0
1421451936130245219	CPU_4	91.11	0	8.88	0	0	0	0	0	0	0
1421451937040205280	CPU_4	88.04	0	9.78	0	0	1.08	1.08	0	0	0
1421451937950116716	CPU_4	88.88	0	10.00	0	0	1.11	0	0	0	0
1421451938850129371	CPU_4	90.00	0	8.88	0	0	0	1.11	0	0	0
1421451939760154850	CPU_4	89.01	0	9.89	0	0	1.09	0	0	0	0
1421451940675161721	CPU_4	90.21	0	8.69	0	0	1.08	0	0	0	0
1421451941590140300	CPU_4	91.20	0	7.69	0	0	0	1.09	0	0	0
1421451942500179947	CPU_4	90.10	0	8.79	0	0	1.09	0	0	0	0
1421451943415167361	CPU_4	90.21	0	8.69	0	0	1.08	0	0	0	0
1421451944330159066	CPU_4	90.21	0	8.69	0	0	0	1.08	0	0	0
1421451945235162658	CPU_4	91.01	0	7.86	0	0	1.12	0	0	0	0
1421451946150154573	CPU_4	89.24	0	9.67	0	0	1.07	0	0	0	0
1421451947075590851	CPU_4	90.21	0	8.69	0	0	0	1.08	0	0	0
1421451947985198962	CPU_4	90.00	0	8.88	0	0	1.11	0	0	0	0
1421451948900101254	CPU_4	89.13	0	9.78	0	0	1.08	0	0	0	0
1421451949820177645	CPU_4	90.21	0	8.69	0	0	0	1.08	0	0	0
1421451950740202746	CPU_4	90.21	0	8.69	0	0	1.08	0	0	0	0
1421451951665204029	CPU_4	87.09	0	10.75	0	0	1.07	1.07	0	0	0
1421451952591872930	CPU_4	92.39	0	6.52	0	0	1.08	0	0	0	0
1421451953505364232	CPU_4	89.01	0	10.98	0	0	0	0	0	0	0
1421451954425257460	CPU_4	87.23	0	10.63	0	0	1.06	1.06	0	0	0
1421451955351382156	CPU_4	86.81	0	12.08	0	0	1.09	0	0	0	0
1421451956265237375	CPU_4	90.21	0	9.78	0	0	0	0	0	0	0
1421451957180205838	CPU_4	86.95	0	10.86	0	0	1.08	1.08	0	0	0
1421451958115228573	CPU_4	89.13	0	9.78	0	0	1.08	0	0	0	0
1421451959038331704	CPU_4	89.13	0	10.86	0	0	0	0	0	0	0
1421451959950276976	CPU_4	89.24	0	8.60	0	0	1.07	1.07	0	0	0
1421451960870236541	CPU_4	86.81	0	12.08	0	0	1.09	0	0	0	0
1421451961800275179	CPU_4	89.36	0	9.57	0	0	0	1.06	0	0	0
1421451962725230886	CPU_4	90.21	0	8.69	0	0	1.08	0	0	0	0
1421451963650277051	CPU_4	90.32	0	8.60	0	0	1.07	0	0	0	0
1421451964580433482	CPU_4	82.41	0	16.48	0	0	0	1.09	0	0	0
1421451965525379963	CPU_4	87.36	0	11.57	0	0	1.05	0	0	0	0
1421451966460283579	CPU_4	85.10	0	12.76	0	0	1.06	1.06	0	0	0
1421451967405328060	CPU_4	88.42	0	10.52	0	0	1.05	0	0	0	0
1421451968350436500	CPU_4	87.09	0	12.90	0	0	0	0	0	0	0
1421451969290327633	CPU_4	84.04	0	13.82	0	0	1.06	1.06	0	0	0
1421451970220285694	CPU_4	84.21	0	14.73	0	0	1.05	0	0	0	0
1421451971165348594	CPU_4	84.94	0	12.90	0	0	1.07	1.07	0	0	0
1421451972105377520	CPU_4	86.17	0	13.82	0	0	0	0	0	0	0
1421451973045372864	CPU_4	84.94	0	13.97	0	0	1.07	0	0	0	0
1421451973990384599	CPU_4	85.41	0	12.50	0	0	1.04	1.04	0	0	0
1421451974925408427	CPU_4	83.87	0	15.05	0	0	1.07	0	0	0	0
1421451975880446071	CPU_4	85.41	0	13.54	0	0	0	1.04	0	0	0
1421451976825288642	CPU_4	85.10	0	13.82	0	0	1.06	0	0	0	0
1421451977765451279	CPU_4	82.97	0	15.95	0	0	1.06	0	0	0	0
1421451978715356992	CPU_4	86.45	0	11.45	0	0	1.04	1.04	0	0	0
1421451979665371205	CPU_4	87.09	0	12.90	0	0	0	0	0	0	0
1421451980605358386	CPU_4	84.21	0	13.68	0	0	1.05	1.05	0	0	0
1421451981550420917	CPU_4	81.05	0	17.89	0	0	1.05	0	0	0	0
1421451982495462532	CPU_4	84.04	0	13.82	0	0	1.06	1.06	0	0	0
1421451983440348898	CPU_4	87.23	0	12.76	0	0	0	0	0	0	0
1421451984385446222	CPU_4	85.26	0	13.68	0	0	1.05	0	0	0	0
1421451985330370965	CPU_4	78.94	0	18.94	0	0	1.05	1.05	0	0	0
1421451986270455024	CPU_4	86.02	0	12.90	0	0	1.07	0	0	0	0
1421451987215290393	CPU_4	84.37	0	14.58	0	0	0	1.04	0	0	0
1421451988155501660	CPU_4	86.02	0	12.90	0	0	1.07	0	0	0	0
1421451989110382604	CPU_4	87.50	0	11.45	0	0	1.04	0	0	0	0
1421451990055488806	CPU_4	87.23	0	10.63	0	0	1.06	1.06	0	0	0
1421451991000359302	CPU_4	84.04	0	15.95	0	0	0	0	0	0	0
1421451991940407531	CPU_4	85.10	0	12.76	0	0	1.06	1.06	0	0	0
1421451992885445986	CPU_4	85.26	0	13.68	0	0	1.05	0	0	0	0
1421451993830547940	CPU_4	79.78	0	19.14	0	0	1.06	0	0	0	0
1421451994780409912	CPU_4	55.20	0	42.70	0	0	1.04	1.04	0	0	0
1421451995730406843	CPU_4	55.31	0	44.68	0	0	0	0	0	0	0
1421451996680511024	CPU_4	55.78	0	42.10	0	0	1.05	1.05	0	0	0
1421451997630546205	CPU_4	54.73	0	44.21	0	0	1.05	0	0	0	0
1421451998575335372	CPU_4	51.54	0	46.39	0	0	1.03	1.03	0	0	0
1421451999525441721	CPU_4	54.83	0	44.08	0	0	1.07	0	0	0	0
1421452000470557013	CPU_4	55.78	0	42.10	0	0	1.05	1.05	0	0	0
1421452001421208985	CPU_4	52.63	0	46.31	0	0	1.05	0	0	0	0
1421452002360363808	CPU_4	57.44	0	41.48	0	0	0	1.06	0	0	0
1421452003310355993	CPU_4	57.44	0	41.48	0	0	1.06	0	0	0	0
1421452004250472562	CPU_4	54.73	0	43.15	0	0	1.05	1.05	0	0	0
1421452005195358775	CPU_4	57.89	0	40.00	1.05	0	1.05	0	0	0	0
1421452006080296794	CPU_4	58.42	0	39.32	0	0	1.12	1.12	0	0	0
1421452007020383365	CPU_4	53.19	0	41.48	0	4.25	1.06	0	0	0	0
1421452007975437110	CPU_4	55.31	0	43.61	0	0	0	1.06	0	0	0
1421452008905316401	CPU_4	56.98	0	41.93	0	0	1.07	0	0	0	0
1421452009840411499	CPU_4	56.84	0	41.05	0	0	1.05	1.05	0	0	0
1421452010785455005	CPU_4	57.44	0	39.36	0	2.12	1.06	0	0	0	0
1421452011735556903	CPU_4	54.73	0	43.15	0	0	1.05	1.05	0	0	0
1421452012687444292	CPU_4	54.73	0	44.21	0	0	1.05	0	0	0	0
1421452013630552351	CPU_4	55.78	0	43.15	0	0	0	1.05	0	0	0
1421452014585529142	CPU_4	52.63	0	46.31	0	0	1.05	0	0	0	0
1421452015535512751	CPU_4	52.63	0	42.10	0	3.15	1.05	1.05	0	0	0
1421452016490433669	CPU_4	53.68	0	45.26	0	0	1.05	0	0	0	0
1421452017428540214	CPU_4	56.84	0	41.05	0	0	1.05	1.05	0	0	0
1421452018375551215	CPU_4	58.06	0	40.86	0	0	1.07	0	0	0	0
1421452019335538191	CPU_4	53.12	0	45.83	0	0	0	1.04	0	0	0
1421452020280334662	CPU_4	55.78	0	43.15	0	0	1.05	0	0	0	0
1421452021220439908	CPU_4	56.38	0	41.48	0	0	1.06	1.06	0	0	0
1421452022180395470	CPU_4	47.91	0	51.04	0	0	1.04	0	0	0	0
1421452023130488041	CPU_4	50.52	0	47.36	0	0	1.05	1.05	0	0	0
1421452024085568170	CPU_4	57.29	0	41.66	0	0	1.04	0	0	0	0
1421452025045452484	CPU_4	51.57	0	47.36	0	0	1.05	0	0	0	0
1421452025985515107	CPU_4	68.08	0	30.85	0	0	0	1.06	0	0	0
1421452026925578482	CPU_4	71.27	0	27.65	0	0	1.06	0	0	0	0
1421452027880395823	CPU_4	70.52	0	27.36	0	0	1.05	1.05	0	0	0
1421452028830345023	CPU_4	70.83	0	28.12	0	0	1.04	0	0	0	0
1421452029760454408	CPU_4	72.34	0	25.53	0	0	1.06	1.06	0	0	0
1421452030710425192	CPU_4	73.11	0	26.88	0	0	0	0	0	0	0
1421452031655464085	CPU_4	72.63	0	25.26	0	0	1.05	1.05	0	0	0
1421452032600555604	CPU_4	73.40	0	25.53	0	0	1.06	0	0	0	0
1421452033550390223	CPU_4	71.87	0	26.04	0	0	1.04	1.04	0	0	0
1421452034505389443	CPU_4	71.87	0	27.08	0	0	1.04	0	0	0	0
1421452035455385104	CPU_4	71.27	0	27.65	1.06	0	0	0	0	0	0
