0.2105794202	39238061991	9958338302	34700000
0.1761719054	39270652638	17501313043	64100000
0.1981144765	37989762413	16786645128	42800000
0.2061201245	42710916493	9430806646	3960000
0.2097232677	28889324358	8042929520	271000000
0.1834391663	50666076505	15710727814	118000000
0.2023152258	52493039314	17372546496	81700000
0.1923175621	34906712212	10223668648	160000000
0.1650261542	43678134830	12208174444	260000000
0.1976633907	36897734290	7848492512	47100000
0.2056252801	42243445271	13394174444	170000000
0.2089138992	26595129951	5794515628	21600000
0.205285168	47200372863	12178092595	133000000
0.2088123351	23389818508	6599634713	4250000
0.2035819379	19881934744	3650261772	288000
0.2143838976	35409037415	14353790840	444000
0.2065184294	109630654577	18987625034	341000000
0.210044448	43590141500	11969711599	20100000
0.1967416998	103575625125	27426592652	274000000
0.1966453262	108736502453	28119836441	257000000
0.2102243477	53155329785	12732157224	45700000
0.2068921387	37590361241	3930453724	416000
0.1989085489	83843045283	15784307521	17800000
0.2109465454	38810423107	15784831575	6170000

