#Timestamp	CPU_ID	user%	nice%	sys%	idle%	iowait%	irq%	softiq%	steal%	guest%	guest_nice%
1421354765557260940	CPU_4	73.43	0	25.00	0	0	1.56	0	0	0	0
1421354766620432608	CPU_4	91.50	0	7.54	0	0	.94	0	0	0	0
1421354767682220195	CPU_4	85.71	0	13.33	0	0	.95	0	0	0	0
1421354768762273760	CPU_4	93.57	0	5.50	0	0	.91	0	0	0	0
1421354769807294160	CPU_4	83.65	0	15.38	0	0	.96	0	0	0	0
1421354770872244785	CPU_4	86.66	0	12.38	0	0	.95	0	0	0	0
1421354771942311446	CPU_4	87.85	0	11.21	0	0	.93	0	0	0	0
1421354772987226263	CPU_4	85.71	0	13.33	0	0	.95	0	0	0	0
1421354774042355276	CPU_4	84.90	0	14.15	0	0	.94	0	0	0	0
1421354775092348253	CPU_4	83.96	0	14.15	0	0	1.88	0	0	0	0
1421354776162447123	CPU_4	86.66	0	12.38	0	0	.95	0	0	0	0
1421354777227361624	CPU_4	86.79	0	12.26	0	0	.94	0	0	0	0
1421354778287125131	CPU_4	86.79	0	12.26	0	0	.94	0	0	0	0
1421354779362320661	CPU_4	87.03	0	12.03	0	0	.92	0	0	0	0
1421354780432489406	CPU_4	85.04	0	14.01	0	0	.93	0	0	0	0
1421354781488472335	CPU_4	88.57	0	10.47	0	0	.95	0	0	0	0
1421354782532419064	CPU_4	86.66	0	12.38	0	0	.95	0	0	0	0
1421354783602448518	CPU_4	87.03	0	12.03	0	0	.92	0	0	0	0
1421354784693573832	CPU_4	87.85	0	11.21	0	0	.93	0	0	0	0
1421354785768796436	CPU_4	86.11	0	12.96	0	0	.92	0	0	0	0
1421354786847316074	CPU_4	87.85	0	10.28	0	0	.93	.93	0	0	0
1421354787917276942	CPU_4	87.03	0	11.11	0	0	.92	.92	0	0	0
1421354788992289590	CPU_4	87.73	0	11.32	0	0	.94	0	0	0	0
1421354790064219120	CPU_4	85.45	0	11.81	0	0	1.81	.90	0	0	0
1421354791132389077	CPU_4	84.76	0	14.28	0	0	.95	0	0	0	0
1421354792197559751	CPU_4	84.11	0	14.01	0	0	.93	.93	0	0	0
1421354793268664826	CPU_4	85.98	0	12.14	0	0	.93	.93	0	0	0
1421354794302577413	CPU_4	86.53	0	12.50	0	0	.96	0	0	0	0
1421354795382524716	CPU_4	86.11	0	12.03	0	0	.92	.92	0	0	0
1421354796447435933	CPU_4	85.84	0	13.20	0	0	.94	0	0	0	0
1421354797507424788	CPU_4	86.91	0	11.21	0	0	.93	.93	0	0	0
1421354798572363922	CPU_4	85.98	0	12.14	0	0	.93	.93	0	0	0
1421354799752579097	CPU_4	83.76	0	15.38	0	0	.85	0	0	0	0
1421354800821289139	CPU_4	82.24	0	15.88	0	0	.93	.93	0	0	0
1421354801879245292	CPU_4	84.90	0	13.20	0	0	1.88	0	0	0	0
1421354802957466685	CPU_4	85.98	0	12.14	0	0	.93	.93	0	0	0
1421354804027399183	CPU_4	86.23	0	11.92	0	0	.91	.91	0	0	0
1421354805102542793	CPU_4	86.66	0	12.38	0	0	.95	0	0	0	0
1421354806173986871	CPU_4	84.25	0	13.88	0	0	.92	.92	0	0	0
1421354807248721316	CPU_4	85.04	0	14.01	0	0	.93	0	0	0	0
1421354808313714286	CPU_4	85.98	0	12.14	0	0	.93	.93	0	0	0
1421354809393169304	CPU_4	84.11	0	14.01	0	0	.93	.93	0	0	0
1421354810446997261	CPU_4	84.90	0	14.15	0	0	.94	0	0	0	0
1421354811522449414	CPU_4	82.24	0	15.88	0	0	.93	.93	0	0	0
1421354812588732757	CPU_4	88.67	0	10.37	0	0	.94	0	0	0	0
1421354813658598799	CPU_4	85.98	0	12.14	0	0	.93	.93	0	0	0
1421354814728711383	CPU_4	84.25	0	12.96	0	0	1.85	.92	0	0	0
1421354815798584801	CPU_4	88.78	0	10.28	0	0	.93	0	0	0	0
1421354816863743107	CPU_4	84.90	0	13.20	0	0	.94	.94	0	0	0
1421354817933605567	CPU_4	86.91	0	12.14	0	0	.93	0	0	0	0
1421354819002550655	CPU_4	87.03	0	11.11	0	0	.92	.92	0	0	0
1421354820082465633	CPU_4	84.11	0	14.01	0	0	.93	.93	0	0	0
