#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357781819564068374	32010874	11293527	374	1412208	244930
1357781820064643151	9292721	3089228	146	338167	81398
1357781820565074762	6453798	2145847	94	237359	57016
1357781821065510373	13195842	4074923	273	465072	117924
1357781821565940025	9324373	3087963	146	337872	81259
1357781822066359178	9611248	3215076	147	353700	85132
1357781822566779830	8956859	3036943	133	332554	80186
1357781823067201649	9497176	3235013	143	355747	85838
1357781823567622135	9629636	3256876	142	357645	86133
1357781824068038163	9486477	3207826	139	351829	85102
1357781824568580981	15177299	5004256	206	553150	130896
1357781825069002801	9804236	3316688	142	364357	88261
1357781825569464703	6546849	2166503	93	239647	57875
1357781826069882772	9598939	3282650	143	360265	87831
1357781826570302716	9288762	3177850	135	348447	84654
1357781827070722785	9557348	3281353	141	360719	87571
1357781827571140938	9409903	3205214	139	350791	85449
1357781828071555465	9550564	3221513	142	353058	85816
1357781828571967076	8690149	2971910	133	324381	78419
1357781829072384395	9272624	3174796	138	348293	84142
1357781829572939464	11301412	3788440	162	415658	100246
1357781830073354450	8871798	2934414	129	323319	78302
1357781830573778144	7178198	2360586	101	260218	63386
1357781831074226338	9559032	3212421	136	352621	85063
1357781831574643949	9085838	3059971	133	335620	81279
1357781832075057018	9293683	3103924	140	340552	82771
1357781832575520795	15015216	7878338	136	1210770	149166
1357781833075939239	9696003	3194523	138	350212	84497
1357781833576353517	9141285	3054940	132	333746	81100
1357781834076799294	14291596	4262727	179	472854	115037
1357781834577432571	13357685	4339953	176	479059	115703
1357781835077917973	8501313	2750533	117	306683	74095
1357781835578405709	11294950	3740848	154	412838	99869
1357781836078885820	11542178	3830527	158	422937	101850
1357781836579411847	11235549	3744026	152	413139	100037
1357781837079890707	11179024	3753155	159	414761	100440
1357781837580356693	10991246	3673029	153	404878	97560
1357781838080824304	10810328	3684046	164	406457	98280
1357781838581296498	10806948	3630575	152	399322	96682
1357781839081781150	26477973	8351691	316	936979	212754
1357781839582452385	17001816	5487304	231	607452	145659
1357781840083014620	8838341	2892991	121	323038	77926
1357781840583574606	11333784	3784745	157	416999	100697
1357781841084142882	11268679	3798726	165	420168	101269
1357781841584736701	10991598	3705307	155	408837	99095
1357781842085306561	11838319	3961317	171	438001	106105
1357781842585868130	10866422	3679302	155	405622	97635
1357781843086437990	11467836	3852196	164	425111	102950
1357781843586999809	10997091	3718014	161	410280	99293
1357781844087561211	11283433	3822018	160	422621	102389
1357781844588245238	16714832	5494978	228	606856	148674
1357781845088816640	8929068	2903962	119	323863	78514
1357781845589424041	11139297	3782766	157	417509	100769
1357781846089979443	11613198	3910725	167	433107	104979
1357781846590527054	10812602	3663117	151	404477	97677
1357781847091071206	11414036	3870109	160	427290	103050
1357781847591559316	11155469	3764543	160	415493	100416
1357781848092074760	30828880	9748018	356	1079753	236196
1357781848592568204	39781352	13262863	365	1472836	295662
1357781849093081981	44678465	14950811	453	1663933	339381
1357781849595186378	57482989	18917347	623	2105350	443690
1357781850095688697	61026659	20239544	699	2252182	478079
1357781850596179308	87796608	29257676	1144	3252676	710859
1357781851096660127	168201689	55907782	2483	6241238	1400702
1357781851597143321	65312727	21934737	811	2443293	519496
1357781852097637931	47002152	15859120	506	1762034	360711
1357781852598114292	52329216	17614362	622	1955288	414082
1357781853098580736	52280636	17284093	657	1919008	416564
1357781853599071846	62070511	20682950	761	2300665	490286
1357781854099594540	46602840	15642094	566	1737990	368019
1357781854600095942	70215553	23361852	916	2601630	574994
1357781855100609219	70015728	23496428	991	2609904	587093
1357781855601122205	70407994	23603026	1008	2618317	590683
