#Timestamp	r011	r008	r001	r003	r017
1418759336686585483	179188	441280925	1770094	287375	179298
1418759337186922193	79208	476231188	584928	133539	79213
1418759337687129153	99717	470526038	719069	164237	99718
1418759338187332947	69988	475905688	637606	122996	69981
1418759338687539407	101409	470303859	751047	164525	101416
1418759339187759034	72891	479931239	467585	121185	72886
1418759339687982827	78486	476572119	557875	128508	78488
1418759340188188121	68518	476107343	629784	123078	68516
1418759340688391457	99337	470660059	717334	164799	99340
1418759341188595334	120778	461383859	1052310	192720	120777
1418759341688812877	73826	480847453	432888	115436	73822
1418759342189054754	63220	479256750	539776	103400	63235
1418759342689264465	96035	471705995	684418	158546	96024
1418759343189476300	100098	470477947	733879	164957	100095
1418759343689683511	98072	471275215	716214	159840	98069
1418759344190115012	82802	478360166	540877	124483	82803
1418759344690346222	49776	481854161	488913	89487	49783
1418759345190564641	110855	469002285	810776	168150	110858
1418759345690782268	107217	469856454	772408	164027	107216
1418759346191008229	107148	464044382	934903	190382	107157
1418759346691807271	44727	486343420	350646	79648	44707
1418759347192041606	74145	477171166	584580	122678	74166
1418759347692260567	97911	471272060	708167	161574	97910
1418759348192468319	114809	455361931	1204999	192549	114817
1418759348692686405	70660	441809662	1849859	173156	70642
1418759349192915240	75516	479008967	496729	123951	75511
1418759349693143409	74382	477180484	550837	125967	74395
1418759350193363953	72401	475694232	653013	123188	72394
1418759350693736413	100789	470657485	738330	162535	100785
1418759351193953207	99793	470875092	723248	161237	99794
1418759351694193210	80121	473282857	670600	132493	80119
1418759352194465962	71474	478301167	531638	120586	71500
1418759352694688756	72756	475410701	658375	124156	72739
1418759353194909383	99958	470248545	741553	163124	99956
1418759353695126386	101305	470675915	729686	161563	101303
1418759354195359305	95694	476108775	578563	132448	95691
1418759354695581682	44488	482987518	457132	84862	44488
1418759355195792477	108889	469068794	830450	163642	108891
1418759355696012479	106200	469759357	808518	162826	106204
1418759356196230940	97790	471430928	686691	158217	97798
1418759356696503151	43874	485488488	362261	78273	43853
1418759357196716403	83853	471090819	820013	137765	83868
1418759357696929864	97058	471272538	708321	161262	97059
1418759358197151158	100885	470331015	721743	163040	100890
1418759358697365703	77487	474521276	674152	128072	77472
1418759359197592539	73202	478272093	524843	122441	73200
1418759359697808708	77730	476676915	570559	128775	77737
1418759360198028336	109118	468928742	747019	173370	109125
1418759360698249838	71144	475616823	654596	124946	71139
1418759361198465924	104845	469592057	757012	166453	104842
1418759361698683969	72054	481026763	431108	114891	72049
1418759362198900513	85956	469433339	794308	144333	85970
1418759362699117599	68410	476305720	616694	123399	68402
1418759363199332185	101258	469979226	751759	164965	101261
1418759363699546480	100737	470582240	733810	164257	100730
1418759364199775149	70758	481006586	423880	114086	70758
1418759364700147235	51134	481192270	494421	93017	51137
1418759365200353654	101264	469960167	748150	165580	101263
1418759365700566366	101739	471216879	739472	160891	101744
1418759366200777702	116855	468078135	803796	173311	116848
1418759366701616036	39066	487457119	321706	74301	39059
1418759367201840289	96615	474184830	679251	140881	96618
1418759367702049000	112491	462898919	1032572	185608	112502
1418759368203509249	111520	469199897	779818	176155	111646
1418759368703728919	75140	457722928	1258052	151768	75003
1418759369203988213	1471377	271289559	1920864	3655242	1471391
1418759369704237174	1728833	325491768	709500	3390820	1728832
1418759370204505344	2344814	190887747	699022	5045973	2344837
1418759370704769722	1355231	351066999	1178607	3370707	1355228
1418759371205014142	2154896	238999565	1141588	4129882	2154879
1418759371705290769	1741172	289651124	536046	4855278	1741181
1418759372205560856	1596743	336452324	877997	3089422	1596748
1418759372705835650	2415081	184791757	910305	5158652	2415086
1418759373206097195	1299660	353862490	1359288	3481905	1299659
1418759373706336573	2119483	257566423	1226514	3913142	2119449
1418759374206683534	1935601	264591910	529205	5224642	1935628
1418759374706916995	1452244	346357159	902575	3050134	1452241
1418759375207163207	2514736	182986136	668439	5097947	2514733
1418759375707416543	1352593	350423381	1114743	3624578	1352609
1418759376207667296	2023079	275153641	966638	3848828	2023061
1418759376707986258	2110681	241545438	447183	5145831	2110687
1418759377209584631	1362152	353853066	919782	3127198	1362134
1418759377709829385	2431022	204235006	598567	4752523	2431047
1418759378210274304	1443050	326224754	1351080	3850501	1443048
1418759378710518349	1977475	283608081	681296	3989708	1977456
1418759379210783852	2131171	235068988	676482	4912817	2131195
1418759379711049397	1357777	353181911	1142032	3232157	1357771
1418759380211311983	2324152	222312718	598734	4491853	2324159
1418759380711622695	1600310	308918435	971286	4305100	1600304
1418759381211848198	1791552	314444579	838454	3622377	1791520
1418759381712096535	2260751	205729805	705132	5093074	2260787
1418759382212347871	1314285	352863534	1551440	3413544	1314281
1418759382712602250	2201460	238829249	582963	4045103	2201461
1418759383212862836	1606049	285990205	1395215	4343858	1606050
1418759383713140173	1698831	280725783	1823044	3253645	1698823
1418759384213404385	2063781	236632816	836859	5010643	2063796
1418759384713659096	1360298	352352534	1198138	3058000	1360289
1418759385213925975	2463615	180672214	873289	4915409	2463618
1418759385714189228	1333272	346795162	1216279	3504159	1333271
1418759386214455898	2002627	273287388	668759	3826847	2002620
1418759386714736318	1703349	257345197	1652874	4574443	1703354
1418759387214980280	1711287	323177899	878512	3287778	1711268
1418759387715248992	2329290	192861294	691250	5020384	2329315
1418759388215513662	1272393	352300440	1424409	3134599	1272383
1418759388715781749	2215073	240233494	256609	4367245	2215078
1418759389216045003	1679934	286017079	1273275	4553186	1679932
1418759389716275256	1751415	314885214	859098	3396180	1751384
1418759390216560885	2296879	200310797	688645	4958947	2296913
1418759390716805138	1348294	352722034	833136	3330439	1348281
1418759391217047559	2232341	229866264	553609	4289796	2232352
1418759391717310312	1657438	295625294	1133887	4433549	1657437
1418759392217722649	1786224	306337522	987497	3504029	1786201
1418759392717984736	2249017	208736048	707690	4888519	2249043
1418759393218236864	1280659	353786903	1184143	3139618	1280635
1418759393718494326	2266439	227246436	420501	4491897	2266461
1418759394218765622	1615606	300859311	1136623	4381148	1615605
1418759394719008542	1784313	309678792	1106184	3545964	1784290
1418759395219264963	2255197	207124100	694979	4915805	2255222
1418759395719552425	1382767	353411514	652347	3440446	1382765
1418759396219817345	2188464	240549495	533401	4163232	2188464
