Start:	1357328602811747771
Event 1 Label:	CPU cycles		RAW Identifier:	r0FF
Event 2 Label:	L1 Data Cache access		RAW Identifier:	r004
Event 3 Label:	L1 Instructions Cache access		RAW Identifier:	r014
Event 4 Label:	L2 Data Cache access		RAW Identifier:	r016
Event 5 Label:	Bus Access		RAW Identifier:	r019
     0.500424402	9063455	r0FF
     0.500424402	1267955	r004
     0.500424402	1743176	r014
     0.500424402	220605	r016
     0.500424402	27678	r019
     1.001179887	6528966	r0FF
     1.001179887	1236649	r004
     1.001179887	1960007	r014
     1.001179887	143619	r016
     1.001179887	22064	r019
     1.501771997	6587732	r0FF
     1.501771997	1244027	r004
     1.501771997	1974220	r014
     1.501771997	144773	r016
     1.501771997	22637	r019
     2.002367816	6534651	r0FF
     2.002367816	1237384	r004
     2.002367816	1969599	r014
     2.002367816	142933	r016
     2.002367816	22340	r019
     2.502950051	6477064	r0FF
     2.502950051	1228178	r004
     2.502950051	1944441	r014
     2.502950051	142784	r016
     2.502950051	21905	r019
     3.003532745	6680203	r0FF
     3.003532745	1265023	r004
     3.003532745	2001367	r014
     3.003532745	148355	r016
     3.003532745	23576	r019
     3.504118855	6631908	r0FF
     3.504118855	1255677	r004
     3.504118855	1997821	r014
     3.504118855	145250	r016
     3.504118855	22925	r019
     4.004693423	6481656	r0FF
     4.004693423	1223681	r004
     4.004693423	1925278	r014
     4.004693423	147331	r016
     4.004693423	22972	r019
     4.505242701	4979103	r0FF
     4.505242701	922748	r004
     4.505242701	1461556	r014
     4.505242701	109766	r016
     4.505242701	17268	r019
     5.005917185	6287613	r0FF
     5.005917185	1180800	r004
     5.005917185	1886972	r014
     5.005917185	136556	r016
     5.005917185	24852	r019
     5.506546296	6526179	r0FF
     5.506546296	1235012	r004
     5.506546296	1952685	r014
     5.506546296	144349	r016
     5.506546296	23096	r019
     6.007223906	6235398	r0FF
     6.007223906	1230634	r004
     6.007223906	1934799	r014
     6.007223906	144913	r016
     6.007223906	21739	r019
     6.507843432	6569989	r0FF
     6.507843432	1255376	r004
     6.507843432	1973616	r014
     6.507843432	148300	r016
     6.507843432	22667	r019
     7.008433209	6540180	r0FF
     7.008433209	1246296	r004
     7.008433209	1952394	r014
     7.008433209	151895	r016
     7.008433209	22458	r019
     7.509018486	6588481	r0FF
     7.509018486	1252524	r004
     7.509018486	1983920	r014
     7.509018486	145533	r016
     7.509018486	22456	r019
     8.009610388	6703103	r0FF
     8.009610388	1275259	r004
     8.009610388	2007119	r014
     8.009610388	152226	r016
     8.009610388	23271	r019
     8.510229915	6546394	r0FF
     8.510229915	1246769	r004
     8.510229915	1968557	r014
