#Timestamp	r011	r004	r014	r008	r013
1419856887178268874	100381218	18394947	29825702	54249467	18378212
1419856887681391051	100627728	12360463	38402979	112027952	12363838
1419856888184338436	100589250	35426202	32672999	97711234	35429831
1419856888686854281	100504518	19965448	31810284	101214678	19968920
1419856889189753083	100579988	8928879	30574112	119145905	8932101
1419856889692512302	100551147	4872865	30736844	144795530	4875769
1419856890195047438	100507543	12378216	30297319	92437679	12381418
1419856890698236032	100637436	11638891	34577182	78225671	11642217
1419856891200776501	100508707	29551869	35027798	110206829	29555266
1419856891703595428	100566212	19788662	36376046	159678165	19791257
1419856892206402148	100558350	11063159	29897343	107213161	11066495
1419856892709296783	100578343	11590621	29259308	104204864	11593806
1419856893211892919	100520371	12226412	29010431	100369804	12229830
1419856893714765013	100574875	7747446	40353583	119688275	7750266
1419856894217535357	100494180	38260414	34455378	117994399	38263689
1419856894720091535	100570286	14777232	31565854	106388403	14780625
1419856895222924796	100566633	11652975	29784789	103191466	11656296
1419856895725414640	100499928	5108031	30623575	143028385	5110817
1419856896228168860	100549963	8696894	32904090	104940959	8700129
1419856896730665288	100498034	13278311	34098327	81684549	13281809
1419856897233674423	100603470	37211557	35064561	117208661	37214997
1419856897736196226	100505395	13803741	34177981	139997296	13806564
1419856898238970653	100554623	7949228	30523552	125984099	7952362
1419856898741483498	100502103	13108896	28951209	95533475	13112339
1419856899244530716	100605753	12308965	29978519	94863982	12312352
1419856899747027686	100499654	9372950	38172831	104959354	9375849
1419856900250379404	100670056	38662637	37341120	147132289	38665472
1419856900753444956	100613006	11908383	30971049	102150674	11911639
1419856901256119467	100534512	12582940	29575290	98492834	12586440
1419856901759138644	100604933	8152679	29848326	124287358	8155881
1419856902261952363	100556886	4519171	33719697	119233040	4521925
1419856902765927996	100794004	18174561	34744409	92643427	18177890
1419856903269556379	100721994	38114273	33807472	113159765	38117544
1419856903773370763	100767303	13629177	31656152	107921939	13632652
1419856904276602022	100647443	4093340	31502325	149582461	4096122
1419856904780138615	100707013	11343113	29319402	106229853	11346425
1419856905283682999	100707339	12148976	31813297	88077161	12152173
1419856905787403091	100690900	12434738	35250995	88511360	12438109
1419856906290565059	100688680	37165478	38751244	162451637	37168271
1419856906794090401	100699393	11993428	30495144	101901319	11996594
1419856907298206534	100756763	11426139	29863197	104957587	11429522
1419856907801416710	100642383	12596602	29032964	98441314	12599767
1419856908304892011	100696752	4729303	32635184	121810939	4732157
1419856908808417479	100703982	17017630	36715296	105411617	17020653
1419856909311623738	100641513	37096858	32949254	104154201	37100125
1419856909815269330	100729443	15835938	31383850	100499734	15839285
1419856910318797464	100707140	5738313	31419563	139447932	5741186
1419856910821973849	100634707	8818873	29741464	121734713	8821923
1419856911325472108	100699017	11804803	31750521	91364147	11808147
1419856911829099242	100724486	11565242	34667106	81668038	11568614
1419856912332929500	100760563	41164626	37523706	145213588	41167730
1419856912836119094	100638079	8626442	32794670	126533650	8629554
1419856913339703686	100717400	11742060	29752222	103027786	11745333
1419856913842482447	100502214	12487467	29104605	99109857	12500252
1419856914345007666	100558972	6393395	33228436	119596113	6386910
1419856914847801510	100559176	17637988	38676472	121036639	17640999
1419856915350336480	100505998	36343256	32852948	104993559	36346510
1419856915853267740	100587137	11972050	31192966	101373886	11975337
1419856916355778668	100501885	8882856	30479829	119645726	8886246
1419856916858547929	100554985	4692105	30480061	145997357	4694877
1419856917361226440	100533117	11204040	33706533	85560755	11207468
1419856917864156742	100586462	17912469	36186900	103641592	17915574
1419856918366757587	100519933	38030038	33247254	109474068	38033155
1419856918869816347	100612895	8061842	32607341	132738948	8064769
1419856919372577316	100551997	8558589	30288192	122811509	8561557
