Start:	1419784041997120009
Event1 Name:	r011
Event2 Name:	r004
Event3 Name:	r014
Event4 Name:	r008
Event5 Name:	r013
     0.500377600	250305803	r011
     0.500377600	56716465	r004
     0.500377600	89050990	r014
     0.500377600	280850968	r008
     0.500377600	56697942	r013
     1.001939197	250784709	r011
     1.001939197	21553684	r004
     1.001939197	74585086	r014
     1.001939197	295359690	r008
     1.001939197	21559119	r013
     1.503076128	250569960	r011
     1.503076128	35018669	r004
     1.503076128	83992955	r014
     1.503076128	258890125	r008
     1.503076128	35024150	r013
     2.004210351	250569466	r011
     2.004210351	29748861	r004
     2.004210351	84947480	r014
     2.004210351	390365814	r008
     2.004210351	29752834	r013
     2.505315699	250550432	r011
     2.505315699	36805880	r004
     2.505315699	82928300	r014
     2.505315699	231879059	r008
     2.505315699	36809790	r013
     3.006660630	250673324	r011
     3.006660630	39776728	r004
     3.006660630	81379284	r014
     3.006660630	351687978	r008
     3.006660630	39779847	r013
     3.507812227	250576207	r011
     3.507812227	36436796	r004
     3.507812227	86607333	r014
     3.507812227	301855672	r008
     3.507812227	36440091	r013
     4.008955409	250571535	r011
     4.008955409	42699156	r004
     4.008955409	77096358	r014
     4.008955409	262240138	r008
     4.008955409	42703059	r013
     4.510075006	250564217	r011
     4.510075006	29344512	r004
     4.510075006	90545116	r014
     4.510075006	380533549	r008
     4.510075006	29347149	r013
     5.011353229	250634965	r011
     5.011353229	37418372	r004
     5.011353229	75925321	r014
     5.011353229	263621041	r008
     5.011353229	37422051	r013
     5.512496952	250574118	r011
     5.512496952	17605953	r004
     5.512496952	81612084	r014
     5.512496952	287772127	r008
     5.512496952	17609299	r013
     6.013607966	250554924	r011
     6.013607966	47245779	r004
     6.013607966	87309811	r014
     6.013607966	366687504	r008
     6.013607966	47248732	r013
     6.514740939	250568811	r011
     6.514740939	29257535	r004
     6.514740939	75235747	r014
     6.514740939	231849205	r008
     6.514740939	29261219	r013
     7.016015370	250639788	r011
     7.016015370	42168592	r004
     7.016015370	89929591	r014
     7.016015370	376518702	r008
     7.016015370	42171345	r013
     7.517151468	250561733	r011
     7.517151468	22563910	r004
     7.517151468	78375862	r014
     7.517151468	263227673	r008
     7.517151468	22567501	r013
     8.018289774	250571832	r011
     8.018289774	57490932	r004
     8.018289774	84476010	r014
     8.018289774	297423119	r008
     8.018289774	57494357	r013
     8.519424247	250568145	r011
     8.519424247	7537680	r004
     8.519424247	83250167	r014
     8.519424247	348181099	r008
     8.519424247	7540544	r013
     9.020572345	250572798	r011
     9.020572345	64869164	r004
     9.020572345	80846781	r014
     9.020572345	258506713	r008
     9.020572345	64872861	r013
     9.521829234	250629932	r011
     9.521829234	12561071	r004
     9.521829234	79400022	r014
     9.521829234	338263201	r008
     9.521829234	12564102	r013
    10.022943790	250556590	r011
    10.022943790	52152294	r004
    10.022943790	87771994	r014
    10.022943790	310220657	r008
    10.022943790	52156085	r013
    10.559051225	268042939	r011
    10.559051225	28897060	r004
    10.559051225	77464859	r014
    10.559051225	283341635	r008
    10.559051225	28900944	r013
    11.060398114	250677694	r011
    11.060398114	39605642	r004
    11.060398114	92941933	r014
    11.060398114	363507224	r008
    11.060398114	39608346	r013
    11.561903586	250749107	r011
    11.561903586	27370860	r004
    11.561903586	72196619	r014
    11.561903586	262589964	r008
    11.561903586	27374597	r013
    12.063254016	250677513	r011
    12.063254016	52437270	r004
    12.063254016	90022958	r014
    12.063254016	300370346	r008
    12.063254016	52440633	r013
    12.564602030	250673984	r011
    12.564602030	12851706	r004
    12.564602030	77320663	r014
    12.564602030	350436517	r008
    12.564602030	12854735	r013
    13.066117169	250755982	r011
    13.066117169	56478356	r004
    13.066117169	85906716	r014
    13.066117169	244532824	r008
    13.066117169	56482031	r013
    13.567452808	250672040	r011
    13.567452808	14952877	r004
    13.567452808	79419271	r014
    13.567452808	375477999	r008
    13.567452808	14955780	r013
    14.068602198	250570954	r011
    14.068602198	56285883	r004
    14.068602198	89129839	r014
    14.068602198	276962593	r008
    14.068602198	56289385	r013
    14.569747462	250574512	r011
    14.569747462	23938938	r004
    14.569747462	74874897	r014
    14.569747462	283559183	r008
    14.569747462	23942478	r013
    15.071006393	250631679	r011
    15.071006393	41973462	r004
    15.071006393	91153872	r014
    15.071006393	361476520	r008
    15.071006393	41976212	r013
    15.572171241	250579965	r011
    15.572171241	28990966	r004
    15.572171241	73193947	r014
    15.572171241	253202350	r008
    15.572171241	28994835	r013
    16.073312839	250572579	r011
    16.073312839	37826924	r004
    16.073312839	88213201	r014
    16.073312839	320821438	r008
    16.073312839	37829867	r013
    16.575408309	251040004	r011
    16.575408309	27269399	r004
    16.575408309	80018689	r014
    16.575408309	332222730	r008
    16.575408309	27272539	r013
    17.076719490	250656835	r011
    17.076719490	28063866	r004
    17.076719490	79755702	r014
    17.076719490	226215460	r008
    17.076719490	28067518	r013
    17.577833505	250560031	r011
    17.577833505	41118212	r004
    17.577833505	87283661	r014
    17.577833505	404077981	r008
    17.577833505	41120809	r013
    18.078950936	250555307	r011
    18.078950936	29358195	r004
    18.078950936	81394700	r014
    18.078950936	237900430	r008
    18.078950936	29361906	r013
    18.580090825	250572069	r011
    18.580090825	49503060	r004
    18.580090825	83417397	r014
    18.580090825	331894033	r008
    18.580090825	49506324	r013
    19.081379465	250643010	r011
    19.081379465	24049724	r004
    19.081379465	86872982	r014
    19.081379465	327681702	r008
    19.081379465	24052901	r013
    19.582513271	250568385	r011
    19.582513271	52499847	r004
    19.582513271	77779085	r014
    19.582513271	257295143	r008
    19.582513271	52503690	r013
    20.083641619	250566964	r011
    20.083641619	12647129	r004
    20.083641619	85820025	r014
    20.083641619	345394663	r008
    20.083641619	12649993	r013
    20.585125132	250737908	r011
    20.585125132	54180332	r004
    20.585125132	81527993	r014
    20.585125132	298277258	r008
    20.585125132	54183887	r013
    21.086431188	250654287	r011
    21.086431188	22886880	r004
    21.086431188	76356303	r014
    21.086431188	275752412	r008
    21.086431188	22890429	r013
    21.587556494	250563765	r011
    21.587556494	43447652	r004
    21.587556494	91146683	r014
    21.587556494	370220686	r008
    21.587556494	43450660	r013
    22.088696259	250569297	r011
    22.088696259	28006459	r004
    22.088696259	73654438	r014
    22.088696259	250464768	r008
    22.088696259	28010350	r013
    22.589817273	250562376	r011
    22.589817273	48621842	r004
    22.589817273	90826065	r014
    22.589817273	334777847	r008
    22.589817273	48624938	r013
    23.091099621	250641762	r011
    23.091099621	16092391	r004
    23.091099621	79064977	r014
    23.091099621	311509779	r008
    23.091099621	16095816	r013
    23.592235135	250566891	r011
    23.592235135	62765379	r004
    23.592235135	84451156	r014
    23.592235135	259550711	r008
    23.592235135	62769166	r013
    24.093349942	250561287	r011
    24.093349942	5352914	r004
    24.093349942	83447134	r014
    24.093349942	375394907	r008
    24.093349942	5355399	r013
    24.594450331	250547322	r011
    24.594450331	60928462	r004
    24.594450331	84438823	r014
    24.594450331	273557289	r008
    24.594450331	60932169	r013
    25.095584054	250568151	r011
    25.095584054	19955659	r004
    25.095584054	74682040	r014
    25.095584054	308977658	r008
    25.095584054	19959235	r013
    25.597270776	250806021	r011
    25.597270776	47470479	r004
    25.597270776	91363385	r014
    25.597270776	326994396	r008
    25.597270776	47473741	r013
    26.100829951	251779467	r011
    26.100829951	29160686	r004
