#Timestamp	Benchmark	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357764043614104804	automotive_bitcount	1300	47	1.100000	0.058000	0.067000	9055663	2725676	126	297431	72408
1357764044120113771	automotive_bitcount	1300	47	1.100000	0.058000	0.067000	8884896	2692152	126	293726	71594
1357764044626122071	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8629316	2661859	124	291104	71050
1357764045132041080	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	7903570	2405925	112	264236	64648
1357764045637864256	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8129045	2496844	114	273337	66956
1357764046143742599	automotive_bitcount	1300	48	1.100000	0.059000	0.068000	9023623	2755946	126	301788	73896
1357764046649671524	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8709128	2656647	123	290413	71041
1357764047155498492	automotive_bitcount	1300	48	1.100000	0.058000	0.066000	7751657	2367359	110	260455	64384
1357764047661375251	automotive_bitcount	1300	48	1.100000	0.059000	0.068000	9050536	2832473	130	309558	75791
1357764048167496051	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8823685	2731137	122	299322	73041
1357764048673444852	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8816143	2728172	123	300128	73284
1357764049179403944	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8758882	2733505	121	299527	73424
1357764049685327120	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8940098	2743357	122	300204	73107
1357764050191161712	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	7326306	2223896	100	244408	59749
1357764050697032680	automotive_bitcount	1300	48	1.100000	0.060000	0.069000	8740488	2716844	120	297283	72872
1357764051202890397	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8910829	2711176	121	296882	72755
1357764051708738823	automotive_bitcount	1300	48	1.100000	0.059000	0.068000	7128450	2171476	99	238687	58601
1357764052214689415	automotive_bitcount	1300	48	1.100000	0.059000	0.068000	8810579	2724969	120	298123	73278
1357764052720642466	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	9476300	2915839	133	318314	78428
1357764053226545850	automotive_bitcount	1300	48	1.100000	0.059000	0.068000	8934877	2711730	124	296647	72876
1357764053732454817	automotive_bitcount	1300	48	1.100000	0.059000	0.068000	8787397	2670487	124	291639	71021
1357764054238305952	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	9020303	2726147	126	298061	72644
1357764054744218794	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8585210	2642155	124	289142	70342
1357764055250034012	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	7287344	2188961	103	240011	58647
1357764055755911396	automotive_bitcount	1300	48	1.100000	0.058000	0.067000	8827658	2695981	125	294701	71925
1357764056261823322	automotive_bitcount	1300	48	1.100000	0.059000	0.068000	8788482	2677817	124	293297	71436
1357764056767691497	automotive_bitcount	1300	48	1.100000	0.060000	0.069000	9318511	2390089	113	262915	64259
1357764057274564795	automotive_qsort1	1300	49	1.100000	0.058000	0.067000	9362319	2760849	126	301973	73937
1357764057781394218	automotive_qsort1	1300	50	1.100000	0.060000	0.069000	9462171	2841158	131	310802	75413
1357764058288122557	automotive_qsort1	1300	50	1.100000	0.060000	0.069000	9287484	2782764	126	304969	74362
1357764058794831897	automotive_qsort1	1300	50	1.100000	0.059000	0.068000	8969199	2734621	124	299877	73466
1357764059301713361	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	9130047	2705536	123	295798	72250
1357764059808505242	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	8925449	2700185	124	295686	72065
1357764060315375331	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	7485862	2221290	103	244043	59853
1357764060822177504	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	9019926	2730924	125	299174	73145
1357764061329059135	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	9024116	2732924	125	298892	73111
1357764061835901182	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	7452607	2227746	104	244111	59895
1357764062342682063	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	9006077	2749425	125	301636	73671
1357764062849463069	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	9335368	2843286	132	310170	76068
1357764063356155868	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	9170102	2715884	125	297209	72293
1357764063862957249	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	9094565	2686694	124	292998	71227
1357764064369814504	automotive_qsort1	1300	51	1.100000	0.059000	0.068000	9048253	2681782	127	293113	71460
1357764064876623802	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	7451328	2191332	103	239934	58714
1357764065383404975	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	9273911	2743042	126	300337	73558
1357764065890255189	automotive_qsort1	1300	51	1.100000	0.060000	0.069000	8965515	2677295	124	292825	71107
1357764066397061654	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	8163822	2426628	113	266527	64886
1357764066903822743	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	8346371	2504609	114	274797	67463
1357764067410630499	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	8927194	2668699	124	292728	71137
1357764067917367130	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	9599698	2867412	132	313347	76392
1357764068424227928	automotive_qsort1	1300	51	1.100000	0.063000	0.072000	14479810	4187310	187	456064	111586
1357764068931032184	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	9042713	2727487	124	299478	72767
1357764069437844565	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	9231995	2761774	126	301878	74010
1357764069944679862	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	7323446	2194619	102	241106	58979
1357764070451517160	automotive_qsort1	1300	51	1.100000	0.061000	0.070000	9123276	2761516	125	302768	73830
