#Timestamp	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	GPU Frequency(MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Current(A)	GPU Power(W)	RAM Voltage(V)	RAM Current(A)	RAM Power(W)
1357000149371828281	1400 54 1.100000 0.162000 0.193000 1400 55 0.900000 0.423000 0.414000 600 56 1.000000 0.129000 0.129000 1.200000 0.086000 0.104000
1357000149902060995	1400 54 1.100000 0.228000 0.270000 1400 55 0.900000 0.347000 0.340000 600 56 1.000000 0.129000 0.129000 1.200000 0.060000 0.072000
1357000150441836694	1400 54 1.100000 0.224000 0.266000 1400 55 0.900000 0.346000 0.339000 600 56 1.000000 0.129000 0.129000 1.200000 0.055000 0.066000
1357000150984935458	1400 54 1.100000 0.224000 0.266000 1400 55 0.900000 0.345000 0.338000 600 56 1.000000 0.129000 0.129000 1.200000 0.065000 0.078000
1357000151527647598	1400 54 1.100000 0.230000 0.273000 1400 55 0.900000 0.347000 0.340000 600 56 1.000000 0.129000 0.129000 1.200000 0.058000 0.070000
1357000152061864538	1400 54 1.100000 0.220000 0.262000 1400 55 0.900000 0.347000 0.340000 600 56 1.000000 0.129000 0.129000 1.200000 0.062000 0.074000
1357000152590221429	1400 54 1.100000 0.232000 0.276000 1400 55 0.900000 0.345000 0.338000 600 56 1.000000 0.129000 0.129000 1.200000 0.054000 0.065000
1357000153115675545	1400 54 1.100000 0.219000 0.260000 1400 55 0.900000 0.347000 0.340000 600 56 1.000000 0.129000 0.129000 1.200000 0.064000 0.077000
1357000153656395489	1400 54 1.100000 0.229000 0.272000 1400 55 0.900000 0.345000 0.338000 600 55 1.000000 0.129000 0.129000 1.200000 0.055000 0.066000
1357000154191819047	1400 54 1.100000 0.228000 0.271000 1400 55 0.900000 0.347000 0.340000 600 56 1.000000 0.129000 0.129000 1.200000 0.063000 0.076000
1357000154726833691	1400 54 1.100000 0.220000 0.261000 1400 55 0.900000 0.346000 0.339000 600 56 1.000000 0.129000 0.129000 1.200000 0.059000 0.071000
1357000155259778805	1400 54 1.100000 0.230000 0.273000 1400 55 0.900000 0.345000 0.338000 600 56 1.000000 0.129000 0.129000 1.200000 0.053000 0.064000
1357000155791912049	1400 54 1.100000 0.224000 0.266000 1400 55 0.900000 0.346000 0.339000 600 56 1.000000 0.129000 0.129000 1.200000 0.057000 0.068000
1357000156325147369	1400 54 1.100000 0.230000 0.273000 1400 55 0.900000 0.346000 0.339000 600 56 1.000000 0.129000 0.129000 1.200000 0.056000 0.067000
1357000156861816587	1400 54 1.100000 0.223000 0.265000 1400 55 0.900000 0.347000 0.340000 600 56 1.000000 0.129000 0.129000 1.200000 0.053000 0.064000
