#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357764043126014402	11754555	2801479	130	304127	74044
1357764043626541846	9055663	2725676	126	297431	72408
1357764044126976373	8884896	2692152	126	293726	71594
1357764044627401442	8629316	2661859	124	291104	71050
1357764045127825970	8867187	2692612	125	294630	71335
1357764045628243914	7903570	2405925	112	264236	64648
1357764046128668108	8129045	2496844	114	273337	66956
1357764046629088844	9023623	2755946	126	301788	73896
1357764047129523996	8709128	2656647	123	290413	71041
1357764047630017315	7751657	2367359	110	260455	64384
1357764048130666883	9050536	2832473	130	309558	75791
1357764048631126744	8823685	2731137	122	299322	73041
1357764049131563563	8816143	2728172	123	300128	73284
1357764049631999049	8758882	2733505	121	299527	73424
1357764050132436201	8940098	2743357	122	300204	73107
1357764050632866437	7326306	2223896	100	244408	59749
1357764051133301923	8740488	2716844	120	297283	72872
1357764051633737325	8910829	2711176	121	296882	72755
1357764052134170186	7128450	2171476	99	238687	58601
1357764052634601338	8810579	2724969	120	298123	73278
1357764053135161365	9476300	2915839	133	318314	78428
1357764053635606810	8934877	2711730	124	296647	72876
1357764054136041712	8787397	2670487	124	291639	71021
1357764054636479739	9020303	2726147	126	298061	72644
1357764055136909308	8585210	2642155	124	289142	70342
1357764055637343503	7287344	2188961	103	240011	58647
1357764056137820947	8827658	2695981	125	294701	71925
1357764056638270557	8788482	2677817	124	293297	71436
1357764057138767501	9318511	2390089	113	262915	64259
1357764057639313487	9362319	2760849	126	301973	73937
1357764058141646633	9462171	2841158	131	310802	75413
1357764058642180535	9287484	2782764	126	304969	74362
1357764059142718103	8969199	2734621	124	299877	73466
1357764059643252131	9130047	2705536	123	295798	72250
1357764060143786241	8925449	2700185	124	295686	72065
1357764060644317768	7485862	2221290	103	244043	59853
1357764061144848587	9019926	2730924	125	299174	73145
1357764061645455405	9024116	2732924	125	298892	73111
1357764062145984349	7452607	2227746	104	244111	59895
1357764062646529001	9006077	2749425	125	301636	73671
1357764063147160070	9335368	2843286	132	310170	76068
1357764063647695430	9170102	2715884	125	297209	72293
1357764064148228374	9094565	2686694	124	292998	71227
1357764064648748109	9048253	2681782	127	293113	71460
1357764065149280303	7451328	2191332	103	239934	58714
1357764065649827747	9273911	2743042	126	300337	73558
1357764066150417649	8965515	2677295	124	292825	71107
1357764066650948134	8163822	2426628	113	266527	64886
1357764067151481036	8346371	2504609	114	274797	67463
1357764067652020230	8927194	2668699	124	292728	71137
1357764068152655882	9599698	2867412	132	313347	76392
1357764068653197492	14479810	4187310	187	456064	111586
1357764069153746603	9042713	2727487	124	299478	72767
1357764069654285088	9231995	2761774	126	301878	74010
1357764070154826907	7323446	2194619	102	241106	58979
1357764070655479475	9123276	2761516	125	302768	73830
1357764071156008419	11207735	2931682	137	319270	78380
1357764071656571821	14738825	3839092	176	420073	100051
1357764072157086765	16253668	4349388	203	474310	113599
1357764072657606208	16211133	4326327	195	472990	113271
1357764073158310777	16718744	4427316	206	483276	116094
1357764073658847304	22256065	5633197	202	627761	140690
1357764074159442914	15817042	4125207	190	450095	107052
1357764074660060607	15748399	4104430	193	447220	106466
1357764075160639926	12930039	3379825	158	370199	88240
1357764075661232203	14431402	3872859	178	422793	101084
1357764076161850855	14591602	3865442	177	421733	101104
1357764076662454215	12054927	3172952	143	349154	83910
1357764077163064200	12809600	3446941	156	376411	90737
1357764077663658894	12841028	3525982	161	385330	93239
1357764078164334004	12906097	3544459	163	386353	93712
1357764078664976614	12680752	3451372	155	378384	91388
1357764079165580557	12164024	3348804	151	365577	88296
1357764079666172959	12313917	3391958	154	370658	89741
1357764080166788819	9800035	2738019	125	301215	73037
1357764080667377888	12210601	3391768	153	371018	89886
1357764081167971706	12831925	3547178	164	386578	94192
1357764081668574108	10640088	2916803	133	320904	77581
1357764082169186302	10995460	3182771	144	346630	84465
1357764082669758704	12043855	3396432	156	370719	90180
1357764083209504849	13620283	3751034	172	411278	99950
1357764083710099251	11487476	3260600	149	356546	86560
1357764084210718028	11812218	3271410	150	356925	86430
1357764084711302013	11697825	3278452	150	358312	86515
1357764085211834165	11468021	3188209	147	347812	84453
1357764085712321234	11764079	3121179	142	341689	82319
1357764086212834845	13947063	3750990	171	409688	98062
1357764086713388372	14968049	4020255	188	439022	104050
1357764087213970482	11860179	3133726	148	342034	81934
1357764087714465884	14244162	3835149	175	417901	100476
1357764088214992245	12729289	3498380	162	383063	92634
1357764088715473105	13641588	3708703	171	405194	97763
1357764089215990507	15969592	4264667	195	464848	110752
1357764089716509326	15349694	4119569	190	449919	107967
1357764090217009270	12886037	3510256	159	384946	92362
1357764090717516131	13403234	3529767	165	385121	91920
1357764091217997200	14847837	4001386	183	436843	104912
1357764091718508393	13097615	3605706	163	394635	95184
1357764092219006754	13744562	3634972	166	397224	94149
1357764092719537448	15753752	4327634	197	473085	113661
1357764093220047558	14493703	3912757	180	427619	103328
1357764093720577127	14525020	3891907	179	425380	102297
1357764094221085446	13630806	3660330	167	399540	95836
1357764094721577806	15391572	4067561	188	443207	104772
1357764095222089709	12175219	3204202	146	350874	83883
1357764095722617611	13545078	3652942	165	398533	95484
1357764096223132805	13383352	3646163	167	399379	95588
