#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357252802353983583	1238132	26590	35450	2195	1301
1357252802854744984	142491	15677	20952	1230	422
1357252803355379927	92595	16090	21233	1018	418
1357252803855979538	131563	17311	23846	1222	411
1357252804356606689	126653	16259	21435	1200	432
1357252804857220508	275160	38473	54076	4118	1756
1357252805357838868	133003	17268	22882	1319	437
1357252805858493895	127027	15915	19930	1222	409
1357252806359123588	136549	17524	22954	1339	442
1357252806859744407	125884	15636	19875	1114	386
1357252807360374975	131382	17514	22491	1237	418
1357252807860991044	125139	15893	20331	1182	380
1357252808361817611	130705	16934	21359	1187	438
1357252808862435013	270863	38746	53763	3938	1295
1357252809363118040	126070	16020	20775	1335	433
1357252809863732650	130766	17272	22428	1289	398
1357252810364350177	110203	16295	20534	1195	380
1357252810864999953	135272	17347	23241	1263	418
1357252811365750396	124333	15800	18401	1099	398
1357252811866461840	130922	17027	21591	1199	411
1357252812367183908	123346	16263	20516	1127	396
1357252812867933892	266180	38150	52230	4229	1435
1357252813368914876	160366	21876	29609	1371	542
1357252813869655861	158324	21788	28551	1558	405
1357252814370365596	135674	17258	22293	1278	384
1357252814871077622	125839	16002	20471	1205	425
1357252815371784316	131079	17366	22740	1256	403
1357252815872490384	124461	15958	20114	1221	409
1357252816373336827	131453	17283	22777	1189	382
1357252816873951770	269727	39010	52746	3888	1204
1357252817374565880	123338	15866	20479	1302	376
1357252817875186824	96476	17127	21805	1250	370
1357252818376016975	128613	16461	21124	1246	408
1357252818876642377	130245	17008	22052	1281	379
1357252819377264903	123480	15967	19922	1208	380
1357252819877921347	130725	17322	22060	1417	734
1357252820378544124	148220	20670	26535	1508	387
1357252820879161567	267806	38638	52007	3859	1187
1357252821379781635	131249	17000	22331	1243	391
1357252821880398621	124351	16030	20592	1218	411
1357252822381014856	134278	17201	22322	1186	403
1357252822881632091	123310	15946	20932	1121	393
1357252823382435867	129007	17241	21928	1222	412
1357252823883110394	123775	15825	20710	1163	386
1357252824383722212	97911	17120	21703	1150	374
1357252824884328822	261349	38844	52424	3935	1227
1357252825384952266	124676	15892	20371	1249	396
1357252825885573001	130927	17124	22512	1268	427
1357252826386199445	129505	16084	20302	1187	383
1357252826886854471	400079	17591	22991	1366	390
1357252827387552748	211164	15878	20726	1104	366
1357252827888352566	221885	17376	22544	1303	390
1357252828389180217	210579	15913	20461	1120	378
1357252828889871535	353580	37999	51291	3826	1134
1357252829390586561	217803	18330	24637	1370	389
1357252829891291671	231043	18278	23349	1305	367
1357252830392014573	221343	17402	23687	1266	382
1357252830892703058	212969	15711	18551	1119	362
1357252831393607750	181353	18457	24303	1125	395
1357252831894331485	225962	18549	23929	1291	365
1357252832395036095	216748	17278	22292	1337	398
1357252832895749246	356318	39221	58667	4180	1311
1357252833396709105	234614	20028	21054	1321	405
1357252833897436090	213077	16787	21229	1212	368
1357252834398302699	215105	15926	20079	1101	362
1357252834899025018	211458	17261	22339	1285	399
1357252835399737544	211317	16056	20671	1086	373
1357252835900458696	211166	18205	23068	1247	406
1357252836401171639	210666	14771	18895	1108	378
1357252836901885665	348467	38922	52845	3961	1181
1357252837402592025	217434	17175	21786	1369	390
1357252837903518342	205649	15906	20152	1133	358
1357252838405753072	189257	17386	23603	1079	402
1357252838906453932	203416	15882	19090	1104	362
1357252839407175125	215625	17210	21770	1333	398
1357252839907939485	205923	15955	20410	1421	510
1357252840408690303	242895	21799	28286	1284	425
1357252840909393871	346971	38767	51991	3815	1137
1357252841410108356	217408	17394	23955	1370	398
1357252841910935632	205268	16202	19634	1176	376
1357252842411748950	221119	16838	21249	1205	392
1357252842912568226	207060	15954	20657	1078	362
1357252843413779501	213866	17159	21679	1268	390
1357252843914598402	208528	16329	20966	1156	364
1357252844415416136	211460	16840	21189	1212	376
1357252844916212163	353005	38924	51954	3983	1146
1357252845416984647	205026	15613	19678	1122	350
1357252845917839382	183678	18658	24327	1192	398
1357252846418671866	210071	14736	18579	1064	374
1357252846919350351	216044	17208	21866	1312	398
1357252847420023794	205366	15903	19792	1114	370
1357252847920701738	216721	17262	21961	1316	402
1357252848421635263	205289	15560	19902	1081	374
1357252848922314332	333875	35404	46586	3562	1028
1357252849423033233	212269	16927	22166	1318	462
1357252849923706343	212397	16189	20133	1171	378
1357252850424387411	215707	17188	21979	1278	394
1357252850925064896	210347	15871	20122	1118	366
1357252851425752965	211277	17294	22055	1289	394
1357252851926420158	210026	15668	20067	1100	366
1357252852427073351	194360	17172	21818	1247	388
1357252852927747753	337587	38727	51357	3947	1174
1357252853429969233	206412	15946	20255	1161	362
1357252853930656509	216095	17333	21874	1344	394
1357252854431360411	210642	15931	20241	1164	368
1357252854932066479	215106	17131	21277	1272	380
1357252855432778547	207655	16007	20566	1127	370
1357252855933634156	213423	17113	21481	1175	394
1357252856434348808	210098	16396	20859	1280	376
1357252856935037626	350385	38653	51846	3836	1179
1357252857435701444	216565	17011	22038	1325	395
1357252857936373763	205923	16107	20721	1210	380
1357252858437282330	220296	17212	22295	1295	388
1357252858938022107	204628	15636	19943	1088	364
1357252859438676008	823542	17480	22200	1288	402
1357252859939365243	843639	15922	20296	1104	370
1357252860440075353	843856	17206	21867	1271	398
1357252860940789546	985394	38752	52319	3895	1137
1357252861441464323	844586	15935	21140	1151	362
1357252861942193224	842091	17352	22864	1302	396
1357252862442993376	845320	15730	18972	1151	461
1357252862943741944	869896	22276	28966	1608	451
1357252863444635803	842696	16926	21099	1219	400
1357252863945332121	832989	16290	21027	1208	382
1357252864446032023	839668	16986	22541	1248	380
1357252864946732674	987837	39318	53381	4004	1344
1357252865447423576	831902	15776	19327	1188	363
1357252865948192727	833667	16947	22365	1263	401
1357252866448845545	802082	16750	21698	1061	372
1357252866949528572	827024	16969	22676	1225	404
1357252867450231557	825332	16246	19926	1196	384
1357252867950940500	827579	18075	23396	1355	385
1357252868451818818	838225	18419	23492	1222	376
1357252868952518511	964238	38486	51954	3851	1194
1357252869453332495	823671	17122	22599	1332	394
1357252869954015814	816209	16074	20708	1144	378
1357252870454696215	826188	17075	22956	1255	382
1357252870955362492	816228	15895	18788	1125	370
1357252871456145393	820370	20934	26883	1477	481
1357252871956874836	828145	16082	20485	1178	396
1357252872457592113	813545	17167	22983	1257	368
1357252872958393681	945624	38787	50832	3949	1173
1357252873469894879	775688	15938	27169	1521	436
