#Timestamp	r011	r008	r001	r003	r017
1418759255816616210	210422	411766926	1504534	307522	210527
1418759256316944459	82449	440576165	619862	140843	82457
1418759256817157124	97934	436687139	729182	159306	97940
1418759257317375790	68813	441614274	630585	120970	68804
1418759257817581498	96725	437355932	720027	157230	96725
1418759258317816580	73648	446318743	426177	111472	73647
1418759258818033037	51654	445472937	540686	95402	51653
1418759259318231912	106856	436050077	777693	160382	106860
1418759259818435119	99649	436726312	728809	159896	99641
1418759260318636452	67936	441845254	635050	121004	67938
1418759260818852409	68065	447188164	427602	108129	68068
1418759261319147700	79607	441589575	598821	132336	79610
1418759261819354532	93983	437427844	710232	157288	93986
1418759262319575906	68233	441898707	622507	120901	68225
1418759262819792572	100186	436846699	727446	159361	100186
1418759263320030488	68663	447211175	413660	109779	68660
1418759263820253321	55600	444890739	567633	94272	55611
1418759264320473278	101986	436861824	707917	159954	101989
1418759264820697444	108317	435423724	810425	162596	108309
1418759265320921402	89510	433645362	922171	158855	89509
1418759265821145735	70498	441840476	639050	127030	70494
1418759266321381526	88602	435122712	859533	155118	88617
1418759266821603275	184177	411330990	1551841	367402	184170
1418759267321823733	99096	436744728	723527	160535	99097
1418759267822047524	99559	437354975	709111	159571	99552
1418759268324062267	58160	451508880	339293	94430	58159
1418759268824282308	72659	439575705	749727	119534	72671
1418759269324501641	106905	435868801	798620	161122	106902
1418759269824882599	101143	436420280	738778	162500	101146
1418759270325107098	74464	440925982	653118	125043	74453
1418759270825332806	54133	450347487	333514	87227	54139
1418759271325556180	135007	427007243	902065	243421	135014
1418759271825777013	69587	441635525	642100	120389	69585
1418759272325993805	98071	436965469	717070	160792	98063
1418759272826217387	102162	436944645	724294	162103	102159
1418759273327264259	53514	451411990	317814	85318	53519
1418759273827502676	72145	440761333	675585	122231	72146
1418759274327722300	107707	435802671	805442	161774	107709
1418759274827952758	102110	435695257	768955	162994	102112
1418759275328195591	65048	442735951	607884	117098	65037
1418759275828428591	54881	450441347	328377	88949	54892
1418759276328642132	107893	435681830	735015	168513	107900
1418759276828865632	70196	441160236	665408	121632	70184
1418759277329187631	97682	437555308	708301	158562	97681
1418759277829424756	94695	438451148	675271	154608	94691
1418759278329644589	58781	445590291	488597	98863	58789
1418759278829863964	75649	439653462	698460	127715	75646
1418759279330079505	107622	436055531	783368	160656	107623
1418759279830293964	100120	436341569	756162	161789	100129
1418759280330534547	61917	443855857	572718	111235	61901
1418759280830760713	57036	448522746	400413	95971	57046
1418759281330976338	113060	434495636	769463	176010	113067
1418759281831196005	71468	441340334	640709	122816	71455
1418759282331411671	108489	436402736	717510	164423	108493
1418759282831633046	88733	439558826	645980	144962	88720
1418759283331851338	57966	448729491	380074	94403	57980
1418759283832216671	70704	441791397	638163	119650	70703
1418759284332430962	111260	434941130	805671	163198	111255
1418759284832649546	108325	435321410	814987	162100	108325
1418759285332875046	56589	445062288	540107	103917	56583
1418759285833094504	61004	448382842	395750	96800	61016
1418759286333299046	99975	436775128	724388	160749	99968
1418759286833528963	73055	440227984	684924	126669	73060
1418759287333750921	93903	438615638	675009	151632	93905
1418759287834034671	85223	441242699	593485	139495	85215
1418759288334256879	79901	423155569	1260297	142615	79912
1418759288834476130	70989	441228670	654069	123427	70986
1418759289334686588	111363	429785557	1000844	170440	111367
1418759289834916422	99915	436297147	760483	159872	99924
1418759290335143214	55507	446171292	510291	97518	55484
1418759290835398672	1141687	290674715	1789512	3007370	1141719
1418759291335654089	1957347	268009638	763521	3544575	1957349
1418759291835947714	1946115	235848496	766358	4741862	1946119
1418759292336220964	1400740	335096358	1091414	2821783	1400734
1418759292836507047	2388513	181004631	461875	5190685	2388506
1418759293336794006	1265259	342296313	759786	3444859	1265267
1418759293837070381	2121831	241077696	668938	3776701	2121830
1418759294337337339	1682806	269802882	1085639	4483617	1682809
1418759294837582756	1712726	286133354	1402405	3411986	1712716
1418759295337846965	2123669	220411626	494428	4818751	2123673
1418759295838122340	1306564	343913711	697262	3135169	1306573
1418759296338376632	2331420	201985713	643553	4566865	2331414
1418759296838643882	1395781	316531781	1269582	3828266	1395782
1418759297338992841	1911035	269515188	1389203	3558975	1911455
1418759297839428091	1987740	240024176	452904	5049946	1987304
1418759298339700383	1326104	341946664	794057	2948712	1326116
1418759298839962466	2465833	175697179	664703	4966452	2465836
1418759299340226300	1205009	341920917	1374808	3328675	1205015
1418759299840466634	2081606	232299660	1472789	3835910	2081583
1418759300340722884	1634763	282085320	581343	4629320	1634764
1418759300840979801	1675335	310497990	792652	3272960	1675327
1418759301341335468	2241689	194336147	706203	4920958	2241697
1418759301841605885	1235726	343639584	1140259	2999234	1235750
1418759302341839219	2378502	191861159	756940	4645235	2378472
1418759302842108178	1374149	325202910	615631	4001132	1374175
1418759303342368804	1929711	271375943	807177	3598150	1929705
1418759303842638554	1958395	234436129	800404	4727375	1958399
1418759304342900805	1370807	335775319	1094090	2786305	1370807
1418759304843365180	2407256	178831588	532866	5144931	2407226
1418759305343641013	1233664	343597926	759670	3428370	1233691
1418759305843972097	2125891	240551465	673046	3802813	2126200
1418759306344213015	1648397	273130669	1219585	4489228	1648087
1418759306844466099	1695292	296001861	1329070	3447922	1695296
1418759307344719891	2173965	210957021	544738	4855082	2173958
1418759307844985058	1293211	344381332	706856	3150306	1293220
1418759308345222976	2325264	203616632	656355	4522433	2325260
1418759308845482476	1389207	314589469	1298548	3865822	1389211
1418759309345736352	1908580	269209501	1417970	3546643	1908579
1418759309846000811	1971866	238759000	498916	4946062	1971847
1418759310346262437	1359035	339999020	828558	2936163	1359050
1418759310846529063	2459063	178628337	661675	5018836	2459070
1418759311346951772	1213524	342172596	1261943	3338313	1213519
1418759311847212439	2101946	239168483	1084930	3819408	2101945
1418759312347509106	1720290	272475832	601353	4706478	1720292
1418759312847757232	1603334	318315071	801349	3171192	1603313
1418759313348026525	2263303	186628290	824886	4906576	2263327
1418759313848304692	1236974	343836789	1130862	3006859	1236972
1418759314348559693	2359256	193825232	765669	4608483	2359243
1418759314848851361	1401529	323472232	535613	4003709	1401502
1418759315349287820	1921143	271485801	812706	3549856	1921178
1418759315849600612	1972291	234781109	835604	4733838	1972307
1418759316349860655	1367261	335837313	1164205	2780400	1367246
1418759316850134406	2419455	178620808	556854	5136204	2419453
1418759317350416115	1289588	342467741	620508	3491319	1289590
1418759317850672991	2113326	241747715	644019	3740509	2113329
1418759318350930367	1668567	270331949	1229963	4509758	1668570
1418759318851183577	1682314	298425699	1384049	3406062	1682281
1418759319351457078	2184868	209006814	527370	4865740	2184888
1418759319851732662	1276248	344406031	674857	3165572	1276258
1418759320351980496	2335883	197824449	645508	4459857	2335878
1418759320852243373	1241827	318271248	1755074	3528351	1241834
1418759321352492166	1996384	256126065	1298899	3536831	1996354
1418759321852771125	1841856	253066163	505219	4959799	1841878
1418759322353046293	1451965	333482274	728779	2968799	1451976
1418759322853320294	2393411	177779770	683978	5085566	2393406
1418759323353566879	881233	261165662	1873570	1813938	881204
1418759323854416045	103681	46899022	1058354	178815	103681
1418759324354683504	2237771	202678136	344312	5055690	2237799
1418759324855095463	1236592	344479329	1196264	3108612	1236595
1418759325355334965	2302157	210257546	660407	4353043	2302149
1418759325550919122	343444	157135808	622673	1152085	343414
