Start:	1421346585317638366
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500234915	550544584	r0FF
     0.500234915	847822574	r01B
     0.500234915	657294457	r073
     0.500234915	802	r075
     0.500234915	70079365	r004
     0.500234915	1755275	r016
     0.500234915	80433	r017
     1.001181331	551042501	r0FF
     1.001181331	743572355	r01B
     1.001181331	575201870	r073
     1.001181331	1490	r075
     1.001181331	76348196	r004
     1.001181331	3880715	r016
     1.001181331	112995	r017
     1.501914037	550809202	r0FF
     1.501914037	913646814	r01B
     1.501914037	739712185	r073
     1.501914037	496	r075
     1.501914037	70955889	r004
     1.501914037	897199	r016
     1.501914037	33937	r017
     2.002665411	550823504	r0FF
     2.002665411	794539197	r01B
     2.002665411	629230631	r073
     2.002665411	1239	r075
     2.002665411	70521225	r004
     2.002665411	3099824	r016
     2.002665411	81507	r017
     2.503416700	550829196	r0FF
     2.503416700	869401150	r01B
     2.503416700	703825128	r073
     2.503416700	759	r075
     2.503416700	56409202	r004
     2.503416700	1710559	r016
     2.503416700	54251	r017
     3.004155740	550808424	r0FF
     3.004155740	809642378	r01B
     3.004155740	627091248	r073
     3.004155740	981	r075
     3.004155740	74018058	r004
     3.004155740	2419366	r016
     3.004155740	64096	r017
     3.504902571	550819630	r0FF
     3.504902571	820407701	r01B
     3.504902571	632364318	r073
     3.504902571	1037	r075
     3.504902571	90701344	r004
     3.504902571	2686244	r016
     3.504902571	76120	r017
     4.005658611	550834853	r0FF
     4.005658611	881295292	r01B
     4.005658611	727398988	r073
     4.005658611	634	r075
     4.005658611	54468932	r004
     4.005658611	1468260	r016
     4.005658611	42589	r017
     4.506467233	550884648	r0FF
     4.506467233	770289678	r01B
     4.506467233	603683149	r073
     4.506467233	1317	r075
     4.506467233	73435402	r004
     4.506467233	3390958	r016
     4.506467233	90726	r017
     5.007200064	550813497	r0FF
     5.007200064	901805518	r01B
     5.007200064	725672363	r073
     5.007200064	398	r075
     5.007200064	53463226	r004
     5.007200064	725195	r016
     5.007200064	23472	r017
     5.507926270	550793075	r0FF
     5.507926270	739689755	r01B
     5.507926270	572532803	r073
     5.507926270	1499	r075
     5.507926270	76763799	r004
     5.507926270	3909429	r016
     5.507926270	112573	r017
     6.008675433	550828617	r0FF
     6.008675433	947879077	r01B
     6.008675433	766123155	r073
     6.008675433	328	r075
     6.008675433	74961471	r004
     6.008675433	543056	r016
     6.008675433	21887	r017
     6.509413680	550805705	r0FF
     6.509413680	763458252	r01B
     6.509413680	594768069	r073
     6.509413680	1399	r075
     6.509413680	75610718	r004
     6.509413680	3631295	r016
     6.509413680	103435	r017
     7.010208136	550871429	r0FF
     7.010208136	879941054	r01B
     7.010208136	718765983	r073
     7.010208136	670	r075
     7.010208136	53735877	r004
     7.010208136	1421662	r016
     7.010208136	48818	r017
     7.511049049	550926310	r0FF
     7.511049049	794037614	r01B
     7.511049049	618927902	r073
     7.511049049	1049	r075
     7.511049049	69068189	r004
     7.511049049	2732850	r016
     7.511049049	69965	r017
     8.011776795	550799056	r0FF
     8.011776795	849414645	r01B
     8.011776795	653385556	r073
     8.011776795	905	r075
     8.011776795	93261323	r004
     8.011776795	2118770	r016
     8.011776795	64896	r017
     8.512513500	550810855	r0FF
     8.512513500	863400511	r01B
     8.512513500	703930566	r073
     8.512513500	828	r075
     8.512513500	59961869	r004
     8.512513500	2009420	r016
     8.512513500	50805	r017
     9.013242913	550799744	r0FF
     9.013242913	797014935	r01B
     9.013242913	633686951	r073
     9.013242913	1138	r075
     9.013242913	68510043	r004
     9.013242913	2905070	r016
     9.013242913	86900	r017
     9.513984118	550819740	r0FF
     9.513984118	869577108	r01B
     9.513984118	702843713	r073
     9.513984118	580	r075
     9.513984118	51425803	r004
     9.513984118	1238543	r016
     9.513984118	35214	r017
    10.014780364	550870907	r0FF
    10.014780364	761263095	r01B
    10.014780364	587815191	r073
    10.014780364	1373	r075
    10.014780364	77974145	r004
    10.014780364	3542089	r016
    10.014780364	98559	r017
    10.515519276	550818894	r0FF
    10.515519276	921407475	r01B
    10.515519276	737791926	r073
    10.515519276	359	r075
    10.515519276	77707141	r004
    10.515519276	582916	r016
    10.515519276	18239	r017
    11.016334980	550891471	r0FF
    11.016334980	751894914	r01B
    11.016334980	582948461	r073
    11.016334980	1468	r075
    11.016334980	76799606	r004
    11.016334980	3734035	r016
    11.016334980	104836	r017
    11.517089101	550834740	r0FF
    11.517089101	926881158	r01B
    11.517089101	766352322	r073
    11.517089101	407	r075
    11.517089101	46711505	r004
    11.517089101	732827	r016
    11.517089101	27698	r017
    12.017884679	550863995	r0FF
    12.017884679	767560895	r01B
    12.017884679	596123187	r073
    12.017884679	1296	r075
    12.017884679	73072196	r004
    12.017884679	3365408	r016
    12.017884679	91459	r017
    12.518644008	550838305	r0FF
    12.518644008	870179633	r01B
    12.518644008	672996322	r073
    12.518644008	731	r075
    12.518644008	90713123	r004
    12.518644008	1585526	r016
    12.518644008	52153	r017
    13.019388503	550817505	r0FF
    13.019388503	813432704	r01B
    13.019388503	652231913	r073
    13.019388503	1034	r075
    13.019388503	65434963	r004
    13.019388503	2577862	r016
    13.019388503	71444	r017
    13.520144040	550832038	r0FF
    13.520144040	841287877	r01B
    13.520144040	680410105	r073
    13.520144040	957	r075
    13.520144040	63097668	r004
    13.520144040	2345391	r016
    13.520144040	72260	r017
    14.020964035	550902911	r0FF
    14.020964035	853695450	r01B
    14.020964035	684090249	r073
    14.020964035	765	r075
    14.020964035	57558783	r004
    14.020964035	1831007	r016
    14.020964035	48925	r017
    14.522653529	551855787	r0FF
    14.522653529	789027497	r01B
