#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357690898094021529	1527057	106096	6	20243	1822
1357690898594767514	230393	39827	5	8548	622
1357690899095384208	216052	43098	5	9159	635
1357690899596014568	217732	43172	5	9039	623
1357690900096606428	218624	42287	5	9018	603
1357690900597205330	214804	41495	5	8873	598
1357690901097794232	214144	41480	5	8804	587
1357690901598382759	212288	40977	5	8720	570
1357690902098985202	438822	88432	6	21245	1545
1357690902599617437	197727	43176	5	9803	635
1357690903100390964	224209	47728	5	9128	610
1357690903601010824	214309	41453	5	9211	601
1357690904101621517	213806	43187	5	9024	593
1357690904602240961	213172	42271	5	9013	611
1357690905102862029	213825	41458	5	8795	553
1357690905603481764	209431	40953	5	8727	554
1357690906104094833	449801	81450	6	16632	1483
1357690906604697151	216383	40831	5	8888	563
1357690907105312012	208562	39683	5	8500	552
1357690907605960247	209601	39667	5	9087	747
1357690908106654856	251923	52615	5	10744	608
1357690908607270508	211650	42247	5	9009	595
1357690909107880618	213175	42282	5	8928	578
1357690909608499020	209494	41783	5	8908	569
1357690910109116214	449355	93264	6	21813	1668
1357690910609727407	222300	44924	5	9948	627
1357690911110341517	213947	43239	5	9179	614
1357690911610988294	224126	52904	5	10454	786
1357690912111687529	242019	42934	5	9726	610
1357690912612326097	208910	42265	5	8994	584
1357690913113048457	210061	42255	5	8958	588
1357690913613685776	211289	41820	5	8878	564
1357690914114323177	425408	90191	6	21739	1543
1357690914614956329	220610	44876	5	9923	654
1357690915115583814	212513	43163	5	9175	597
1357690915616271383	211399	43145	5	9184	596
1357690916116897659	212918	43181	5	9060	565
1357690916617532811	210497	41455	5	8812	578
1357690917118162171	209435	41369	5	8749	571
1357690917618799823	208893	40940	5	8722	554
1357690918119521516	425959	90271	6	21324	1564
1357690918620167251	221830	45776	5	9981	589
1357690919120804320	231240	43233	5	9209	588
1357690919621477846	213533	43239	5	8852	570
1357690920122106998	210771	41419	5	9030	561
1357690920622738316	209789	41463	5	8827	546
1357690921123368968	211791	41439	5	8764	565
1357690921624015953	211617	40953	5	8736	553
1357690922124658063	829389	88652	6	18786	1630
1357690922625340048	335484	45225	5	9775	604
1357690923126228574	332723	43904	5	10152	731
1357690923626920434	353386	48847	5	9574	580
1357690924127596627	325973	43890	5	9360	626
1357690924628279071	334147	41598	5	8637	549
1357690925128944847	327227	42302	5	8968	584
1357690925629621957	332680	40971	5	8724	552
1357690926130314192	595481	89866	6	19029	1741
1357690926631113552	342143	47488	5	10762	731
1357690927131814703	363212	48805	5	9605	542
1357690927632565813	330603	41467	5	8808	540
1357690928134603335	336011	43077	5	8984	595
1357690928635245987	329384	42236	5	8996	540
1357690929135998555	337183	43361	5	9098	588
1357690929636695081	346807	39065	5	8383	482
1357690930137336441	634698	92252	6	19372	1785
1357690930638091593	349683	43099	5	8943	586
1357690931138810994	327168	39683	5	8513	509
1357690931639528104	335134	39675	5	8512	597
1357690932140276589	304313	41419	5	9848	670
1357690932641166573	346655	50389	5	10485	722
1357690933142088140	350569	49773	5	9805	642
1357690933642854750	327088	42609	5	9077	589
1357690934143623443	592749	89446	6	18466	1658
1357690934644401928	332072	41562	5	9095	607
1357690935145152704	331284	38958	5	8171	534
1357690935645974980	322968	39669	5	8766	724
1357690936146775840	369314	51604	5	11709	738
1357690936647565116	351560	49728	5	9946	632
1357690937148322017	326247	43111	5	9147	602
1357690937649110168	334166	43320	5	9828	702
1357690938150031361	588490	107741	6	27149	1642
1357690938650814970	334435	43163	5	9165	657
1357690939151647622	326616	43083	5	9192	575
1357690939652447689	328375	43852	5	9829	692
1357690940153236924	351937	47973	5	9594	588
1357690940654014242	326798	42387	5	9013	633
1357690941154793685	331933	42231	5	8965	566
1357690941655579419	325531	41807	5	8842	627
1357690942156435737	581090	97046	6	25289	1687
1357690942657329096	350585	49759	5	9903	583
1357690943159359160	327435	43172	5	9171	602
1357690943660061978	337032	43113	5	8998	599
1357690944160762505	326204	42270	5	8986	606
1357690944661515031	331407	41493	5	8791	579
1357690945162206516	323262	40991	5	9700	646
1357690945662894793	590156	93513	6	18804	1643
1357690946163584819	336725	46442	5	9908	597
1357690946664273429	325477	43046	5	9197	592
1357690947164947081	331342	43187	5	9181	559
1357690947665630982	323943	43114	5	9038	609
1357690948167718671	330592	41413	5	8822	558
1357690948668401656	322546	41413	5	8774	562
1357690949169099599	324595	41672	5	9704	652
1357690949669795667	605181	95097	6	19254	1732
1357690950170485777	336843	46557	5	9944	622
1357690950671253595	333107	43112	5	9158	588
1357690951171946622	326658	43217	5	9216	577
1357690951672642107	331485	43106	5	9018	590
1357690952173314342	324518	41489	5	8836	553
1357690952674025326	323769	42220	5	9157	580
1357690953174877227	325416	40252	5	8371	520
1357690953675600129	1216453	85535	6	18079	1533
1357690954176395780	1154332	40181	5	8611	560
1357690954677105265	1140886	43946	5	9500	604
1357690955177817708	1171140	43245	5	9818	666
1357690955678540360	1146795	50158	5	10526	683
1357690956179243969	1184909	49274	5	10051	613
1357690956679979371	1147791	43201	5	9113	563
1357690957180680939	1147359	42669	5	8901	544
1357690957681448257	1440111	85052	6	17110	1606
1357690958184092985	1139316	40763	5	8887	562
1357690958684787137	1162063	40339	5	9423	642
1357690959185477622	1180962	47789	5	9903	653
1357690959686289481	1138989	42371	5	8709	551
1357690960186959341	1162272	42314	5	9338	643
1357690960687633076	1126527	42346	5	9582	618
1357690961188340478	1156194	49550	5	10367	680
1357690961689110796	1465495	116747	6	30654	1697
1357690962189806406	1162662	45001	5	9736	609
1357690962690472682	1174135	42268	5	9040	616
1357690963191378000	1127485	42239	5	10017	717
1357690963692064068	1200538	51175	5	10681	664
1357690964192764095	1183663	50530	5	10888	684
1357690964693439538	1165493	49916	5	10062	615
1357690965194107315	1165226	42587	5	8724	521
1357690965694912049	1394424	87367	6	18232	1700
1357690966195727867	1184695	46597	5	10895	722
1357690966696623643	1197084	48808	5	9567	591
1357690967197434794	1137110	43769	5	9329	624
1357690967698214279	1168471	41705	5	8686	576
1357690968199175596	1157781	42999	5	9364	617
1357690968699945331	1156715	41497	5	8785	546
1357690969200748815	1169918	40991	5	9355	601
1357690969701672383	1429359	101565	6	20617	1753
1357690970202439867	1176819	40981	5	8932	635
1357690970703228268	1145696	42402	5	8882	629
1357690971203970045	1166337	43949	5	10153	702
1357690971704776071	1197655	51358	5	10752	702
1357690972205563847	1132297	50448	5	10968	708
1357690972706400373	1160413	50843	5	10106	642
1357690973207446565	1115060	41808	5	8769	560
1357690973708114675	1426273	110206	6	28369	1742
1357690974208847285	1166776	48008	5	10743	717
1357690974709546395	1137248	50072	5	10900	751
1357690975210234797	1165225	51858	5	10137	615
1357690975711033614	1108372	41986	5	9169	576
1357690976211732974	1144829	42416	5	8692	556
1357690976712432418	1134952	42308	5	8971	598
1357690977213164361	1117366	42324	5	9046	610
1357690977713852137	1407968	89846	6	19032	1702
1357690978233283434	1178449	40369	5	8592	594
1357690978733966252	1106655	43917	5	10140	706
1357690979234687154	1166563	49636	5	9527	576
1357690979735396597	1114294	38952	5	8337	513
1357690980236056540	1138803	43034	5	9316	646
1357690980736763942	1146597	42253	5	9573	614
1357690981237465135	1130255	48173	5	9695	584
1357690981738160578	1361665	89702	6	18545	1584
1357690982238889771	1114057	40462	5	9242	617
1357690982739603840	1169901	48461	5	9883	626
1357690983240307491	1127179	42456	5	9184	570
1357690983741050726	1132899	43959	5	9646	631
1357690984241752836	1149608	50430	5	10728	722
1357690984742438821	1102445	50478	5	10772	694
1357690985243125681	1141759	49140	5	9590	606
1357690985743848457	1385749	94258	6	19568	1777
1357690986244535734	1136653	46835	5	10850	725
1357690986745233385	1137792	50751	5	10899	688
1357690987245983828	1128492	52662	5	10365	697
1357690987746663188	1157277	42418	5	8870	618
1357690988247434423	1080499	43257	5	8983	584
1357690988748113366	1117935	42945	5	9327	609
1357690989248803768	1090611	40092	5	8313	502
1357690989749456378	1353894	109227	6	29670	1691
1357690990250254112	1123227	47349	5	10208	653
1357690990751078180	957327	42529	5	8848	566
1357690991251790248	641879	43249	5	10126	721
1357690991752466275	617339	51220	5	9758	586
1357690992253140968	592430	42287	5	8983	599
1357690992753832453	592390	43020	5	9946	720
1357690993254658562	616151	49659	5	9927	585
1357690993755481089	828919	86388	6	18112	1638
1357690994256244282	667503	45957	5	9792	603
1357690994756969350	604898	43840	5	10157	701
1357690995257630835	613239	50488	5	9851	594
1357690995758312695	591802	43189	5	8970	596
1357690996259008429	591221	43047	5	9388	627
