#Timestamp	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	GPU Frequency(MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Current(A)	GPU Power(W)	RAM Voltage(V)	RAM Current(A)	RAM Power(W)
1437433929866295294	800 62 0.900000 0.057000 0.055000 2000 50 1.200000 1.271000 1.588000 600 53 1.000000 0.111000 0.111000 1.200000 0.086000 0.104000
1437433930396136826	800 62 0.900000 0.032000 0.030000 2000 51 1.200000 2.034000 2.548000 600 54 1.000000 0.113000 0.113000 1.200000 0.056000 0.067000
1437433930919603589	800 61 0.900000 0.032000 0.030000 2000 52 1.200000 2.033000 2.547000 600 54 1.000000 0.114000 0.114000 1.200000 0.059000 0.071000
1437433931443164976	800 64 0.900000 0.033000 0.031000 2000 52 1.200000 1.943000 2.434000 600 54 1.000000 0.115000 0.115000 1.200000 0.058000 0.070000
1437433931971064557	800 63 0.900000 0.032000 0.030000 2000 52 1.200000 2.083000 2.609000 600 55 1.000000 0.116000 0.116000 1.200000 0.054000 0.065000
1437433932489170088	800 62 0.900000 0.032000 0.030000 2000 53 1.200000 2.053000 2.572000 600 55 1.000000 0.116000 0.116000 1.200000 0.056000 0.067000
1437433933021125113	800 64 0.900000 0.033000 0.031000 2000 53 1.200000 1.951000 2.444000 600 55 1.000000 0.117000 0.117000 1.200000 0.056000 0.067000
1437433933536127197	800 62 0.900000 0.032000 0.030000 2000 53 1.200000 2.079000 2.604000 600 55 1.000000 0.118000 0.118000 1.200000 0.054000 0.065000
1437433934071123877	800 64 0.900000 0.033000 0.031000 2000 53 1.200000 1.977000 2.475000 600 55 1.000000 0.117000 0.117000 1.200000 0.057000 0.068000
1437433934596101384	800 64 0.900000 0.032000 0.030000 2000 53 1.200000 2.083000 2.609000 600 55 1.000000 0.119000 0.119000 1.200000 0.057000 0.068000
1437433935114941455	800 62 0.900000 0.033000 0.031000 2000 53 1.200000 2.059000 2.579000 600 55 1.000000 0.119000 0.119000 1.200000 0.055000 0.066000
1437433935651615129	800 64 0.900000 0.033000 0.031000 2000 53 1.200000 1.950000 2.443000 600 56 1.000000 0.119000 0.119000 1.200000 0.058000 0.070000
1437433936181107412	800 64 0.900000 0.033000 0.031000 2000 53 1.200000 2.069000 2.592000 600 56 1.000000 0.119000 0.119000 1.200000 0.057000 0.068000
1437433936704589133	800 63 0.900000 0.033000 0.031000 2000 53 1.200000 2.052000 2.571000 600 56 1.000000 0.119000 0.119000 1.200000 0.053000 0.064000
1437433937236155908	800 65 0.900000 0.033000 0.031000 2000 53 1.200000 1.921000 2.407000 600 56 1.000000 0.119000 0.119000 1.200000 0.056000 0.067000
1437433937766090231	800 63 0.900000 0.033000 0.031000 2000 53 1.200000 2.084000 2.611000 600 56 1.000000 0.119000 0.119000 1.200000 0.055000 0.066000
1437433938286155338	800 65 0.900000 0.034000 0.032000 2000 53 1.200000 2.061000 2.582000 600 56 1.000000 0.119000 0.119000 1.200000 0.056000 0.067000
1437433938816116286	800 65 0.900000 0.034000 0.032000 2000 53 1.200000 1.945000 2.437000 600 56 1.000000 0.119000 0.119000 1.200000 0.055000 0.066000
1437433939336759183	800 63 0.900000 0.034000 0.032000 2000 53 1.200000 2.090000 2.618000 600 56 1.000000 0.119000 0.119000 1.200000 0.054000 0.065000
1437433939876116473	800 65 0.900000 0.033000 0.031000 2000 53 1.200000 1.983000 2.484000 600 56 1.000000 0.120000 0.120000 1.200000 0.057000 0.068000
1437433940406105670	800 65 0.900000 0.033000 0.031000 2000 54 1.200000 2.088000 2.616000 600 56 1.000000 0.120000 0.120000 1.200000 0.056000 0.067000
1437433940928316937	800 61 0.900000 0.033000 0.031000 2000 53 1.200000 2.042000 2.558000 600 56 1.000000 0.120000 0.120000 1.200000 0.055000 0.066000
1437433941453367943	800 62 0.900000 0.035000 0.033000 2000 53 1.200000 1.823000 2.282000 600 56 1.000000 0.119000 0.119000 1.200000 0.090000 0.108000
1437433941986362505	800 61 0.900000 0.033000 0.031000 2000 53 1.200000 1.958000 2.453000 600 56 1.000000 0.119000 0.119000 1.200000 0.082000 0.099000
1437433942510165433	800 61 0.900000 0.033000 0.031000 2000 53 1.200000 1.943000 2.434000 600 56 1.000000 0.119000 0.119000 1.200000 0.089000 0.107000
1437433943051379382	800 63 0.900000 0.034000 0.032000 2000 53 1.200000 1.888000 2.363000 600 56 1.000000 0.119000 0.119000 1.200000 0.074000 0.089000
1437433943575507850	800 61 0.900000 0.033000 0.031000 2000 53 1.200000 1.963000 2.459000 600 56 1.000000 0.119000 0.119000 1.200000 0.083000 0.100000
1437433944106381335	800 63 0.900000 0.033000 0.031000 2000 53 1.200000 1.873000 2.346000 600 56 1.000000 0.119000 0.119000 1.200000 0.084000 0.101000
1437433944636370324	800 61 0.900000 0.034000 0.032000 2000 53 1.200000 1.906000 2.386000 600 56 1.000000 0.119000 0.119000 1.200000 0.080000 0.096000
1437433945158340050	800 61 0.900000 0.033000 0.031000 2000 53 1.200000 1.966000 2.463000 600 56 1.000000 0.119000 0.119000 1.200000 0.082000 0.099000
1437433945691396028	800 62 0.900000 0.035000 0.033000 2000 53 1.200000 1.892000 2.370000 600 56 1.000000 0.119000 0.119000 1.200000 0.091000 0.110000
1437433946221407183	800 62 0.900000 0.033000 0.031000 2000 53 1.200000 1.949000 2.442000 600 56 1.000000 0.119000 0.119000 1.200000 0.074000 0.089000
1437433946741957164	800 61 0.900000 0.033000 0.031000 2000 53 1.200000 1.887000 2.362000 600 56 1.000000 0.119000 0.119000 1.200000 0.084000 0.101000
1437433947286396059	800 62 0.900000 0.033000 0.031000 2000 53 1.200000 1.911000 2.394000 600 56 1.000000 0.119000 0.119000 1.200000 0.075000 0.090000
1437433947805397253	800 61 0.900000 0.033000 0.031000 2000 53 1.200000 1.925000 2.410000 600 56 1.000000 0.119000 0.119000 1.200000 0.085000 0.102000
