#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357134598456002458	1066506	33335	39764	2164	426
1357134598956809567	214745	21359	29020	1445	380
1357134599457511177	197614	22160	29798	1547	390
1357134599958135079	190532	22491	30350	1642	383
1357134600458793897	189501	21109	28575	1459	399
1357134600959423466	188663	21947	29051	1531	385
1357134601460054993	188909	21944	28956	1516	381
1357134601960692644	409101	50248	71175	4971	1385
1357134602461349713	188166	19079	22385	1382	424
1357134602962060573	169443	23586	34380	2013	593
1357134603462773182	191896	20103	22517	1734	472
1357134603963430626	162315	18354	25792	1480	412
1357134604464095069	173926	19079	22906	1230	403
1357134604964757179	189549	21939	29188	1484	410
1357134605465419539	186250	21985	28658	1491	402
1357134605966080232	446576	50389	71845	4975	1711
1357134606466746926	175342	19267	22570	1393	479
1357134606967474952	190826	22398	29608	1749	435
1357134607468249104	197132	21090	28008	1495	409
1357134607968909464	189066	21827	28867	1522	406
1357134608469628990	198312	22617	30460	1766	403
1357134608970315308	206586	21082	27342	1424	429
1357134609471082335	189005	21853	28430	1591	466
1357134609971820069	423568	49609	70163	4878	1301
1357134610472605096	174078	19147	22661	1390	383
1357134610973371080	186175	22480	30122	1778	499
1357134611474136398	201691	21102	27574	1421	489
1357134611974870591	192969	21952	29050	1544	382
1357134612475768200	187901	21949	29101	1554	402
1357134612976400561	188670	22657	30059	1654	395
1357134613477078296	189314	21928	28861	1538	386
1357134613977729947	388089	47212	66298	4600	1317
1357134614478381807	181585	19161	23148	1431	479
1357134614979037042	195264	22568	30049	1738	467
1357134615479692236	195421	21866	28682	1620	458
1357134615980329429	191405	21169	28039	1425	458
1357134616480963706	164609	17575	25704	1460	392
1357134616981600691	175445	20074	23952	1430	388
1357134617482378092	188598	21179	27825	1407	389
1357134617983038119	387225	47923	67480	4651	1314
1357134618483700562	181059	19174	23272	1427	471
1357134618984362297	196960	21860	29032	1568	474
1357134619485120990	196978	21962	28773	1542	474
1357134619985871433	194302	21908	29098	1576	474
1357134620486619501	192106	21920	29102	1575	466
1357134620987443069	194037	21880	29267	1620	470
1357134621488193262	193479	21826	29025	1536	398
1357134621988951747	411941	49582	68453	4894	1373
1357134622489838356	514042	19112	23302	1367	463
