#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357013818839851981		27496339	3639244	5453812	497343	227173
1357013819340422908		26379838	2734296	3991547	400060	130567
1357013819840893627		20015535	2329097	3436636	326724	105530
1357013820341364180		21703808	2639126	3993052	343618	110731
1357013820841836399		27684188	2894693	4348842	416729	150206
1357013821342319702		36905143	4828679	7401252	662236	371190
1357013821842859379		21954628	2108906	3123335	309823	105061
1357013822343349515		24430626	2863632	4093273	450412	123460
1357013822843835651		20099772	2447645	3724401	320278	107901
1357013823344317745		25524916	2634403	3924464	365160	115347
1357013823844798131		16841805	2363339	3639987	294612	97787
1357013824345281475		23335594	2441425	3614613	337083	85503
1357013824845765195		24311006	2862814	4155328	424543	115371
1357013825346247414		20296673	2499122	3806737	331752	107787
1357013825846721508		24561343	2509142	3599863	382561	101009
1357013826347201394		21451747	3048749	4593997	392073	142730
1357013826847686947		24843311	2436514	3564394	388146	140808
1357013827348207332		19201444	2126983	3224353	280140	90899
1357013827848686593		22624011	2875390	4413751	359324	122770
1357013828349166021		26404351	2783124	4138802	379870	113662
1357013828849640907		14431716	1950096	3017606	243157	89639
1357013829350113168		24838355	2637307	3952595	362557	112013
1357013829850589220		29205019	3805914	6758701	408014	119614
1357013830351086731		14342950	1727732	2601504	223741	54977
1357013830851586242		21280911	1962697	2849366	295495	77749
1357013831352077503		19648991	2726963	4113873	355010	118853
1357013831852641138		18002889	1491057	2189450	227728	71857
1357013832353206690		17290948	1905585	2837888	264955	72568
1357013832853688910		18535915	1945220	2907290	297885	118996
1357013833354180254		18677916	1671459	2430936	238862	52846
1357013833854659181		10858010	1461812	2218622	189782	59918
1357013834355121817		21988940	2070754	2926435	332974	77864
1357013834855610953		14372849	1625257	2445990	220628	60103
1357013835356105631		17706251	1805748	2613380	276471	71520
1357013835856613016		18224295	1742647	2534083	258799	63965
1357013836357117902		16710068	2185463	3288337	282322	80470
1357013836857620996		18351554	1484398	2066341	256509	68869
1357013837358203298		13334986	1592890	2381280	219360	65721
1357013837858685101		19414926	1924252	2800167	289288	73166
1357013838359480360		17709827	1832337	2741529	252951	68448
1357013838859954788		33570780	4661394	6978405	561912	153848
1357013839360409132		20565060	1943955	2782890	294251	63093
1357013839860886351		11353627	1477656	2224602	196168	58584
1357013840361369696		21176533	2057240	2984826	305730	72989
1357013840861865915		16072800	1714386	2537210	242185	62557
1357013841362365801		16264624	1745811	2619633	243248	84858
1357013841862933811		20280037	1821014	2663175	270640	72386
1357013842363418572		11196868	1603415	2432059	201147	48238
1357013842863912708		21004742	1921078	2796926	290558	73288
1357013843364406469		15164311	1717040	2570653	233156	69865
1357013843864901188		16702393	1729639	2593676	237499	64863
1357013844365401074		20250187	1953532	2735680	318762	72690
1357013844865887334		15228853	1842778	2856914	251459	112264
1357013845366391220		36691328	4234767	6594753	485113	187580
1357013845866881648		69944507	9606919	14985674	1161111	523427
1357013846372913126		88786490	14063588	22024890	1502541	530459
1357013846873407637		135633775	19501558	26645397	3132171	466596
1357013847373864523		178778084	27025971	43739864	3468497	970579
1357013847874345618		123411271	18471043	26476241	2571114	406929
1357013848374795837		120440742	17418039	23778509	2720917	361618
1357013848875278973		130883021	20621168	31013670	2428921	474980
1357013849375817108		124874494	17697563	23901740	2893735	419993
1357013849876374994		125923850	19380666	28379086	2509351	402506
1357013850376945838		123123758	18348115	26224722	2586878	405582
1357013850877522556		125665508	18219140	25229100	2806118	434998
1357013851378162775		123216224	19300348	28929286	2304639	397180
1357013851878726618		213965638	31256870	44555018	4698051	843466
1357013852379295129		121982302	17939621	25112042	2632765	403242
1357013852879853264		140799784	22032717	32649864	2660678	431631
1357013853380428275		169002093	25314154	35697898	3537808	484092
1357013853880965869		130152697	20426008	30419262	2486388	418271
1357013854381492004		125735802	18370922	25446594	2791697	376293
1357013854882022640		127714890	19069612	27084614	2714465	402091
1357013855382555234		125483101	19061707	27734440	2546844	404687
1357013855883140619		117477162	16748983	22669905	2691861	363149
1357013856383660588		128127308	20353981	30789778	2350640	431856
1357013856884183891		121386515	17276513	23692425	2708524	430113
1357013857384710818		120164227	18374168	26596386	2453855	365765
1357013857885232704		122960144	18388649	26183770	2586094	386824
1357013858385787047		121767079	17729158	24563844	2699750	383611
1357013858886353433		125525000	19660640	29336520	2392775	403434
1357013859386817277		121144955	17268729	23389981	2776138	380876
1357013859887283621		127299744	19682288	28927277	2509666	401887
1357013860387751507		124481380	18429255	25771269	2712767	368535
1357013860888266393		116186454	17156182	24104774	2502946	364142
1357013861388736321		123161639	18964673	27907231	2423768	413841
1357013861889200415		178673158	26693468	36703807	3943143	509317
1357013862389664426		125388671	19335533	28224653	2495228	402840
1357013862890163520		121730336	18071541	25684696	2584196	387715
1357013863390664364		123154802	18110558	25126689	2741951	370391
1357013863891131167		121260420	18810738	28052628	2300620	393864
1357013864391593887		124767006	17801960	24098188	2895410	391967
1357013864892617853		125694875	19552139	28861998	2477140	400745
1357013865393141822		118794468	17381911	24323661	2570230	371988
1357013865893603249		122959900	18307358	25791044	2664861	375953
1357013866394068135		59873908	8475799	11646293	1332997	187542
1357013866894585021		23311015	2274906	3259386	347060	107548
1357013867395462363		11431219	1492472	2254804	199661	63820
1357013867895919916		18666429	1760171	2540912	265812	63905
1357013868396378760		17574544	1912793	2814148	273669	68445
1357013868896844729		17587658	1980669	3058889	276627	120234
1357013869397298115		18686169	1680372	2426256	248205	55412
1357013869897747418		11374089	1474194	2243413	197043	63146
1357013870398254137		20770146	2076696	3074005	289190	76681
1357013870898705440		12963186	1201982	1756074	184784	51922
1357013871399171451		14499825	1622306	2349142	245623	64399
1357013871899681545		24176204	2443019	3551157	351219	100946
1357013872400136765		10797903	1472444	2219901	185147	45229
1357013872900635442		18754601	1756732	2468339	286630	66904
1357013873401099078		16684511	1714130	2421845	274389	65384
1357013873901567214		19587073	2480074	3686549	322416	87544
1357013874402018892		22240058	2130089	3030961	334581	84092
1357013874902465570		18914986	2282026	3347940	354561	127177
1357013875402925997		17520150	1598308	2287972	244556	54794
1357013875903561507		14694284	1368678	1979350	213494	60859
1357013876404014102		15460125	1854078	2677537	277861	69714
1357013876904523488		23352862	2309580	3370564	329460	107035
1357013877404969624		11919413	1514182	2270284	202909	58550
1357013877905420093		17926358	1724203	2516759	252921	64378
1357013878405866271		16702033	1701513	2460634	250548	52493
1357013878906314782		13482567	1614559	2427040	219516	63570
1357013879406748376		20128087	1848895	2676539	282686	72012
1357013879907193221		11742392	1468395	2170555	205336	54553
1357013880407647107		17782375	1692719	2441884	265429	65282
1357013880908133201		18991006	1866635	2677986	316873	113608
1357013881408580087		17323930	2029660	3056210	307716	127722
1357013881909066473		23440499	2295831	3273390	348069	105289
1357013882409505609		13322072	1694761	2541405	228073	69790
1357013882909945037		17782292	1750651	2577237	252314	65399
1357013883410387007		17960093	1793076	2515813	295944	70770
1357013883910837351		20767247	2738085	4081899	355456	112887
1357013884411362778		21283015	2052511	2864928	327704	65099
1357013884911884289		11619975	1454724	2178046	201069	59034
1357013885412412425		15681617	1359776	1963155	219283	57714
1357013885912922227		17002788	1692934	2435590	257573	59281
1357013886413475071		22472624	2793047	4075365	396354	100039
1357013886913991540		26884454	2761925	4093600	396683	153257
1357013887414456051		11199651	1414920	2124723	182607	49529
1357013887914918437		18095701	1738581	2521667	265443	69787
1357013888415374865		18198501	1865033	2740476	265619	70292
1357013888915838751		13178107	1615638	2431764	217324	60232
1357013889416293179		20038093	1854517	2696734	274174	68543
1357013889916756190		11381442	1455429	2154213	205152	50116
1357013890417220117		16981770	1593149	2287933	245116	51127
1357013890917677712		21154724	2738496	5063162	299745	76771
1357013891418201306		13746539	1596082	2251967	258680	72591
1357013891918705191		23283743	2327352	3400561	333181	100074
1357013892419567367		12892739	1678599	2502751	227766	62776
1357013892920032670		20588081	1992463	2980814	296994	116498
1357013893420494139		16651256	1638593	2360971	243557	55368
1357013893920957275		12209146	1448195	2130348	207337	57905
1357013894421414911		21064342	2005122	2906826	299617	71666
1357013894921877255		10001131	1173061	1732828	175114	50910
1357013895422344558		17741563	1687664	2395934	268352	65771
1357013895922854610		17247243	1697392	2367399	278274	58679
1357013896423317955		13651327	1720584	2590543	223950	53920
1357013896923826715		24495427	2487358	3590582	360639	103282
1357013897424291143		11949147	1472439	2198575	203316	59011
1357013897924753529		18110397	1801624	2633702	262166	61484
1357013898425520622		18416064	1870397	2679054	288732	71541
1357013898925980966		16990556	2011850	3073702	282108	127642
1357013899426430061		19549781	1768677	2453201	290474	62818
1357013899926896530		8657111	993030	1482442	145703	48938
1357013900427398707		19830086	1983337	2879338	299117	74675
1357013900927919885		21601385	2204635	3109391	353501	85044
1357013901428388479		13358854	1571690	2335692	218902	71837
1357013901932421844		24363043	2503372	3631779	365212	90158
1357013902432950022		12181352	1597934	2386763	210062	52063
1357013902933410824		17839777	1686386	2445855	251994	64857
1357013903433867294		17418038	1746863	2583282	251693	69110
1357013903934329763		12664053	1518844	2277901	204130	55988
1357013904434779858		21208860	2011616	2828824	322236	74428
1357013904935238244		12031895	1361037	2122754	196797	99913
1357013905435704296		16918692	1617289	2350904	234586	55226
1357013905936156724		16818802	1651954	2364137	251926	62370
1357013906436615443		14662202	1786154	2557996	274714	69802
1357013906937124121		24394087	2437858	3434964	385188	106584
1357013907437598423		12452775	1516754	2283604	205430	62715
1357013907938115684		18302891	1820776	2587553	288283	63698
1357013908438574195		17513898	1761083	2450777	284489	57239
1357013908939040998		18809823	2467195	3693799	317081	93653
1357013909439490801		20514950	1864045	2607594	311427	79997
1357013909939946645		8459156	969021	1469107	138651	45013
1357013910246851488		16277210	1542416	2225554	220387	45190
