Start:	1428565738026446069
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500302104	6224317	r0FF
     0.500302104	2583388	r01B
     0.500302104	1389570	r073
     0.500302104	21	r075
     0.500302104	804920	r004
     0.500302104	93467	r016
     0.500302104	12251	r017
     1.001218873	3587450	r0FF
     1.001218873	693031	r01B
     1.001218873	386964	r073
     1.001218873	0	r075
     1.001218873	220025	r004
     1.001218873	24040	r016
     1.001218873	1629	r017
     1.501994893	3280919	r0FF
     1.501994893	576971	r01B
     1.501994893	324303	r073
     1.501994893	0	r075
     1.501994893	182225	r004
     1.501994893	18807	r016
     1.501994893	1360	r017
     2.002788787	2483047	r0FF
     2.002788787	594749	r01B
     2.002788787	333768	r073
     2.002788787	0	r075
     2.002788787	189552	r004
     2.002788787	18478	r016
     2.002788787	1059	r017
     2.503585307	2055972	r0FF
     2.503585307	462280	r01B
     2.503585307	260501	r073
     2.503585307	0	r075
     2.503585307	147710	r004
     2.503585307	14936	r016
     2.503585307	871	r017
     3.004332535	9563859	r0FF
     3.004332535	3070803	r01B
     3.004332535	1648774	r073
     3.004332535	117	r075
     3.004332535	1017542	r004
     3.004332535	114142	r016
     3.004332535	12125	r017
     3.505172429	2819037	r0FF
     3.505172429	444469	r01B
     3.505172429	248216	r073
     3.505172429	0	r075
     3.505172429	142144	r004
     3.505172429	15393	r016
     3.505172429	967	r017
     4.007029697	2105854	r0FF
     4.007029697	650327	r01B
     4.007029697	364836	r073
     4.007029697	0	r075
     4.007029697	205281	r004
     4.007029697	20237	r016
     4.007029697	1179	r017
     4.507813133	2334573	r0FF
     4.507813133	364176	r01B
     4.507813133	207098	r073
     4.507813133	0	r075
     4.507813133	114167	r004
     4.507813133	10998	r016
     4.507813133	789	r017
     5.008563361	2842285	r0FF
     5.008563361	477476	r01B
     5.008563361	268446	r073
     5.008563361	0	r075
     5.008563361	152602	r004
     5.008563361	14480	r016
     5.008563361	828	r017
     5.509459380	2337579	r0FF
     5.509459380	389283	r01B
     5.509459380	221344	r073
     5.509459380	0	r075
     5.509459380	122957	r004
     5.509459380	11015	r016
     5.509459380	753	r017
     6.010510899	1406891	r0FF
     6.010510899	397924	r01B
     6.010510899	223505	r073
     6.010510899	0	r075
     6.010510899	127259	r004
     6.010510899	10914	r016
     6.010510899	643	r017
     6.511396709	2677400	r0FF
     6.511396709	423610	r01B
     6.511396709	239658	r073
     6.511396709	0	r075
     6.511396709	134883	r004
     6.511396709	12690	r016
     6.511396709	830	r017
     7.012316270	2455588	r0FF
     7.012316270	358685	r01B
     7.012316270	201845	r073
     7.012316270	0	r075
     7.012316270	114971	r004
     7.012316270	9957	r016
     7.012316270	591	r017
     7.513256956	1880692	r0FF
     7.513256956	397666	r01B
     7.513256956	225896	r073
     7.513256956	0	r075
     7.513256956	126651	r004
     7.513256956	11558	r016
     7.513256956	750	r017
     8.014180475	1768673	r0FF
     8.014180475	359372	r01B
     8.014180475	202611	r073
     8.014180475	0	r075
     8.014180475	115148	r004
     8.014180475	9812	r016
     8.014180475	605	r017
     8.515143452	2750249	r0FF
     8.515143452	438941	r01B
     8.515143452	247983	r073
     8.515143452	0	r075
     8.515143452	138641	r004
     8.515143452	13495	r016
     8.515143452	867	r017
     9.016052888	2692729	r0FF
     9.016052888	440325	r01B
     9.016052888	247725	r073
     9.016052888	0	r075
     9.016052888	140025	r004
     9.016052888	12771	r016
     9.016052888	823	r017
     9.516981406	1334113	r0FF
     9.516981406	387628	r01B
     9.516981406	220343	r073
     9.516981406	0	r075
     9.516981406	122352	r004
     9.516981406	10941	r016
     9.516981406	783	r017
    10.017906717	2476571	r0FF
    10.017906717	427469	r01B
    10.017906717	240517	r073
    10.017906717	0	r075
    10.017906717	136784	r004
    10.017906717	13244	r016
    10.017906717	699	r017
    10.518839694	2522450	r0FF
    10.518839694	387547	r01B
    10.518839694	219483	r073
    10.518839694	0	r075
    10.518839694	123703	r004
    10.518839694	11322	r016
    10.518839694	690	r017
    11.019739421	2495234	r0FF
    11.019739421	507875	r01B
    11.019739421	285379	r073
    11.019739421	0	r075
    11.019739421	161996	r004
    11.019739421	16025	r016
    11.019739421	791	r017
    11.520648065	1136935	r0FF
    11.520648065	263148	r01B
    11.520648065	150730	r073
    11.520648065	0	r075
    11.520648065	83177	r004
    11.520648065	6580	r016
    11.520648065	555	r017
    12.021422709	2887807	r0FF
    12.021422709	528360	r01B
    12.021422709	296764	r073
    12.021422709	0	r075
    12.021422709	168296	r004
    12.021422709	16207	r016
    12.021422709	804	r017
    12.522214478	66345750	r0FF
    12.522214478	32040838	r01B
    12.522214478	16682379	r073
    12.522214478	249	r075
    12.522214478	10320208	r004
    12.522214478	1157535	r016
    12.522214478	74465	r017
    13.023015871	2808709	r0FF
    13.023015871	931789	r01B
    13.023015871	522753	r073
    13.023015871	0	r075
    13.023015871	290405	r004
    13.023015871	29410	r016
    13.023015871	2363	r017
    13.523808890	2404285	r0FF
    13.523808890	320603	r01B
    13.523808890	181975	r073
    13.523808890	0	r075
    13.523808890	101139	r004
    13.523808890	9237	r016
    13.523808890	822	r017
    14.024604867	2889768	r0FF
    14.024604867	465044	r01B
    14.024604867	262026	r073
    14.024604867	0	r075
    14.024604867	148774	r004
    14.024604867	13918	r016
    14.024604867	775	r017
    14.525456053	2144404	r0FF
    14.525456053	338205	r01B
    14.525456053	191850	r073
    14.525456053	0	r075
    14.525456053	107964	r004
    14.525456053	10138	r016
    14.525456053	788	r017
    15.026254863	1866604	r0FF
    15.026254863	523667	r01B
    15.026254863	293938	r073
    15.026254863	0	r075
    15.026254863	168628	r004
    15.026254863	16460	r016
    15.026254863	791	r017
    15.527065423	2497169	r0FF
    15.527065423	330890	r01B
    15.527065423	188547	r073
    15.527065423	0	r075
    15.527065423	105485	r004
    15.527065423	8925	r016
    15.527065423	656	r017
    16.027870150	2980117	r0FF
    16.027870150	516566	r01B
    16.027870150	288584	r073
    16.027870150	0	r075
    16.027870150	166878	r004
    16.027870150	16827	r016
    16.027870150	973	r017
    16.528671836	1631223	r0FF
    16.528671836	367043	r01B
    16.528671836	208504	r073
    16.528671836	0	r075
    16.528671836	116708	r004
    16.528671836	10347	r016
    16.528671836	730	r017
    17.029460188	2289387	r0FF
    17.029460188	468605	r01B
    17.029460188	262302	r073
    17.029460188	0	r075
    17.029460188	151689	r004
    17.029460188	14192	r016
    17.029460188	708	r017
    17.530247373	2567514	r0FF
    17.530247373	379795	r01B
    17.530247373	214991	r073
    17.530247373	0	r075
    17.530247373	121979	r004
    17.530247373	11441	r016
    17.530247373	692	r017
    18.031050475	2503501	r0FF
    18.031050475	364691	r01B
    18.031050475	209519	r073
    18.031050475	0	r075
    18.031050475	118692	r004
    18.031050475	10134	r016
    18.031050475	665	r017
    18.531846743	1400288	r0FF
    18.531846743	479552	r01B
    18.531846743	267222	r073
    18.531846743	0	r075
    18.531846743	150709	r004
    18.531846743	13411	r016
    18.531846743	973	r017
    19.032651095	2679310	r0FF
    19.032651095	437101	r01B
    19.032651095	245184	r073
    19.032651095	0	r075
    19.032651095	140423	r004
    19.032651095	13448	r016
    19.032651095	726	r017
    19.533483030	2587407	r0FF
    19.533483030	392349	r01B
    19.533483030	223305	r073
    19.533483030	0	r075
    19.533483030	125700	r004
    19.533483030	11170	r016
    19.533483030	687	r017
    20.034294465	1978637	r0FF
    20.034294465	370887	r01B
    20.034294465	208637	r073
    20.034294465	0	r075
    20.034294465	118104	r004
    20.034294465	10487	r016
    20.034294465	709	r017
    20.535130233	1720521	r0FF
    20.535130233	406313	r01B
    20.535130233	234602	r073
    20.535130233	0	r075
    20.535130233	131281	r004
    20.535130233	11394	r016
    20.535130233	771	r017
    21.035915002	2793756	r0FF
    21.035915002	475905	r01B
    21.035915002	264124	r073
    21.035915002	0	r075
    21.035915002	150352	r004
    21.035915002	14408	r016
    21.035915002	780	r017
    21.536773228	2536170	r0FF
    21.536773228	383141	r01B
    21.536773228	216989	r073
    21.536773228	0	r075
    21.536773228	122243	r004
    21.536773228	11355	r016
    21.536773228	691	r017
    22.037593371	1586879	r0FF
    22.037593371	439781	r01B
    22.037593371	247689	r073
    22.037593371	0	r075
    22.037593371	141260	r004
    22.037593371	12717	r016
    22.037593371	748	r017
    22.538400765	2167735	r0FF
    22.538400765	367877	r01B
    22.538400765	208920	r073
    22.538400765	0	r075
    22.538400765	118357	r004
    22.538400765	10365	r016
    22.538400765	650	r017
    23.039196908	6926094	r0FF
    23.039196908	2357581	r01B
    23.039196908	1285754	r073
    23.039196908	0	r075
    23.039196908	746576	r004
    23.039196908	62768	r016
    23.039196908	4209	r017
    23.541008633	2024498	r0FF
    23.541008633	264354	r01B
    23.541008633	154500	r073
    23.541008633	0	r075
    23.541008633	84603	r004
    23.541008633	6883	r016
    23.541008633	569	r017
    24.041799776	1762294	r0FF
    24.041799776	569699	r01B
    24.041799776	317981	r073
    24.041799776	0	r075
    24.041799776	178941	r004
    24.041799776	16889	r016
    24.041799776	936	r017
    24.542619710	2335560	r0FF
    24.542619710	313618	r01B
    24.542619710	177789	r073
    24.542619710	0	r075
    24.542619710	97261	r004
    24.542619710	8327	r016
    24.542619710	620	r017
    25.043405479	3121863	r0FF
    25.043405479	602709	r01B
    25.043405479	338386	r073
    25.043405479	0	r075
    25.043405479	191951	r004
    25.043405479	19050	r016
    25.043405479	976	r017
