#Timestamp	r011	r004	r014	r008	r013
1419799721030629352	100317524	18363372	29939488	54437047	18346439
1419799721534028570	100683660	12068245	37934653	108282418	12071387
1419799722036951913	100583811	35191463	32826054	98149773	35195264
1419799722539471716	100505004	21605091	31695237	99402045	21608295
1419799723042316019	100568826	9916442	30535409	114044171	9919379
1419799723544816405	100501082	4851099	30821817	144856345	4853701
1419799724047671499	100569931	12385941	29315613	97230306	12388933
1419799724550302302	100526394	11514876	34779532	77710913	11517995
1419799725053177271	100576172	23595860	34955675	102864046	23599001
1419799725555681115	100502341	26132369	36252010	163143383	26134780
1419799726058664792	100596435	11031299	30027593	107604716	11034461
1419799726561581511	100582236	12080865	29204178	100708730	12084179
1419799727064102189	100504935	11955382	29010971	101618000	11958445
1419799727566959825	100573087	3044618	35802190	113569493	3047196
1419799728069441086	100494020	36847136	35056540	117347684	36850107
1419799728572276013	100566241	21622446	31913253	101073527	21625473
1419799729075040232	100550222	11200761	30109522	105613560	11203764
1419799729578036784	100606262	4239281	30985761	148542903	4241959
1419799730080498587	100489900	10344151	30558518	105896828	10347088
1419799730583430723	100582755	11631281	34727590	78236651	11634372
1419799731086319108	100582756	29843322	35398678	113062093	29846497
1419799731588811745	100499612	21717765	34765739	144155100	21720505
1419799732091520339	100540943	9006209	30473882	119319628	9009202
1419799732594021142	100500595	12330583	29181158	100519447	12333611
1419799733096842194	100564485	11581375	29172478	104009846	11584433
1419799733599338539	100500049	6100286	38591035	106846402	6102847
1419799734102576340	100647353	41020001	36886203	140879880	41022802
1419799734605252976	100533966	13756010	31214995	96295952	13759123
1419799735108357278	100620684	13439269	29631150	94226781	13442570
1419799735611325955	100595275	7611587	30327567	128079909	7614488
1419799736113916716	100517862	6423455	32224746	123814882	6426424
1419799736616899018	100596327	11976738	34440386	79363237	11980035
1419799737119656612	100551282	31042724	34333416	103731861	31046002
1419799737622782622	100626801	25194434	34091024	127217673	25197295
1419799738125441592	100532384	6327770	31336549	135465253	6330500
1419799738628466644	100604683	12770106	29187825	97633045	12773185
1419799739131357737	100577493	13079974	28982745	96176459	13083131
1419799739634028623	100535100	8646898	35421276	94766315	8649784
1419799740137280758	100651650	31174544	37346890	139996560	31177144
1419799740640468060	100622720	20995192	32048926	102067575	20998406
1419799741143458736	100598915	11376509	30161490	105357182	11379863
1419799741647240745	100755532	10430367	29841307	110804603	10433505
1419799742150443838	100635714	3685165	31745097	143547864	3687696
1419799742654245513	100764392	10430720	35550537	85549473	10433834
1419799743157767355	100705697	33949936	34787486	110651073	33953020
1419799743661195823	100635771	25340021	32325231	102505127	25352313
1419799744164354666	100682748	3566065	32353232	152615751	3559491
1419799744667898300	100707888	11465856	29425973	105770539	11468870
1419799745171371268	100694687	12745135	29150506	97982660	12748264
1419799745674951818	100706721	11198330	34592964	81082034	11201475
1419799746178511161	100713683	33076805	39815817	153208374	33079301
1419799746682156961	100727670	17079426	31984348	107895059	17082368
1419799747185456429	100660735	11978793	30007810	101916519	11981824
1419799747688339523	100576425	12415726	29495895	99595744	12418799
1419799748190819284	100497203	5371780	30968378	138334267	5374452
1419799748693613587	100558179	8073045	36995222	93421563	8076143
1419799749196413056	100560279	35788779	35047013	115298518	35791899
1419799749698954609	100506327	23433346	32158888	100099527	23436587
1419799750201856619	100583107	6864511	31408230	132007564	6867397
1419799750704528463	100533712	7599265	30098576	127896087	7602172
1419799751207507640	100592986	12164859	29399442	99567630	12167966
1419799751710058860	100512918	11515952	34976206	77707541	11519151
1419799752212875204	100565040	31914417	37802991	135194077	31917386
1419799752715386507	100502002	17220663	34389581	132539568	17223467
1419799753218305809	100573121	11842102	29894919	103433730	11845217
1419799753721496110	100636173	12396915	29348050	100025440	12400009
1419799754226602699	101015676	7814787	30564847	124175647	7817814
