#Timestamp	Benchmark	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357022649290965598	automotive_bitcount	600	56	0.900000	0.033000	0.030000	9918909	3534965	138	392383	98123
1357022649797136440	automotive_bitcount	600	57	0.900000	0.034000	0.031000	10761245	3894288	149	433053	108028
1357022650303246823	automotive_bitcount	600	57	0.900000	0.034000	0.031000	8351524	2971105	106	333231	83089
1357022650809452456	automotive_bitcount	600	58	0.900000	0.034000	0.031000	9225679	3359867	125	373330	92746
1357022651315569798	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10380673	3773917	145	419307	104595
1357022651821657098	automotive_bitcount	600	57	0.900000	0.035000	0.032000	9978802	3625229	138	402351	100655
1357022652327679232	automotive_bitcount	600	57	0.900000	0.034000	0.031000	12547400	4598170	167	510926	128083
1357022652833721240	automotive_bitcount	600	58	0.900000	0.035000	0.032000	9675783	3565395	139	395224	98454
1357022653339846415	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10516401	3840647	147	426126	106861
1357022653845848674	automotive_bitcount	600	59	0.900000	0.035000	0.032000	10149421	3639764	140	404512	100916
1357022654351848724	automotive_bitcount	600	58	0.900000	0.035000	0.032000	10660455	3868202	139	430552	107353
1357022654857937691	automotive_bitcount	600	58	0.900000	0.035000	0.032000	8125900	2894155	105	325177	81173
1357022655363950658	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10218744	3676294	136	410481	102080
1357022655870052833	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10091242	3650887	148	405227	100973
1357022656376102842	automotive_bitcount	600	58	0.900000	0.035000	0.032000	12666570	4621998	165	512846	128924
1357022656882117934	automotive_bitcount	600	59	0.900000	0.034000	0.031000	10034146	3634497	139	403067	100800
1357022657388210859	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10661526	3870400	147	429662	107621
1357022657894244659	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10046359	3629078	139	403488	100752
1357022658400256085	automotive_bitcount	600	58	0.900000	0.035000	0.032000	10527125	3799296	143	422609	105676
1357022658906229177	automotive_bitcount	600	58	0.900000	0.035000	0.032000	9608810	3475360	137	386700	95361
1357022659412193644	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10523907	3801908	139	424282	105301
1357022659918248236	automotive_bitcount	600	59	0.900000	0.035000	0.032000	8008255	2857410	109	319394	79841
1357022660424193745	automotive_bitcount	600	58	0.900000	0.035000	0.032000	11567498	4220055	152	468768	117906
1357022660930309503	automotive_bitcount	600	57	0.900000	0.034000	0.031000	10390823	3752371	146	415886	104098
1357022661436329387	automotive_bitcount	600	58	0.900000	0.034000	0.031000	10484162	3814232	144	423897	106535
1357022661942370645	automotive_bitcount	600	58	0.900000	0.034000	0.031000	9966495	3608034	141	400616	100086
1357022662448443112	automotive_bitcount	600	59	0.900000	0.034000	0.031000	12773894	4083628	162	462101	111985
1357022662955288451	automotive_qsort1	600	49	0.900000	0.035000	0.032000	9897218	3543942	136	395165	98483
1357022663462157291	automotive_qsort1	600	49	0.900000	0.033000	0.030000	11090775	3954487	151	440321	109625
1357022663969190504	automotive_qsort1	600	49	0.900000	0.033000	0.030000	10205578	3637121	140	404644	100912
1357022664476154551	automotive_qsort1	600	49	0.900000	0.033000	0.030000	11058081	3957806	142	443043	111458
1357022664983084932	automotive_qsort1	600	49	0.900000	0.034000	0.031000	8906408	3128462	119	348223	87065
1357022665489959521	automotive_qsort1	600	49	0.900000	0.033000	0.030000	10653239	3807390	148	422482	105769
1357022665996886568	automotive_qsort1	600	49	0.900000	0.033000	0.030000	9554424	3398506	144	375848	93493
1357022666503819407	automotive_qsort1	600	49	0.900000	0.033000	0.030000	9834487	3504719	143	388633	96852
1357022667010779580	automotive_qsort1	600	49	0.900000	0.033000	0.030000	9983860	3570229	135	396850	98734
1357022667517783168	automotive_qsort1	600	49	0.900000	0.033000	0.030000	11027935	3928871	148	437591	109313
1357022668024846882	automotive_qsort1	600	49	0.900000	0.033000	0.030000	10610415	3734676	143	416267	103809
1357022668531776096	automotive_qsort1	600	49	0.900000	0.033000	0.030000	21617265	7559735	274	852445	199358
1357022669038558268	automotive_qsort1	600	49	0.900000	0.035000	0.032000	10357146	3677422	145	408030	101922
1357022669545528232	automotive_qsort1	600	49	0.900000	0.033000	0.030000	8674377	3014104	115	337046	84217
1357022670052485571	automotive_qsort1	600	49	0.900000	0.033000	0.030000	9074058	3200076	128	356224	89047
1357022670559507493	automotive_qsort1	600	49	0.900000	0.033000	0.030000	11128181	3979722	151	443655	110501
1357022671066428457	automotive_qsort1	600	49	0.900000	0.033000	0.030000	11019581	3901178	155	432816	107825
1357022671573420004	automotive_qsort1	600	49	0.900000	0.034000	0.031000	10924735	3895302	151	434942	108831
1357022672080451468	automotive_qsort1	600	49	0.900000	0.034000	0.031000	10600762	3810823	145	424559	105673
1357022672587226849	automotive_qsort1	600	49	0.900000	0.033000	0.030000	13082883	4743586	172	528537	132633
1357022673094213688	automotive_qsort1	600	49	0.900000	0.033000	0.030000	10225623	3641792	144	404746	101112
1357022673601147027	automotive_qsort1	600	49	0.900000	0.033000	0.030000	10980690	3897254	153	432543	108233
1357022674108124490	automotive_qsort1	600	49	0.900000	0.033000	0.030000	9223871	3281996	117	363116	90401
