#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357589867174744456	952493	66694	5	10916	782
1357589867675522691	219867	42424	5	9676	608
1357589868176135509	194442	42516	5	9089	611
1357589868676771744	195135	43162	5	8958	571
1357589869177464521	193023	41850	5	8888	581
1357589869678080506	395502	81299	6	16798	1511
1357589870178741616	179352	35021	5	7736	521
1357589870679335226	192354	39696	5	8460	565
1357589871179936128	190939	39672	5	8488	565
1357589871680591988	167238	41356	5	9001	622
1357589872181305765	182701	38976	5	7708	561
1357589872681912208	191988	43999	5	9933	599
1357589873182575277	192763	40904	5	8673	562
1357589873683357219	410404	88721	6	18628	1699
1357589874183982538	180461	36767	5	8054	560
1357589874684615148	191794	41458	5	8817	579
1357589875185245383	192159	38950	5	7464	564
1357589875685873785	191904	45549	5	10330	599
1357589876186500562	190099	41444	5	8795	534
1357589876687133088	190106	41444	5	8804	545
1357589877187764782	190252	40939	5	8684	559
1357589877688403309	410033	89225	6	18756	1690
1357589878189084960	199115	41523	5	8275	541
1357589878689846528	190558	44005	5	10016	562
1357589879190470305	190991	41490	5	8988	582
1357589879691099915	191773	43159	5	8969	593
1357589880191750984	208133	41454	5	8835	553
1357589880692704801	189834	41459	5	8756	541
1357589881193476286	200410	40941	5	8697	537
1357589881694140812	410666	88576	6	18486	1580
1357589882194775464	182988	37662	5	8200	576
1357589882695407366	195144	42340	5	8985	601
1357589883196037184	195078	42362	5	9035	600
1357589883696765711	193695	42195	5	8996	596
1357589884197435112	194075	38964	5	7687	539
1357589884698066306	193580	43847	5	9894	600
1357589885198698207	192133	40887	5	8679	571
1357589885699331026	411260	89391	6	18735	1577
1357589886199958844	183362	37685	5	8189	582
1357589886700590454	195072	42350	5	9005	578
1357589887201212148	194244	42328	5	8982	554
1357589887701843550	193991	42363	5	8989	575
1357589888202524701	192725	41382	5	8816	542
1357589888703291853	192638	41390	5	8771	566
1357589889203909463	193655	40957	5	8719	541
1357589889704543823	411536	88138	6	18481	1597
1357589890205169600	183355	38616	5	8414	566
1357589890705803335	196739	43261	5	8974	576
1357589891206466195	535498	41422	5	8964	575
1357589891707180180	308366	43110	5	8986	593
1357589892207849623	300087	41451	5	8834	535
1357589892708540816	302346	41483	5	8785	543
1357589893209267343	299639	40962	5	8704	583
1357589893711928196	520532	89832	6	18579	1687
1357589894212669347	315057	44971	5	9995	560
1357589894713406249	320274	43204	5	9163	574
1357589895214078067	307272	43202	5	8809	558
1357589895714767968	301689	41386	5	8944	562
1357589896215460162	300030	41462	5	8802	577
1357589896716285855	301797	41462	5	8759	532
1357589897217008339	298615	40990	5	8955	611
1357589897717665533	532688	84047	6	16754	1502
1357589898218338309	289511	36755	5	8004	568
1357589898720366998	305092	41463	5	8805	596
1357589899221024941	299227	41436	5	8835	602
1357589899721683843	297873	39680	5	8658	592
1357589900222436744	303690	41432	5	8813	588
1357589900723060271	299056	41426	5	8782	567
1357589901223671631	261018	40952	5	8696	556
1357589901724384283	525660	90388	6	18841	1661
1357589902225052851	292067	36739	5	8051	541
1357589902725762753	311722	41480	5	8846	594
1357589903226435863	299633	41461	5	8821	573
1357589903727290597	305086	41445	5	8656	555
1357589904227981082	299061	41497	5	8817	582
1357589904728677900	304988	41434	5	8770	554
1357589905229378468	299217	40994	5	8698	543
1357589905730085870	522142	89487	6	18775	1644
1357589906230779313	310751	46107	5	9925	555
1357589906731469881	301914	43250	5	9150	587
1357589907232159408	306286	43227	5	8828	530
1357589907732848309	299283	41419	5	8978	552
1357589908233539003	303497	41464	5	8815	547
1357589908735588483	298865	41459	5	8743	568
1357589909236282343	300686	41252	5	8727	581
1357589909737004536	530652	89552	6	20351	1727
1357589910237696896	323292	46603	5	8576	566
