Start:	1357015519330053122
Event 1 Label:	CPU cycles		RAW Identifier:	r0FF
Event 2 Label:	L1 Data Cache access		RAW Identifier:	r004
Event 3 Label:	L1 Instructions Cache access		RAW Identifier:	r014
Event 4 Label:	L2 Data Cache access		RAW Identifier:	r016
Event 5 Label:	Bus Access		RAW Identifier:	r019
     0.500303345	32415334	r0FF
     0.500303345	5501490	r004
     0.500303345	8368517	r014
     0.500303345	736621	r016
     0.500303345	335205	r019
     1.000913981	21628154	r0FF
     1.000913981	2451637	r004
     1.000913981	3595428	r014
     1.000913981	384350	r016
     1.000913981	121123	r019
     1.501475199	16730239	r0FF
     1.501475199	2295835	r004
     1.501475199	3338580	r014
     1.501475199	355550	r016
     1.501475199	96942	r019
     2.001975627	16002089	r0FF
     2.001975627	2120057	r004
     2.001975627	3224668	r014
     2.001975627	288955	r016
     2.001975627	86715	r019
     2.502670053	20775615	r0FF
     2.502670053	2359444	r004
     2.502670053	3389892	r014
     2.502670053	379088	r016
     2.502670053	145122	r019
     3.003177856	13344166	r0FF
     3.003177856	2267612	r004
     3.003177856	3589098	r014
     3.003177856	272219	r016
     3.003177856	100202	r019
     3.503699700	20363074	r0FF
     3.503699700	2225364	r004
     3.503699700	3113999	r014
     3.503699700	390168	r016
     3.503699700	102600	r019
     4.004239043	17266853	r0FF
     4.004239043	2400869	r004
     4.004239043	3578348	r014
     4.004239043	347445	r016
     4.004239043	105985	r019
     4.504755471	16602603	r0FF
     4.504755471	2171072	r004
     4.504755471	3191350	r014
     4.504755471	334137	r016
     4.504755471	95936	r019
     5.005269232	19470575	r0FF
     5.005269232	2153284	r004
     5.005269232	3024724	r014
     5.005269232	361762	r016
     5.005269232	82688	r019
     5.505773701	14540437	r0FF
     5.505773701	2378445	r004
     5.505773701	3777042	r014
     5.505773701	306820	r016
     5.505773701	141187	r019
     6.006334128	21047873	r0FF
     6.006334128	2330680	r004
     6.006334128	3308533	r014
     6.006334128	391321	r016
     6.006334128	124767	r019
     6.506872555	24772524	r0FF
     6.506872555	3651524	r004
     6.506872555	5627781	r014
     6.506872555	542477	r016
     6.506872555	206895	r019
     7.007387982	32391175	r0FF
     7.007387982	5003219	r004
     7.007387982	7510201	r014
     7.007387982	672849	r016
     7.007387982	193001	r019
     7.508076784	42189225	r0FF
     7.508076784	6226988	r004
     7.508076784	8904769	r014
     7.508076784	924905	r016
     7.508076784	225477	r019
     8.008605169	60111620	r0FF
