#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357520813855440572	automotive_bitcount	700	54	0.900000	0.190000	0.174000	266837	66955	4	13948	1392
1357520814365234693	automotive_bitcount	700	54	0.900000	0.189000	0.173000	130525	32186	2	6895	489
1357520814875000397	automotive_bitcount	700	54	0.900000	0.190000	0.174000	123959	28363	2	6056	455
1357520815384809976	automotive_bitcount	700	54	0.900000	0.190000	0.174000	122742	27872	3	5927	417
1357520815894931388	automotive_bitcount	700	54	0.900000	0.190000	0.174000	128363	30254	2	6495	446
1357520816404816925	automotive_bitcount	700	54	0.900000	0.189000	0.173000	122426	38576	2	8356	554
1357520816914615880	automotive_bitcount	700	54	0.900000	0.190000	0.174000	165147	28490	2	6020	420
1357520817424426001	automotive_bitcount	700	54	0.900000	0.190000	0.174000	230056	66510	4	14016	1264
1357520817934284413	automotive_bitcount	700	54	0.900000	0.190000	0.174000	123117	30740	3	6520	477
1357520818443924701	automotive_bitcount	700	54	0.900000	0.190000	0.174000	122275	27819	2	5919	410
1357520818953730197	automotive_bitcount	700	54	0.900000	0.190000	0.174000	128302	30257	2	6573	450
1357520819463646526	automotive_bitcount	700	54	0.900000	0.189000	0.173000	123120	27760	3	5821	398
1357520819973454314	automotive_bitcount	700	54	0.900000	0.190000	0.174000	126860	30509	2	6599	415
1357520820483203060	automotive_bitcount	700	54	0.900000	0.189000	0.173000	121056	27689	2	5922	412
1357520820993027264	automotive_bitcount	700	54	0.900000	0.190000	0.174000	127302	30183	3	6470	452
1357520821503047718	automotive_bitcount	700	54	0.900000	0.190000	0.174000	252115	66823	3	14170	1281
1357520822012861339	automotive_bitcount	700	54	0.900000	0.190000	0.174000	122068	27591	3	5811	439
1357520822522637085	automotive_bitcount	700	54	0.900000	0.190000	0.174000	128316	30411	2	6569	446
1357520823032441081	automotive_bitcount	700	54	0.900000	0.190000	0.174000	122674	27733	3	5869	400
1357520823542161160	automotive_bitcount	700	54	0.900000	0.190000	0.174000	126570	30512	2	6617	431
1357520824051923698	automotive_bitcount	700	54	0.900000	0.190000	0.174000	121233	27610	2	5848	377
1357520824561763819	automotive_bitcount	700	54	0.900000	0.190000	0.174000	125708	30450	2	6620	445
1357520825071542357	automotive_bitcount	700	54	0.900000	0.189000	0.173000	121543	27133	3	5791	410
1357520825581394311	automotive_bitcount	700	54	0.900000	0.190000	0.174000	251168	67111	3	14251	1296
1357520826091197723	automotive_bitcount	700	54	0.900000	0.190000	0.174000	127540	30523	3	6619	482
1357520826601213719	automotive_bitcount	700	54	0.900000	0.190000	0.174000	121443	27636	2	5911	406
1357520827110953298	automotive_bitcount	700	54	0.900000	0.190000	0.174000	125762	30431	3	6554	441
1357520827620766252	automotive_bitcount	700	54	0.900000	0.190000	0.174000	120000	27751	3	5888	401
1357520828130525290	automotive_bitcount	700	54	0.900000	0.189000	0.173000	124132	30473	2	6565	450
1357520828640446244	automotive_bitcount	700	54	0.900000	0.190000	0.174000	118806	27567	2	5906	406
1357520829150265157	automotive_bitcount	700	54	0.900000	0.190000	0.174000	126164	30044	3	6417	438
1357520829660155611	automotive_bitcount	700	54	0.900000	0.190000	0.174000	255066	67071	3	14234	1288
1357520830169942398	automotive_bitcount	700	54	0.900000	0.189000	0.173000	119648	27551	2	5813	414
1357520830679821811	automotive_bitcount	700	54	0.900000	0.190000	0.174000	126119	30835	3	6587	416
1357520831189709140	automotive_bitcount	700	54	0.900000	0.190000	0.174000	119760	27469	4	5843	426
1357520831699602385	automotive_bitcount	700	54	0.900000	0.189000	0.173000	126910	30424	3	6558	450
1357520832209439548	automotive_bitcount	700	54	0.900000	0.190000	0.174000	119641	27708	3	5818	394
1357520832719353710	automotive_bitcount	700	54	0.900000	0.190000	0.174000	125635	30509	2	6609	437
1357520833229255539	automotive_bitcount	700	54	0.900000	0.190000	0.174000	119593	27491	2	5823	411
1357520833739135660	automotive_bitcount	700	54	0.900000	0.189000	0.173000	250291	66764	3	14123	1275
1357520834248939572	automotive_bitcount	700	54	0.900000	0.189000	0.173000	127733	30448	3	6544	452
