Start:	1421393110827458492
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500193504	750724068	r0FF
     0.500193504	1187006174	r01B
     0.500193504	943026180	r073
     0.500193504	807	r075
     0.500193504	93393534	r004
     0.500193504	1724687	r016
     0.500193504	69382	r017
     1.000897508	751058067	r0FF
     1.000897508	1065509200	r01B
     1.000897508	823780731	r073
     1.000897508	1495	r075
     1.000897508	101516179	r004
     1.000897508	3866770	r016
     1.000897508	115879	r017
     1.501507304	750918492	r0FF
     1.501507304	1210512637	r01B
     1.501507304	995840224	r073
     1.501507304	656	r075
     1.501507304	67644444	r004
     1.501507304	1452214	r016
     1.501507304	53382	r017
     2.002107724	750903871	r0FF
     2.002107724	1155540535	r01B
     2.002107724	922771106	r073
     2.002107724	1010	r075
     2.002107724	102169124	r004
     2.002107724	2533784	r016
     2.002107724	67782	r017
     2.502726269	750925405	r0FF
     2.502726269	1122445192	r01B
     2.502726269	870783794	r073
     2.502726269	1153	r075
     2.502726269	105493682	r004
     2.502726269	2978561	r016
     2.502726269	86943	r017
     3.003328148	750912071	r0FF
     3.003328148	1229185188	r01B
     3.003328148	989137700	r073
     3.003328148	513	r075
     3.003328148	87563399	r004
     3.003328148	1146864	r016
     3.003328148	32834	r017
     3.503931611	750899805	r0FF
     3.503931611	1090247105	r01B
     3.503931611	888910588	r073
     3.503931611	1447	r075
     3.503931611	80162515	r004
     3.503931611	3896616	r016
     3.503931611	111784	r017
     4.004548281	750931500	r0FF
     4.004548281	1250411138	r01B
     4.004548281	1012509278	r073
     4.004548281	455	r075
     4.004548281	84610575	r004
     4.004548281	828376	r016
     4.004548281	31205	r017
     4.505241576	751035369	r0FF
     4.505241576	1079975807	r01B
     4.505241576	828249648	r073
     4.505241576	1216	r075
     4.505241576	108903102	r004
     4.505241576	3298494	r016
     4.505241576	94127	r017
     5.005853914	750922203	r0FF
     5.005853914	1170776318	r01B
     5.005853914	950938196	r073
     5.005853914	913	r075
     5.005853914	71375174	r004
     5.005853914	2186546	r016
     5.005853914	67942	r017
     5.506464709	750918529	r0FF
     5.506464709	1191856516	r01B
     5.506464709	971825259	r073
     5.506464709	779	r075
     5.506464709	87790753	r004
     5.506464709	1949906	r016
     5.506464709	56308	r017
     6.007063713	750900070	r0FF
     6.007063713	1082495732	r01B
     6.007063713	832486291	r073
     6.007063713	1351	r075
     6.007063713	111511136	r004
     6.007063713	3555538	r016
     6.007063713	97074	r017
     6.507721508	750983185	r0FF
     6.507721508	1269589851	r01B
     6.507721508	1032163920	r073
     6.507721508	337	r075
     6.507721508	82413617	r004
     6.507721508	590592	r016
     6.507721508	20936	r017
     7.008314971	750886375	r0FF
     7.008314971	1064770273	r01B
     7.008314971	855449158	r073
     7.008314971	1432	r075
     7.008314971	79923953	r004
     7.008314971	3884707	r016
     7.008314971	114414	r017
     7.508933516	750931728	r0FF
     7.508933516	1221700813	r01B
     7.508933516	989578700	r073
     7.508933516	637	r075
     7.508933516	90659441	r004
     7.508933516	1411746	r016
     7.508933516	48429	r017
     8.009539437	750910793	r0FF
     8.009539437	1135990014	r01B
     8.009539437	885564294	r073
     8.009539437	1049	r075
     8.009539437	103547086	r004
     8.009539437	2724571	r016
     8.009539437	71890	r017
     8.510186274	750969597	r0FF
     8.510186274	1119833619	r01B
     8.510186274	889529714	r073
     8.510186274	1136	r075
     8.510186274	86040995	r004
     8.510186274	2909099	r016
     8.510186274	84879	r017
     9.010785611	750906219	r0FF
     9.010785611	1228677284	r01B
     9.010785611	1007768938	r073
     9.010785611	550	r075
     9.010785611	73141884	r004
     9.010785611	1239157	r016
     9.010785611	35298	r017
     9.511387615	750896697	r0FF
     9.511387615	1087799012	r01B
     9.511387615	845248557	r073
     9.511387615	1418	r075
     9.511387615	115115680	r004
     9.511387615	3867058	r016
     9.511387615	110286	r017
    10.012067702	751030186	r0FF
    10.012067702	1268788089	r01B
