Start:	1428546480169051277
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500240209	697551257	r0FF
     0.500240209	1368501	r01B
     0.500240209	114389	r073
     0.500240209	0	r075
     0.500240209	79154058	r004
     0.500240209	1368497	r016
     0.500240209	114410	r017
     1.000891251	700916044	r0FF
     1.000891251	742340	r01B
     1.000891251	19301	r073
     1.000891251	0	r075
     1.000891251	75971266	r004
     1.000891251	742350	r016
     1.000891251	19299	r017
     1.501440834	700771498	r0FF
     1.501440834	626603	r01B
     1.501440834	6371	r073
     1.501440834	0	r075
     1.501440834	75928974	r004
     1.501440834	626602	r016
     1.501440834	6362	r017
     2.001982543	700758890	r0FF
     2.001982543	655222	r01B
     2.001982543	4955	r073
     2.001982543	0	r075
     2.001982543	75956973	r004
     2.001982543	655220	r016
     2.001982543	4961	r017
     2.502524377	700760431	r0FF
     2.502524377	633784	r01B
     2.502524377	3784	r073
     2.502524377	0	r075
     2.502524377	76002666	r004
     2.502524377	633774	r016
     2.502524377	3779	r017
     3.003074127	700772505	r0FF
     3.003074127	362094	r01B
     3.003074127	13447	r073
     3.003074127	0	r075
     3.003074127	76351119	r004
     3.003074127	362104	r016
     3.003074127	13456	r017
     3.503624044	700766680	r0FF
     3.503624044	625666	r01B
     3.503624044	8819	r073
     3.503624044	0	r075
     3.503624044	75967265	r004
     3.503624044	625670	r016
     3.503624044	8816	r017
     4.004192544	700766512	r0FF
     4.004192544	660437	r01B
     4.004192544	5814	r073
     4.004192544	0	r075
     4.004192544	76016348	r004
     4.004192544	660972	r016
     4.004192544	5807	r017
     4.504732753	700788148	r0FF
     4.504732753	634061	r01B
     4.504732753	4329	r073
     4.504732753	0	r075
     4.504732753	76052749	r004
     4.504732753	633524	r016
     4.504732753	4328	r017
     5.005321836	700827308	r0FF
     5.005321836	1031925	r01B
     5.005321836	11249	r073
     5.005321836	0	r075
     5.005321836	76697924	r004
     5.005321836	1031918	r016
     5.005321836	11255	r017
     5.506378419	701480648	r0FF
     5.506378419	463392	r01B
     5.506378419	4870	r073
     5.506378419	0	r075
     5.506378419	76210826	r004
     5.506378419	463386	r016
