#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357503643013494799	1037285	68229	5	12611	874
1357503643514252658	238528	42483	5	8454	627
1357503644014887019	211438	42623	5	9092	657
1357503644515486629	211044	43058	5	8985	639
1357503645016088822	208752	42344	5	8977	629
1357503645516688933	205919	40958	5	8755	615
1357503646017342543	451415	88941	6	18846	1867
1357503646517942611	246659	45296	5	9618	676
1357503647018543888	208492	43098	5	9172	632
1357503647519152998	174326	43066	5	8780	594
1357503648019854941	196325	41422	5	8976	647
1357503648520463427	206564	41474	5	8840	618
1357503649021166453	207864	41496	5	8783	603
1357503649521820063	205958	40910	5	8708	697
1357503650022439090	450396	93484	6	19834	1679
1357503650523069075	221924	46572	5	9943	693
1357503651023692935	210213	43092	5	9157	635
1357503651524301670	207457	43139	5	8860	610
1357503652024920697	206948	41382	5	9004	614
1357503652525531516	207848	41493	5	8843	602
1357503653026152709	207306	41455	5	8802	607
1357503653526773569	208638	40910	5	8710	648
1357503654027574429	477033	86520	6	18456	1687
1357503654528191331	220152	46688	5	9903	677
1357503655028812941	210572	43190	5	9218	648
1357503655529423343	207269	43158	5	8850	632
1357503656030038161	207122	41387	5	9041	637
1357503656530649563	206344	41490	5	8879	621
1357503657031348298	205393	41474	5	8813	627
1357503657531966783	205785	40964	5	8733	612
1357503658032645351	432616	86433	6	18071	1719
1357503658533268795	217057	45848	5	9988	642
1357503659033981779	209023	43252	5	9204	631
1357503659534606890	208487	43220	5	8844	616
1357503660035222583	207264	41355	5	9028	637
1357503660535844360	207602	41388	5	8891	612
1357503661036475970	206604	41402	5	8761	630
1357503661537115122	206167	40892	5	8731	604
1357503662037801232	457197	89527	6	18702	1767
1357503662538425092	216611	45826	5	9970	638
1357503663039047077	205968	43224	5	9170	622
1357503663539661229	229294	43146	5	8855	595
1357503664040524588	205598	41408	5	9028	613
1357503664541237531	204898	41348	5	8883	626
1357503665041950474	205312	41474	5	8803	612
1357503665542707917	204711	40942	5	8729	609
1357503666043429444	423418	86487	6	18078	1659
1357503666544144970	214480	42273	5	8921	608
1357503667044884747	573502	39686	5	8480	571
1357503667545692481	325234	39654	5	8479	583
1357503668046482758	322104	41411	5	9014	630
1357503668547343075	324224	42175	5	12015	734
1357503669048295893	365663	51910	5	8341	614
1357503669549057794	322563	41837	5	8902	622
1357503670049845820	561120	88848	6	18344	1718
1357503670550619638	329895	41368	5	8899	594
1357503671051389998	326971	39686	5	8480	589
1357503671552159566	321073	39654	5	8890	635
1357503672053006258	325893	42148	5	9608	726
1357503672553815951	347670	48804	5	9594	609
1357503673054487311	323784	42328	5	8942	626
1357503673555159546	330446	41815	5	8902	623
1357503674056039364	548348	88793	6	18361	1717
1357503674556791432	337164	41368	5	8860	611
1357503675057589041	322516	39686	5	8496	601
1357503675558327734	323632	39695	5	8478	617
1357503676059075219	323083	41386	5	9012	618
1357503676559788162	322237	41490	5	8885	620
1357503677060508564	279917	41490	5	8815	592
1357503677561338173	321163	41037	5	8697	598
1357503678062102033	574438	91157	6	18772	1733
1357503678562937976	329423	44870	5	9925	643
1357503679063919168	324600	43894	5	10113	790
1357503679564702444	346929	48818	5	9588	599
1357503680065470137	321235	43112	5	9014	623
1357503680566237205	328781	42306	5	9029	620
1357503681066984398	321290	41739	5	8868	639
1357503681567812966	327876	40978	5	8739	585
1357503682068581701	577136	88510	6	18191	1749
1357503682569357269	331503	44426	5	9931	637
1357503683070138545	329482	43854	5	9483	680
1357503683570881488	322814	42463	5	8908	618
1357503684071819764	329330	43241	5	9003	650
1357503684572696290	322905	41474	5	9844	723
1357503685073491816	351061	50365	5	10494	762
1357503685574300884	346240	49019	5	9726	658
1357503686075078243	551384	89974	6	18824	1758
1357503686575863894	339341	46044	5	9742	658
1357503687076624421	325250	43190	5	9195	673
1357503687577459780	329330	43212	5	9229	656
1357503688078153223	322601	43176	5	8996	656
1357503688578874792	326931	43357	5	9810	747
1357503689079743109	345156	47775	5	9524	628
1357503689580541635	319159	42544	5	9267	666
1357503690081371995	575640	91394	6	18944	1766
1357503690582162479	333606	46505	5	9925	653
1357503691083015380	328340	43092	5	9194	669
1357503691583806698	321940	43068	5	9175	663
1357503692084619683	325972	43319	5	9217	699
1357503692585411751	319535	40773	5	8526	601
1357503693086195610	320233	41504	5	8806	626
1357503693586976220	324956	40904	5	8736	627
1357503694088011037	567894	89502	6	18696	1730
1357503694588793397	336021	45673	5	9886	667
1357503695089563548	321053	43090	5	9143	626
1357503695590335408	323411	43793	5	9978	787
1357503696091114892	343101	49688	5	9698	613
1357503696591867752	318197	42288	5	9004	617
1357503697092686236	327059	42226	5	8936	622
1357503697593446263	317419	41724	5	8883	629
1357503698094220789	546351	86189	6	18161	1687
1357503698594995982	1148969	46633	5	9956	634
1357503699095789800	1273809	43315	5	9132	636
1357503699596555118	1301908	43140	5	9018	618
1357503700097404227	1264752	42285	5	9022	649
1357503700598178837	1301896	41524	5	8893	652
1357503701098976238	1246985	42677	5	9745	754
1357503701599764181	1322691	47580	5	9396	672
1357503702100541624	1523353	90195	6	18562	1740
1357503702601305358	1287105	42991	5	9249	644
1357503703102092051	1311208	39745	5	8506	588
1357503703602835369	1245505	39595	5	8669	595
1357503704103599187	1294153	42295	5	9011	609
1357503704604287922	1244504	42183	5	9819	703
1357503705104949449	1323376	48827	5	9513	607
1357503705605602184	1234043	41875	5	9177	644
1357503706106374002	1537110	91641	6	18743	1640
1357503706607047529	1304446	36791	5	7880	567
1357503707107819013	1244823	40393	5	8775	625
1357503707608492790	1287890	38955	5	8534	602
1357503708109182858	1260177	43936	5	9312	684
1357503708609890468	1297246	40723	5	8480	568
1357503709125876693	1313196	41446	5	8787	603
1357503709626607928	1244962	41651	5	9013	624
1357503710127382204	1541033	111187	6	29110	1659
1357503710628064689	1292712	40285	5	8574	643
