#Timestamp	CORE_ID	user%	nice%	sys%	idle%	iowait%	irq%	softiq%	steal%	guest%	guest_nice%
1433790658160853372	CORE_4	9.83	0	3.27	86.88	0	0	0	0	0	0
1433790659119680415	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790660059844258	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790661004747681	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790661954774185	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790662900809982	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790663846637237	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790664790087410	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790665739796912	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790666684879041	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790667641647622	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790668584966293	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790669539807915	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790670485047126	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790671439892414	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790672390003121	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790673349839323	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790674300842695	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790675244772529	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790676195889526	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790677144814231	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790678089894189	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790679039787768	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790679989909305	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790680934815927	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790681885219796	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790682829763543	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790683780025828	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790684725924073	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790685680887605	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790686629793806	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790687571027802	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790688525434000	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790689469779535	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790690424756440	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790691374700930	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790692334825372	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790693290219233	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790694239724514	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790695185666504	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790696129699662	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790697086010646	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790698046442585	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790699010077564	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790699980039914	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790700940015394	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790701900965374	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790702859955728	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790703825904912	CORE_4	0	0	0	100.00	0	0	0	0	0	0
1433790704780336852	CORE_4	0	0	0	100.00	0	0	0	0	0	0
