#Timestamp	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	GPU Frequency(MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Current(A)	GPU Power(W)	RAM Voltage(V)	RAM Current(A)	RAM Power(W)
1357579041907568701	1400 53 1.200000 0.205000 0.257000 400 52 0.900000 0.231000 0.211000 600 53 0.900000 0.090000 0.089000 1.200000 0.073000 0.089000
1357579042442602154	1400 53 1.200000 0.258000 0.323000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.090000 0.089000 1.200000 0.044000 0.053000
1357579042978335771	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.046000 0.055000
1357579043512535727	1400 53 1.200000 0.257000 0.322000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.044000 0.053000
1357579044047556888	1400 53 1.200000 0.254000 0.318000 400 52 0.900000 0.089000 0.081000 600 53 0.900000 0.091000 0.090000 1.200000 0.046000 0.055000
1357579044582543133	1400 53 1.200000 0.258000 0.323000 400 52 0.900000 0.089000 0.081000 600 53 0.900000 0.090000 0.089000 1.200000 0.043000 0.052000
1357579045117573419	1400 53 1.200000 0.262000 0.328000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.090000 0.089000 1.200000 0.047000 0.057000
1357579045647616639	1400 53 1.200000 0.256000 0.321000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.045000 0.054000
1357579046182567259	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.046000 0.055000
1357579046717598420	1400 53 1.200000 0.258000 0.323000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.045000 0.054000
1357579047247594931	1400 53 1.200000 0.261000 0.327000 400 52 0.900000 0.089000 0.081000 600 53 0.900000 0.091000 0.090000 1.200000 0.047000 0.057000
1357579047782591176	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.047000 0.057000
1357579048317571379	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.089000 0.081000 600 53 0.900000 0.090000 0.089000 1.200000 0.046000 0.055000
1357579048847597599	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.089000 0.081000 600 53 0.900000 0.091000 0.090000 1.200000 0.047000 0.057000
1357579049382553719	1400 53 1.200000 0.260000 0.326000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.090000 0.089000 1.200000 0.045000 0.054000
1357579049917558088	1400 53 1.200000 0.260000 0.326000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.047000 0.057000
1357579050447578350	1400 53 1.200000 0.257000 0.322000 400 52 0.900000 0.089000 0.081000 600 53 0.900000 0.091000 0.090000 1.200000 0.045000 0.054000
1357579050982587928	1400 53 1.200000 0.258000 0.323000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.048000 0.058000
1357579051517593922	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.045000 0.054000
1357579052047562101	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.090000 0.082000 600 52 0.900000 0.091000 0.090000 1.200000 0.049000 0.059000
1357579052582568054	1400 53 1.200000 0.257000 0.322000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.045000 0.054000
1357579053117540507	1400 53 1.200000 0.255000 0.320000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.048000 0.058000
1357579053647594560	1400 53 1.200000 0.259000 0.325000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.091000 0.090000 1.200000 0.044000 0.053000
1357579054182580096	1400 53 1.200000 0.266000 0.333000 400 52 0.900000 0.090000 0.082000 600 52 0.900000 0.090000 0.089000 1.200000 0.047000 0.057000
1357579054717575757	1400 53 1.200000 0.260000 0.326000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.090000 0.089000 1.200000 0.045000 0.054000
1357579055247624935	1400 53 1.200000 0.255000 0.320000 400 52 0.900000 0.090000 0.082000 600 53 0.900000 0.090000 0.089000 1.200000 0.047000 0.057000
