#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357295040914386511	829645	20618	26763	1784	440
1357295041415417828	119674	16718	21147	1340	427
1357295041916261812	237337	39473	53567	4037	1378
1357295042417058964	110898	15886	20087	1153	367
1357295042917829406	116197	17303	23045	1111	375
1357295043418672391	114516	15840	19955	1147	394
1357295043919444584	113862	17277	21554	1129	380
1357295044420220193	109370	15925	20113	1136	372
1357295044920998345	114127	17279	21717	1157	370
1357295045421768871	108793	15900	19728	1150	479
1357295045922693897	213935	38349	50703	4342	1443
1357295046423681214	108504	17052	21663	1465	402
1357295046924506574	108379	15829	20351	1113	388
1357295047425332600	119010	17244	21996	1157	401
1357295047926157792	108322	15967	19973	1080	384
1357295048426988610	113258	17251	21878	1139	405
1357295048927816720	107933	15891	20117	1102	382
1357295049428655704	114108	17266	21865	1163	394
1357295049929462147	228929	38411	51043	3708	1220
1357295050430299423	108918	15949	20477	1154	400
1357295050931288574	114524	17178	22030	1227	404
1357295051432116308	114171	15929	20514	1125	376
1357295051932942459	113928	17312	21985	1165	390
1357295052433842610	108730	15922	20022	1120	370
1357295052934688844	134267	17302	22035	1250	380
1357295053435666162	109346	15895	20064	1133	389
1357295053936593896	231269	38388	50388	3829	1302
1357295054437511130	115196	17186	22003	1235	394
1357295054938523155	109466	15888	20532	1190	492
1357295055439360390	124239	17581	21982	1171	384
1357295055940368457	109761	15976	20200	1127	387
1357295056441199191	114389	17235	21855	1186	403
1357295056942004718	108363	15922	19823	1106	364
1357295057442835535	113901	17362	21751	1148	400
1357295057943663811	226848	38378	50659	3616	1225
1357295058444489379	110030	15859	19849	1214	384
1357295058945416280	114952	17219	21903	1230	414
1357295059446305598	113597	15879	20110	1094	364
1357295059947228582	112785	17224	21867	1157	396
1357295060448154357	108331	15899	20060	1149	400
1357295060949325882	113086	17197	21678	1138	384
1357295061450239325	106773	15926	20105	1088	393
1357295061951145976	226581	38352	50515	3680	1266
1357295062452047710	114536	17205	22107	1220	399
1357295062952954194	107906	15813	19959	1099	377
1357295063453913053	118409	17243	21854	1178	398
1357295063954831496	108066	15899	20085	1138	388
1357295064455738521	113477	17211	21994	1173	392
1357295064956695255	343182	16061	20297	1116	374
1357295065457751947	185881	17209	21863	1132	373
1357295065959154263	303434	38436	50927	3643	1187
1357295066460166372	184183	16121	20433	1199	361
1357295066961179731	189773	16941	21814	1111	367
