#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357478706678693428	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	226308	42672	5	9811	614
1357478707187971384	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	199491	42702	5	9152	638
1357478707697191091	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	197824	43202	5	9025	599
1357478708206376672	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	197713	41430	5	8778	578
1357478708715686836	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	197600	41006	5	8735	608
1357478709224959459	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	405672	85031	6	17837	1743
1357478709734250540	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	207261	45804	5	9986	637
1357478710243399455	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	169332	43134	5	9100	648
1357478710752677369	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	192752	40603	5	7995	624
1357478711261889575	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	197875	45657	5	10253	627
1357478711771280823	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	195431	41451	5	8882	595
1357478712280505321	automotive_bitcount	1700	54	1.000000	0.480000	0.519000	200575	41381	5	8814	614
1357478712789768027	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	196145	40967	5	8739	585
1357478713299040441	automotive_bitcount	1700	55	1.000000	0.478000	0.517000	403764	86507	6	18318	1712
1357478713808248273	automotive_bitcount	1700	55	1.000000	0.479000	0.518000	210063	46790	5	10071	611
1357478714317564937	automotive_bitcount	1700	55	1.000000	0.479000	0.518000	199655	43260	5	9247	604
1357478714826827018	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	198816	43239	5	9074	605
1357478715336255765	automotive_bitcount	1700	55	1.000000	0.479000	0.518000	198128	41410	5	8875	596
1357478715846024345	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	209008	41432	5	8856	590
1357478716355193051	automotive_bitcount	1700	54	1.000000	0.479000	0.518000	198614	41416	5	8773	589
1357478716864440174	automotive_bitcount	1700	55	1.000000	0.479000	0.518000	199637	40992	5	8748	581
1357478717373731338	automotive_bitcount	1700	55	1.000000	0.479000	0.518000	429458	89914	6	18586	1718
1357478717882993836	automotive_bitcount	1700	54	1.000000	0.480000	0.519000	207593	44949	5	9987	610
