#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357043115129427400	800498	31341	38654	2280	1387
1357043115630182093	134703	14537	19368	1224	518
1357043116130784161	98550	17316	23058	1119	612
1357043116631388230	126508	16072	21457	1258	453
1357043117132004423	270683	37225	52408	4343	2739
1357043117632625075	135213	17494	23193	1345	467
1357043118133240102	126608	15962	21244	1280	400
1357043118633876045	136998	17613	22318	1286	445
1357043119134616780	125346	15578	19687	1224	366
1357043119635235348	131019	17237	22489	1280	391
1357043120136064958	125040	16036	19950	1182	391
1357043120636711068	132277	17272	21972	1260	458
1357043121137362428	284009	41061	55663	4132	1368
1357043121637976955	125385	15970	21015	1287	412
1357043122138596940	130715	17178	22199	1246	420
1357043122639311800	129505	15908	20142	1165	388
1357043123139906452	94588	17117	21852	986	357
1357043123640501020	120010	15705	19879	1159	391
1357043124141127089	129187	17656	22608	1318	418
1357043124641757407	123999	15909	19703	1112	369
1357043125142542850	258923	37142	50390	3821	1158
1357043125643167460	132034	17210	22054	1301	409
1357043126143785029	124129	15880	20240	1191	401
1357043126644501888	133705	17203	21721	1208	396
1357043127145118290	123078	15967	20205	1220	388
1357043127645739275	145839	17321	21882	1244	408
1357043128146459094	124306	15845	19856	1209	404
1357043128647167162	129803	17339	22237	1229	410
1357043129147887355	259572	37282	49931	3785	1113
1357043129648534048	125465	16091	20484	1313	416
1357043130150925361	95928	17178	21811	1009	383
1357043130651526679	125596	16017	20171	1224	391
1357043131152144539	128214	17221	21999	1239	408
1357043131652764358	123297	15891	19884	1199	387
1357043132153388135	128730	17280	22035	1236	407
1357043132654047703	122860	15827	26989	1492	574
1357043133154693771	283086	41080	48107	3726	1256
1357043133655314840	131594	17327	22703	1326	412
1357043134155940325	125066	16200	20769	1248	308
1357043134656560394	131317	16899	21980	1224	368
1357043135157375086	123815	15894	20440	1197	416
1357043135657999530	130178	17582	23033	1338	402
1357043136158607057	123146	15596	19859	1085	385
1357043136659331708	127408	17184	21924	1250	401
1357043137159952152	217023	34940	46891	3685	1165
1357043137660567803	130554	17942	23261	1503	446
1357043138161305163	129189	15868	20083	1107	294
1357043138662030940	127825	17254	21923	1340	381
1357043139162742549	123990	15955	19884	1118	379
1357043139663482993	400455	17330	22015	1332	418
1357043140164630393	210714	17550	22542	1209	412
1357043140665472002	220748	15613	19898	1174	388
1357043141166251820	322212	33483	44071	3379	930
1357043141667041388	221601	17424	22616	1468	409
1357043142167839289	215768	16007	20803	1220	329
1357043142668650773	219469	17103	21361	1341	389
1357043143169899507	211805	16374	20859	1285	382
1357043143670699866	203492	16820	21232	1363	396
1357043144171504267	187364	16384	21109	1262	366
1357043144672207752	351238	37589	50082	3797	1134
1357043145173168944	205302	14919	18786	1336	424
1357043145673931762	213799	17344	21947	1306	376
1357043146174693080	215929	16108	20347	1149	333
1357043146675395482	210182	17083	21218	1336	369
1357043147176188467	211033	15887	19593	1146	371
1357043147676883243	211837	17292	22200	1415	395
1357043148177567895	210648	15954	20236	1153	365
1357043148678355588	352672	38597	52227	4014	1308
1357043149179149530	204613	15159	19119	1240	378
1357043149679933598	211671	17307	22036	1456	414
1357043150180930874	216409	15952	20292	1184	362
1357043150681720359	189268	17206	22013	1379	390
1357043151182500135	201254	15921	20211	1167	366
1357043151683288286	211061	17217	22416	1386	418
1357043152184153812	210915	15607	19962	1225	563
1357043152684946797	387220	45434	60538	4355	1255
1357043153185727365	211140	15908	20560	1198	377
1357043153686555307	212957	18298	24903	1451	400
1357043154187349375	213629	14718	18058	1168	358
1357043154688172651	213944	18383	24063	1408	402
1357043155189295926	207114	14688	18360	1166	378
1357043155690090203	216283	17210	21829	1346	402
1357043156190882104	204586	15843	20038	1126	382
1357043156691663922	359127	39135	53560	3974	1366
1357043157192462906	210511	16974	22358	1418	392
1357043157693240266	181351	16001	20776	1307	376
1357043158194091667	216548	21350	27158	1564	488
1357043158694957485	229802	15956	19767	1139	392
1357043159195769302	209688	17402	22289	1395	394
1357043159696554120	210365	15927	20100	1159	372
1357043160197543396	209689	17262	21679	1250	398
1357043160698340714	346869	37513	50357	3886	1127
1357043161199153407	208743	15866	20530	1373	386
1357043161699950350	216369	17319	22460	1386	426
1357043162200746792	209651	15968	20746	1220	374
1357043162701539027	215302	17217	21914	1389	410
1357043163202345886	205504	15958	20770	1198	366
1357043163703139829	212616	16830	21328	1264	388
1357043164204028480	174071	16583	21406	1317	533
1357043164704821548	353594	37719	50906	3858	1167
1357043165205793782	213508	17401	24522	1423	411
1357043165706607058	208014	15808	18814	1201	378
1357043166207464459	219366	18342	23873	1392	381
1357043166708276027	223111	18458	23220	1367	375
1357043167209136261	214572	17323	22689	1395	406
1357043167709937329	205215	15961	20362	1232	370
1357043168210740314	213958	17240	22250	1357	396
1357043168711537590	345884	38191	50758	3900	1129
1357043169212331408	209615	15964	20333	1189	370
1357043169713136684	210995	17296	22447	1548	462
1357043170214144501	234717	19529	24935	1228	422
1357043170714913861	192043	16980	21806	1333	403
1357043171215702471	195042	16251	20189	1203	371
1357043171716512788	208850	17294	22192	1343	394
1357043172217320398	809849	15908	20369	1195	388
1357043172718123216	992326	38873	52680	3963	1240
1357043173218943117	852237	17260	23860	1471	400
1357043173719857018	846437	15731	18788	1236	385
1357043174220541378	855325	17314	23607	1371	402
1357043174721211404	843668	15734	18457	1171	386
1357043175222100222	846646	17257	22233	1351	402
1357043175722784998	839404	15820	20379	1133	374
1357043176223474817	836411	17246	23376	1355	402
1357043176724270718	967790	35586	45532	3805	1183
1357043177224952244	830621	15809	20763	1354	376
1357043177725615896	822149	17349	22462	1272	421
1357043178226277673	831769	15710	20430	1213	375
1357043178726988158	829648	18405	23695	1389	406
1357043179227690393	818358	14737	19075	1240	382
1357043179728397627	822846	17259	22137	1368	394
1357043180229148904	818729	15945	19904	1222	462
1357043180729815180	965650	38982	53249	4080	1297
1357043181230516040	829226	17195	22535	1475	406
1357043181731220983	821154	16338	21239	1335	398
1357043182231948552	827704	18005	23377	1338	393
1357043182732654995	831091	18505	23062	1433	375
1357043183233387188	817236	17264	22995	1362	394
1357043183734231714	810719	20643	25740	1536	523
1357043184234919907	834303	17075	22661	1307	452
1357043184735596767	929867	37567	50878	3831	1181
1357043185236439585	816680	17435	24024	1376	406
1357043185737141653	807265	16168	19752	1226	392
1357043186237841263	813998	17951	22962	1326	391
1357043186738533414	800155	14934	18997	1134	364
1357043187239286941	800868	17117	21727	1363	405
1357043187739966801	795913	15901	20328	1168	382
1357043188240663077	798911	17225	21630	1253	400
1357043188741449479	928756	37705	52327	3941	1309
1357043189242134130	779016	15751	19346	1211	386
1357043189742842240	781442	17312	22652	1415	414
1357043190243505767	789367	15846	20395	1191	373
1357043190744226085	783989	18410	24435	1427	394
1357043191244924820	789486	18279	22772	1402	375
1357043191745644929	778487	17306	22433	1284	400
1357043192246339414	777736	16396	21040	1329	375
1357043192747043399	920904	38017	51297	3975	1243
1357043193247753551	789797	16935	23559	1438	398
1357043193748471994	781461	16190	19646	1263	388
1357043194249183687	785893	16899	23022	1310	397
1357043194750051671	789817	19510	23576	1356	376
1357043195251047822	777934	17177	23136	1333	407
1357043195751833098	769010	15914	19100	1184	378
1357043196252609749	771460	17206	22114	1404	406
1357043196753393442	924941	39342	53250	4272	1370
1357043197254226760	770170	15929	20525	1229	390
1357043197755009786	750727	18367	23682	1366	398
1357043198255798396	749650	14911	18740	1195	374
1357043198756597630	755128	17173	22062	1316	396
1357043199257403740	742247	15869	20441	1258	380
1357043199758173350	740776	17257	21855	1312	394
1357043200258936376	733109	16270	20710	1268	372
1357043200759826777	900273	38880	53259	3842	1115
1357043201260623136	747562	18246	23523	1378	410
1357043201761419038	743251	14852	18851	1215	370
1357043202262227314	755770	18375	23672	1353	414
1357043202763016007	749717	14894	19359	1191	374
1357043203263881241	754690	18227	23485	1368	518
1357043203764701434	751270	14804	18342	1230	434
1357043204265389752	748398	17076	21859	1321	398
1357043204766094737	849041	37024	49785	3663	1185
1357043205267043096	728406	15829	20717	1290	371
1357043205767742289	742731	17453	23558	1416	405
1357043206268455024	727312	15741	18962	1189	366
1357043206769260717	726950	17428	23671	1417	396
1357043207269909702	729520	15871	19141	1221	388
1357043207770615478	737711	17270	23197	1366	397
1357043208271314422	735802	15838	18818	1188	377
1357043208772010407	875810	38781	51658	4000	1182
1357043209272711350	738605	17977	24101	1476	408
1357043209773413001	727025	15184	19194	1228	368
1357043210274447443	733410	17801	23365	1424	416
1357043210775123845	717542	14819	19035	1238	378
1357043211275813788	740842	16788	21761	1370	402
1357043211776492773	585674	16222	20572	1225	374
1357043212277171550	484874	17397	23754	1422	398
1357043212777848660	654725	39597	52870	4123	1540
1357043213278527436	480746	16024	20708	1282	382
1357043213779297838	486146	17096	21790	1404	392
1357043214280027447	449308	15833	19889	1142	366
1357043214780718266	460479	18336	23288	1368	410
1357043215281666916	474905	14907	18810	1157	368
1357043215782374860	480582	17218	23232	1337	392
1357043216283056136	473150	15728	18502	1199	381
1357043216783742246	617197	38533	51446	4254	1294
1357043217284508606	476439	17381	22798	1509	403
1357043217785179924	469118	15821	20386	1254	378
1357043218285972159	451243	18362	23662	1493	529
1357043218786681477	432080	14697	18487	1315	502
1357043219287444878	450129	18288	23989	1504	444
1357043219788178113	482026	18724	23255	1413	372
1357043220289172888	466538	16949	23336	1607	558
1357043220789869373	609536	39386	53501	3808	1018
1357043221290561566	462546	15814	19098	1240	386
1357043221791254468	466853	17398	23837	1430	418
1357043222291944828	463635	16222	19050	1268	373
1357043222792665438	430028	16875	23182	1396	419
1357043223293366923	435730	15767	18748	1211	374
1357043223794190907	461865	18329	23802	1577	534
1357043224294882475	475918	18346	22588	1256	422
1357043224795570169	599103	38939	52151	4042	1258
1357043225296424528	440013	17314	23084	1487	413
1357043225797106180	434119	15911	20328	1220	377
1357043226297802164	462321	17304	22302	1427	403
1357043226798511024	445330	16102	20457	1231	368
1357043227299333675	408864	17291	24067	1417	400
1357043227800010910	431315	15865	19402	1238	378
1357043228300744603	448109	18287	23260	1398	390
1357043228801469505	599540	38327	52310	4199	1324
1357043229302168573	441710	15894	20348	1215	390
1357043229802977891	444107	17205	22525	1403	408
1357043230304050375	441495	16005	20511	1525	529
1357043230804832401	463943	23530	28116	1373	501
1357043231305762093	409661	18410	23890	1424	397
1357043231806581328	433464	14801	18793	1161	382
1357043232307392187	407786	17231	21551	1350	392
1357043232808209588	581954	39573	53521	3991	1307
1357043233309069448	434565	15597	27256	1646	527
1357043233809764433	471381	21912	21863	1293	385
1357043234310469667	443150	18397	24052	1362	390
1357043234811155527	432007	14768	18113	1164	369
1357043235312064970	413615	17234	22031	1342	393
1357043235812780788	403671	15921	20846	1201	373
1357043236313589314	437254	17331	23179	1371	411
1357043236814397882	556614	35079	45782	3738	998
1357043237315099409	432759	16043	20671	1205	366
1357043237815799560	436536	17260	23313	1418	406
1357043238316509753	435341	15721	18883	1231	457
1357043238817257655	416753	17158	22256	1367	457
1357043239317943806	411700	15874	20450	1194	371
