Start:	1428553104264164705
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500301336	150198208	r0FF
     0.500301336	1536462	r01B
     0.500301336	109859	r073
     0.500301336	0	r075
     0.500301336	26217459	r004
     0.500301336	1536195	r016
     0.500301336	109857	r017
     1.001144753	150254375	r0FF
     1.001144753	929023	r01B
     1.001144753	30943	r073
     1.001144753	0	r075
     1.001144753	24268396	r004
     1.001144753	929021	r016
     1.001144753	30943	r017
     1.501802088	150198256	r0FF
     1.501802088	800546	r01B
     1.501802088	6103	r073
     1.501802088	0	r075
     1.501802088	24443405	r004
     1.501802088	800521	r016
     1.501802088	6096	r017
     2.002456381	150196817	r0FF
     2.002456381	729192	r01B
     2.002456381	5514	r073
     2.002456381	0	r075
     2.002456381	24450445	r004
     2.002456381	729215	r016
     2.002456381	5514	r017
     2.503079342	150186634	r0FF
     2.503079342	787394	r01B
     2.503079342	15156	r073
     2.503079342	0	r075
     2.503079342	24425083	r004
     2.503079342	787394	r016
     2.503079342	15159	r017
     3.003720885	150193600	r0FF
     3.003720885	596324	r01B
     3.003720885	30967	r073
     3.003720885	0	r075
     3.003720885	25138631	r004
     3.003720885	596310	r016
     3.003720885	30971	r017
     3.504464553	150224450	r0FF
     3.504464553	653004	r01B
     3.504464553	6371	r073
     3.504464553	0	r075
     3.504464553	24587992	r004
     3.504464553	653005	r016
     3.504464553	6364	r017
     4.005197430	150219809	r0FF
     4.005197430	715600	r01B
     4.005197430	3653	r073
     4.005197430	0	r075
     4.005197430	24438152	r004
     4.005197430	715601	r016
     4.005197430	3650	r017
     4.505977015	150234311	r0FF
     4.505977015	757740	r01B
     4.505977015	11421	r073
     4.505977015	0	r075
     4.505977015	24415630	r004
     4.505977015	757759	r016
     4.505977015	11425	r017
     5.006711850	150219818	r0FF
     5.006711850	1113187	r01B
     5.006711850	53947	r073
     5.006711850	0	r075
     5.006711850	24232786	r004
     5.006711850	1113165	r016
     5.006711850	53953	r017
     5.507455019	150223889	r0FF
     5.507455019	573178	r01B
     5.507455019	11723	r073
     5.507455019	0	r075
     5.507455019	24839522	r004
     5.507455019	573182	r016
     5.507455019	11719	r017
     6.008189104	150221584	r0FF
     6.008189104	544463	r01B
     6.008189104	4882	r073
     6.008189104	0	r075
     6.008189104	24666834	r004
     6.008189104	544451	r016
     6.008189104	4877	r017
     6.508921773	150220233	r0FF
     6.508921773	734443	r01B
     6.508921773	4682	r073
     6.508921773	0	r075
     6.508921773	24435171	r004
     6.508921773	734451	r016
     6.508921773	4676	r017
     7.009660150	150222222	r0FF
     7.009660150	718680	r01B
     7.009660150	3784	r073
     7.009660150	0	r075
     7.009660150	24462472	r004
     7.009660150	718693	r016
     7.009660150	3786	r017
     7.510436569	150223158	r0FF
     7.510436569	747058	r01B
     7.510436569	4262	r073
     7.510436569	0	r075
     7.510436569	24496634	r004
     7.510436569	747320	r016
     7.510436569	4266	r017
     8.011734611	150399401	r0FF
     8.011734611	590512	r01B
     8.011734611	14251	r073
     8.011734611	0	r075
     8.011734611	24679347	r004
     8.011734611	590246	r016
     8.011734611	14254	r017
     8.512479738	150224581	r0FF
     8.512479738	457164	r01B
     8.512479738	3993	r073
     8.512479738	0	r075
     8.512479738	24751118	r004
     8.512479738	457169	r016
     8.512479738	3986	r017
     9.013229657	150224793	r0FF
     9.013229657	728052	r01B
     9.013229657	3803	r073
     9.013229657	0	r075
     9.013229657	24473765	r004
     9.013229657	728051	r016
     9.013229657	3804	r017
     9.513986160	150226785	r0FF
     9.513986160	749788	r01B
     9.513986160	4702	r073
     9.513986160	0	r075
     9.513986160	24493367	r004
     9.513986160	749789	r016
     9.513986160	4703	r017
    10.014733995	150225337	r0FF
    10.014733995	755669	r01B
    10.014733995	6030	r073
    10.014733995	0	r075
    10.014733995	24436057	r004
    10.014733995	755662	r016
    10.014733995	6032	r017
    10.516082413	150404837	r0FF
    10.516082413	595045	r01B
    10.516082413	3575	r073
    10.516082413	0	r075
    10.516082413	24646323	r004
    10.516082413	595047	r016
    10.516082413	3573	r017
    11.016726249	150194540	r0FF
    11.016726249	383551	r01B
    11.016726249	3290	r073
    11.016726249	0	r075
    11.016726249	24931518	r004
    11.016726249	383540	r016
    11.016726249	3288	r017
    11.517353710	150187749	r0FF
    11.517353710	754217	r01B
    11.517353710	4108	r073
    11.517353710	0	r075
    11.517353710	24474893	r004
    11.517353710	754233	r016
    11.517353710	4107	r017
    12.017993130	150192531	r0FF
    12.017993130	735514	r01B
    12.017993130	3686	r073
    12.017993130	0	r075
    12.017993130	24431953	r004
    12.017993130	735503	r016
    12.017993130	3685	r017
    12.518632883	150192445	r0FF
    12.518632883	694178	r01B
    12.518632883	3661	r073
    12.518632883	0	r075
    12.518632883	24408983	r004
    12.518632883	694186	r016
    12.518632883	3664	r017
    13.019351761	150215500	r0FF
    13.019351761	711339	r01B
    13.019351761	12078	r073
    13.019351761	0	r075
    13.019351761	24537382	r004
    13.019351761	711337	r016
    13.019351761	12086	r017
    13.519990640	150193385	r0FF
    13.519990640	409911	r01B
    13.519990640	4026	r073
    13.519990640	0	r075
    13.519990640	25016538	r004
    13.519990640	409915	r016
    13.519990640	4020	r017
    14.020736351	150187499	r0FF
    14.020736351	740873	r01B
    14.020736351	5332	r073
    14.020736351	0	r075
    14.020736351	24406371	r004
    14.020736351	742135	r016
    14.020736351	5348	r017
    14.521374688	150227522	r0FF
    14.521374688	719987	r01B
    14.521374688	3725	r073
    14.521374688	0	r075
    14.521374688	24478270	r004
    14.521374688	718709	r016
    14.521374688	3706	r017
    15.022018899	150193353	r0FF
    15.022018899	772255	r01B
    15.022018899	11309	r073
    15.022018899	0	r075
    15.022018899	24852043	r004
