#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357710629735001117	41725379	31899366	144	4966053	135809
1357710630235749810	205091	36954	5	7842	741
1357710630736350629	456854	109887	6	22254	2584
1357710631236967447	172398	39032	5	8720	672
1357710631737613349	189097	39171	5	8487	601
1357710632238373917	191284	43059	5	9595	606
1357710632738987652	361167	79469	6	16776	1748
1357710633239587637	177519	36059	5	6956	487
1357710633740195081	162253	34091	5	7812	564
1357710634240804816	174771	38570	5	8415	563
1357710634741419759	188326	43276	5	9206	583
1357710635242031119	188314	42417	5	8812	561
1357710635742635980	187471	38991	5	7659	555
1357710636243248673	195836	43441	5	9827	585
1357710636743858408	375103	83678	6	17405	1687
1357710637244636851	177073	37603	5	8205	599
1357710637745241711	186904	42306	5	8965	581
1357710638245846405	186102	42290	5	8985	561
1357710638746459807	185175	40603	5	8648	571
1357710639247067917	143266	39017	5	7664	540
1357710639747634194	183527	44027	5	9921	594
1357710640248245887	186024	38507	5	7583	555
1357710640748861373	396333	90450	6	19305	1766
1357710641249474316	177726	37623	5	8232	590
1357710641750088760	188853	39895	5	7851	598
1357710642250842161	191398	44821	5	10182	623
1357710642751457021	188099	42331	5	8959	582
1357710643252068131	185291	41477	5	8863	533
1357710643752810533	184464	41498	5	8744	537
1357710644253424101	206487	40942	5	8676	537
1357710644754131336	402645	87947	6	18145	1644
1357710645254834904	173818	37650	5	8204	542
1357710645755533681	186746	42358	5	8984	600
1357710646256233166	185918	42321	5	8973	597
1357710646756937442	185915	42308	5	8992	598
1357710647257983468	144072	41460	5	8862	584
1357710647758671161	181269	41457	5	8773	576
1357710648259371604	184406	40987	5	8730	556
1357710648760073547	396972	88096	6	18401	1651
1357710649260779282	174639	38508	5	8437	581
1357710649761482267	188064	43211	5	9217	593
1357710650262183543	186435	43198	5	9206	566
1357710650762943486	185108	43201	5	8997	579
1357710651263644721	185327	41481	5	8847	531
1357710651764347623	183820	41486	5	8795	544
1357710652265184232	183650	40968	5	8695	560
1357710652765885467	393945	87840	6	17966	1619
1357710653266577452	173354	34491	5	7000	505
1357710653767272354	185779	43762	5	9810	581
1357710654268040422	517616	41464	5	8819	552
1357710654768793865	289473	41421	5	8052	569
1357710655269527224	272740	41479	5	9766	561
1357710655770277584	268421	41481	5	8778	523
1357710656271034319	293831	40956	5	8717	511
1357710656771802887	523403	90703	6	18593	1655
1357710657272864995	282408	36720	5	8068	524
1357710657773614230	288845	41463	5	8813	546
