Start:	1419868598089734697
Event1 Name:	r011
Event2 Name:	r004
Event3 Name:	r014
Event4 Name:	r008
Event5 Name:	r013
     0.500248184	950626890	r011
     0.500248184	112533647	r004
     0.500248184	336152651	r014
     0.500248184	1343871228	r008
     0.500248184	112525317	r013
     1.000823574	951201295	r011
     1.000823574	106027741	r004
     1.000823574	300392789	r014
     1.000823574	1191385321	r008
     1.000823574	106023022	r013
     1.501270882	950862745	r011
     1.501270882	106996233	r004
     1.501270882	337140339	r014
     1.501270882	1464729951	r008
     1.501270882	106998813	r013
     2.001716773	950839875	r011
     2.001716773	114349060	r004
     2.001716773	302795907	r014
     2.001716773	1214495010	r008
     2.001716773	114352705	r013
     2.502155998	950843465	r011
     2.502155998	98825199	r004
     2.502155998	337714653	r014
     2.502155998	1436360235	r008
     2.502155998	98827790	r013
     3.002611639	950857465	r011
     3.002611639	119446600	r004
     3.002611639	305420260	r014
     3.002611639	1235041379	r008
     3.002611639	119450159	r013
     3.503075322	950890800	r011
     3.503075322	103530521	r004
     3.503075322	330057562	r014
     3.503075322	1406742501	r008
     3.503075322	103533404	r013
     4.003552254	950903955	r011
     4.003552254	105073536	r004
     4.003552254	311771145	r014
     4.003552254	1281254778	r008
     4.003552254	105076853	r013
     4.504012812	950878920	r011
     4.504012812	99027730	r004
     4.504012812	320824602	r014
     4.504012812	1318566816	r008
     4.504012812	99030957	r013
     5.004468828	950868506	r011
     5.004468828	132709952	r004
     5.004468828	333972921	r014
     5.004468828	1361151924	r008
     5.004468828	132712992	r013
     5.504923886	950865334	r011
     5.504923886	104503261	r004
     5.504923886	311396457	r014
     5.504923886	1295823241	r008
     5.504923886	104506630	r013
     6.005555735	951071365	r011
     6.005555735	92766051	r004
     6.005555735	320978506	r014
     6.005555735	1393802271	r008
     6.005555735	92768967	r013
     6.505989876	950821639	r011
     6.505989876	111890487	r004
     6.505989876	310653900	r014
     6.505989876	1231283038	r008
     6.505989876	111894095	r013
     7.006441101	950869900	r011
     7.006441101	119883004	r004
     7.006441101	352923329	r014
     7.006441101	1433749097	r008
     7.006441101	119885539	r013
     7.506872450	950811175	r011
     7.506872450	115628513	r004
     7.506872450	302925016	r014
     7.506872450	1200660886	r008
     7.506872450	115632308	r013
     8.007314466	950857276	r011
     8.007314466	81707392	r004
     8.007314466	327917449	r014
     8.007314466	1491788538	r008
     8.007314466	81709815	r013
     8.507742191	950794494	r011
     8.507742191	116277278	r004
     8.507742191	301473505	r014
     8.507742191	1202126106	r008
     8.507742191	116281051	r013
     9.008197832	950882767	r011
     9.008197832	117911161	r004
     9.008197832	346690037	r014
     9.008197832	1456864526	r008
     9.008197832	117913761	r013
     9.508639598	950830348	r011
     9.508639598	113944936	r004
     9.508639598	303140861	r014
     9.508639598	1211859491	r008
     9.508639598	113948536	r013
    10.009086906	950856415	r011
    10.009086906	89558371	r004
    10.009086906	317502415	r014
    10.009086906	1406294818	r008
    10.009086906	89561157	r013
    10.509537130	950853695	r011
    10.509537130	107622131	r004
    10.509537130	310409999	r014
    10.509537130	1260720191	r008
    10.509537130	107625660	r013
    11.010309437	951444351	r011
    11.010309437	128549952	r004
    11.010309437	336531919	r014
    11.010309437	1385592070	r008
    11.010309437	128552867	r013
    11.510764578	950869725	r011
    11.510764578	104079234	r004
    11.510764578	320173677	r014
    11.510764578	1300382026	r008
    11.510764578	104082614	r013
    12.011204136	950835183	r011
    12.011204136	101157174	r004
    12.011204136	315406594	r014
    12.011204136	1315282439	r008
    12.011204136	101160313	r013
    12.511648319	950847090	r011
    12.511648319	94195606	r004
    12.511648319	323345506	r014
    12.511648319	1351757913	r008
    12.511648319	94198623	r013
    13.012175335	950999320	r011
    13.012175335	115921862	r004
    13.012175335	317865982	r014
    13.012175335	1276105285	r008
    13.012175335	115925298	r013
    13.512650309	950908175	r011
    13.512650309	116849578	r004
    13.512650309	331854976	r014
    13.512650309	1415012368	r008
    13.512650309	116852340	r013
    14.013118492	950885790	r011
    14.013118492	112474808	r004
    14.013118492	304844408	r014
    14.013118492	1234588149	r008
    14.013118492	112478458	r013
    14.513590216	950907621	r011
    14.513590216	86481829	r004
    14.513590216	336444376	r014
    14.513590216	1427820293	r008
    14.513590216	86484440	r013
    15.014040732	950849429	r011
    15.014040732	114879697	r004
    15.014040732	305860437	r014
    15.014040732	1199632031	r008
    15.014040732	114883487	r013
    15.514505748	950901491	r011
    15.514505748	116512075	r004
    15.514505748	340660353	r014
    15.514505748	1515798416	r008
    15.514505748	116514507	r013
    16.015062223	950908073	r011
    16.015062223	116466989	r004
    16.015062223	302353371	r014
    16.015062223	1193075245	r008
    16.015062223	116470955	r013
    16.515583239	950998859	r011
    16.515583239	89374922	r004
    16.515583239	333147785	r014
    16.515583239	1434860073	r008
    16.515583239	89377598	r013
    17.016041588	950867485	r011
    17.016041588	115872565	r004
    17.016041588	307932770	r014
    17.016041588	1228213047	r008
    17.016041588	115876159	r013
    17.516513812	950902190	r011
    17.516513812	116889591	r004
    17.516513812	329524524	r014
    17.516513812	1433524505	r008
    17.516513812	116892373	r013
    18.017002537	950917685	r011
    18.017002537	164203983	r004
    18.017002537	294975722	r014
    18.017002537	1096832525	r008
    18.017002537	164208046	r013
    18.517511094	950972410	r011
    18.517511094	312034840	r004
    18.517511094	325577178	r014
    18.517511094	991402642	r008
    18.517511094	312038074	r013
    19.018020194	950966240	r011
    19.018020194	298332696	r004
    19.018020194	313083224	r014
    19.018020194	933658744	r008
    19.018020194	298336159	r013
    19.518531710	950976285	r011
    19.518531710	305670175	r004
    19.518531710	324993131	r014
    19.518531710	971610786	r008
    19.518531710	305673476	r013
    20.019041267	950969075	r011
    20.019041267	302562648	r004
    20.019041267	315796518	r014
    20.019041267	950224557	r008
    20.019041267	302566150	r013
    20.519546533	950965675	r011
    20.519546533	300213624	r004
    20.519546533	314737740	r014
    20.519546533	939460918	r008
    20.519546533	300217055	r013
    21.020229674	951092897	r011
    21.020229674	309008606	r004
    21.020229674	326620242	r014
    21.020229674	985407866	r008
    21.020229674	309011959	r013
    21.520760023	951087221	r011
    21.520760023	291832183	r004
    21.520760023	309611312	r014
    21.520760023	907217187	r008
    21.520760023	291835904	r013
    22.021274747	950980455	r011
    22.021274747	317435016	r004
    22.021274747	332373465	r014
    22.021274747	1016997818	r008
    22.021274747	317438144	r013
    22.521762513	950925515	r011
    22.521762513	284550029	r004
    22.521762513	304474038	r014
    22.521762513	879153007	r008
    22.521762513	284553717	r013
    23.022279154	950984875	r011
    23.022279154	327774421	r004
    23.022279154	339131407	r014
    23.022279154	1056904541	r008
    23.022279154	327777459	r013
    23.522794670	950981735	r011
    23.522794670	278831830	r004
    23.522794670	294588227	r014
    23.522794670	846822450	r008
    23.522794670	278835597	r013
    24.023300645	950965115	r011
    24.023300645	330509753	r004
    24.023300645	347123990	r014
    24.023300645	1078179566	r008
    24.023300645	330512724	r013
    24.523816035	950980370	r011
    24.523816035	278784871	r004
    24.523816035	294507139	r014
    24.523816035	846539364	r008
    24.523816035	278788851	r013
    25.024332343	950984740	r011
    25.024332343	327630560	r004
    25.024332343	338475274	r014
    25.024332343	1057321178	r008
    25.024332343	327633465	r013
    25.524849734	950982595	r011
    25.524849734	281673271	r004
    25.524849734	303191280	r014
    25.524849734	867671017	r008
    25.524849734	281677121	r013
    26.025928290	952051775	r011
    26.025928290	318348921	r004
    26.025928290	332782602	r014
    26.025928290	1021090625	r008
    26.025928290	318352047	r013
    26.526443431	950980770	r011
    26.526443431	291107262	r004
    26.526443431	308837278	r014
    26.526443431	904349827	r008
    26.526443431	291110878	r013
    27.026958572	950980500	r011
    27.026958572	312600944	r004
    27.026958572	325464983	r014
    27.026958572	993626647	r008
    27.026958572	312604058	r013
    27.527473547	950982105	r011
    27.527473547	296170300	r004
    27.527473547	315687981	r014
    27.527473547	929473783	r008
    27.527473547	296174105	r013
    28.027987396	950979875	r011
    28.027987396	307367981	r004
    28.027987396	319061074	r014
    28.027987396	967774992	r008
    28.027987396	307371223	r013
    28.528485787	950944200	r011
    28.528485787	303380517	r004
    28.528485787	319339941	r014
    28.528485787	958252569	r008
    28.528485787	303383925	r013
    29.028977220	950939910	r011
    29.028977220	299411722	r004
    29.028977220	317734714	r014
    29.028977220	942604548	r008
    29.028977220	299415147	r013
    29.529480569	950956545	r011
    29.529480569	311865386	r004
    29.529480569	321629197	r014
    29.529480569	986059540	r008
    29.529480569	311868816	r013
    30.029968543	950929210	r011
    30.029968543	292765729	r004
    30.029968543	309785645	r014
    30.029968543	911119615	r008
    30.029968543	292769257	r013
    30.530532267	951073635	r011
    30.530532267	317257165	r004
    30.530532267	331777979	r014
    30.530532267	1017418239	r008
    30.530532267	317260316	r013
    31.031053742	950996255	r011
    31.031053742	285462973	r004
    31.031053742	305018432	r014
    31.031053742	883513599	r008
    31.031053742	285467023	r013
    31.531552924	950950320	r011
    31.531552924	323633400	r004
    31.531552924	336175166	r014
    31.531552924	1040978388	r008
    31.531552924	323636416	r013
    32.032116357	951073405	r011
    32.032116357	278816070	r004
    32.032116357	301076616	r014
    32.032116357	857214431	r008
    32.032116357	278819780	r013
    32.532693748	951097120	r011
    32.532693748	335404971	r004
    32.532693748	343566947	r014
    32.532693748	1085992353	r008
    32.532693748	335407722	r013
    33.033288138	951126525	r011
    33.033288138	277290515	r004
    33.033288138	297352599	r014
    33.033288138	846181576	r008
    33.033288138	277294487	r013
    33.533882737	951137135	r011
    33.533882737	330229155	r004
    33.533882737	343171280	r014
    33.533882737	1071846273	r008
    33.533882737	330231872	r013
    34.034480128	951134269	r011
    34.034480128	281490789	r004
    34.034480128	295828208	r014
    34.034480128	857340049	r008
    34.034480128	281494678	r013
    34.535070269	951124676	r011
    34.535070269	323336602	r004
    34.535070269	342691110	r014
    34.535070269	1051131780	r008
    34.535070269	323339560	r013
    35.035729618	951255350	r011
    35.035729618	286706365	r004
    35.035729618	299605850	r014
    35.035729618	875941655	r008
    35.035729618	286710173	r013
    35.536314759	951115925	r011
    35.536314759	317004044	r004
    35.536314759	331836630	r014
    35.536314759	1015947461	r008
    35.536314759	317007047	r013
    36.036903275	919913458	r011
    36.036903275	419624843	r004
    36.036903275	237461603	r014
    36.036903275	808609918	r008
    36.036903275	419637847	r013
    36.537473999	927670051	r011
    36.537473999	502303439	r004
    36.537473999	245551142	r014
    36.537473999	932080907	r008
    36.537473999	502319011	r013
    37.038059806	946517588	r011
    37.038059806	488685104	r004
    37.038059806	245510776	r014
    37.038059806	909110852	r008
    37.038059806	488699688	r013
    37.538637572	951101625	r011
    37.538637572	490436617	r004
    37.538637572	246178030	r014
    37.538637572	915763669	r008
    37.538637572	490450945	r013
    38.039209921	893235318	r011
    38.039209921	480150015	r004
    38.039209921	235707431	r014
    38.039209921	893939495	r008
    38.039209921	480164694	r013
    38.539835520	823246956	r011
    38.539835520	463060368	r004
    38.539835520	221478962	r014
    38.539835520	860601624	r008
    38.539835520	463077536	r013
    39.040350411	950976655	r011
    39.040350411	459033320	r004
    39.040350411	239924114	r014
    39.040350411	854267949	r008
    39.040350411	459046908	r013
    39.540852552	848578399	r011
    39.540852552	492109905	r004
    39.540852552	231151431	r014
    39.540852552	918067149	r008
    39.540852552	492126251	r013
    40.041308735	950865800	r011
    40.041308735	451404862	r004
    40.041308735	239050449	r014
    40.041308735	835273966	r008
    40.041308735	451418617	r013
    40.541812543	947211536	r011
    40.541812543	552314957	r004
    40.541812543	258969575	r014
    40.541812543	1030936923	r008
    40.541812543	552331208	r013
    41.042309975	934993408	r011
    41.042309975	442932757	r004
    41.042309975	234801238	r014
    41.042309975	824114431	r008
    41.042309975	442945896	r013
    41.542792991	873515869	r011
    41.542792991	504528373	r004
    41.542792991	238291281	r014
    41.542792991	938428827	r008
    41.542792991	504545318	r013
    42.043285049	355777554	r011
    42.043285049	101215180	r004
    42.043285049	77078653	r014
    42.043285049	187858353	r008
    42.043285049	101220778	r013
    42.543760023	240566573	r011
    42.543760023	38407399	r004
    42.543760023	47272867	r014
    42.543760023	69425116	r008
    42.543760023	38411512	r013
    43.044253248	113763990	r011
    43.044253248	53651397	r004
    43.044253248	28731046	r014
    43.044253248	99944718	r008
    43.044253248	53654397	r013
    43.544710930	912152096	r011
    43.544710930	418592608	r004
    43.544710930	226249726	r014
    43.544710930	775627852	r008
    43.544710930	418606398	r013
    44.045258821	886150353	r011
    44.045258821	517526762	r004
    44.045258821	243602693	r014
    44.045258821	963724087	r008
    44.045258821	517550974	r013
    44.545754296	951040780	r011
    44.545754296	448337487	r004
    44.545754296	238630587	r014
    44.545754296	833135844	r008
    44.545754296	448341533	r013
    45.046246645	904693306	r011
    45.046246645	530965386	r004
    45.046246645	249459918	r014
    45.046246645	986705683	r008
    45.046246645	530981020	r013
    45.546745536	899250644	r011
    45.546745536	411709150	r004
    45.546745536	222484463	r014
    45.546745536	767021110	r008
    45.546745536	411722537	r013
    46.047239052	935248920	r011
    46.047239052	527448589	r004
    46.047239052	252791319	r014
    46.047239052	981257222	r008
    46.047239052	527464404	r013
    46.547731693	921623940	r011
    46.547731693	453688461	r004
    46.547731693	235995464	r014
    46.547731693	842290014	r008
    46.547731693	453702516	r013
    47.048223292	950937725	r011
    47.048223292	518271958	r004
    47.048223292	253503810	r014
    47.048223292	965591821	r008
    47.048223292	518286702	r013
    47.548728600	948608913	r011
    47.548728600	486542519	r004
    47.548728600	246990414	r014
    47.548728600	901464430	r008
    47.548728600	486557262	r013
    48.049884156	941693059	r011
    48.049884156	491574662	r004
    48.049884156	246042691	r014
    48.049884156	917280167	r008
    48.049884156	491589358	r013
    48.550425797	946659065	r011
    48.550425797	505039395	r004
    48.550425797	251115266	r014
    48.550425797	936057649	r008
    48.550425797	505054565	r013
    49.050930396	930591071	r011
    49.050930396	471705029	r004
    49.050930396	240495047	r014
    49.050930396	879565900	r008
    49.050930396	471719274	r013
    49.551432746	946359651	r011
    49.551432746	519844370	r004
    49.551432746	254144351	r014
    49.551432746	964885601	r008
    49.551432746	519860093	r013
    50.051921303	939791794	r011
    50.051921303	458035581	r004
    50.051921303	239114337	r014
    50.051921303	853159445	r008
    50.051921303	458049999	r013
    50.552375528	945528091	r011
    50.552375528	534920163	r004
    50.552375528	257075361	r014
    50.552375528	993831779	r008
    50.552375528	534935924	r013
    51.052865960	948732186	r011
    51.052865960	450753546	r004
    51.052865960	239363232	r014
    51.052865960	837205407	r008
    51.052865960	450767753	r013
    51.582664284	931704951	r011
    51.582664284	537019639	r004
    51.582664284	255226640	r014
    51.582664284	1000546716	r008
    51.582664284	537035348	r013
    52.083164967	886070603	r011
    52.083164967	406627458	r004
    52.083164967	220604093	r014
    52.083164967	754690118	r008
    52.083164967	406641522	r013
    52.583650816	936212383	r011
    52.583650816	543317780	r004
    52.583650816	257094914	r014
    52.583650816	1011361497	r008
    52.583650816	543334275	r013
    53.084125582	950905140	r011
    53.084125582	451069061	r004
    53.084125582	240840336	r014
    53.084125582	834006298	r008
    53.084125582	451082824	r013
    53.584951972	949485365	r011
    53.584951972	535541979	r004
    53.584951972	256985912	r014
    53.584951972	998436749	r008
    53.584951972	535557473	r013
    54.085527821	951097279	r011
    54.085527821	466560672	r004
    54.085527821	243580129	r014
    54.085527821	867336463	r008
    54.085527821	466575279	r013
    54.586032504	860966919	r011
    54.586032504	471872462	r004
    54.586032504	231193535	r014
    54.586032504	875253767	r008
    54.586032504	471887406	r013
    55.086525812	944792956	r011
    55.086525812	474427617	r004
    55.086525812	244480758	r014
    55.086525812	880462238	r008
    55.086525812	474442029	r013
    55.587018744	946118640	r011
    55.587018744	501856740	r004
    55.587018744	249933160	r014
    55.587018744	934548222	r008
    55.587018744	501871881	r013
    56.087513677	935773660	r011
    56.087513677	482472686	r004
    56.087513677	244139199	r014
    56.087513677	897169942	r008
    56.087513677	482487921	r013
    56.613553218	887434929	r011
    56.613553218	440274982	r004
    56.613553218	228276718	r014
    56.613553218	818597531	r008
    56.613553218	440289665	r013
    57.114046150	947516615	r011
    57.114046150	527307168	r004
    57.114046150	257008294	r014
    57.114046150	977141419	r008
    57.114046150	527322182	r013
    57.614538791	950936329	r011
    57.614538791	460980844	r004
    57.614538791	242192323	r014
    57.614538791	858009844	r008
    57.614538791	460994794	r013
    58.115026766	950933040	r011
    58.115026766	558735340	r004
    58.115026766	261155469	r014
    58.115026766	1111541562	r008
    58.115026766	558746183	r013
    58.615575948	951043635	r011
    58.615575948	525288463	r004
    58.615575948	252982506	r014
    58.615575948	1063552594	r008
    58.615575948	525296550	r013
    59.116071631	950942575	r011
    59.116071631	617869527	r004
    59.116071631	272949538	r014
    59.116071631	1275360734	r008
    59.116071631	617878138	r013
    59.616560272	950932400	r011
    59.616560272	499403896	r004
    59.616560272	247717798	r014
    59.616560272	1016335854	r008
    59.616560272	499411838	r013
    60.117040621	950912875	r011
    60.117040621	645572066	r004
    60.117040621	279007666	r014
    60.117040621	1321313883	r008
    60.117040621	645580637	r013
    60.617593137	951053750	r011
    60.617593137	498513243	r004
    60.617593137	246625441	r014
    60.617593137	1008342039	r008
    60.617593137	498521760	r013
    61.118095736	940034493	r011
    61.118095736	615517027	r004
    61.118095736	271345750	r014
    61.118095736	1271299407	r008
    61.118095736	615525632	r013
    61.618594627	950951780	r011
    61.618594627	505275281	r004
    61.618594627	249256633	r014
    61.618594627	1026788273	r008
    61.618594627	505283421	r013
    62.119085310	950932170	r011
    62.119085310	630896578	r004
    62.119085310	274813383	r014
    62.119085310	1288865746	r008
    62.119085310	630905030	r013
    62.619590826	950922670	r011
    62.619590826	511173335	r004
    62.619590826	251383735	r014
    62.619590826	1045795289	r008
    62.619590826	511181599	r013
    63.120106425	950982950	r011
    63.120106425	604161118	r004
    63.120106425	269308649	r014
    63.120106425	1231316468	r008
    63.120106425	604169499	r013
    63.620684983	951102817	r011
    63.620684983	528419191	r004
    63.620684983	254500905	r014
    63.620684983	1079905676	r008
    63.620684983	528427468	r013
    64.121172291	950928493	r011
    64.121172291	590460349	r004
    64.121172291	267180083	r014
    64.121172291	1214328429	r008
    64.121172291	590468653	r013
    64.621700723	951006360	r011
    64.621700723	538447376	r004
    64.621700723	256291561	r014
    64.621700723	1097724044	r008
    64.621700723	538456049	r013
    65.122208156	950966180	r011
    65.122208156	573871927	r004
    65.122208156	263543959	r014
    65.122208156	1173761203	r008
    65.122208156	573880003	r013
    65.622720838	950975590	r011
    65.622720838	570749705	r004
    65.622720838	261960459	r014
    65.622720838	1156836831	r008
    65.622720838	570758051	r013
    66.123507687	951500230	r011
    66.123507687	541387919	r004
    66.123507687	257979849	r014
    66.123507687	1114407270	r008
    66.123507687	541396207	r013
    66.628739984	951456170	r011
    66.628739984	595566995	r004
    66.628739984	268364748	r014
    66.628739984	1213515784	r008
    66.628739984	595575681	r013
    67.129917415	952240267	r011
    67.129917415	534172334	r004
    67.129917415	254971640	r014
    67.129917415	1090324808	r008
    67.129917415	534180591	r013
    67.630571389	951240323	r011
    67.630571389	603131250	r004
    67.630571389	268031526	r014
    67.630571389	1238408777	r008
    67.630571389	603139754	r013
    68.131143905	951091663	r011
    68.131143905	522542591	r004
    68.131143905	249998059	r014
    68.131143905	1060682217	r008
    68.131143905	522550606	r013
    68.631728796	951114420	r011
    68.631728796	615851655	r004
    68.631728796	271421428	r014
    68.631728796	1270964613	r008
    68.631728796	615859980	r013
    69.132299978	951085395	r011
    69.132299978	502560631	r004
    69.132299978	246917929	r014
    69.132299978	1022637997	r008
    69.132299978	502568800	r013
    69.632882660	951110255	r011
    69.632882660	639667846	r004
    69.632882660	275821283	r014
    69.632882660	1316148911	r008
    69.632882660	639676254	r013
    70.133454468	951086695	r011
    70.133454468	500263546	r004
    70.133454468	246616609	r014
    70.133454468	1018518329	r008
    70.133454468	500272008	r013
    70.634002317	951043630	r011
    70.634002317	635623515	r004
    70.634002317	274681313	r014
    70.634002317	1298131413	r008
    70.634002317	635632275	r013
    71.134623166	951179130	r011
    71.134623166	508955488	r004
    71.134623166	249031259	r014
    71.134623166	1038069014	r008
    71.134623166	508963827	r013
    71.635679264	952008928	r011
    71.635679264	611264921	r004
    71.635679264	270090242	r014
    71.635679264	1260453139	r008
    71.635679264	611273560	r013
    72.136246405	951075275	r011
    72.136246405	528977551	r004
    72.136246405	252407352	r014
    72.136246405	1070742754	r008
    72.136246405	528985806	r013
    72.636818588	951090050	r011
    72.636818588	581722458	r004
    72.636818588	264458719	r014
    72.636818588	1199319181	r008
    72.636818588	581731026	r013
    73.137387770	951083330	r011
    73.137387770	554524649	r004
    73.137387770	258203784	r014
    73.137387770	1128421801	r008
    73.137387770	554532875	r013
    73.637962036	951094620	r011
    73.637962036	557118027	r004
    73.637962036	258661555	r014
    73.637962036	1143225613	r008
    73.637962036	557126754	r013
    74.138519510	951064395	r011
    74.138519510	432470560	r004
    74.138519510	384597010	r014
    74.138519510	1241369019	r008
    74.138519510	432474878	r013
    74.639064276	951036685	r011
    74.639064276	407175840	r004
    74.639064276	411384253	r014
    74.639064276	1259175913	r008
    74.639064276	407179578	r013
    75.139612417	951046685	r011
    75.139612417	433860516	r004
    75.139612417	438953663	r014
    75.139612417	1362055696	r008
    75.139612417	433863800	r013
    75.640159016	951035605	r011
    75.640159016	398971119	r004
    75.640159016	402917037	r014
    75.640159016	1227067507	r008
    75.640159016	398975000	r013
    76.140815698	951248790	r011
    76.140815698	446469526	r004
    76.140815698	445767726	r014
    76.140815698	1408776287	r008
    76.140815698	446472677	r013
    76.641379756	951077675	r011
    76.641379756	390049796	r004
    76.641379756	398746115	r014
    76.641379756	1194640220	r008
    76.641379756	390053812	r013
    77.141963022	951110900	r011
    77.141963022	453353665	r004
    77.141963022	451991385	r014
    77.141963022	1435294639	r008
    77.141963022	453356658	r013
    77.642445246	950916572	r011
    77.642445246	381224411	r004
    77.642445246	387873489	r014
    77.642445246	1159359433	r008
    77.642445246	381228553	r013
    78.142915012	950895283	r011
    78.142915012	458985662	r004
    78.142915012	458843772	r014
    78.142915012	1458403416	r008
    78.142915012	458988689	r013
    78.643398486	950918830	r011
    78.643398486	380931452	r004
    78.643398486	395105843	r014
    78.643398486	1160257983	r008
    78.643398486	380935516	r013
    79.143874128	950911952	r011
    79.143874128	455573530	r004
    79.143874128	453062356	r014
    79.143874128	1443983792	r008
    79.143874128	455576540	r013
    79.644367852	950933628	r011
    79.644367852	389155597	r004
    79.644367852	395993169	r014
    79.644367852	1190243712	r008
    79.644367852	389159641	r013
    80.144848118	950913675	r011
    80.144848118	438768259	r004
    80.144848118	441690928	r014
    80.144848118	1380499085	r008
    80.144848118	438771425	r013
    80.645388009	951026505	r011
    80.645388009	404801816	r004
    80.645388009	410455732	r014
    80.645388009	1249574757	r008
    80.645388009	404805598	r013
    81.145857525	950900795	r011
    81.145857525	424785384	r004
    81.145857525	429880125	r014
    81.145857525	1327298724	r008
    81.145857525	424788777	r013
    81.646440999	950994132	r011
    81.646440999	419581564	r004
    81.646440999	422026925	r014
    81.646440999	1305803052	r008
    81.646440999	419585093	r013
    82.146915265	950906635	r011
    82.146915265	420133820	r004
    82.146915265	422326508	r014
    82.146915265	1308432525	r008
    82.146915265	420137510	r013
    82.647389073	950900610	r011
    82.647389073	422772893	r004
    82.647389073	427545284	r014
    82.647389073	1319503546	r008
    82.647389073	422776457	r013
    83.147850297	950878580	r011
    83.147850297	409109391	r004
    83.147850297	411910723	r014
    83.147850297	1266070956	r008
    83.147850297	409113173	r013
    83.648329938	950912975	r011
    83.648329938	433185055	r004
    83.648329938	432864986	r014
    83.648329938	1358152589	r008
    83.648329938	433188492	r013
    84.148800496	950894975	r011
    84.148800496	397024676	r004
    84.148800496	401093919	r014
    84.148800496	1219759127	r008
    84.148800496	397028647	r013
    84.649273012	950903810	r011
    84.649273012	448753949	r004
    84.649273012	446926443	r014
    84.649273012	1417945887	r008
    84.649273012	448757119	r013
    85.149732195	950871520	r011
    85.149732195	384924674	r004
    85.149732195	391701074	r014
    85.149732195	1173492466	r008
    85.149732195	384928515	r013
