Start:	1357099277507316443
Event 1 Label:	CPU cycles		RAW Identifier:	r0FF
Event 2 Label:	L1 Data Cache access		RAW Identifier:	r004
Event 3 Label:	L1 Instructions Cache access		RAW Identifier:	r014
Event 4 Label:	L2 Data Cache access		RAW Identifier:	r016
Event 5 Label:	Bus Access		RAW Identifier:	r019
     0.500326070	1183452	r0FF
     0.500326070	55202	r004
     0.500326070	72408	r014
     0.500326070	5340	r016
     0.500326070	1305	r019
     1.001097971	225306	r0FF
     1.001097971	21138	r004
     1.001097971	28717	r014
     1.001097971	1542	r016
     1.001097971	500	r019
     1.502180538	231359	r0FF
     1.502180538	22010	r004
     1.502180538	30183	r014
     1.502180538	1645	r016
     1.502180538	434	r019
     2.002790773	210877	r0FF
     2.002790773	21972	r004
     2.002790773	29411	r014
     2.002790773	1587	r016
     2.002790773	382	r019
     2.503400842	209751	r0FF
     2.503400842	22031	r004
     2.503400842	29768	r014
     2.503400842	1576	r016
     2.503400842	382	r019
     3.004005702	208405	r0FF
     3.004005702	21863	r004
     3.004005702	28951	r014
     3.004005702	1550	r016
     3.004005702	386	r019
     3.504675062	210715	r0FF
     3.504675062	21803	r004
     3.504675062	28553	r014
     3.504675062	1544	r016
     3.504675062	386	r019
     4.005272922	208354	r0FF
     4.005272922	21890	r004
     4.005272922	28586	r014
     4.005272922	1545	r016
     4.005272922	386	r019
     4.505873740	471685	r0FF
     4.505873740	47629	r004
     4.505873740	67888	r014
     4.505873740	4803	r016
     4.505873740	1559	r019
     5.006510267	211491	r0FF
     5.006510267	23648	r004
     5.006510267	33041	r014
     5.006510267	2599	r016
     5.006510267	442	r019
     5.507236460	208143	r0FF
     5.507236460	25424	r004
     5.507236460	31665	r014
     5.507236460	1609	r016
     5.507236460	381	r019
     6.007851154	209293	r0FF
     6.007851154	21839	r004
     6.007851154	29313	r014
     6.007851154	1487	r016
     6.007851154	382	r019
     6.508667722	211708	r0FF
     6.508667722	21929	r004
     6.508667722	29869	r014
     6.508667722	1500	r016
     6.508667722	394	r019
     7.009338665	210589	r0FF
     7.009338665	21760	r004
     7.009338665	29470	r014
     7.009338665	1505	r016
     7.009338665	467	r019
     7.509987025	237075	r0FF
     7.509987025	25470	r004
     7.509987025	34198	r014
     7.509987025	1707	r016
     7.509987025	421	r019
     8.010622552	208625	r0FF
     8.010622552	21848	r004
     8.010622552	28929	r014
     8.010622552	1422	r016
     8.010622552	402	r019
     8.511282995	432254	r0FF
     8.511282995	46742	r004
     8.511282995	67712	r014
     8.511282995	4521	r016
     8.511282995	1212	r019
     9.011928147	218164	r0FF
     9.011928147	23734	r004
     9.011928147	29531	r014
     9.011928147	1576	r016
     9.011928147	433	r019
     9.512571757	222496	r0FF
     9.512571757	21994	r004
     9.512571757	29869	r014
     9.512571757	1495	r016
     9.512571757	414	r019
    10.013216409	210487	r0FF
    10.013216409	21920	r004
    10.013216409	29465	r014
    10.013216409	1585	r016
    10.013216409	394	r019
    10.513870894	205898	r0FF
    10.513870894	21915	r004
    10.513870894	28657	r014
    10.513870894	1483	r016
    10.513870894	386	r019
    11.014541087	207144	r0FF
    11.014541087	21882	r004
    11.014541087	29285	r014
    11.014541087	1527	r016
    11.014541087	386	r019
    11.515323113	206845	r0FF
    11.515323113	21920	r004
    11.515323113	28701	r014
    11.515323113	1480	r016
    11.515323113	402	r019
    12.015972890	205703	r0FF
    12.015972890	21972	r004
    12.015972890	29437	r014
    12.015972890	1482	r016
    12.015972890	386	r019
    12.516623833	491175	r0FF
    12.516623833	48696	r004
    12.516623833	68675	r014
    12.516623833	4679	r016
    12.516623833	1327	r019
    13.017275485	216978	r0FF
    13.017275485	23783	r004
    13.017275485	30109	r014
    13.017275485	1577	r016
    13.017275485	385	r019
    13.517924637	215459	r0FF
    13.517924637	21990	r004
    13.517924637	32944	r014
    13.517924637	1605	r016
    13.517924637	384	r019
    14.018571747	206835	r0FF
    14.018571747	21915	r004
    14.018571747	26313	r014
    14.018571747	1385	r016
    14.018571747	388	r019
    14.519327106	231686	r0FF
    14.519327106	21824	r004
    14.519327106	28802	r014
    14.519327106	1612	r016
    14.519327106	577	r019
    15.020072883	246905	r0FF
    15.020072883	26516	r004
