#Timestamp	r011	r004	r014	r008	r013
1419810145667409894	1000641751	132114942	349321956	1417258250	132096509
1419810146167959493	1001108287	116206283	315981032	1269336196	116210902
1419810146668379260	1000852028	83857864	350596275	1536107678	83860378
1419810147168816776	1000866631	138616298	321451479	1312178557	138619912
1419810147669265958	1000907954	98796155	344643535	1504775775	98799022
1419810148169707141	1000877665	107095229	331376158	1330168454	107098653
1419810148670213491	1000917515	132723035	342348191	1450308642	132726174
1419810149170657382	1000987652	100731595	330953406	1421173327	100734854
1419810149671114023	1000915095	122440531	346758130	1350882827	122443890
1419810150171943163	1001635330	110732695	346013677	1484587987	110735744
1419810150672372471	1000853930	110001491	326266334	1314794683	110005069
1419810151172819529	1000905890	122932139	360494686	1504616817	122934837
1419810151673249461	1000856985	114342572	318561060	1294828737	114346290
1419810152173692061	1000901251	118301106	357553987	1530221350	118303712
1419810152674115827	1000833094	117034753	326931848	1262899549	117038567
1419810153174552010	1000890831	82605506	353607828	1532898471	82608024
1419810153674985068	1000855964	126331689	321165152	1282838409	126335489
1419810154175471959	1000983006	112035521	353428247	1510521692	112038267
1419810154675936933	1000924619	110647777	322615647	1315931756	110651502
1419810155176478241	1000944289	130156818	357918553	1448883049	130159734
1419810155676918465	1000884710	103344798	327776854	1398053064	103348299
1419810156177348315	1000859655	103328711	337725539	1362700181	103332200
1419810156677781247	1000875960	128342180	344521850	1465175331	128345102
1419810157178232972	1000898335	108511036	330638439	1343151881	108514610
1419810157678681321	1000905860	124844309	361142498	1496117452	124847045
1419810158179172754	1000976525	114177025	321461342	1303212330	114180777
1419810158679634187	1000936225	103849327	363783356	1530486699	103851998
1419810159180069494	1000862665	128716403	327444823	1313623828	128720229
1419810159680681219	1001235595	85449368	350025380	1527986735	85452067
1419810160181437401	1001109762	122500057	322289825	1285762164	122503836
1419810160681972375	1001085012	110857921	350779643	1576981020	110860412
1419810161182486057	1001015493	116843620	316973440	1258227615	116847537
1419810161683020782	1001085076	117804986	358542611	1543616626	117807515
1419810162183561173	1001063399	172352098	304226849	1102439441	172356355
1419810162684141855	1001167305	336235670	350538997	1082898951	336238684
1419810163184719621	1001154065	301396966	318756764	933474733	301400760
1419810163685344012	1001252155	328548455	342859098	1047663073	328551472
1419810164185919986	1001153635	309438277	326887089	970365396	309441777
1419810164686494252	1001151605	323320887	335783337	1023036795	323324122
1419810165187401100	1001786182	313477177	332944825	990712434	313480560
1419810165687979074	1001152903	314121421	333112396	991876211	314124834
1419810166188558798	1001163475	324909728	337883673	1030192337	324912975
1419810166689134064	1001149137	305442957	323825347	954350370	305446601
1419810167189709330	1001156078	334028800	345974741	1068967599	334031998
1419810167690349179	1001284380	296850088	315856748	915599759	296853926
1419810168190927236	1001156215	340131236	355276539	1100398559	340134067
1419810168691508169	1001163635	293873097	308860855	896018069	293877160
1419810169192079476	1001147239	345073575	359942558	1122298856	345076362
1419810169692663075	1001166531	288884753	310756031	885208972	288888717
1419810170193368674	1001282651	346537042	354408746	1118771195	346539941
1419810170694010190	1001287385	292244715	312585957	897135144	292248508
1419810171194505914	1000997020	334665676	353269000	1082723727	334668596
1419810171694999014	1000985225	301758452	318741258	934261149	301762503
1419810172195544988	1001096235	347007388	354311530	1120378663	347010258
1419810172696049129	1001010375	305596593	327538781	962048990	305601170
1419810173196527811	1000960235	328162281	342041020	1047521745	328165805
1419810173697008119	1000959770	301535304	318960669	933195108	301539234
1419810174197483302	1000949545	339705999	351181039	1093406388	339709144
1419810174697977901	1000994740	298373681	315834598	921516235	298377651
