#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357015110703595054		23321101	3080799	4632901	412554	152902
1357015111204149981		27304067	2825965	4222535	425088	179588
1357015111704609659		20069876	2401049	3501150	348506	105727
1357015112205067962		22939034	2978055	4522850	365577	150347
1357015112705525806		25344181	2761576	3932807	418011	98965
1357015113206990019		19034917	2832565	4397079	332653	119870
1357015113707456864		25131135	2697918	3882485	406359	115615
1357015114207918250		20766512	2542694	3861873	324409	107257
1357015114708385178		20873995	2613225	3930461	341221	108011
1357015115208851480		24863683	2681560	4012410	358585	104475
1357015115709310491		15455439	2318890	3581852	267314	83895
1357015116209776794		22849012	2367856	3466970	341796	102190
1357015116710245013		23505088	2932603	4448389	387477	122666
1357015117210737941		24876946	3121690	4723140	425815	189142
1357015117711199660		24772959	2560161	3606637	410076	120514
1357015118211660421		14233480	2064878	3172192	259515	89326
1357015118712123015		24614846	2679228	3797562	412800	93911
1357015119212584402		20267725	2374679	3466931	338777	99051
1357015119713046913		22644331	3004747	4600055	366702	116096
1357015120213518507		21881235	2100224	2925815	351907	97295
1357015120713977018		18522595	2749850	4269577	326322	114723
1357015121214439862		24586840	2650320	3842423	393449	104753
1357015121714915498		30778022	3859467	5474747	556992	115756
1357015122215412134		13608835	1519809	2168639	236174	67769
1357015122716100185		31799800	3751880	5495473	512083	142140
1357015123216600280		18736717	2986393	5749174	271996	139000
1357015123717151832		20075049	1913360	2750871	290373	71781
1357015124217651343		15323730	1677618	2425611	253701	60450
1357015124718139478		15595544	1776955	2660173	234148	56337
1357015125218633406		19870950	1865728	2682087	282711	71940
1357015125719119125		69638917	11592109	17552616	1205158	243479
1357015126219586678		19986597	1841916	2673329	270328	73009
1357015126720077230		14049101	1572680	2337172	227653	67809
1357015127220569825		16756363	1793088	2588690	266500	64103
1357015127721262293		29427387	3673860	5338946	475488	101373
1357015128221733054		12383310	1548592	2312162	216363	64640
1357015128722235814		21789828	2119469	3020481	336247	80648
1357015129222732242		15281482	1802730	2735131	260740	120914
1357015129723223878		18683186	1860613	2609248	305314	77279
1357015130223734013		15500189	1578909	2235692	235610	42285
1357015130724235774		18445597	2252488	3345271	330874	120962
1357015131224714452		20883248	1955686	2816516	297838	84235
1357015131725182838		8894887	1129631	1713072	154736	51903
1357015132225749973		18885788	1792952	2466551	301466	65229
1357015132726378608		30669757	4120787	6174975	499519	132272
1357015133226866994		13912520	1587293	2277210	235776	48789
1357015133727368338		22466844	2167237	3135775	337123	104334
1357015134227866724		11344218	1559935	2326416	215829	69435
1357015134728368860		26703479	2911801	4199903	429788	97907
1357015135228872787		17681926	1971965	2926442	306842	128830
1357015135729358382		17558195	1886420	2778337	275778	84473
1357015136229853434		17340894	1616933	2289899	249596	46552
1357015136730359361		14208246	1920240	2864394	268609	73813
1357015137230929122		78242101	11264267	17434334	1283705	506896
1357015137731562424		142862923	21928974	30618233	3172792	652427
1357015138232035143		128233768	20676472	30578648	2549025	421051
1357015138732480862		116832991	17294708	23474721	2745051	377530
1357015139232932623		121990219	19640984	28914022	2452233	367497
1357015139733390926		122811095	18674000	26075526	2759888	420431
1357015140233844729		120856184	18466315	25855995	2693576	391481
1357015140734338823		129296700	20635219	30359449	2608434	476437
1357015141234884792		123710040	17868504	23991225	3001878	519906
1357015141735423886		124368747	20227285	30383541	2387120	418200
1357015142236130645		121028635	18305331	25235320	2788618	367967
1357015142739156142		127412680	19783072	28166958	2757669	426603
1357015143239687527		122283145	19437706	28521560	2463694	395914
1357015143740218413		120497479	17807065	23917586	2904778	381312
1357015144240769923		127651158	20982687	31641110	2431697	417422
1357015144741299017		122155658	18181648	24726436	2873610	387435
1357015145241842486		185779361	30387760	44576953	3626946	513199
1357015145742382872		130443364	20569776	30453073	2740100	523627
1357015146242913799		119844796	17770785	23967122	2869639	389131
1357015146743449726		129489457	21199029	32018592	2468056	436830
1357015147243981695		122490104	17968055	24232229	2919792	456903
1357015147744516623		124860666	19744081	28810848	2568075	413986
1357015148245044342		119033964	18450379	26153836	2600528	355439
1357015148745576186		121868200	18396605	25476188	2772313	398798
1357015149246155863		122795239	19854996	29569826	2408706	401194
1357015149746737581		118498796	17561273	24046770	2740299	386490
1357015150247274383		124613541	20028551	29444555	2525559	405159
1357015150747828769		124407891	19008287	26547937	2796753	399885
1357015151248349238		161211958	24825278	33969537	3713938	444528
1357015151748821624		167164269	27904157	42212823	3048474	502994
1357015152249329051		125368388	18639956	25159185	2986422	411220
1357015152749811062		120341095	18865585	27316309	2524920	407198
1357015153250299490		123071650	18983780	27167034	2630922	449071
1357015153750775584		120005723	17888395	24382594	2811119	387033
1357015154251241262		122550717	20091710	30288567	2317860	373158
1357015154751708731		122442992	18154130	24553944	2912524	393457
1357015155252178284		123336276	19686402	28838086	2500320	398653
1357015155752692794		119211817	18340072	25923224	2624653	384279
1357015156253205097		121471618	18378583	25403640	2801121	398126
1357015156753725691		126595111	20361860	30372202	2475714	433878
1357015157254229785		138817794	21071251	28781391	3201416	395812
1357015157754755337		141480117	23429986	35333514	2479373	426427
1357015158255244765		18624524	1813150	2515332	301327	79577
1357015158755768401		21779681	2453010	3630082	371581	121397
1357015159256248536		14005981	1659657	2468739	229886	79235
1357015159756701131		19836175	1885510	2737631	278124	70888
1357015160257571556		11728501	1583561	2359709	211248	46190
1357015160758046525		22291895	2373203	3207490	422144	103805
1357015161258666036		16860752	1670346	2376078	258334	70059
1357015161759118047		14305337	1796545	2649905	258954	78955
1357015162259564599		19474906	1812924	2591245	281587	68547
1357015162760095652		17909247	2458992	3675770	318628	109370
1357015163260544246		17359046	1736822	2431143	272736	49746
1357015163761033090		17276086	1752879	2576374	255224	70744
1357015164261499226		12111330	1503671	2245196	202701	57594
1357015164762021070		23999517	2452314	3661824	366294	123343
1357015165262491831		12129071	1468787	2211380	200135	74779
1357015165762964842		15637115	1422575	2021468	239039	71783
1357015166263434062		21824239	2207098	3044939	355455	71163
1357015166763909531		13733803	1809497	2699264	246204	76482
1357015167264368000		20141480	1884397	2577777	323460	75715
1357015167764881511		17937040	2325818	3488967	298190	110109
1357015168265352230		16021889	1649840	2397281	240864	64275
1357015168765862449		19902262	1964733	2652131	346900	73169
1357015169266323919		10120715	1437916	2153215	182568	40167
1357015169766773472		20087959	1912399	2740760	293763	75826
1357015170267264274		14432381	1684976	2459127	247963	68005
1357015170767745952		18079787	1950135	2947893	291243	111797
1357015171268209838		18904214	1767954	2490071	284715	81203
1357015171768676890		11011585	1533256	2314239	201236	59681
1357015172269131026		19610880	1878884	2574501	311863	54663
1357015172769649204		18867712	2317781	3440838	314429	104096
1357015173270114715		15525357	1708636	2363775	280711	62812
1357015173770575601		19812252	1890685	2701862	298895	78307
1357015174271136695		9536511	1404888	2133018	179513	53301
1357015174771585372		21232568	2110894	3069800	312889	76268
1357015175272060300		12052254	1289596	1920808	178608	41964
1357015175772534894		22766598	2877084	4187316	397129	112365
1357015176273092988		19978583	1882752	2596237	312203	81149
1357015176773634540		14082833	1991773	3090984	264187	106246
1357015177274171051		19327187	1776430	2597348	257466	80680
1357015177774851019		26422224	3186438	4550537	490498	157070
1357015178275424529		14839690	1663300	2447843	226731	48444
1357015178775939373		21671414	2162835	3001164	359927	82736
1357015179276408093		10487928	1534581	2324745	197413	56831
1357015179776863229		19755543	1895937	2710955	292883	67211
1357015180277332740		12148465	1269966	1859448	191643	52676
1357015180777811751		17566975	2056190	3002344	299335	74046
1357015181278276220		18300652	1731226	2535222	242235	49513
1357015181778742064		11219517	1628765	2470786	213067	64809
1357015182279196451		20404852	1971721	2810510	306800	72902
1357015182779718878		22378948	2783111	4186041	385448	153678
1357015183280188972		15987477	1734169	2519172	257341	82078
1357015183780733399		23921058	3031579	5651264	287970	83039
1357015184281197660		9425695	1418597	2168799	169631	45737
1357015184781652296		21263149	2092179	2980328	323494	84237
1357015185282125224		12115162	1255266	1857703	184023	54872
1357015185782601777		15493997	1683343	2351984	279200	72034
1357015186283076746		21161993	2082933	2947377	331450	87347
1357015186783541215		17031493	2542052	3844674	328891	91731
1357015187283996393		18642710	1745188	2439071	276225	50536
1357015187784519737		19472004	2375455	3376735	360242	103504
1357015188284997331		16249884	1831546	2686640	268487	73538
