#Timestamp	r011	r008	r001	r003	r017
1418759116233777515	1000519735	1460351917	1128141	345674	117545
1418759116733990843	1000431730	1289027183	2456149	668529	207306
1418759117234143003	1000308452	1409539043	1430253	439321	125669
1418759117734302914	1000320153	1443737920	1206748	386031	117564
1418759118234458158	1000315122	1287795543	2446855	643596	194009
1418759118734609361	1000306179	1533280149	513691	241763	91113
1418759119234765730	1000299514	1308878831	2289312	618963	187375
1418759119734922433	1000319795	1394640386	1606310	480773	135939
1418759120235087344	1000329900	1442302149	1191726	383299	113308
1418759120735248171	1000327070	1288051167	2452057	652009	201881
1418759121235404207	1000315445	1511307264	689181	277563	99261
1418759121735559993	1000314205	1339390711	2057175	563836	167833
1418759122235715446	1000312890	1360321503	1892980	540385	161727
1418759122735872482	1000318220	1484793482	912956	335084	98682
1418759123236035518	1000328950	1289739082	2457741	663606	206626
1418759123736190929	1000313918	1480984552	858987	296014	100082
1418759124236341549	1000306497	1363470017	1884173	531521	151529
1418759124736497335	1000313025	1341285628	2040675	565340	160748
1418759125236651121	1000311290	1487828652	767732	295222	92856
1418759125736804699	1000311310	1290507855	2459719	669455	210443
1418759126236962901	1000319835	1447002901	1127298	353745	111005
1418759126737114688	1000305322	1392502171	1611373	475355	142911
1418759127237274765	1000321913	646930790	3087655	6374649	1725644
1418759127737447635	1000342935	673533601	689338	10731310	1834887
1418759128237615588	1000345840	571477803	2598479	8513970	1981931
1418759128737781457	1000333968	747880581	1490757	8216830	1528501
1418759129237953410	1000345449	593494426	1749118	9920493	2058993
1418759129738222321	1000542918	580310343	2332336	8887661	2104642
1418759130238385857	1000330055	756122427	839488	8916511	1583977
1418759130738557602	1000345100	567671168	2571661	8741737	1971221
1418759131238727013	1000345085	696591303	1257145	9135338	1840735
1418759131738897383	1000339430	648634108	1966213	8871560	1729678
1418759132239065586	1000342600	580689286	2332698	9423639	2057871
1418759132739240956	875995491	636578352	664239	8142556	1590574
1418759133239405909	951447970	570120763	2725112	7852457	1734278
1418759133740165901	1001522235	652937271	1364572	9677483	1914103
1418759134240327813	1000328879	627602983	1734941	9134804	1975949
1418759134740489974	1000326700	642331261	2470875	7912548	1724796
1418759135240663886	1000349678	653506117	792693	10905401	2016067
1418759135740835131	1000344804	617789264	2593628	7926302	1797056
1418759136241004250	1000342520	713329712	1478063	8852638	1645568
1418759136741189495	1000374854	582136414	1739782	9987952	2168972
1418759137241356323	1000337432	630230865	2328265	7899517	1832828
1418759137741526943	1000340347	714686739	879567	9787375	1677600
1418759138241712813	1000373640	563740148	2587354	8928126	2008538
1418759138741881641	1000346673	729482713	1351042	8797711	1589155
1418759139242063261	1000360789	622632169	1884523	9145838	1923767
1418759139742271631	1000339640	575685569	2335642	9194440	2139471
1418759140242441751	1000343345	760895717	886002	8706495	1572716
1418759140742610663	1000340132	571811104	2598595	8641026	1980382
1418759141242774324	1000333621	646379737	1259097	9875681	1961497
1418759141734581513	983620757	647907233	2115144	8096758	1728314
