#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1453738483245187765	800546763	145323308	270407467	6658466	4656567
1453738483745758874	800939736	83066622	292396227	305506	82505
1453738484246196817	800705708	80299230	290843044	301924	50091
1453738484746634218	800703861	80157827	286972003	287834	30693
1453738485247069703	800695940	80395390	298428532	306827	49242
1453738485747510728	800710535	114650446	301730945	291238	34054
1453738486247942295	800694324	78589100	291721981	119240	16696
1453738486748371529	800688044	79924079	290022689	260079	24265
1453738487248839137	800695867	80090619	291013607	311807	35766
1453738487749276662	800757533	87077289	299860932	294475	31577
1453738488249736062	800732860	109502395	296139406	430258	85529
1453738488750179670	800714480	80213616	287706533	292560	33018
1453738489250620360	800703337	80893436	288641810	389548	83036
1453738489751074551	800730218	80148204	290423337	298930	63377
1453738490251513158	800707645	82075488	296682125	301322	39343
1453738490751950098	800701540	112968827	300827729	292727	31377
1453738491252380538	800688904	80348185	289892453	303020	33809
1453738491752814687	800698052	80231499	289988107	288401	27196
1453738492253245918	800693232	80095910	291732699	295588	25314
1453738492753677607	800691690	84503657	297296834	289154	22200
1453738493254155213	800765715	110930449	298858423	338217	38527
1453738493754603235	800720110	80262101	289827030	294343	33962
1453738494255038965	800698684	80286521	288923236	300816	32546
1453738494755472446	800696949	79942676	290598287	289441	25372
1453738495255908759	800697620	89876605	301055643	314820	41484
1453738495756391905	800776364	105506813	296765165	289464	30803
1453738496256827926	800701044	80340269	292342853	295755	25167
1453738496757258656	800692324	79194308	288046000	183487	17157
1453738497257686635	800686384	78699331	292252726	186158	16541
1453738497758114822	800685118	101502845	300993783	295170	21322
1453738498258553676	800700595	94903615	294471888	407953	84828
1453738498759079154	800846171	80768490	289891556	373886	100684
1453738499259519840	800706283	80503796	288792957	339545	57323
1453738499759956777	800702658	80052256	294772828	334540	50739
1453738500260392713	800699027	92490712	297431552	478500	69680
1453738500760838232	800716586	104742527	295176937	339718	51018
1453738501261296876	800721998	111095429	264573277	4851828	1663069
1453738501761785145	800783212	284879736	305791907	5723472	1105542
1453738502262283996	800800925	287091468	305652317	5647672	936275
1453738502762784598	800805187	285042798	308144199	5724016	909197
1453738503263275783	800786511	289043245	304366932	5630457	871978
1453738503763768009	800789394	283728071	307842660	5787719	922406
1453738504264317359	800882873	288813519	304050604	5642950	894857
1453738504764818835	800801570	284773339	308377701	5762684	916186
1453738505265311977	800792776	284332486	300902163	5787753	920993
1453738505765905494	800950376	285229245	308700386	5728862	898388
1453738506266487719	800936339	289041177	304124392	5640873	879817
1453738506767067152	800927950	285430403	308719039	5729544	873884
1453738507267653293	800942123	289110230	304350680	5629335	873074
1453738507768226809	800919644	285462601	308706165	5759925	861414
1453738508268793241	800906144	287477093	307794312	5686391	843995
1453738508769433881	801026953	289660622	306604062	5559623	774461
1453738509270052521	800991171	283951617	307808172	5767115	942800
1453738509770556078	800808676	288960863	304343703	5619662	872329
1453738510271049676	800793002	285050161	308707636	5726241	908820
1453738510771549858	800800430	289049320	304409878	5620981	873547
1453738511272039914	800788456	285311198	308412406	5730980	894661
1453738511772537595	800796256	288443103	304593249	5649952	893610
1453738512273031692	800794059	285634629	308454665	5689408	887400
1453738512773523831	800791176	286433006	306697506	5663669	914552
1453738513274080637	800893972	287039263	306009037	5649303	891406
1453738513774579650	800797589	284934706	308299890	5714263	915220
1453738514275075455	800797004	288539707	304133746	5630595	905415
1453738514775578551	800805704	285236400	309002453	5697874	891797
1453738515276068647	800787480	288773065	304417103	5625163	880942
1453738515776560368	800789196	285112146	308338430	5731082	909962
1453738516277055339	800793608	289054957	304373932	5604107	893504
1453738516777545935	800787864	285072952	308608919	5705482	873877
1453738517278037405	800785209	273840154	294932399	6678410	1178141
1453738517778528958	800791066	289412697	304814145	5585999	890107
1453738518279068553	800864957	285512447	309045173	5758430	902227
1453738518779548606	800770072	310299047	276161098	8585601	3393797
1453738519280039451	800785532	459228634	232040647	7542434	6164860
1453738519780557003	800830661	470393288	234576041	7531996	6376835
