#Timestamp	Benchmark	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357032778380988969	automotive_susan_s	1000	62	1.000000	0.042000	0.043000		20701410	5282121	252	574826	134409
1357032778902546149	automotive_susan_s	1000	61	1.000000	0.041000	0.042000		21108473	5422106	258	588714	139376
1357032779426905563	automotive_susan_s	1000	63	1.000000	0.043000	0.044000		27692680	6451113	280	702238	167211
1357032779970794155	automotive_susan_s	1000	63	1.000000	0.044000	0.045000		19200854	6150699	257	663928	153192
1357032780494327282	automotive_susan_s	1000	63	1.000000	0.042000	0.043000		28376217	6348777	318	722351	166899
1357032781025847655	automotive_susan_s	1000	64	1.000000	0.043000	0.044000		25781921	6325005	400	709270	174233
1357032781548448620	automotive_susan_s	1000	62	1.000000	0.045000	0.046000		19965224	5105855	244	559444	132147
1357032782080844113	automotive_susan_s	1000	64	1.000000	0.044000	0.045000		29998389	6951174	299	760524	178471
1357032782610831869	automotive_susan_s	1000	64	1.000000	0.045000	0.046000		16859359	5092823	242	554394	130347
1357032783129577440	automotive_susan_s	1000	63	1.000000	0.045000	0.046000		24331854	5516277	240	597269	140837
1357032783675828311	automotive_susan_s	1000	64	1.000000	0.043000	0.044000		27274124	7221215	315	784990	184320
1357032784205839983	automotive_susan_s	1000	64	1.000000	0.045000	0.046000		19565979	5082233	240	554597	131055
1357032784728812905	automotive_susan_s	1000	63	1.000000	0.044000	0.045000		23968516	5097439	240	558797	132354
1357032785260833483	automotive_susan_s	1000	65	1.000000	0.043000	0.044000		17283689	5084674	244	552385	129792
1357032785790968947	automotive_susan_s	1000	64	1.000000	0.043000	0.044000		26772966	6397464	279	696409	165269
1357032786312531960	automotive_susan_s	1000	64	1.000000	0.045000	0.046000		18826964	4450799	186	484465	112502
1357032786855827723	automotive_susan_s	1000	65	1.000000	0.045000	0.046000		25632648	7123490	340	777345	183869
1357032787374852876	automotive_susan_s	1000	63	1.000000	0.044000	0.045000		29601802	6916060	310	753759	178341
1357032787915812402	automotive_susan_s	1000	64	1.000000	0.046000	0.047000		24472647	5712374	266	622692	146973
1357032788450828546	automotive_susan_s	1000	65	1.000000	0.044000	0.045000		26834668	6253064	294	681561	160905
1357032788971026776	bzip2e	1000	60	1.000000	0.043000	0.044000		12772282	3278372	163	354134	86409
1357032789511045932	bzip2e	1000	62	1.000000	0.043000	0.044000		24312056	5176360	245	565331	139695
1357032790041107104	bzip2e	1000	62	1.000000	0.043000	0.044000		12929317	3556938	203	392911	97021
1357032790562887408	bzip2e	1000	60	1.000000	0.044000	0.045000		19994109	4056260	207	442626	109221
1357032791096018021	bzip2e	1000	62	1.000000	0.044000	0.045000		14492956	3009480	161	332050	83207
1357032791626131402	bzip2e	1000	61	1.000000	0.043000	0.044000		16765627	4108689	202	446667	110485
1357032792145802468	bzip2e	1000	61	1.000000	0.043000	0.044000		19664355	3841302	177	415508	101900
1357032792676110889	bzip2e	1000	62	1.000000	0.044000	0.045000		15396462	4356980	219	476289	116487
1357032793195996954	bzip2e	1000	60	1.000000	0.043000	0.044000		21141914	4185212	216	458325	113669
1357032793731024931	bzip2e	1000	62	1.000000	0.043000	0.044000		16815193	4027297	208	438564	109364
1357032794261106978	bzip2e	1000	61	1.000000	0.045000	0.046000		16841777	3909982	205	426807	105628
1357032794783113864	bzip2e	1000	60	1.000000	0.043000	0.044000		19584466	3993470	184	432019	106101
1357032795316100187	bzip2e	1000	62	1.000000	0.043000	0.044000		12186675	3351911	186	365079	90831
1357032795846147651	bzip2e	1000	61	1.000000	0.044000	0.045000		30953561	10013209	277	1448747	214751
1357032796364142185	bzip2e	1000	61	1.000000	0.043000	0.044000		12382707	2625218	149	289854	72765
1357032796896123680	bzip2e	1000	60	1.000000	0.043000	0.044000		19053467	3914278	201	428315	105894
1357032797415140041	bzip2e	1000	60	1.000000	0.043000	0.044000		16728946	4719810	206	509611	124879
1357032797961101455	bzip2e	1000	62	1.000000	0.044000	0.045000		21928060	4397132	215	479877	118540
1357032798491114003	bzip2e	1000	61	1.000000	0.043000	0.044000		17390675	4295459	248	499518	119297
1357032799015761790	bzip2e	1000	60	1.000000	0.043000	0.044000		18353430	3835531	201	416547	103767
1357032799546120377	bzip2e	1000	60	1.000000	0.044000	0.045000		20321836	4468704	222	486492	120763
1357032800076122509	bzip2e	1000	61	1.000000	0.043000	0.044000		13974404	3619109	191	393650	97676
1357032800594098335	bzip2e	1000	61	1.000000	0.043000	0.044000		20269731	3988859	177	433905	108180
1357032801126094579	bzip2e	1000	61	1.000000	0.044000	0.045000		12896650	3405371	183	370528	92551
1357032801656073586	bzip2e	1000	60	1.000000	0.043000	0.044000		25880022	6052564	266	659862	162921
1357032802191115146	bzip2e	1000	61	1.000000	0.043000	0.044000		17103636	3803207	200	413436	102604
1357032802721133235	bzip2e	1000	61	1.000000	0.045000	0.046000		20485846	5158576	250	561674	138007
1357032803243056788	bzip2e	1000	60	1.000000	0.043000	0.044000		20628535	4006879	215	437621	108823
1357032803776101527	bzip2e	1000	61	1.000000	0.043000	0.044000		12872109	3873749	178	418849	103838
1357032804281828341	consumer_jpeg_c	1000	54	1.000000	0.043000	0.044000		52477657	14588856	522	1588233	327545
1357032804795284610	consumer_jpeg_c	1000	56	1.000000	0.048000	0.049000		55382095	16029592	554	1771166	359857
1357032805305363856	consumer_jpeg_c	1000	50	1.000000	0.046000	0.047000		60611304	18655361	601	2030777	406735
1357032805820190701	consumer_jpeg_c	1000	57	1.000000	0.052000	0.053000		149385004	48968013	2068	5390674	1270953
1357032806345394776	consumer_jpeg_c	1000	60	1.000000	0.063000	0.064000		155504881	48104300	2051	5243285	1247711
1357032806861296948	consumer_jpeg_c	1000	58	1.000000	0.079000	0.081000		238943842	80698276	3332	8693975	2034320
1357032807379935520	consumer_jpeg_c	1000	59	1.000000	0.056000	0.057000		192199209	63547518	2545	7916809	1777247
1357032807904556349	consumer_jpeg_c	1000	60	1.000000	0.063000	0.064000		136795561	44499926	1903	4831393	1149277
1357032808429833758	consumer_jpeg_c	1000	60	1.000000	0.062000	0.063000		131575719	40088067	1738	4366972	1038663
1357032808947675001	consumer_jpeg_c	1000	60	1.000000	0.055000	0.056000		140255796	46702688	1980	5064651	1204230
1357032809478526711	consumer_jpeg_c	1000	60	1.000000	0.059000	0.060000		133752451	41673626	1795	4537390	1074963
1357032810004821197	consumer_jpeg_c	1000	59	1.000000	0.059000	0.060000		139066428	44452633	1903	4829627	1146405
1357032810527056998	consumer_jpeg_c	1000	61	1.000000	0.057000	0.058000		134806140	43276725	1855	4727160	1118227
1357032811047018646	consumer_jpeg_c	1000	60	1.000000	0.055000	0.056000		229969194	73187185	3142	7927987	1845510
1357032811565569844	consumer_jpeg_c	1000	58	1.000000	0.059000	0.060000		178932800	59286429	2446	6874298	1581634
