Start:	1428578386557969817
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.507727824	22728203	r0FF
     0.507727824	15240325	r01B
     0.507727824	9015615	r073
     0.507727824	190	r075
     0.507727824	3942208	r004
     0.507727824	546332	r016
     0.507727824	138431	r017
     1.008687786	2511562	r0FF
     1.008687786	389003	r01B
     1.008687786	220097	r073
     1.008687786	0	r075
     1.008687786	122080	r004
     1.008687786	12208	r016
     1.008687786	1017	r017
     1.509517207	3052247	r0FF
     1.509517207	603737	r01B
     1.509517207	338531	r073
     1.509517207	0	r075
     1.509517207	190585	r004
     1.509517207	18591	r016
     1.509517207	1120	r017
     2.010355544	1712622	r0FF
     2.010355544	359215	r01B
     2.010355544	207520	r073
     2.010355544	0	r075
     2.010355544	114000	r004
     2.010355544	10061	r016
     2.010355544	689	r017
     2.511154798	1779483	r0FF
     2.511154798	404132	r01B
     2.511154798	225457	r073
     2.511154798	0	r075
     2.511154798	127532	r004
     2.511154798	11362	r016
     2.511154798	761	r017
     3.011934094	2517731	r0FF
     3.011934094	396770	r01B
     3.011934094	225536	r073
     3.011934094	0	r075
     3.011934094	126718	r004
     3.011934094	12005	r016
     3.011934094	801	r017
     3.512699973	2549063	r0FF
     3.512699973	431950	r01B
     3.512699973	246106	r073
     3.512699973	0	r075
     3.512699973	137655	r004
     3.512699973	13678	r016
     3.512699973	782	r017
     4.013505143	1273102	r0FF
     4.013505143	387715	r01B
     4.013505143	217876	r073
     4.013505143	0	r075
     4.013505143	122342	r004
     4.013505143	10910	r016
     4.013505143	747	r017
     4.514415439	2277888	r0FF
     4.514415439	393127	r01B
     4.514415439	224718	r073
     4.514415439	0	r075
     4.514415439	127216	r004
     4.514415439	11416	r016
     4.514415439	649	r017
     5.015167901	2511800	r0FF
     5.015167901	421628	r01B
     5.015167901	236202	r073
     5.015167901	0	r075
     5.015167901	131201	r004
     5.015167901	12734	r016
     5.015167901	775	r017
     5.516591988	2344647	r0FF
     5.516591988	488787	r01B
     5.516591988	273109	r073
     5.516591988	0	r075
     5.516591988	157775	r004
     5.516591988	15515	r016
     5.516591988	857	r017
     6.017410908	1281291	r0FF
     6.017410908	321315	r01B
     6.017410908	182798	r073
     6.017410908	0	r075
     6.017410908	101982	r004
     6.017410908	9076	r016
     6.017410908	627	r017
     6.518170412	2646270	r0FF
     6.518170412	476142	r01B
     6.518170412	264743	r073
     6.518170412	0	r075
     6.518170412	156051	r004
     6.518170412	15041	r016
     6.518170412	863	r017
     7.018928917	2156240	r0FF
     7.018928917	295929	r01B
     7.018928917	169354	r073
     7.018928917	0	r075
     7.018928917	93239	r004
     7.018928917	7464	r016
     7.018928917	558	r017
     7.519785421	1948429	r0FF
     7.519785421	564918	r01B
     7.519785421	317859	r073
     7.519785421	0	r075
     7.519785421	179547	r004
     7.519785421	16825	r016
     7.519785421	785	r017
     8.020575800	1588746	r0FF
     8.020575800	259699	r01B
     8.020575800	148704	r073
     8.020575800	0	r075
     8.020575800	82021	r004
     8.020575800	6395	r016
     8.020575800	518	r017
     8.521384387	2773577	r0FF
     8.521384387	529060	r01B
     8.521384387	296916	r073
     8.521384387	0	r075
     8.521384387	169284	r004
     8.521384387	16689	r016
     8.521384387	860	r017
     9.022891723	2162143	r0FF
     9.022891723	304236	r01B
     9.022891723	173271	r073
     9.022891723	0	r075
     9.022891723	96606	r004
     9.022891723	9192	r016
     9.022891723	582	r017
     9.523693478	1628727	r0FF
     9.523693478	591456	r01B
     9.523693478	331444	r073
     9.523693478	0	r075
     9.523693478	188880	r004
     9.523693478	17997	r016
     9.523693478	894	r017
    10.024532523	2151260	r0FF
    10.024532523	293482	r01B
    10.024532523	170456	r073
    10.024532523	0	r075
    10.024532523	93530	r004
    10.024532523	7351	r016
    10.024532523	530	r017
    10.525341652	2606816	r0FF
    10.525341652	469833	r01B
    10.525341652	263225	r073
    10.525341652	0	r075
    10.525341652	148293	r004
    10.525341652	13993	r016
    10.525341652	821	r017
    11.026256156	1692649	r0FF
    11.026256156	338690	r01B
    11.026256156	192021	r073
    11.026256156	0	r075
    11.026256156	108556	r004
    11.026256156	10129	r016
    11.026256156	674	r017
    11.527104994	1942151	r0FF
    11.527104994	502686	r01B
    11.527104994	282626	r073
    11.527104994	0	r075
    11.527104994	159686	r004
    11.527104994	14609	r016
    11.527104994	774	r017
    12.027917331	2527783	r0FF
    12.027917331	540579	r01B
    12.027917331	299768	r073
    12.027917331	0	r075
    12.027917331	180377	r004
    12.027917331	11675	r016
    12.027917331	727	r017
    12.528732627	2545257	r0FF
    12.528732627	452070	r01B
    12.528732627	254481	r073
    12.528732627	0	r075
    12.528732627	143291	r004
    12.528732627	13005	r016
    12.528732627	826	r017
    13.029646048	1238027	r0FF
    13.029646048	370722	r01B
    13.029646048	214357	r073
    13.029646048	0	r075
    13.029646048	117904	r004
    13.029646048	10731	r016
    13.029646048	708	r017
    13.530482552	2523456	r0FF
    13.530482552	508293	r01B
    13.530482552	283387	r073
    13.530482552	0	r075
    13.530482552	161034	r004
    13.530482552	15604	r016
    13.530482552	825	r017
    14.031326181	2387425	r0FF
    14.031326181	379610	r01B
    14.031326181	218423	r073
    14.031326181	0	r075
    14.031326181	123167	r004
    14.031326181	11044	r016
    14.031326181	708	r017
    14.532389518	2730545	r0FF
    14.532389518	656150	r01B
    14.532389518	348662	r073
    14.532389518	117	r075
    14.532389518	205387	r004
    14.532389518	25610	r016
    14.532389518	2662	r017
    15.033217814	1455045	r0FF
    15.033217814	398118	r01B
    15.033217814	226185	r073
    15.033217814	0	r075
    15.033217814	126330	r004
    15.033217814	11363	r016
    15.033217814	750	r017
    15.534062193	2519581	r0FF
    15.534062193	427953	r01B
    15.534062193	239567	r073
    15.534062193	0	r075
    15.534062193	137637	r004
    15.534062193	13387	r016
    15.534062193	787	r017
    16.034899031	2442968	r0FF
    16.034899031	397221	r01B
    16.034899031	226307	r073
    16.034899031	0	r075
    16.034899031	126334	r004
    16.034899031	11898	r016
    16.034899031	738	r017
    16.535793493	1441970	r0FF
    16.535793493	385599	r01B
    16.535793493	220840	r073
    16.535793493	0	r075
    16.535793493	125106	r004
    16.535793493	10977	r016
    16.535793493	651	r017
    17.036632498	2160482	r0FF
