#Timestamp	CPU_ID	user%	nice%	sys%	idle%	iowait%	irq%	softiq%	steal%	guest%	guest_nice%
1428578989477355575	CPU_4	6.55	0	1.63	91.80	0	0	0	0	0	0
1428578990161591524	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578990860668986	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578991552865754	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578992240690571	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578992937960912	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578993629667972	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578994316204750	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578995017598208	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578995704526902	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578996394879673	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578997096162048	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578997785221489	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578998474492637	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578999172820226	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428578999857907424	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579000546734073	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579001241965834	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579001930464109	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579002621108380	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579003317694764	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579004007430036	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579004716192731	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579005404979547	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579006096097858	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579006793958615	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579007484551636	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579008175001408	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579008873149372	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579009563970726	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579010256130578	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579010954131959	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579011646020311	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579012334066129	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579013035470504	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579013725708068	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579014416753630	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579015118002047	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579015809209859	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579016508139573	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579017203819834	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579017893467816	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579018595253149	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579019285858212	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579019975493360	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579020677659151	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579021369189837	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579022057072864	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579022758122073	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579023450976132	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579024144500023	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579024848221020	CPU_4	1.40	0	0	98.59	0	0	0	0	0	0
1428579025540672329	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579026241785997	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579026933563267	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579027623577914	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579028325242832	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579029016802018	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579029706787541	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579030407170461	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579031105206135	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579031794216909	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579032495247786	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579033185893600	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579033878139410	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579034579441495	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579035270228516	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579035980640500	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579036674630182	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579037363207708	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579038066407373	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579038759861014	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579039451089243	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579040152716369	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579040844926013	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579041538265822	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579042241196154	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579042930862386	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579043624958193	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579044327142818	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579045018884421	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579045721913045	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579046415545728	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579047108433871	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579047812144952	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579048505232177	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579049198471486	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579049901008528	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579050592971381	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579051287516562	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579051990969685	CPU_4	0	0	0	100.00	0	0	0	0	0	0
1428579052682379039	CPU_4	0	0	0	100.00	0	0	0	0	0	0
