Start:	1428521196207933621
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500390050	250925009	r0FF
     0.500390050	101607557	r01B
     0.500390050	44577691	r073
     0.500390050	1968572	r075
     0.500390050	36213618	r004
     0.500390050	1038129	r016
     0.500390050	64026	r017
     1.001410974	250511817	r0FF
     1.001410974	87252295	r01B
     1.001410974	38840588	r073
     1.001410974	2222542	r075
     1.001410974	30294064	r004
     1.001410974	230048	r016
     1.001410974	6426	r017
     1.502241939	250418083	r0FF
     1.502241939	87171957	r01B
     1.502241939	38791448	r073
     1.502241939	2224342	r075
     1.502241939	30275260	r004
     1.502241939	224265	r016
     1.502241939	5655	r017
     2.003138905	250448747	r0FF
     2.003138905	87269759	r01B
     2.003138905	38824466	r073
     2.003138905	2229438	r075
     2.003138905	30318810	r004
     2.003138905	167384	r016
     2.003138905	2974	r017
     2.504075746	250435564	r0FF
     2.504075746	87251045	r01B
     2.504075746	38824364	r073
     2.504075746	2226580	r075
     2.504075746	30312529	r004
     2.504075746	187030	r016
     2.504075746	4661	r017
     3.004904920	250448657	r0FF
     3.004904920	87212622	r01B
     3.004904920	38817904	r073
     3.004904920	2222042	r075
     3.004904920	30283626	r004
     3.004904920	230003	r016
     3.004904920	6237	r017
     3.506698342	250896783	r0FF
     3.506698342	87368061	r01B
     3.506698342	38870321	r073
     3.506698342	2230708	r075
     3.506698342	30343785	r004
     3.506698342	204594	r016
     3.506698342	4297	r017
     4.007554432	250429238	r0FF
     4.007554432	87297115	r01B
     4.007554432	38833487	r073
     4.007554432	2229997	r075
     4.007554432	30332646	r004
     4.007554432	147073	r016
     4.007554432	3104	r017
     4.508443940	250444676	r0FF
     4.508443940	87205406	r01B
     4.508443940	38811448	r073
     4.508443940	2223346	r075
     4.508443940	30286185	r004
     4.508443940	227325	r016
     4.508443940	5736	r017
     5.009337947	250445818	r0FF
     5.009337947	87213775	r01B
     5.009337947	38820119	r073
     5.009337947	2222210	r075
     5.009337947	30287418	r004
     5.009337947	230942	r016
     5.009337947	5842	r017
     5.510191580	250429415	r0FF
     5.510191580	87267522	r01B
     5.510191580	38810559	r073
     5.510191580	2231640	r075
     5.510191580	30325811	r004
     5.510191580	141040	r016
     5.510191580	2493	r017
     6.011049337	250430338	r0FF
     6.011049337	87261480	r01B
     6.011049337	38836013	r073
     6.011049337	2224620	r075
     6.011049337	30306659	r004
     6.011049337	207192	r016
     6.011049337	4626	r017
     6.511955678	250453458	r0FF
     6.511955678	87192787	r01B
     6.511955678	38803751	r073
     6.511955678	2223608	r075
     6.511955678	30282986	r004
     6.511955678	226852	r016
     6.511955678	5918	r017
     7.012847477	250445696	r0FF
     7.012847477	87234355	r01B
     7.012847477	38813758	r073
     7.012847477	2226400	r075
     7.012847477	30303160	r004
     7.012847477	191104	r016
     7.012847477	4445	r017
     7.513721068	250438027	r0FF
     7.513721068	87255310	r01B
     7.513721068	38815619	r073
     7.513721068	2229357	r075
     7.513721068	30319074	r004
     7.513721068	165257	r016
     7.513721068	3484	r017
     8.014642576	250461746	r0FF
     8.014642576	87225175	r01B
     8.014642576	38827082	r073
     8.014642576	2222016	r075
     8.014642576	30295582	r004
     8.014642576	231298	r016
     8.014642576	5735	r017
     8.515522708	250440217	r0FF
     8.515522708	87187444	r01B
     8.515522708	38802685	r073
     8.515522708	2223410	r075
     8.515522708	30282541	r004
     8.515522708	226560	r016
     8.515522708	5553	r017
     9.016387716	250434080	r0FF
     9.016387716	87320342	r01B
     9.016387716	38840942	r073
     9.016387716	2231581	r075
     9.016387716	30341515	r004
     9.016387716	129880	r016
     9.016387716	2524	r017
     9.517248474	250429107	r0FF
     9.517248474	87192794	r01B
     9.517248474	38803086	r073
     9.517248474	2223614	r075
     9.517248474	30285170	r004
     9.517248474	227207	r016
     9.517248474	5274	r017
    10.018214148	250484536	r0FF
    10.018214148	87210020	r01B
    10.018214148	38816366	r073
    10.018214148	2222674	r075
    10.018214148	30291508	r004
    10.018214148	231278	r016
    10.018214148	5840	r017
    10.519227197	250507322	r0FF
    10.519227197	87289586	r01B
    10.519227197	38830067	r073
    10.519227197	2230130	r075
    10.519227197	30328873	r004
    10.519227197	161313	r016
    10.519227197	3364	r017
    11.020128996	250451588	r0FF
    11.020128996	87250835	r01B
    11.020128996	38824393	r073
    11.020128996	2226124	r075
    11.020128996	30308639	r004
    11.020128996	193827	r016
    11.020128996	4434	r017
    11.521030046	250450284	r0FF
    11.521030046	87196029	r01B
    11.521030046	38806081	r073
    11.521030046	2223751	r075
    11.521030046	30287318	r004
    11.521030046	227682	r016
    11.521030046	5258	r017
    12.021921720	250446315	r0FF
    12.021921720	87229716	r01B
    12.021921720	38814795	r073
    12.021921720	2225886	r075
    12.021921720	30303037	r004
    12.021921720	200177	r016
    12.021921720	4209	r017
    12.522798853	250439446	r0FF
    12.522798853	87265065	r01B
    12.522798853	38818539	r073
    12.522798853	2229582	r075
    12.522798853	30322672	r004
    12.522798853	154650	r016
    12.522798853	3320	r017
    13.023659569	250431103	r0FF
    13.023659569	87197699	r01B
    13.023659569	38809287	r073
    13.023659569	2222681	r075
    13.023659569	30285410	r004
    13.023659569	229925	r016
    13.023659569	5513	r017
    13.524609035	250474873	r0FF
    13.524609035	87194963	r01B
    13.524609035	38803102	r073
    13.524609035	2223919	r075
    13.524609035	30288079	r004
    13.524609035	226544	r016
    13.524609035	5459	r017
    14.025522585	250456818	r0FF
    14.025522585	87306802	r01B
    14.025522585	38831419	r073
    14.025522585	2232022	r075
    14.025522585	30336044	r004
    14.025522585	136167	r016
    14.025522585	2405	r017
    14.526416426	250448559	r0FF
    14.526416426	87200571	r01B
    14.526416426	38804260	r073
    14.526416426	2224236	r075
    14.526416426	30292278	r004
    14.526416426	219365	r016
    14.526416426	4909	r017
    15.027278267	250431945	r0FF
    15.027278267	87208322	r01B
    15.027278267	38813869	r073
    15.027278267	2222550	r075
    15.027278267	30287906	r004
    15.027278267	229551	r016
    15.027278267	5511	r017
    15.529308689	251016445	r0FF
    15.529308689	87443460	r01B
    15.529308689	38898163	r073
    15.529308689	2234190	r075
    15.529308689	30383381	r004
    15.529308689	170877	r016
    15.529308689	3513	r017
    16.030219155	250454804	r0FF
    16.030219155	87272581	r01B
    16.030219155	38832158	r073
    16.030219155	2226526	r075
    16.030219155	30319638	r004
    16.030219155	184644	r016
    16.030219155	4052	r017
    16.531089788	250436516	r0FF
    16.531089788	87203877	r01B
    16.531089788	38812409	r073
    16.531089788	2222914	r075
    16.531089788	30287940	r004
    16.531089788	229409	r016
    16.531089788	5369	r017
    17.032397128	250654020	r0FF
    17.032397128	87289463	r01B
    17.032397128	38843974	r073
    17.032397128	2226502	r075
    17.032397128	30321596	r004
    17.032397128	209564	r016
    17.032397128	4728	r017
    17.533290803	250447046	r0FF
    17.533290803	87270210	r01B
    17.533290803	38815911	r073
    17.533290803	2230878	r075
    17.533290803	30326141	r004
    17.533290803	146366	r016
    17.533290803	3106	r017
    18.034197061	250454047	r0FF
    18.034197061	87214437	r01B
    18.034197061	38823536	r073
    18.034197061	2221404	r075
    18.034197061	30293458	r004
    18.034197061	234020	r016
    18.034197061	5859	r017
    18.535061736	250432172	r0FF
    18.535061736	87174761	r01B
    18.535061736	38794032	r073
    18.535061736	2223658	r075
    18.535061736	30281505	r004
    18.535061736	227831	r016
    18.535061736	5070	r017
    19.035968786	250455770	r0FF
    19.035968786	87307739	r01B
    19.035968786	38838031	r073
    19.035968786	2230474	r075
    19.035968786	30335975	r004
    19.035968786	147214	r016
    19.035968786	2572	r017
    19.536865835	250447741	r0FF
    19.536865835	87199830	r01B
    19.536865835	38802477	r073
    19.536865835	2224696	r075
    19.536865835	30292819	r004
    19.536865835	212678	r016
    19.536865835	5039	r017
    20.037812885	250474915	r0FF
    20.037812885	87213705	r01B
    20.037812885	38817827	r073
    20.037812885	2222620	r075
    20.037812885	30294575	r004
    20.037812885	231112	r016
    20.037812885	5325	r017
    20.538726101	250457157	r0FF
    20.538726101	87242731	r01B
    20.538726101	38809996	r073
    20.538726101	2228945	r075
    20.538726101	30311964	r004
    20.538726101	176737	r016
    20.538726101	3504	r017
    21.039788151	250531666	r0FF
    21.039788151	87306471	r01B
    21.039788151	38848640	r073
    21.039788151	2227239	r075
    21.039788151	30329066	r004
    21.039788151	179430	r016
    21.039788151	4191	r017
    21.540652534	250432728	r0FF
    21.540652534	87182780	r01B
    21.540652534	38797734	r073
    21.540652534	2223292	r075
    21.540652534	30282407	r004
    21.540652534	227171	r016
    21.540652534	5515	r017
    22.041562376	250454363	r0FF
    22.041562376	87228622	r01B
    22.041562376	38818509	r073
    22.041562376	2224782	r075
    22.041562376	30300475	r004
    22.041562376	212973	r016
    22.041562376	4263	r017
    22.542462717	250451376	r0FF
    22.542462717	87290213	r01B
    22.542462717	38825492	r073
    22.542462717	2231208	r075
    22.542462717	30331633	r004
    22.542462717	142966	r016
    22.542462717	2901	r017
    23.043315184	250427644	r0FF
    23.043315184	87218596	r01B
    23.043315184	38825901	r073
    23.043315184	2221133	r075
    23.043315184	30289506	r004
    23.043315184	233636	r016
    23.043315184	5988	r017
    23.544234775	250459898	r0FF
    23.544234775	87203341	r01B
    23.544234775	38813352	r073
    23.544234775	2222972	r075
    23.544234775	30287916	r004
    23.544234775	229291	r016
    23.544234775	5372	r017
    24.045127117	250447084	r0FF
    24.045127117	87297574	r01B
    24.045127117	38827760	r073
    24.045127117	2231830	r075
    24.045127117	30334027	r004
    24.045127117	143647	r016
    24.045127117	2064	r017
    24.546018209	250445522	r0FF
    24.546018209	87228357	r01B
    24.546018209	38818333	r073
    24.546018209	2224298	r075
    24.546018209	30299433	r004
    24.546018209	213445	r016
    24.546018209	5085	r017
    25.046939259	250459949	r0FF
    25.046939259	87214888	r01B
    25.046939259	38818808	r073
    25.046939259	2222626	r075
    25.046939259	30289169	r004
    25.046939259	230624	r016
    25.046939259	5738	r017
    25.547813475	250438695	r0FF
    25.547813475	87241606	r01B
    25.547813475	38807146	r073
    25.547813475	2229216	r075
    25.547813475	30307509	r004
    25.547813475	174306	r016
    25.547813475	3360	r017
    26.048700067	250445453	r0FF
    26.048700067	87260655	r01B
    26.048700067	38822049	r073
    26.048700067	2227572	r075
    26.048700067	30315242	r004
    26.048700067	177901	r016
    26.048700067	3664	r017
    26.549654617	250475824	r0FF
    26.549654617	87246390	r01B
    26.549654617	38836128	r073
    26.549654617	2222166	r075
    26.549654617	30302702	r004
    26.549654617	229894	r016
    26.549654617	5669	r017
    27.050564751	250456072	r0FF
    27.050564751	87230391	r01B
    27.050564751	38824068	r073
    27.050564751	2223250	r075
    27.050564751	30296341	r004
    27.050564751	218201	r016
    27.050564751	5516	r017
    27.551432134	250435199	r0FF
    27.551432134	87293568	r01B
    27.551432134	38824274	r073
    27.551432134	2232238	r075
    27.551432134	30337681	r004
    27.551432134	137460	r016
    27.551432134	2255	r017
    28.052318809	250444530	r0FF
    28.052318809	87219506	r01B
    28.052318809	38821269	r073
    28.052318809	2222537	r075
    28.052318809	30294487	r004
    28.052318809	229595	r016
    28.052318809	5396	r017
    28.553207068	250442764	r0FF
    28.553207068	87180444	r01B
    28.553207068	38797241	r073
    28.553207068	2223285	r075
    28.553207068	30284868	r004
    28.553207068	228655	r016
    28.553207068	5549	r017
    29.054218284	250507676	r0FF
    29.054218284	87341391	r01B
    29.054218284	38858356	r073
    29.054218284	2230200	r075
    29.054218284	30345837	r004
    29.054218284	151053	r016
    29.054218284	2717	r017
    29.555199501	250490734	r0FF
    29.555199501	87231127	r01B
    29.555199501	38814762	r073
    29.555199501	2226114	r075
    29.555199501	30303946	r004
    29.555199501	206157	r016
    29.555199501	4567	r017
    30.056100760	250451764	r0FF
    30.056100760	87207004	r01B
    30.056100760	38815048	r073
    30.056100760	2222538	r075
    30.056100760	30289636	r004
    30.056100760	230840	r016
    30.056100760	5783	r017
    30.557017726	250458477	r0FF
    30.557017726	87252837	r01B
    30.557017726	38817980	r073
    30.557017726	2227974	r075
    30.557017726	30313802	r004
    30.557017726	180942	r016
    30.557017726	3778	r017
    31.057910235	250448018	r0FF
    31.057910235	87285395	r01B
    31.057910235	38838453	r073
    31.057910235	2227062	r075
    31.057910235	30324292	r004
    31.057910235	175491	r016
    31.057910235	3661	r017
    31.558826035	250457438	r0FF
    31.558826035	87174838	r01B
    31.558826035	38792640	r073
    31.558826035	2223692	r075
    31.558826035	30282244	r004
    31.558826035	227037	r016
    31.558826035	5344	r017
    32.059797919	250486978	r0FF
    32.059797919	87221414	r01B
    32.059797919	38816325	r073
    32.059797919	2224160	r075
    32.059797919	30298811	r004
    32.059797919	219584	r016
    32.059797919	5143	r017
    32.560690178	250446421	r0FF
    32.560690178	87289531	r01B
    32.560690178	38825701	r073
    32.560690178	2231256	r075
    32.560690178	30333017	r004
    32.560690178	138050	r016
    32.560690178	2832	r017
    33.061679061	250495767	r0FF
    33.061679061	87202002	r01B
    33.061679061	38807992	r073
    33.061679061	2223440	r075
    33.061679061	30291872	r004
    33.061679061	230044	r016
    33.061679061	5368	r017
    33.562712028	250512599	r0FF
    33.562712028	87201728	r01B
    33.562712028	38806621	r073
    33.562712028	2224176	r075
    33.562712028	30292812	r004
    33.562712028	227736	r016
    33.562712028	5725	r017
    34.063820328	250559291	r0FF
    34.063820328	87327777	r01B
    34.063820328	38843336	r073
    34.063820328	2231773	r075
    34.063820328	30343521	r004
    34.063820328	147402	r016
    34.063820328	2579	r017
    34.564968378	250574137	r0FF
    34.564968378	87281845	r01B
    34.564968378	38843161	r073
    34.564968378	2225447	r075
    34.564968378	30320846	r004
    34.564968378	209748	r016
    34.564968378	4773	r017
    35.065963928	250499029	r0FF
    35.065963928	87219666	r01B
    35.065963928	38820932	r073
    35.065963928	2222716	r075
    35.065963928	30292233	r004
    35.065963928	230973	r016
    35.065963928	5602	r017
    35.567011520	250523316	r0FF
    35.567011520	87247790	r01B
    35.567011520	38809448	r073
    35.567011520	2229574	r075
    35.567011520	30316156	r004
    35.567011520	179021	r016
    35.567011520	3646	r017
    36.068039195	250515399	r0FF
    36.068039195	87306839	r01B
    36.068039195	38847206	r073
    36.068039195	2227676	r075
    36.068039195	30332979	r004
    36.068039195	175418	r016
    36.068039195	3826	r017
    36.569102953	250520385	r0FF
    36.569102953	87219242	r01B
    36.569102953	38816247	r073
    36.569102953	2223820	r075
    36.569102953	30299262	r004
    36.569102953	229293	r016
    36.569102953	5237	r017
    37.071004293	250962483	r0FF
    37.071004293	87389961	r01B
    37.071004293	38891035	r073
    37.071004293	2228394	r075
    37.071004293	30353349	r004
    37.071004293	216989	r016
    37.071004293	4976	r017
    37.571982052	250490657	r0FF
    37.571982052	87302117	r01B
    37.571982052	38828449	r073
    37.571982052	2232248	r075
    37.571982052	30336082	r004
    37.571982052	136826	r016
    37.571982052	2827	r017
    38.072968685	250494050	r0FF
    38.072968685	87219565	r01B
    38.072968685	38824059	r073
    38.072968685	2221952	r075
    38.072968685	30292818	r004
    38.072968685	232339	r016
    38.072968685	5808	r017
    38.574052527	250490537	r0FF
    38.574052527	87210793	r01B
    38.574052527	38810470	r073
    38.574052527	2224474	r075
    38.574052527	30300449	r004
    38.574052527	226745	r016
    38.574052527	5173	r017
    39.075217244	250635377	r0FF
    39.075217244	87361042	r01B
    39.075217244	38862819	r073
    39.075217244	2231506	r075
    39.075217244	30346947	r004
    39.075217244	149325	r016
    39.075217244	2805	r017
    39.576117086	250449996	r0FF
    39.576117086	87219689	r01B
    39.576117086	38811254	r073
    39.576117086	2225222	r075
    39.576117086	30300905	r004
    39.576117086	208070	r016
    39.576117086	4800	r017
    40.076975137	250428836	r0FF
    40.076975137	87185128	r01B
    40.076975137	38802075	r073
    40.076975137	2222757	r075
    40.076975137	30284072	r004
    40.076975137	228870	r016
    40.076975137	5348	r017
    40.577889480	250458271	r0FF
    40.577889480	87248762	r01B
    40.577889480	38815027	r073
    40.577889480	2228276	r075
    40.577889480	30312819	r004
    40.577889480	179277	r016
    40.577889480	3526	r017
    41.078790572	250451062	r0FF
    41.078790572	87278808	r01B
    41.078790572	38833751	r073
    41.078790572	2227606	r075
    41.078790572	30322305	r004
    41.078790572	174848	r016
    41.078790572	3833	r017
    41.579710623	250460570	r0FF
    41.579710623	87198273	r01B
    41.579710623	38810081	r073
    41.579710623	2222525	r075
    41.579710623	30290708	r004
    41.579710623	231204	r016
    41.579710623	5892	r017
    42.080588757	250439601	r0FF
    42.080588757	87226749	r01B
    42.080588757	38817249	r073
    42.080588757	2224788	r075
    42.080588757	30299688	r004
    42.080588757	212658	r016
