#Timestamp	Benchmark	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access	
1357375541979589180	automotive_bitcount	400	62	0.900000	0.015000	0.013000	7653548	1367619	2153414	165078	30537
1357375542511160644	automotive_bitcount	400	62	0.900000	0.014000	0.012000	8232116	1462863	2305908	173402	28600
1357375543041164781	automotive_bitcount	400	63	0.900000	0.015000	0.013000	11405613	2026173	3175425	234626	80304
1357375543571146500	automotive_bitcount	400	63	0.900000	0.015000	0.013000	8098693	1429520	2260066	172539	34226
1357375544101162429	automotive_bitcount	400	63	0.900000	0.014000	0.012000	5961088	1024936	1600554	130409	21651
1357375544631144523	automotive_bitcount	400	64	0.900000	0.014000	0.012000	8266676	1472238	2322100	173785	28959
1357375545161139243	automotive_bitcount	400	64	0.900000	0.015000	0.013000	7718564	1380892	2191954	160709	25091
1357375545691140130	automotive_bitcount	400	64	0.900000	0.015000	0.013000	8210748	1462618	2317125	173059	27537
1357375546221144808	automotive_bitcount	400	64	0.900000	0.015000	0.013000	8109040	1437151	2269991	171053	29130
1357375546751138028	automotive_bitcount	400	64	0.900000	0.015000	0.013000	8025250	1433214	2257379	171153	26685
1357375547281142122	automotive_bitcount	400	65	0.900000	0.015000	0.013000	7916586	1421429	2241457	169489	25131
1357375547811137384	automotive_bitcount	400	65	0.900000	0.015000	0.013000	8401239	1498913	2361360	179710	29542
1357375548341127770	automotive_bitcount	400	63	0.900000	0.015000	0.013000	9157511	1607151	2519492	196837	44256
1357375548871148948	automotive_bitcount	400	63	0.900000	0.015000	0.013000	5824037	994290	1579124	124390	21746
1357375549401151293	automotive_bitcount	400	63	0.900000	0.015000	0.013000	7875643	1402513	2205044	167779	26158
1357375549931140763	automotive_bitcount	400	63	0.900000	0.015000	0.013000	8110345	1451463	2296558	170714	27327
1357375550461134233	automotive_bitcount	400	63	0.900000	0.015000	0.013000	7799870	1410415	2239505	165315	26411
1357375550988308587	automotive_bitcount	400	63	0.900000	0.015000	0.013000	7618188	1383705	2204684	159197	25153
1357375551508149633	automotive_bitcount	400	63	0.900000	0.015000	0.013000	8192901	1439767	2275036	174070	29220
1357375552051138267	automotive_bitcount	400	63	0.900000	0.015000	0.013000	7813883	1381569	2191851	161784	25500
1357375552581137695	automotive_bitcount	400	64	0.900000	0.015000	0.013000	8173247	1447040	2286012	175599	27177
1357375553111122123	automotive_bitcount	400	64	0.900000	0.014000	0.012000	9143725	1621598	2543798	196405	41137
1357375553641137510	automotive_bitcount	400	65	0.900000	0.015000	0.013000	6127170	1052368	1670411	129770	22801
1357375554171143355	automotive_bitcount	400	65	0.900000	0.015000	0.013000	19589334	3558501	5455166	401762	251932
1357375554701158783	automotive_bitcount	400	64	0.900000	0.018000	0.016000	8247876	1447634	2296826	174307	38378
1357375555231145169	automotive_bitcount	400	63	0.900000	0.014000	0.012000	8183743	1449245	2301033	171671	28189
1357375555761375305	automotive_qsort1	400	63	0.900000	0.015000	0.013000	12540291	1941843	3005072	257811	51753
1357375556291330775	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9378534	1647649	2601242	198736	32468
1357375556821369453	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9869705	1738261	2753587	209067	34992
1357375557351333756	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9766899	1713678	2711644	205022	37560
1357375557881418726	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9823493	1728394	2719651	211414	35152
1357375558411335112	automotive_qsort1	400	64	0.900000	0.015000	0.013000	11923237	2074300	3267214	251514	69215
1357375558941400165	automotive_qsort1	400	63	0.900000	0.015000	0.013000	7723217	1309729	2072235	164173	29866
1357375559471356093	automotive_qsort1	400	63	0.900000	0.015000	0.013000	15038082	3107580	6195774	220525	59699
1357375559998972238	automotive_qsort1	400	63	0.900000	0.016000	0.014000	9136748	1622896	2584384	190893	32488
1357375560526360633	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9636118	1689251	2660622	207052	34825
1357375561056339603	automotive_qsort1	400	63	0.900000	0.015000	0.013000	12816506	2077107	3290961	286510	105632
1357375561586419281	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9949255	1753546	2761080	209175	42313
1357375562116344418	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9842381	1708907	2700949	207398	37627
1357375562646340804	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9838669	1727008	2731667	208129	35329
1357375563176346399	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9654617	1643395	2567198	208899	53054
1357375563706349369	automotive_qsort1	400	63	0.900000	0.015000	0.013000	8845382	1517270	2390386	188267	36064
1357375564236386255	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9328227	1634320	2579081	194754	32147
1357375564766325017	automotive_qsort1	400	63	0.900000	0.015000	0.013000	12814676	2236249	3488686	278509	75467
1357375565296412569	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9570115	1676149	2655392	198736	33467
1357375565826374164	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9710214	1707954	2688330	208362	34134
1357375566356346884	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9719277	1702890	2695104	205310	36810
1357375566886362604	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9994056	1756745	2786340	210434	35171
1357375567416354782	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9222070	1623438	2566271	193113	31570
1357375567946395252	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9928449	1743486	2745664	213143	37147
1357375568476344638	automotive_qsort1	400	63	0.900000	0.015000	0.013000	8713691	1480279	2324574	189469	46682
1357375569006411400	automotive_qsort1	400	63	0.900000	0.015000	0.013000	9066544	1646794	2600723	194622	32189
1357375569536367786	automotive_qsort1	400	63	0.900000	0.015000	0.013000	25027717	4099896	6612597	480745	175047
1357375570066459672	automotive_susan_c	400	63	0.900000	0.015000	0.013000	31684586	5409741	9064303	589216	263941
1357375570596509600	automotive_susan_c	400	63	0.900000	0.018000	0.016000	32570257	5599526	9361285	604102	262515
1357375571124397577	automotive_susan_c	400	57	0.900000	0.018000	0.016000	39309462	7009575	11459559	718464	209893
1357375571650145186	automotive_susan_c	400	54	0.900000	0.019000	0.017000	37598255	6622746	10876939	685833	230945
1357375572170848979	automotive_susan_c	400	59	0.900000	0.020000	0.018000	32889825	5685284	9470359	595844	252321
1357375572701458155	automotive_susan_c	400	62	0.900000	0.018000	0.016000	33062130	5715067	9595984	592294	265301
1357375573231432542	automotive_susan_c	400	62	0.900000	0.017000	0.015000	35973213	6234700	10438220	633900	290857
1357375573756436820	automotive_susan_c	400	61	0.900000	0.017000	0.015000	53319877	9479318	15535057	966179	311683
1357375574286440915	automotive_susan_c	400	62	0.900000	0.021000	0.019000	36967214	6435952	10737274	662194	274050
1357375574793180129	automotive_susan_c	400	59	0.900000	0.019000	0.017000	37465623	6572579	10814837	691368	244050
1357375575313746547	automotive_susan_c	400	56	0.900000	0.017000	0.015000	34092595	6002356	9839053	618968	206789
1357375575841615774	automotive_susan_c	400	57	0.900000	0.020000	0.018000	38104258	6673635	11021646	687136	253222
1357375576371431536	automotive_susan_c	400	59	0.900000	0.021000	0.019000	39706974	6973109	11551910	714647	266397
1357375576891656747	automotive_susan_c	400	56	0.900000	0.019000	0.017000	36847168	6497477	10652662	668606	224712
1357375577414125617	automotive_susan_c	400	55	0.900000	0.018000	0.016000	40181865	7155091	11669889	728449	220454
1357375577946480704	automotive_susan_c	400	59	0.900000	0.019000	0.017000	36975081	6491036	10743817	664441	247207
1357375578476481841	automotive_susan_c	400	61	0.900000	0.022000	0.020000	42715997	7528382	12491849	758194	308326
1357375579004473817	automotive_susan_c	400	58	0.900000	0.020000	0.018000	33129395	5758208	9377066	630089	219562
1357375579511295698	automotive_susan_c	400	57	0.900000	0.017000	0.015000	34348739	6038394	9944513	628984	221927
1357375580024613641	automotive_susan_c	400	58	0.900000	0.018000	0.016000	38113406	6755946	11137116	684806	239288
1357375580546366888	automotive_susan_c	400	55	0.900000	0.018000	0.016000	32968866	5742276	9482965	602464	225145
1357375581065969018	automotive_susan_c	400	57	0.900000	0.018000	0.016000	32633799	5701678	9387315	598997	219157
1357375581584578234	automotive_susan_c	400	58	0.900000	0.018000	0.016000	41928400	7524050	12237418	769406	210754
1357375582108599891	automotive_susan_c	400	52	0.900000	0.018000	0.016000	34128103	6001622	9845890	622463	211782
1357375582628543894	automotive_susan_c	400	54	0.900000	0.019000	0.017000	35121653	6147402	10152728	631067	235192
1357375583156494496	automotive_susan_c	400	54	0.900000	0.019000	0.017000	44535255	7969664	13040276	813393	253173
1357375583670387978	automotive_susan_c	400	57	0.900000	0.019000	0.017000	35126458	6161210	10139255	636551	226835
1357375584177103026	automotive_susan_c	400	54	0.900000	0.016000	0.014000	36645674	6537384	10587328	689631	186594
1357375584691219549	automotive_susan_c	400	55	0.900000	0.019000	0.017000	37025775	6602550	10764154	679951	202475
1357375585197899014	automotive_susan_c	400	56	0.900000	0.018000	0.016000	41055130	7354841	11979009	746469	215791
1357375585725781450	automotive_susan_c	400	51	0.900000	0.017000	0.015000	37192843	6675717	10833841	691284	183258
1357375586245214371	automotive_susan_c	400	53	0.900000	0.018000	0.016000	33932857	6045798	9841265	625658	178324
1357375586756648654	automotive_susan_c	400	55	0.900000	0.017000	0.015000	37075099	6579054	10774971	674839	213664
1357375587269116807	automotive_susan_c	400	56	0.900000	0.017000	0.015000	40345288	7213950	11806196	731790	218500
1357375587775874855	automotive_susan_c	400	53	0.900000	0.018000	0.016000	46918787	8466714	13576651	897563	221560
1357375588282556820	automotive_susan_c	400	52	0.900000	0.018000	0.016000	42536818	7736087	12606382	766568	186391
1357375588799959915	automotive_susan_c	400	51	0.900000	0.020000	0.018000	39645650	7098308	11546518	732124	209023
1357375589314492854	automotive_susan_c	400	54	0.900000	0.017000	0.015000	34943074	6251642	10152035	642923	176456
1357375589821267777	automotive_susan_c	400	54	0.900000	0.019000	0.017000	34296993	6095935	9923093	635210	193755
1357375590348915463	automotive_susan_c	400	50	0.900000	0.019000	0.017000	41087790	7433359	12059926	757581	185716
1357375590855689219	automotive_susan_c	400	55	0.900000	0.019000	0.017000	40307975	7280173	11835824	739124	192641
1357375591362368892	automotive_susan_c	400	55	0.900000	0.018000	0.016000	39539344	7096002	11562921	722944	204034
1357375591869026690	automotive_susan_c	400	53	0.900000	0.018000	0.016000	39297799	6944235	11407466	715620	239444
1357375592396472418	automotive_susan_c	400	57	0.900000	0.020000	0.018000	44251764	7858779	12860320	811789	252218
1357375592921120656	automotive_susan_c	400	59	0.900000	0.019000	0.017000	44677719	7912242	13020772	813124	296337
1357375593441240242	automotive_susan_c	400	54	0.900000	0.018000	0.016000	28187682	4851856	8050201	504379	209903
1357375593966483062	automotive_susan_c	400	50	0.900000	0.016000	0.014000	20767175	3625823	5918943	392263	129593
1357375594482821661	automotive_susan_c	400	51	0.900000	0.016000	0.014000	22071206	3907963	6360114	412478	121845
1357375595003202163	automotive_susan_c	400	51	0.900000	0.017000	0.015000	28941082	5155832	8397783	539443	159514
1357375595511680788	automotive_susan_c	400	53	0.900000	0.017000	0.015000	28795940	5111144	8350303	532510	156466
1357375596022064574	automotive_susan_e	400	57	0.900000	0.016000	0.014000	25513817	4289060	6901294	477514	135320
1357375596551483046	automotive_susan_e	400	53	0.900000	0.018000	0.016000	39591347	7213835	11672222	737532	183015
1357375597073100460	automotive_susan_e	400	55	0.900000	0.018000	0.016000	21765478	3912372	6354975	412886	117545
1357375597595166623	automotive_susan_e	400	56	0.900000	0.015000	0.013000	21329950	3799737	6162986	407168	112768
1357375598126465672	automotive_susan_e	400	52	0.900000	0.015000	0.013000	29563843	5303838	8587788	557615	167086
1357375598656449184	automotive_susan_e	400	50	0.900000	0.017000	0.015000	23840440	4224111	6871419	451508	137155
1357375599186473903	automotive_susan_e	400	55	0.900000	0.016000	0.014000	35260598	6339005	10338208	654888	191734
1357375599693212701	automotive_susan_e	400	55	0.900000	0.017000	0.015000	23326773	4117036	6697449	449240	144690
1357375600199986999	automotive_susan_e	400	54	0.900000	0.014000	0.012000	21941140	3907023	6343314	416642	126137
1357375600721340081	automotive_susan_e	400	53	0.900000	0.017000	0.015000	29167539	5227276	8478793	550302	150101
1357375601240817378	automotive_susan_e	400	59	0.900000	0.017000	0.015000	45797003	8321749	13494351	860039	208136
1357375601771479762	automotive_susan_e	400	60	0.900000	0.020000	0.018000	42540170	7690962	12578956	800372	220853
1357375602301437940	automotive_susan_e	400	62	0.900000	0.024000	0.021000	24997205	4371656	7198497	482332	179625
