#Timestamp	r011	r008	r001	r003	r017
1418759053130016743	1000523832	1455646961	1127137	352278	117290
1418759053630226023	1000423300	1293304931	2459966	657834	201831
1418759054130379636	1000308909	1422265995	1431243	419437	125090
1418759054630536958	1000317911	1447661698	1205118	372687	113569
1418759055130694029	1000316040	1267608207	2452502	658107	202298
1418759055630854309	1000323490	1533737858	501354	228079	90828
1418759056131013714	1000321195	1297877864	2309237	626881	192588
1418759056631170618	1000318010	1380006944	1608814	464442	142824
1418759057131323648	1000289815	1464916212	1118552	340742	87905
1418759057631479970	1000308912	1284034736	2457347	644342	200575
1418759058131634124	1000312182	1502230583	737738	266920	103256
1418759058631795196	1000321527	1307171490	2238156	589660	182400
1418759059131953850	1000322661	1387023831	1648799	466977	139067
1418759059632117714	1000330562	1456284129	1143864	367239	112897
1418759060132282993	1000331885	1286464522	2452248	650963	212686
1418759060632437731	1000316060	1513048889	679302	234030	86707
1418759061132594136	1000313570	1333620082	2060001	568141	163029
1418759061632754291	1000323350	1354183170	1970059	546066	156685
1418759062132915029	1000325840	1496259318	831473	294691	93761
1418759062633076433	1000322925	1287913896	2460308	660990	208752
1418759063133235713	1000322185	1471957066	988716	309105	103124
1418759063633407993	1000348590	1357770548	1759197	496743	147796
1418759064133564814	1000316850	665264471	2907492	6145145	1675230
1418759064633728510	1000326860	688797781	880695	10365325	1761506
1418759065133899665	1000344902	566399336	2607975	8768394	2006576
1418759065634059820	1000323303	717461294	1561409	8498810	1552346
1418759066134228141	1000331678	625071027	1856201	9289138	1947424
1418759066634490795	1000533640	581294758	2244749	9302742	2111400
1418759067134660825	1000338980	757143554	898100	8763189	1569573
1418759067634837521	1000355280	571850893	2595103	8737217	1942746
1418759068135018842	1000366572	683385731	1074076	9607271	1863336
1418759068635193955	1000350543	659368654	2166228	8529396	1699844
1418759069135363652	1000348985	587851579	2224958	9538336	1959977
1418759069635532389	1000334645	720551081	914986	9624508	1766127
1418759070135707502	1000353874	597565289	2699243	7496858	1929790
1418759070635882699	1000357326	614460916	1079551	11063132	2099729
1418759071136053228	1000341442	680182607	2047659	8058877	1618408
1418759071636230924	1000356658	631404842	2281803	8323068	1807925
1418759072136399412	1000342840	644894248	861515	10798766	2033165
1418759072636571108	1000343897	631929289	2727753	7542674	1822406
1418759073136749513	1000361208	664232315	1069119	10217440	1841744
1418759073636926751	1000355575	596413856	2053081	9103091	2017895
1418759074137090364	1000334675	679464390	2166575	7942040	1606832
1418759074637264726	1000345750	643741614	1055815	10513103	1947910
1418759075137437506	1000350202	593883149	2604673	8426653	1961500
1418759075637607952	1000342740	743084097	1060069	8935475	1614136
1418759076137789857	1000367513	576072088	2185764	9422728	2069454
1418759076637957678	1000342533	635140249	1957811	8438711	1916151
1418759077138132416	1000349589	702750745	1267808	9289969	1669343
1418759077638311445	1000359576	568823753	2611292	8798899	1942640
1418759078138518433	1000419857	748862602	813900	9555414	1677192
1418759078609590629	942149470	516922496	2632711	7354680	2106240
