Start:	1419933032827265525
Event1 Name:	r011
Event2 Name:	r004
Event3 Name:	r014
Event4 Name:	r008
Event5 Name:	r013
     0.500332433	52065243	r011
     0.500332433	52028932	r004
     0.500332433	225667108	r014
     0.500332433	513985021	r008
     0.500332433	52065422	r013
     1.001638281	42926660	r011
     1.001638281	42903811	r004
     1.001638281	265315680	r014
     1.001638281	655418377	r008
     1.001638281	42926528	r013
     1.502606712	42662113	r011
     1.502606712	42636604	r004
     1.502606712	259063028	r014
     1.502606712	633470339	r008
     1.502606712	42662113	r013
     2.003545227	43057590	r011
     2.003545227	43035517	r004
     2.003545227	273695112	r014
     2.003545227	646019456	r008
     2.003545227	43057590	r013
     2.504421451	51507374	r011
     2.504421451	51479283	r004
     2.504421451	263804808	r014
     2.504421451	625593484	r008
     2.504421451	51507374	r013
     3.005432257	55706511	r011
     3.005432257	55682016	r004
     3.005432257	258685364	r014
     3.005432257	620830734	r008
     3.005432257	55706511	r013
     3.506540188	54297132	r011
     3.506540188	54275728	r004
     3.506540188	273902439	r014
     3.506540188	648277785	r008
     3.506540188	54297132	r013
     4.007407620	43672161	r011
     4.007407620	43647107	r004
     4.007407620	259305134	r014
     4.007407620	642343739	r008
     4.007407620	43672161	r013
     4.508420843	43114235	r011
     4.508420843	43088574	r004
     4.508420843	256644907	r014
     4.508420843	638359816	r008
     4.508420843	43121142	r013
     5.009321775	41387821	r011
     5.009321775	41367173	r004
     5.009321775	269836623	r014
     5.009321775	677703602	r008
     5.009321775	41380914	r013
     5.510147665	43795273	r011
     5.510147665	43770042	r004
     5.510147665	256739910	r014
     5.510147665	635785884	r008
     5.510147665	43795273	r013
     6.011116264	43128358	r011
     6.011116264	43102977	r004
     6.011116264	257848061	r014
     6.011116264	641242033	r008
     6.011116264	43128358	r013
     6.512011695	41561897	r011
     6.512011695	41541584	r004
     6.512011695	275883883	r014
     6.512011695	660218697	r008
     6.512011695	41561897	r013
     7.012913960	46177942	r011
     7.012913960	46151584	r004
     7.012913960	262249417	r014
     7.012913960	621015591	r008
     7.012913960	46177942	r013
     7.513810267	53727794	r011
     7.513810267	53703703	r004
     7.513810267	261885348	r014
     7.513810267	628270128	r008
     7.513810267	53727794	r013
     8.014838574	58558904	r011
     8.014838574	58535770	r004
     8.014838574	270753542	r014
     8.014838574	636778883	r008
     8.014838574	58558904	r013
     8.515872088	47590247	r011
     8.515872088	47565106	r004
     8.515872088	258577220	r014
     8.515872088	631851919	r008
     8.515872088	47590247	r013
     9.016910770	42551495	r011
     9.016910770	42527354	r004
     9.016910770	263744467	r014
     9.016910770	651780805	r008
     9.016910770	42551495	r013
     9.517767535	42907785	r011
     9.517767535	42885308	r004
     9.517767535	263774039	r014
     9.517767535	657774281	r008
     9.517767535	42907785	r013
    10.018701175	42925690	r011
    10.018701175	42900259	r004
    10.018701175	256540198	r014
    10.018701175	638934420	r008
    10.018701175	42925690	r013
    10.519583232	41948249	r011
    10.519583232	41926205	r004
    10.519583232	267484228	r014
    10.519583232	665919825	r008
    10.519583232	41948249	r013
    11.020518122	43223012	r011
    11.020518122	43199051	r004
    11.020518122	263364291	r014
    11.020518122	640792937	r008
    11.020518122	43223012	r013
    11.521577636	42390749	r011
    11.521577636	42365511	r004
    11.521577636	261309719	r014
    11.521577636	630246777	r008
    11.521577636	42390749	r013
    12.022520943	49990838	r011
    12.022520943	49968364	r004
    12.022520943	276595739	r014
    12.022520943	642331100	r008
    12.022520943	49990838	r013
    12.523397500	55718685	r011
    12.523397500	55694449	r004
    12.523397500	260209319	r014
