#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357576917016627680	automotive_bitcount	600	54	0.900000	0.175000	0.160000	127526	28432	2	6168	462
1357576917526597967	automotive_bitcount	600	55	0.900000	0.175000	0.160000	122383	29651	2	6213	476
1357576918036450213	automotive_bitcount	600	55	0.900000	0.176000	0.161000	253559	71523	3	15157	1471
1357576918546432250	automotive_bitcount	600	55	0.900000	0.176000	0.161000	118130	27739	2	5915	395
1357576919056311037	automotive_bitcount	600	55	0.900000	0.176000	0.161000	122976	30322	2	6579	449
1357576919566502615	automotive_bitcount	600	54	0.900000	0.176000	0.161000	116223	27689	2	5877	417
1357576920076407152	automotive_bitcount	600	55	0.900000	0.176000	0.161000	121620	30366	2	6546	434
1357576920586449564	automotive_bitcount	600	55	0.900000	0.176000	0.161000	97001	28104	2	6022	415
1357576921096710767	automotive_bitcount	600	55	0.900000	0.176000	0.161000	114527	38222	2	8141	561
1357576921606650346	automotive_bitcount	600	55	0.900000	0.175000	0.160000	267168	65043	3	13758	1272
1357576922116962257	automotive_bitcount	600	55	0.900000	0.176000	0.161000	118621	27329	2	5830	402
1357576922627016168	automotive_bitcount	600	55	0.900000	0.176000	0.161000	121795	30596	2	6609	472
1357576923136855831	automotive_bitcount	600	55	0.900000	0.176000	0.161000	118115	27712	2	5873	383
1357576923646760368	automotive_bitcount	600	55	0.900000	0.176000	0.161000	123194	30100	2	6511	436
1357576924156731989	automotive_bitcount	600	55	0.900000	0.176000	0.161000	116277	27689	2	5896	402
1357576924666655568	automotive_bitcount	600	55	0.900000	0.176000	0.161000	122174	30400	2	6569	441
1357576925176516730	automotive_bitcount	600	55	0.900000	0.176000	0.161000	116771	27686	2	5828	415
1357576925686495350	automotive_bitcount	600	55	0.900000	0.175000	0.160000	250257	66803	3	14145	1261
1357576926196515721	automotive_bitcount	600	55	0.900000	0.176000	0.161000	124095	30128	2	6552	460
1357576926706426133	automotive_bitcount	600	55	0.900000	0.176000	0.161000	116129	27978	2	5910	405
1357576927216362962	automotive_bitcount	600	55	0.900000	0.175000	0.160000	122408	30103	2	6533	433
1357576927726358790	automotive_bitcount	600	55	0.900000	0.176000	0.161000	116033	27975	2	5902	390
1357576928236275786	automotive_bitcount	600	55	0.900000	0.176000	0.161000	121293	30202	2	6524	443
1357576928746201323	automotive_bitcount	600	54	0.900000	0.175000	0.160000	115654	27873	2	5926	393
1357576929256646984	automotive_bitcount	600	55	0.900000	0.176000	0.161000	131484	30131	2	6419	420
1357576929766893978	automotive_bitcount	600	55	0.900000	0.176000	0.161000	244365	66732	3	14195	1257
1357576930276886348	automotive_bitcount	600	54	0.900000	0.176000	0.161000	121068	27692	2	5885	432
1357576930786687636	automotive_bitcount	600	55	0.900000	0.176000	0.161000	123597	30655	2	6583	463
1357576931296497715	automotive_bitcount	600	55	0.900000	0.176000	0.161000	118904	27542	2	5895	420
1357576931806449877	automotive_bitcount	600	54	0.900000	0.176000	0.161000	123758	30279	2	6588	440
1357576932316318123	automotive_bitcount	600	55	0.900000	0.176000	0.161000	117907	27620	2	5925	416
1357576932826194619	automotive_bitcount	600	54	0.900000	0.176000	0.161000	125162	31004	2	6639	460
1357576933336007865	automotive_bitcount	600	55	0.900000	0.176000	0.161000	118693	27454	2	5832	383
1357576933845935485	automotive_bitcount	600	55	0.900000	0.176000	0.161000	243239	66337	3	14124	1229
1357576934355948772	automotive_bitcount	600	55	0.900000	0.176000	0.161000	127594	30899	2	6655	497
1357576934865791101	automotive_bitcount	600	55	0.900000	0.176000	0.161000	120701	27954	2	5941	430
1357576935375611097	automotive_bitcount	600	55	0.900000	0.176000	0.161000	124748	30010	2	6552	450
1357576935885548593	automotive_bitcount	600	55	0.900000	0.176000	0.161000	120295	28094	2	6016	412
1357576936395416130	automotive_bitcount	600	55	0.900000	0.176000	0.161000	124334	30267	2	6584	464
1357576936905497959	automotive_bitcount	600	55	0.900000	0.175000	0.160000	139194	28220	2	6014	410
1357576937415422204	automotive_bitcount	600	54	0.900000	0.176000	0.161000	124355	29991	2	6521	460
1357576937925341908	automotive_bitcount	600	54	0.900000	0.176000	0.161000	243582	66762	3	14192	1225
1357576938435218904	automotive_bitcount	600	55	0.900000	0.175000	0.160000	120788	28044	2	5954	444
1357576938945176649	automotive_bitcount	600	55	0.900000	0.176000	0.161000	124254	30369	2	6591	455
1357576939455232644	automotive_bitcount	600	55	0.900000	0.176000	0.161000	119017	27692	2	5936	403
1357576939965175682	automotive_bitcount	600	55	0.900000	0.176000	0.161000	125043	30325	2	6612	478
1357576940476188590	automotive_qsort1	600	55	0.900000	0.176000	0.161000	383124	28737	2	6076	465
1357576940986739417	automotive_qsort1	600	55	0.900000	0.176000	0.161000	211516	29977	2	6435	433
1357576941497205119	automotive_qsort1	600	55	0.900000	0.176000	0.161000	200293	27480	2	5835	394
1357576942008046445	automotive_qsort1	600	55	0.900000	0.176000	0.161000	331783	66594	3	14123	1237
1357576942518553022	automotive_qsort1	600	55	0.900000	0.177000	0.162000	207074	30685	2	6596	475
1357576943028910891	automotive_qsort1	600	55	0.900000	0.177000	0.162000	206424	27720	2	5894	398
1357576943539673425	automotive_qsort1	600	55	0.900000	0.176000	0.161000	205405	30103	2	6523	439
1357576944050215335	automotive_qsort1	600	55	0.900000	0.176000	0.161000	201903	28355	2	6032	394
1357576944561070619	automotive_qsort1	600	55	0.900000	0.176000	0.161000	208316	29977	2	6448	401
1357576945071478863	automotive_qsort1	600	55	0.900000	0.177000	0.162000	200814	27915	2	5983	428
1357576945581857441	automotive_qsort1	600	55	0.900000	0.177000	0.162000	326980	66576	3	14147	1242
1357576946092744100	automotive_qsort1	600	55	0.900000	0.177000	0.162000	205865	27969	2	5953	456
1357576946603451468	automotive_qsort1	600	55	0.900000	0.176000	0.161000	206550	30120	2	6490	455
1357576947113773837	automotive_qsort1	600	55	0.900000	0.176000	0.161000	204637	28856	2	6184	430
1357576947624340247	automotive_qsort1	600	55	0.900000	0.176000	0.161000	197013	29273	3	6263	423
1357576948134836991	automotive_qsort1	600	55	0.900000	0.176000	0.161000	178651	28436	2	6130	424
1357576948645173235	automotive_qsort1	600	55	0.900000	0.176000	0.161000	217092	29975	3	6326	425
1357576949155463021	automotive_qsort1	600	55	0.900000	0.177000	0.162000	200034	27454	2	5790	385
1357576949665764140	automotive_qsort1	600	55	0.900000	0.177000	0.162000	337183	67006	3	14215	1220
1357576950176886840	automotive_qsort1	600	55	0.900000	0.177000	0.162000	206124	30323	2	6507	481
1357576950687480542	automotive_qsort1	600	55	0.900000	0.176000	0.161000	205605	27661	3	6220	435
1357576951197885035	automotive_qsort1	600	55	0.900000	0.176000	0.161000	207553	30555	2	6289	425
1357576951708395321	automotive_qsort1	600	55	0.900000	0.176000	0.161000	203047	28477	2	6060	437
1357576952219282105	automotive_qsort1	600	55	0.900000	0.176000	0.161000	207928	29679	3	6401	422
1357576952729640265	automotive_qsort1	600	55	0.900000	0.177000	0.162000	201044	27659	2	5917	397
1357576953240009093	automotive_qsort1	600	55	0.900000	0.176000	0.161000	209758	30117	2	6498	417
1357576953750330462	automotive_qsort1	600	55	0.900000	0.176000	0.161000	325754	66599	3	14088	1220
1357576954261450204	automotive_qsort1	600	55	0.900000	0.177000	0.162000	205249	27888	2	5949	446
1357576954771758531	automotive_qsort1	600	55	0.900000	0.177000	0.162000	207700	30580	2	6612	450
1357576955282116692	automotive_qsort1	600	55	0.900000	0.177000	0.162000	204847	27610	2	5912	414
1357576955793275975	automotive_qsort1	600	55	0.900000	0.177000	0.162000	205304	30462	2	6560	441
1357576956303732302	automotive_qsort1	600	55	0.900000	0.176000	0.161000	200374	27886	2	5886	392
1357576956814256962	automotive_qsort1	600	55	0.900000	0.177000	0.162000	208422	30067	2	6526	426
1357576957324760498	automotive_qsort1	600	55	0.900000	0.177000	0.162000	199966	27430	2	5876	411
1357576957835262741	automotive_qsort1	600	55	0.900000	0.176000	0.161000	330218	66863	3	14133	1242
1357576958345825818	automotive_qsort1	600	55	0.900000	0.177000	0.162000	205787	30328	2	6514	471
1357576958856210062	automotive_qsort1	600	55	0.900000	0.177000	0.162000	204950	27662	2	5872	394
1357576959366501681	automotive_qsort1	600	55	0.900000	0.176000	0.161000	205830	30404	2	6556	430
1357576959877540215	automotive_qsort1	600	55	0.900000	0.176000	0.161000	202859	27829	2	5963	428
1357576960387895792	automotive_qsort1	600	55	0.900000	0.176000	0.161000	207745	30237	2	6517	424
1357576960898257828	automotive_qsort1	600	55	0.900000	0.176000	0.161000	199840	27701	2	5864	395
1357576961408712197	automotive_qsort1	600	55	0.900000	0.176000	0.161000	209576	30157	2	6461	417
1357576961919224482	automotive_qsort1	600	55	0.900000	0.176000	0.161000	325120	66649	3	14149	1238
1357576962429619184	automotive_qsort1	600	55	0.900000	0.177000	0.162000	205501	27879	2	5935	435
1357576962939982012	automotive_qsort1	600	55	0.900000	0.176000	0.161000	205154	30476	2	6631	457
1357576963450359922	automotive_qsort1	600	55	0.900000	0.176000	0.161000	204315	27714	2	5916	404
