#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357769377845629432	31249290	11373859	373	1423838	245433
1357769378346153709	8715482	3013330	144	331162	79910
1357769378846588195	6589759	2253838	98	251012	60405
1357769379347016514	9126877	3131384	139	342585	82121
1357769379847448875	9224244	3187993	142	350862	84581
1357769380347875277	9037554	3128986	134	342574	82791
1357769380848302221	9427922	3255178	141	357898	86529
1357769381348729332	9011221	3176552	133	348895	84463
1357769381849195609	9268525	3254301	139	357757	86495
1357769382349621512	9063354	3164184	138	347796	84190
1357769382850121581	13236676	4442987	178	490492	116933
1357769383350604191	6826587	2301539	98	255490	61916
1357769383851034135	9268511	3174166	145	348454	84429
1357769384351450538	9305217	3246910	137	356872	86175
1357769384851865815	9188627	3195475	135	351585	84970
1357769385352280843	8866365	3088831	130	339078	82010
1357769385852698412	9348605	3239517	137	356137	85736
1357769386353113856	9074779	3140056	133	344685	83602
1357769386853532050	8793651	3072439	131	337171	81813
1357769387354021327	8501807	3080322	131	337570	81919
1357769387854494688	10634902	3581287	157	396329	95897
1357769388354919966	6501781	2186141	90	242941	58526
1357769388855338910	14988209	7969132	141	1222938	151139
1357769389355756896	8876827	3058493	129	335473	81077
1357769389856173590	9517324	3287413	139	361141	87409
1357769390356601492	9165150	3186913	137	350300	84927
1357769390857069103	8941347	3142775	140	345276	83496
1357769391357497464	9212222	3204377	134	351859	84704
1357769391857927699	9446828	3291854	145	362239	87702
1357769392358375060	14043582	4329291	180	477536	116199
1357769392859059128	14486274	4870929	201	539725	129866
1357769393359546406	8562178	2878066	116	321479	77347
1357769393860035183	10844942	3773904	159	416618	100721
1357769394360531043	33599896	11065202	453	1238995	280862
1357769394861097862	11117249	3843388	164	425234	102605
1357769395361655639	10998261	3768570	157	415685	100211
1357769395862204833	11300706	3894054	170	431197	104821
1357769396362746235	10440642	3701028	155	407922	98596
1357769396863309929	11249075	3914910	162	433372	104564
1357769397363886830	11061681	3832213	160	424778	102064
1357769397864686690	13860841	4620235	192	514155	123841
1357769398365254675	10206048	3469260	147	384513	92653
1357769398865819036	11115180	3860129	164	426536	103267
1357769399366384354	10900801	3751988	158	413794	100007
1357769399866948673	11010380	3821693	168	422776	102383
1357769400367516533	10790145	3748200	155	414324	99549
1357769400868075935	10888049	3743804	155	414326	100071
1357769401368645337	14227803	4432882	289	509374	128867
1357769401869265114	11306866	3907060	176	432444	104646
1357769402369831141	10948857	3753243	161	413272	100308
1357769402870519501	10621918	3464406	140	387753	93664
1357769403371083528	11044284	3820846	156	422630	101991
1357769403871641555	11357008	3890540	166	430432	103816
1357769404372192749	10926866	3752435	156	414286	99914
1357769404872737567	10739342	3721804	160	411831	99102
1357769405373304011	10605086	3787445	157	417275	101303
1357769405873793122	11096115	3821403	167	421953	102006
1357769406374347357	64869285	21788475	952	2431791	540126
1357769406874834134	100245747	34371792	1422	3835943	838091
1357769407375332537	73635593	25258566	949	2806945	605732
1357769407875879064	55160035	18906168	684	2111004	443911
1357769408376369424	70504607	24225919	959	2693498	580885
1357769408876858951	72937736	25077798	996	2791672	599903
1357769409377341562	52004629	17823114	617	1978184	414425
1357769409877831048	58357472	20022754	806	2228704	483312
1357769410378456158	62539691	21285152	843	2360788	517754
1357769410879012018	65284751	22351253	886	2480898	539761
1357769411379504795	58326148	19971738	794	2217259	488159
1357769411879985448	52078157	17605372	693	1953875	424942
1357769412380465058	81996088	27782625	1149	3081736	681691
1357769412881004877	58977540	20248373	753	2255130	487765
1357769413381496821	47246187	16184981	584	1795786	384115
1357769413881971890	56392581	19361508	746	2151684	460294
1357769414382446042	53537258	18344891	747	2037259	449868
1357769414882937486	55294977	18963375	768	2105335	460754
1357769415383429138	63191837	21610404	864	2395771	530722
1357769415883951082	68350672	23510815	1012	2607540	587720
1357769416384433901	55011464	18927572	782	2099520	467430
1357769416884955220	54360429	18788541	741	2087277	454453
1357769417385442705	51872516	17783404	698	1979041	425410
1357769417886049732	66683138	23074477	886	2573013	554129
1357769418386526426	66550622	23103340	962	2562618	571921
1357769418887017703	64000514	22109266	934	2457696	550037
1357769419387549606	56223097	19418773	757	2160493	466974
1357769419888035674	46607555	15993536	584	1775277	376186
1357769420388511410	55365587	19073485	729	2121937	459388
1357769420889044646	51199384	17592024	606	1951315	407959
1357769421389567798	46141329	15832250	510	1754543	363039
1357769421890055200	58181397	19999593	845	2217014	494311
1357769422390538102	51880999	17692509	695	1966698	426973
1357769422891086088	56098115	19248898	743	2137744	471853
1357769423391577073	55581462	19145033	745	2124152	462589
1357769423892062684	47146257	16150501	580	1790845	377861
1357769424392553253	54422263	18527740	754	2055770	456935
1357769424893030363	58560602	20118418	809	2232085	490588
1357769425393487682	42300728	14572053	481	1619808	333632
1357769425894024084	68604852	23533976	969	2614722	576713
1357769426394501570	50319549	17212122	691	1910248	417800
1357769426894995181	67842270	23376269	1003	2593142	580056
1357769427395519624	66655829	22635569	944	2525636	560039
